"cluster","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","X8"
"cluster_1",33.3333333333333,62.5,100,71.4285714285714,33.3333333333333,44.4444444444444,44.4444444444444,33.3333333333333
"cluster_2",87.5,77.7777777777778,44.4444444444444,66.6666666666667,87.5,77.7777777777778,100,87.5
"cluster_3",0,0,0,0,0,0,0,0
