"cluster","best_match","pct_match"
"1","Careful",76.4705882352941
"2","Fearful",31.8181818181818
"3","Influencer",35.7142857142857
"4","Uninterested",27.2727272727273
"5","Homo.Economicus",26.0869565217391
"6","Stubborn",31.8181818181818
"7","Early.Adopter",45
