method,matrix_name,d_det,d_hamming,n_prototypes_used,n_bootstraps,n_unique_patterns,final_covered_pct,first_prototype_covered_pct,last_prototype_increment_pct,pool_weighting,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,odd_radius_redundant,radius_can_cover_any_pattern
EFA,matrix_32_pos_0_1,15,3,12,100,2310,25.92928571428493,7.700952380952149,0.9392857142856862,equal_candidate,30,2,14,93.33333333333333,TRUE,FALSE
EFA,matrix_32_pos_0_1,15,4,12,100,2310,43.59261904761775,13.206904761904388,0.1935714285714227,equal_candidate,30,4,13,86.66666666666667,FALSE,FALSE
EFA,matrix_32_pos_0_1,15,5,12,100,2310,43.59261904761775,13.206904761904388,0.1935714285714227,equal_candidate,30,4,13,86.66666666666667,TRUE,FALSE
EFA,matrix_32_pos_0_1,15,6,12,100,2310,63.58119047618859,15.602380952380482,0.7521428571428346,equal_candidate,30,6,12,80,FALSE,FALSE
EFA,matrix_32_pos_0_1,15,7,12,100,2310,63.58119047618859,15.602380952380482,0.7521428571428346,equal_candidate,30,6,12,80,TRUE,FALSE
EFA,matrix_32_pos_0_1,15,8,12,100,2310,81.64619047618807,17.143333333332812,0.9583333333333041,equal_candidate,30,8,11,73.33333333333333,FALSE,FALSE
EFA,matrix_32_pos_0_1,15,9,12,100,2310,81.64619047618807,17.143333333332812,0.9583333333333041,equal_candidate,30,8,11,73.33333333333333,TRUE,FALSE
EFA,matrix_32_pos_0_1,15,10,12,100,2310,95.49309523809241,20.4580952380946,0.6178571428571242,equal_candidate,30,10,10,66.66666666666667,FALSE,FALSE
EFA,matrix_32_raw_0_1,8,0,12,100,1195,29.2364285714282,14.940714285714112,0.6404761904761815,equal_candidate,16,0,8,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,8,1,12,100,1195,29.2364285714282,14.940714285714112,0.6404761904761815,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,8,2,12,100,1195,58.35333333333256,17.09761904761884,0.828333333333322,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_raw_0_1,8,3,12,100,1195,58.35333333333256,17.09761904761884,0.828333333333322,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_raw_0_1,8,4,12,100,1195,86.59904761904646,17.7440476190474,0.9335714285714156,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_raw_0_1,8,5,12,100,1195,86.59904761904646,17.7440476190474,0.9335714285714156,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_raw_0_1,8,6,12,100,1195,96.31452380952256,19.07857142857118,0.06857142857142762,equal_candidate,16,6,5,62.5,FALSE,FALSE
EFA,matrix_32_raw_0_1,8,7,12,100,1195,96.31452380952256,19.07857142857118,0.06857142857142762,equal_candidate,16,6,5,62.5,TRUE,FALSE
EFA,matrix_32_raw_0_1,8,8,12,100,1195,99.82499999999867,22.147142857142548,0.07499999999999896,equal_candidate,16,8,4,50,FALSE,FALSE
EFA,matrix_32_raw_0_1,8,9,12,100,1195,99.82499999999867,22.147142857142548,0.07499999999999896,equal_candidate,16,8,4,50,TRUE,FALSE
EFA,matrix_32_raw_0_1,8,10,6,100,1195,99.99999999999864,27.050952380952,0.04999999999999931,equal_candidate,16,10,3,37.5,FALSE,FALSE
EFA,matrix_32_raw_0_1,9,0,12,100,1408,27.57595238095192,10.98785714285697,0.6269047619047511,equal_candidate,18,0,9,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,9,1,12,100,1408,27.57595238095192,10.98785714285697,0.6269047619047511,equal_candidate,18,0,9,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,9,2,12,100,1408,52.08857142857055,16.744047619047347,1.9002380952380618,equal_candidate,18,2,8,88.88888888888889,FALSE,FALSE
EFA,matrix_32_raw_0_1,9,3,12,100,1408,52.08857142857055,16.744047619047347,1.9002380952380618,equal_candidate,18,2,8,88.88888888888889,TRUE,FALSE
EFA,matrix_32_raw_0_1,9,4,12,100,1408,80.61119047618914,17.826190476190188,1.1992857142856939,equal_candidate,18,4,7,77.77777777777777,FALSE,FALSE
EFA,matrix_32_raw_0_1,9,5,12,100,1408,80.61119047618914,17.826190476190188,1.1992857142856939,equal_candidate,18,4,7,77.77777777777777,TRUE,FALSE
EFA,matrix_32_raw_0_1,9,6,12,100,1408,94.45976190476038,18.817857142856838,0.8547619047618901,equal_candidate,18,6,6,66.66666666666667,FALSE,FALSE
EFA,matrix_32_raw_0_1,9,7,12,100,1408,94.45976190476038,18.817857142856838,0.8547619047618901,equal_candidate,18,6,6,66.66666666666667,TRUE,FALSE
EFA,matrix_32_raw_0_1,9,8,12,100,1408,99.26785714285555,21.362857142856765,0.26785714285713824,equal_candidate,18,8,5,55.55555555555556,FALSE,FALSE
EFA,matrix_32_raw_0_1,9,9,12,100,1408,99.26785714285555,21.362857142856765,0.26785714285713824,equal_candidate,18,8,5,55.55555555555556,TRUE,FALSE
EFA,matrix_32_raw_0_1,9,10,10,100,1408,99.99999999999834,24.878095238094794,0.02499999999999957,equal_candidate,18,10,4,44.44444444444444,FALSE,FALSE
EFA,matrix_32_raw_0_1,10,0,12,100,1580,22.512142857142372,10.79761904761882,0.5999999999999869,equal_candidate,20,0,10,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,10,1,12,100,1580,22.512142857142372,10.79761904761882,0.5999999999999869,equal_candidate,20,0,10,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,10,2,12,100,1580,46.99785714285613,16.147619047618704,1.769047619047581,equal_candidate,20,2,9,90,FALSE,FALSE
EFA,matrix_32_raw_0_1,10,3,12,100,1580,46.99785714285613,16.147619047618704,1.769047619047581,equal_candidate,20,2,9,90,TRUE,FALSE
EFA,matrix_32_raw_0_1,10,4,12,100,1580,74.684047619046,17.465476190475812,1.77404761904758,equal_candidate,20,4,8,80,FALSE,FALSE
EFA,matrix_32_raw_0_1,10,5,12,100,1580,74.684047619046,17.465476190475812,1.77404761904758,equal_candidate,20,4,8,80,TRUE,FALSE
EFA,matrix_32_raw_0_1,10,6,12,100,1580,89.87190476190281,18.74999999999958,0.4809523809523705,equal_candidate,20,6,7,70,FALSE,FALSE
EFA,matrix_32_raw_0_1,10,7,12,100,1580,89.87190476190281,18.74999999999958,0.4809523809523705,equal_candidate,20,6,7,70,TRUE,FALSE
EFA,matrix_32_raw_0_1,10,8,12,100,1580,98.36785714285504,21.014523809523318,0.09357142857142652,equal_candidate,20,8,6,60,FALSE,FALSE
EFA,matrix_32_raw_0_1,10,9,12,100,1580,98.36785714285504,21.014523809523318,0.09357142857142652,equal_candidate,20,8,6,60,TRUE,FALSE
EFA,matrix_32_raw_0_1,10,10,11,100,1580,99.99999999999785,24.577857142856566,0.0499999999999989,equal_candidate,20,10,5,50,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,0,12,100,1716,17.506666666666252,4.2597619047618025,0.7133333333333167,equal_candidate,22,0,11,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,1,12,100,1716,17.506666666666252,4.2597619047618025,0.7133333333333167,equal_candidate,22,0,11,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,2,12,100,1716,43.8380952380942,14.802857142856794,2.4535714285713683,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,3,12,100,1716,43.8380952380942,14.802857142856794,2.4535714285713683,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,4,12,100,1716,65.16357142856988,16.92261904761864,0.4399999999999897,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,5,12,100,1716,65.16357142856988,16.92261904761864,0.4399999999999897,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,6,12,100,1716,87.06238095237892,18.036904761904328,0.27880952380951723,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,7,12,100,1716,87.06238095237892,18.036904761904328,0.27880952380951723,equal_candidate,22,6,8,72.72727272727273,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,8,12,100,1716,95.86523809523591,19.898333333332832,1.1869047619047337,equal_candidate,22,8,7,63.63636363636363,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,9,12,100,1716,95.86523809523591,19.898333333332832,1.1869047619047337,equal_candidate,22,8,7,63.63636363636363,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,10,12,100,1716,99.7249999999977,23.255476190475598,0.053571428571427306,equal_candidate,22,10,6,54.54545454545455,FALSE,FALSE
EFA,matrix_32_raw_0_1,12,0,12,100,1841,14.289999999999642,2.4688095238094614,0.575476190476176,equal_candidate,24,0,12,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,12,1,12,100,1841,14.289999999999642,2.4688095238094614,0.575476190476176,equal_candidate,24,0,12,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,12,2,12,100,1841,40.67523809523708,11.504999999999715,0.839999999999979,equal_candidate,24,2,11,91.66666666666667,FALSE,FALSE
EFA,matrix_32_raw_0_1,12,3,12,100,1841,40.67523809523708,11.504999999999715,0.839999999999979,equal_candidate,24,2,11,91.66666666666667,TRUE,FALSE
EFA,matrix_32_raw_0_1,12,4,12,100,1841,62.48047619047461,16.507142857142437,1.7378571428571,equal_candidate,24,4,10,83.33333333333333,FALSE,FALSE
EFA,matrix_32_raw_0_1,12,5,12,100,1841,62.48047619047461,16.507142857142437,1.7378571428571,equal_candidate,24,4,10,83.33333333333333,TRUE,FALSE
EFA,matrix_32_raw_0_1,12,6,12,100,1841,80.61642857142655,17.590476190475737,1.2369047619047309,equal_candidate,24,6,9,75,FALSE,FALSE
EFA,matrix_32_raw_0_1,12,7,12,100,1841,80.61642857142655,17.590476190475737,1.2369047619047309,equal_candidate,24,6,9,75,TRUE,FALSE
EFA,matrix_32_raw_0_1,12,8,12,100,1841,95.12238095237858,19.183333333332815,0.20357142857142346,equal_candidate,24,8,8,66.66666666666667,FALSE,FALSE
EFA,matrix_32_raw_0_1,12,9,12,100,1841,95.12238095237858,19.183333333332815,0.20357142857142346,equal_candidate,24,8,8,66.66666666666667,TRUE,FALSE
EFA,matrix_32_raw_0_1,12,10,12,100,1841,99.58928571428325,22.461190476189863,0.12857142857142534,equal_candidate,24,10,7,58.333333333333336,FALSE,FALSE
EFA,matrix_32_raw_0_1,13,0,12,100,1943,13.39999999999967,3.24690476190468,0.5599999999999864,equal_candidate,26,0,13,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,13,1,12,100,1943,13.39999999999967,3.24690476190468,0.5599999999999864,equal_candidate,26,0,13,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,13,2,12,100,1943,35.827142857141986,11.037142857142586,0.579999999999986,equal_candidate,26,2,12,92.3076923076923,FALSE,FALSE
EFA,matrix_32_raw_0_1,13,3,12,100,1943,35.827142857141986,11.037142857142586,0.579999999999986,equal_candidate,26,2,12,92.3076923076923,TRUE,FALSE
EFA,matrix_32_raw_0_1,13,4,12,100,1943,54.651666666665335,15.814523809523417,0.5199999999999875,equal_candidate,26,4,11,84.61538461538461,FALSE,FALSE
EFA,matrix_32_raw_0_1,13,5,12,100,1943,54.651666666665335,15.814523809523417,0.5199999999999875,equal_candidate,26,4,11,84.61538461538461,TRUE,FALSE
EFA,matrix_32_raw_0_1,13,6,12,100,1943,75.19761904761721,17.46190476190432,1.2249999999999703,equal_candidate,26,6,10,76.92307692307692,FALSE,FALSE
EFA,matrix_32_raw_0_1,13,7,12,100,1943,75.19761904761721,17.46190476190432,1.2249999999999703,equal_candidate,26,6,10,76.92307692307692,TRUE,FALSE
EFA,matrix_32_raw_0_1,13,8,12,100,1943,90.67214285714061,18.659523809523325,1.0130952380952134,equal_candidate,26,8,9,69.23076923076923,FALSE,FALSE
EFA,matrix_32_raw_0_1,13,9,12,100,1943,90.67214285714061,18.659523809523325,1.0130952380952134,equal_candidate,26,8,9,69.23076923076923,TRUE,FALSE
EFA,matrix_32_raw_0_1,13,10,12,100,1943,99.078571428569,21.914523809523217,0.3678571428571339,equal_candidate,26,10,8,61.53846153846154,FALSE,FALSE
EFA,matrix_32_raw_0_1,14,0,12,100,1996,13.050476190475848,2.1699999999999418,0.6266666666666498,equal_candidate,28,0,14,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,14,1,12,100,1996,13.050476190475848,2.1699999999999418,0.6266666666666498,equal_candidate,28,0,14,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,14,2,12,100,1996,37.507142857141865,6.46333333333316,1.0807142857142573,equal_candidate,28,2,13,92.85714285714286,FALSE,FALSE
EFA,matrix_32_raw_0_1,14,3,12,100,1996,37.507142857141865,6.46333333333316,1.0807142857142573,equal_candidate,28,2,13,92.85714285714286,TRUE,FALSE
EFA,matrix_32_raw_0_1,14,4,12,100,1996,54.24476190476046,9.024523809523583,0.7149999999999812,equal_candidate,28,4,12,85.71428571428571,FALSE,FALSE
EFA,matrix_32_raw_0_1,14,5,12,100,1996,54.24476190476046,9.024523809523583,0.7149999999999812,equal_candidate,28,4,12,85.71428571428571,TRUE,FALSE
EFA,matrix_32_raw_0_1,14,6,12,100,1996,72.79738095237903,11.81761904761874,1.1369047619047314,equal_candidate,28,6,11,78.57142857142857,FALSE,FALSE
EFA,matrix_32_raw_0_1,14,7,12,100,1996,72.79738095237903,11.81761904761874,1.1369047619047314,equal_candidate,28,6,11,78.57142857142857,TRUE,FALSE
EFA,matrix_32_raw_0_1,14,8,12,100,1996,89.76761904761663,17.471666666666195,0.4742857142857016,equal_candidate,28,8,10,71.42857142857143,FALSE,FALSE
EFA,matrix_32_raw_0_1,14,9,12,100,1996,89.76761904761663,17.471666666666195,0.4742857142857016,equal_candidate,28,8,10,71.42857142857143,TRUE,FALSE
EFA,matrix_32_raw_0_1,14,10,12,100,1996,98.87142857142597,21.484761904761363,0.160238095238091,equal_candidate,28,10,9,64.28571428571429,FALSE,FALSE
EFA,matrix_32_raw_0_1,15,0,12,100,2065,11.694285714285378,2.629999999999923,0.6499999999999813,equal_candidate,30,0,15,100,FALSE,FALSE
EFA,matrix_32_raw_0_1,15,1,12,100,2065,11.694285714285378,2.629999999999923,0.6499999999999813,equal_candidate,30,0,15,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,15,2,12,100,2065,35.69261904761802,6.8899999999998025,0.9899999999999715,equal_candidate,30,2,14,93.33333333333333,FALSE,FALSE
EFA,matrix_32_raw_0_1,15,3,12,100,2065,35.69261904761802,6.8899999999998025,0.9899999999999715,equal_candidate,30,2,14,93.33333333333333,TRUE,FALSE
EFA,matrix_32_raw_0_1,15,4,12,100,2065,53.40809523809369,9.273095238094982,0.924761904761878,equal_candidate,30,4,13,86.66666666666667,FALSE,FALSE
EFA,matrix_32_raw_0_1,15,5,12,100,2065,53.40809523809369,9.273095238094982,0.924761904761878,equal_candidate,30,4,13,86.66666666666667,TRUE,FALSE
EFA,matrix_32_raw_0_1,15,6,12,100,2065,70.61809523809323,12.804523809523449,0.6419047619047432,equal_candidate,30,6,12,80,FALSE,FALSE
EFA,matrix_32_raw_0_1,15,7,12,100,2065,70.61809523809323,12.804523809523449,0.6419047619047432,equal_candidate,30,6,12,80,TRUE,FALSE
EFA,matrix_32_raw_0_1,15,8,12,100,2065,90.42190476190208,17.07619047618996,0.8333333333333092,equal_candidate,30,8,11,73.33333333333333,FALSE,FALSE
EFA,matrix_32_raw_0_1,15,9,12,100,2065,90.42190476190208,17.07619047618996,0.8333333333333092,equal_candidate,30,8,11,73.33333333333333,TRUE,FALSE
EFA,matrix_32_raw_0_1,15,10,12,100,2065,98.91785714285423,20.016428571427994,0.11857142857142515,equal_candidate,30,10,10,66.66666666666667,FALSE,FALSE
EFA,matrix_32_z_abs,8,0,12,100,1808,14.301190476190145,5.501666666666538,0.39738095238094323,equal_candidate,16,0,8,100,FALSE,FALSE
EFA,matrix_32_z_abs,8,1,12,100,1808,14.301190476190145,5.501666666666538,0.39738095238094323,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_z_abs,8,2,12,100,1808,36.74357142857058,13.73666666666635,0.596666666666653,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_z_abs,8,3,12,100,1808,36.74357142857058,13.73666666666635,0.596666666666653,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_z_abs,8,4,12,100,1808,64.1021428571414,17.602380952380543,3.3109523809523003,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_z_abs,8,5,12,100,1808,64.1021428571414,17.602380952380543,3.3109523809523003,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_z_abs,8,6,12,100,1808,89.04761904761702,17.954285714285295,1.9316666666666231,equal_candidate,16,6,5,62.5,FALSE,FALSE
EFA,matrix_32_z_abs,8,7,12,100,1808,89.04761904761702,17.954285714285295,1.9316666666666231,equal_candidate,16,6,5,62.5,TRUE,FALSE
EFA,matrix_32_z_abs,8,8,12,100,1808,98.41023809523591,19.05357142857098,0.4292857142857044,equal_candidate,16,8,4,50,FALSE,FALSE
EFA,matrix_32_z_abs,8,9,12,100,1808,98.41023809523591,19.05357142857098,0.4292857142857044,equal_candidate,16,8,4,50,TRUE,FALSE
EFA,matrix_32_z_abs,8,10,7,100,1808,99.99999999999767,24.827380952380377,0.4595238095237989,equal_candidate,16,10,3,37.5,FALSE,FALSE
EFA,matrix_32_z_abs,9,0,12,100,2012,10.414047619047388,3.407857142857065,0.393809523809515,equal_candidate,18,0,9,100,FALSE,FALSE
EFA,matrix_32_z_abs,9,1,12,100,2012,10.414047619047388,3.407857142857065,0.393809523809515,equal_candidate,18,0,9,100,TRUE,FALSE
EFA,matrix_32_z_abs,9,2,12,100,2012,28.02428571428509,9.381666666666458,0.17690476190475796,equal_candidate,18,2,8,88.88888888888889,FALSE,FALSE
EFA,matrix_32_z_abs,9,3,12,100,2012,28.02428571428509,9.381666666666458,0.17690476190475796,equal_candidate,18,2,8,88.88888888888889,TRUE,FALSE
EFA,matrix_32_z_abs,9,4,12,100,2012,49.77738095237987,15.378333333332996,0.7764285714285541,equal_candidate,18,4,7,77.77777777777777,FALSE,FALSE
EFA,matrix_32_z_abs,9,5,12,100,2012,49.77738095237987,15.378333333332996,0.7764285714285541,equal_candidate,18,4,7,77.77777777777777,TRUE,FALSE
EFA,matrix_32_z_abs,9,6,12,100,2012,77.38785714285547,17.92976190476152,0.5057142857142743,equal_candidate,18,6,6,66.66666666666667,FALSE,FALSE
EFA,matrix_32_z_abs,9,7,12,100,2012,77.38785714285547,17.92976190476152,0.5057142857142743,equal_candidate,18,6,6,66.66666666666667,TRUE,FALSE
EFA,matrix_32_z_abs,9,8,12,100,2012,95.55642857142651,19.11714285714244,0.7480952380952214,equal_candidate,18,8,5,55.55555555555556,FALSE,FALSE
EFA,matrix_32_z_abs,9,9,12,100,2012,95.55642857142651,19.11714285714244,0.7480952380952214,equal_candidate,18,8,5,55.55555555555556,TRUE,FALSE
EFA,matrix_32_z_abs,9,10,12,100,2012,99.89999999999785,25.43595238095183,0.07857142857142682,equal_candidate,18,10,4,44.44444444444444,FALSE,FALSE
EFA,matrix_32_z_abs,10,0,12,100,2150,8.0357142857141,1.6028571428571061,0.4271428571428473,equal_candidate,20,0,10,100,FALSE,FALSE
EFA,matrix_32_z_abs,10,1,12,100,2150,8.0357142857141,1.6028571428571061,0.4271428571428473,equal_candidate,20,0,10,100,TRUE,FALSE
EFA,matrix_32_z_abs,10,2,12,100,2150,22.911428571428054,8.545238095237904,0.2669047619047557,equal_candidate,20,2,9,90,FALSE,FALSE
EFA,matrix_32_z_abs,10,3,12,100,2150,22.911428571428054,8.545238095237904,0.2669047619047557,equal_candidate,20,2,9,90,TRUE,FALSE
EFA,matrix_32_z_abs,10,4,12,100,2150,43.74333333333236,14.91833333333301,0.6628571428571275,equal_candidate,20,4,8,80,FALSE,FALSE
EFA,matrix_32_z_abs,10,5,12,100,2150,43.74333333333236,14.91833333333301,0.6628571428571275,equal_candidate,20,4,8,80,TRUE,FALSE
EFA,matrix_32_z_abs,10,6,12,100,2150,67.30214285714139,17.367142857142472,0.5742857142857011,equal_candidate,20,6,7,70,FALSE,FALSE
EFA,matrix_32_z_abs,10,7,12,100,2150,67.30214285714139,17.367142857142472,0.5742857142857011,equal_candidate,20,6,7,70,TRUE,FALSE
EFA,matrix_32_z_abs,10,8,12,100,2150,90.22523809523604,18.63761904761863,1.4221428571428254,equal_candidate,20,8,6,60,FALSE,FALSE
EFA,matrix_32_z_abs,10,9,12,100,2150,90.22523809523604,18.63761904761863,1.4221428571428254,equal_candidate,20,8,6,60,TRUE,FALSE
EFA,matrix_32_z_abs,10,10,12,100,2150,99.52428571428354,22.627380952380438,0.3078571428571357,equal_candidate,20,10,5,50,FALSE,FALSE
EFA,matrix_32_z_abs,11,0,12,100,2327,5.786428571428409,1.1485714285713966,0.28238095238094446,equal_candidate,22,0,11,100,FALSE,FALSE
EFA,matrix_32_z_abs,11,1,12,100,2327,5.786428571428409,1.1485714285713966,0.28238095238094446,equal_candidate,22,0,11,100,TRUE,FALSE
EFA,matrix_32_z_abs,11,2,12,100,2327,19.701666666666114,6.059047619047449,0.6771428571428382,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_z_abs,11,3,12,100,2327,19.701666666666114,6.059047619047449,0.6771428571428382,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_z_abs,11,4,12,100,2327,37.5738095238085,12.969999999999663,1.1759523809523487,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_z_abs,11,5,12,100,2327,37.5738095238085,12.969999999999663,1.1759523809523487,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_z_abs,11,6,12,100,2327,60.83142857142694,16.595476190475754,1.9297619047618526,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_z_abs,11,7,12,100,2327,60.83142857142694,16.595476190475754,1.9297619047618526,equal_candidate,22,6,8,72.72727272727273,TRUE,FALSE
EFA,matrix_32_z_abs,11,8,12,100,2327,84.99309523809283,18.669285714285223,1.7276190476190005,equal_candidate,22,8,7,63.63636363636363,FALSE,FALSE
EFA,matrix_32_z_abs,11,9,12,100,2327,84.99309523809283,18.669285714285223,1.7276190476190005,equal_candidate,22,8,7,63.63636363636363,TRUE,FALSE
EFA,matrix_32_z_abs,11,10,12,100,2327,98.25452380952115,22.452142857142267,0.8949999999999749,equal_candidate,22,10,6,54.54545454545455,FALSE,FALSE
EFA,matrix_32_z_abs,12,0,12,100,2494,4.091190476190343,0.7052380952380723,0.19666666666666027,equal_candidate,24,0,12,100,FALSE,FALSE
EFA,matrix_32_z_abs,12,1,12,100,2494,4.091190476190343,0.7052380952380723,0.19666666666666027,equal_candidate,24,0,12,100,TRUE,FALSE
EFA,matrix_32_z_abs,12,2,12,100,2494,15.869523809523292,4.3259523809522396,1.3902380952380504,equal_candidate,24,2,11,91.66666666666667,FALSE,FALSE
EFA,matrix_32_z_abs,12,3,12,100,2494,15.869523809523292,4.3259523809522396,1.3902380952380504,equal_candidate,24,2,11,91.66666666666667,TRUE,FALSE
EFA,matrix_32_z_abs,12,4,12,100,2494,32.767857142856094,9.905952380952073,0.3871428571428446,equal_candidate,24,4,10,83.33333333333333,FALSE,FALSE
EFA,matrix_32_z_abs,12,5,12,100,2494,32.767857142856094,9.905952380952073,0.3871428571428446,equal_candidate,24,4,10,83.33333333333333,TRUE,FALSE
EFA,matrix_32_z_abs,12,6,12,100,2494,53.36142857142687,15.127380952380468,0.972619047619016,equal_candidate,24,6,9,75,FALSE,FALSE
EFA,matrix_32_z_abs,12,7,12,100,2494,53.36142857142687,15.127380952380468,0.972619047619016,equal_candidate,24,6,9,75,TRUE,FALSE
EFA,matrix_32_z_abs,12,8,12,100,2494,78.82047619047363,17.83738095238041,0.5042857142856979,equal_candidate,24,8,8,66.66666666666667,FALSE,FALSE
EFA,matrix_32_z_abs,12,9,12,100,2494,78.82047619047363,17.83738095238041,0.5042857142856979,equal_candidate,24,8,8,66.66666666666667,TRUE,FALSE
EFA,matrix_32_z_abs,12,10,12,100,2494,96.39809523809204,21.615714285713622,0.6592857142856928,equal_candidate,24,10,7,58.333333333333336,FALSE,FALSE
EFA,matrix_32_z_abs,13,0,12,100,2588,2.75476190476181,0.35190476190474984,0.17333333333332737,equal_candidate,26,0,13,100,FALSE,FALSE
EFA,matrix_32_z_abs,13,1,12,100,2588,2.75476190476181,0.35190476190474984,0.17333333333332737,equal_candidate,26,0,13,100,TRUE,FALSE
EFA,matrix_32_z_abs,13,2,12,100,2588,13.051428571428124,3.1214285714284626,0.5192857142856965,equal_candidate,26,2,12,92.3076923076923,FALSE,FALSE
EFA,matrix_32_z_abs,13,3,12,100,2588,13.051428571428124,3.1214285714284626,0.5192857142856965,equal_candidate,26,2,12,92.3076923076923,TRUE,FALSE
EFA,matrix_32_z_abs,13,4,12,100,2588,26.294047619046733,9.206904761904461,0.21023809523808804,equal_candidate,26,4,11,84.61538461538461,FALSE,FALSE
EFA,matrix_32_z_abs,13,5,12,100,2588,26.294047619046733,9.206904761904461,0.21023809523808804,equal_candidate,26,4,11,84.61538461538461,TRUE,FALSE
EFA,matrix_32_z_abs,13,6,12,100,2588,47.24928571428412,15.156190476189963,1.3707142857142396,equal_candidate,26,6,10,76.92307692307692,FALSE,FALSE
EFA,matrix_32_z_abs,13,7,12,100,2588,47.24928571428412,15.156190476189963,1.3707142857142396,equal_candidate,26,6,10,76.92307692307692,TRUE,FALSE
EFA,matrix_32_z_abs,13,8,12,100,2588,70.84071428571193,17.440238095237543,0.5745238095237899,equal_candidate,26,8,9,69.23076923076923,FALSE,FALSE
EFA,matrix_32_z_abs,13,9,12,100,2588,70.84071428571193,17.440238095237543,0.5745238095237899,equal_candidate,26,8,9,69.23076923076923,TRUE,FALSE
EFA,matrix_32_z_abs,13,10,12,100,2588,93.26952380952066,20.178571428570784,1.198809523809483,equal_candidate,26,10,8,61.53846153846154,FALSE,FALSE
EFA,matrix_32_z_abs,14,0,12,100,2668,1.9826190476189776,0.22999999999999185,0.1269047619047574,equal_candidate,28,0,14,100,FALSE,FALSE
EFA,matrix_32_z_abs,14,1,12,100,2668,1.9826190476189776,0.22999999999999185,0.1269047619047574,equal_candidate,28,0,14,100,TRUE,FALSE
EFA,matrix_32_z_abs,14,2,12,100,2668,7.596190476190207,1.6349999999999425,0.12333333333332898,equal_candidate,28,2,13,92.85714285714286,FALSE,FALSE
EFA,matrix_32_z_abs,14,3,12,100,2668,7.596190476190207,1.6349999999999425,0.12333333333332898,equal_candidate,28,2,13,92.85714285714286,TRUE,FALSE
EFA,matrix_32_z_abs,14,4,12,100,2668,20.486904761904025,6.6004761904759555,0.8438095238094938,equal_candidate,28,4,12,85.71428571428571,FALSE,FALSE
EFA,matrix_32_z_abs,14,5,12,100,2668,20.486904761904025,6.6004761904759555,0.8438095238094938,equal_candidate,28,4,12,85.71428571428571,TRUE,FALSE
EFA,matrix_32_z_abs,14,6,12,100,2668,39.86166666666531,13.425476190475749,0.901190476190444,equal_candidate,28,6,11,78.57142857142857,FALSE,FALSE
EFA,matrix_32_z_abs,14,7,12,100,2668,39.86166666666531,13.425476190475749,0.901190476190444,equal_candidate,28,6,11,78.57142857142857,TRUE,FALSE
EFA,matrix_32_z_abs,14,8,12,100,2668,66.92071428571197,16.962857142856556,1.0566666666666296,equal_candidate,28,8,10,71.42857142857143,FALSE,FALSE
