method,matrix_name,d_det,d_hamming,coverage_threshold,first_prototype_reaching_threshold,max_coverage_available
EFA,matrix_32_raw_0_1,10,8,85,7,98.36785714285504
EFA,matrix_32_raw_0_1,10,8,90,7,98.36785714285504
EFA,matrix_32_raw_0_1,10,8,95,8,98.36785714285504
EFA,matrix_32_raw_0_1,10,9,80,6,98.36785714285504
EFA,matrix_32_raw_0_1,10,9,85,7,98.36785714285504
EFA,matrix_32_raw_0_1,10,9,90,7,98.36785714285504
EFA,matrix_32_raw_0_1,10,9,95,8,98.36785714285504
EFA,matrix_32_raw_0_1,10,10,80,4,99.99999999999785
EFA,matrix_32_raw_0_1,10,10,85,4,99.99999999999785
EFA,matrix_32_raw_0_1,10,10,90,4,99.99999999999785
EFA,matrix_32_raw_0_1,10,10,95,5,99.99999999999785
EFA,matrix_32_raw_0_1,11,0,80,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,0,85,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,0,90,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,0,95,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,1,80,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,1,85,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,1,90,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,1,95,NA,17.506666666666252
EFA,matrix_32_raw_0_1,11,2,80,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,2,85,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,2,90,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,2,95,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,3,80,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,3,85,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,3,90,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,3,95,NA,43.8380952380942
EFA,matrix_32_raw_0_1,11,4,80,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,4,85,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,4,90,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,4,95,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,5,80,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,5,85,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,5,90,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,5,95,NA,65.16357142856988
EFA,matrix_32_raw_0_1,11,6,80,10,87.06238095237892
EFA,matrix_32_raw_0_1,11,6,85,10,87.06238095237892
EFA,matrix_32_raw_0_1,11,6,90,NA,87.06238095237892
EFA,matrix_32_raw_0_1,11,6,95,NA,87.06238095237892
EFA,matrix_32_raw_0_1,11,7,80,10,87.06238095237892
EFA,matrix_32_raw_0_1,11,7,85,10,87.06238095237892
EFA,matrix_32_raw_0_1,11,7,90,NA,87.06238095237892
EFA,matrix_32_raw_0_1,11,7,95,NA,87.06238095237892
EFA,matrix_32_raw_0_1,11,8,80,6,95.86523809523591
EFA,matrix_32_raw_0_1,11,8,85,8,95.86523809523591
EFA,matrix_32_raw_0_1,11,8,90,8,95.86523809523591
EFA,matrix_32_raw_0_1,11,8,95,12,95.86523809523591
EFA,matrix_32_raw_0_1,11,9,80,6,95.86523809523591
EFA,matrix_32_raw_0_1,11,9,85,8,95.86523809523591
EFA,matrix_32_raw_0_1,11,9,90,8,95.86523809523591
EFA,matrix_32_raw_0_1,11,9,95,12,95.86523809523591
EFA,matrix_32_raw_0_1,11,10,80,4,99.7249999999977
EFA,matrix_32_raw_0_1,11,10,85,4,99.7249999999977
EFA,matrix_32_raw_0_1,11,10,90,5,99.7249999999977
EFA,matrix_32_raw_0_1,11,10,95,6,99.7249999999977
EFA,matrix_32_raw_0_1,12,0,80,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,0,85,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,0,90,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,0,95,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,1,80,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,1,85,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,1,90,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,1,95,NA,14.289999999999642
EFA,matrix_32_raw_0_1,12,2,80,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,2,85,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,2,90,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,2,95,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,3,80,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,3,85,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,3,90,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,3,95,NA,40.67523809523708
EFA,matrix_32_raw_0_1,12,4,80,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,4,85,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,4,90,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,4,95,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,5,80,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,5,85,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,5,90,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,5,95,NA,62.48047619047461
EFA,matrix_32_raw_0_1,12,6,80,12,80.61642857142655
EFA,matrix_32_raw_0_1,12,6,85,NA,80.61642857142655
EFA,matrix_32_raw_0_1,12,6,90,NA,80.61642857142655
EFA,matrix_32_raw_0_1,12,6,95,NA,80.61642857142655
EFA,matrix_32_raw_0_1,12,7,80,12,80.61642857142655
EFA,matrix_32_raw_0_1,12,7,85,NA,80.61642857142655
EFA,matrix_32_raw_0_1,12,7,90,NA,80.61642857142655
EFA,matrix_32_raw_0_1,12,7,95,NA,80.61642857142655
EFA,matrix_32_raw_0_1,12,8,80,5,95.12238095237858
EFA,matrix_32_raw_0_1,12,8,85,6,95.12238095237858
EFA,matrix_32_raw_0_1,12,8,90,7,95.12238095237858
EFA,matrix_32_raw_0_1,12,8,95,12,95.12238095237858
EFA,matrix_32_raw_0_1,12,9,80,5,95.12238095237858
EFA,matrix_32_raw_0_1,12,9,85,6,95.12238095237858
EFA,matrix_32_raw_0_1,12,9,90,7,95.12238095237858
EFA,matrix_32_raw_0_1,12,9,95,12,95.12238095237858
EFA,matrix_32_raw_0_1,12,10,80,4,99.58928571428325
EFA,matrix_32_raw_0_1,12,10,85,5,99.58928571428325
EFA,matrix_32_raw_0_1,12,10,90,5,99.58928571428325
EFA,matrix_32_raw_0_1,12,10,95,5,99.58928571428325
EFA,matrix_32_raw_0_1,13,0,80,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,0,85,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,0,90,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,0,95,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,1,80,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,1,85,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,1,90,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,1,95,NA,13.39999999999967
EFA,matrix_32_raw_0_1,13,2,80,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,2,85,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,2,90,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,2,95,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,3,80,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,3,85,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,3,90,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,3,95,NA,35.827142857141986
EFA,matrix_32_raw_0_1,13,4,80,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,4,85,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,4,90,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,4,95,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,5,80,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,5,85,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,5,90,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,5,95,NA,54.651666666665335
EFA,matrix_32_raw_0_1,13,6,80,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,6,85,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,6,90,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,6,95,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,7,80,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,7,85,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,7,90,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,7,95,NA,75.19761904761721
EFA,matrix_32_raw_0_1,13,8,80,8,90.67214285714061
EFA,matrix_32_raw_0_1,13,8,85,9,90.67214285714061
EFA,matrix_32_raw_0_1,13,8,90,12,90.67214285714061
EFA,matrix_32_raw_0_1,13,8,95,NA,90.67214285714061
EFA,matrix_32_raw_0_1,13,9,80,8,90.67214285714061
EFA,matrix_32_raw_0_1,13,9,85,9,90.67214285714061
EFA,matrix_32_raw_0_1,13,9,90,12,90.67214285714061
EFA,matrix_32_raw_0_1,13,9,95,NA,90.67214285714061
EFA,matrix_32_raw_0_1,13,10,80,4,99.078571428569
EFA,matrix_32_raw_0_1,13,10,85,5,99.078571428569
EFA,matrix_32_raw_0_1,13,10,90,5,99.078571428569
EFA,matrix_32_raw_0_1,13,10,95,6,99.078571428569
EFA,matrix_32_raw_0_1,14,0,80,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,0,85,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,0,90,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,0,95,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,1,80,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,1,85,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,1,90,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,1,95,NA,13.050476190475848
EFA,matrix_32_raw_0_1,14,2,80,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,2,85,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,2,90,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,2,95,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,3,80,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,3,85,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,3,90,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,3,95,NA,37.507142857141865
EFA,matrix_32_raw_0_1,14,4,80,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,4,85,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,4,90,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,4,95,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,5,80,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,5,85,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,5,90,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,5,95,NA,54.24476190476046
EFA,matrix_32_raw_0_1,14,6,80,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,6,85,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,6,90,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,6,95,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,7,80,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,7,85,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,7,90,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,7,95,NA,72.79738095237903
EFA,matrix_32_raw_0_1,14,8,80,7,89.76761904761663
EFA,matrix_32_raw_0_1,14,8,85,8,89.76761904761663
EFA,matrix_32_raw_0_1,14,8,90,NA,89.76761904761663
EFA,matrix_32_raw_0_1,14,8,95,NA,89.76761904761663
EFA,matrix_32_raw_0_1,14,9,80,7,89.76761904761663
EFA,matrix_32_raw_0_1,14,9,85,8,89.76761904761663
EFA,matrix_32_raw_0_1,14,9,90,NA,89.76761904761663
EFA,matrix_32_raw_0_1,14,9,95,NA,89.76761904761663
EFA,matrix_32_raw_0_1,14,10,80,5,98.87142857142597
EFA,matrix_32_raw_0_1,14,10,85,6,98.87142857142597
EFA,matrix_32_raw_0_1,14,10,90,6,98.87142857142597
EFA,matrix_32_raw_0_1,14,10,95,8,98.87142857142597
EFA,matrix_32_raw_0_1,15,0,80,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,0,85,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,0,90,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,0,95,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,1,80,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,1,85,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,1,90,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,1,95,NA,11.694285714285378
EFA,matrix_32_raw_0_1,15,2,80,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,2,85,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,2,90,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,2,95,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,3,80,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,3,85,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,3,90,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,3,95,NA,35.69261904761802
EFA,matrix_32_raw_0_1,15,4,80,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,4,85,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,4,90,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,4,95,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,5,80,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,5,85,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,5,90,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,5,95,NA,53.40809523809369
EFA,matrix_32_raw_0_1,15,6,80,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,6,85,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,6,90,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,6,95,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,7,80,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,7,85,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,7,90,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,7,95,NA,70.61809523809323
EFA,matrix_32_raw_0_1,15,8,80,8,90.42190476190208
EFA,matrix_32_raw_0_1,15,8,85,9,90.42190476190208
EFA,matrix_32_raw_0_1,15,8,90,12,90.42190476190208
EFA,matrix_32_raw_0_1,15,8,95,NA,90.42190476190208
EFA,matrix_32_raw_0_1,15,9,80,8,90.42190476190208
EFA,matrix_32_raw_0_1,15,9,85,9,90.42190476190208
EFA,matrix_32_raw_0_1,15,9,90,12,90.42190476190208
EFA,matrix_32_raw_0_1,15,9,95,NA,90.42190476190208
EFA,matrix_32_raw_0_1,15,10,80,4,98.91785714285423
EFA,matrix_32_raw_0_1,15,10,85,5,98.91785714285423
EFA,matrix_32_raw_0_1,15,10,90,6,98.91785714285423
EFA,matrix_32_raw_0_1,15,10,95,7,98.91785714285423
EFA,matrix_32_z_abs,8,0,80,NA,14.301190476190145
EFA,matrix_32_z_abs,8,0,85,NA,14.301190476190145
EFA,matrix_32_z_abs,8,0,90,NA,14.301190476190145
EFA,matrix_32_z_abs,8,0,95,NA,14.301190476190145
EFA,matrix_32_z_abs,8,1,80,NA,14.301190476190145
EFA,matrix_32_z_abs,8,1,85,NA,14.301190476190145
EFA,matrix_32_z_abs,8,1,90,NA,14.301190476190145
EFA,matrix_32_z_abs,8,1,95,NA,14.301190476190145
EFA,matrix_32_z_abs,8,2,80,NA,36.74357142857058
EFA,matrix_32_z_abs,8,2,85,NA,36.74357142857058
EFA,matrix_32_z_abs,8,2,90,NA,36.74357142857058
EFA,matrix_32_z_abs,8,2,95,NA,36.74357142857058
EFA,matrix_32_z_abs,8,3,80,NA,36.74357142857058
EFA,matrix_32_z_abs,8,3,85,NA,36.74357142857058
EFA,matrix_32_z_abs,8,3,90,NA,36.74357142857058
EFA,matrix_32_z_abs,8,3,95,NA,36.74357142857058
EFA,matrix_32_z_abs,8,4,80,NA,64.1021428571414
EFA,matrix_32_z_abs,8,4,85,NA,64.1021428571414
EFA,matrix_32_z_abs,8,4,90,NA,64.1021428571414
EFA,matrix_32_z_abs,8,4,95,NA,64.1021428571414
EFA,matrix_32_z_abs,8,5,80,NA,64.1021428571414
EFA,matrix_32_z_abs,8,5,85,NA,64.1021428571414
EFA,matrix_32_z_abs,8,5,90,NA,64.1021428571414
EFA,matrix_32_z_abs,8,5,95,NA,64.1021428571414
EFA,matrix_32_z_abs,8,6,80,8,89.04761904761702
EFA,matrix_32_z_abs,8,6,85,11,89.04761904761702
EFA,matrix_32_z_abs,8,6,90,NA,89.04761904761702
EFA,matrix_32_z_abs,8,6,95,NA,89.04761904761702
EFA,matrix_32_z_abs,8,7,80,8,89.04761904761702
EFA,matrix_32_z_abs,8,7,85,11,89.04761904761702
EFA,matrix_32_z_abs,8,7,90,NA,89.04761904761702
EFA,matrix_32_z_abs,8,7,95,NA,89.04761904761702
EFA,matrix_32_z_abs,8,8,80,5,98.41023809523591
EFA,matrix_32_z_abs,8,8,85,5,98.41023809523591
EFA,matrix_32_z_abs,8,8,90,5,98.41023809523591
EFA,matrix_32_z_abs,8,8,95,7,98.41023809523591
EFA,matrix_32_z_abs,8,9,80,5,98.41023809523591
EFA,matrix_32_z_abs,8,9,85,5,98.41023809523591
EFA,matrix_32_z_abs,8,9,90,5,98.41023809523591
EFA,matrix_32_z_abs,8,9,95,7,98.41023809523591
EFA,matrix_32_z_abs,8,10,80,4,99.99999999999767
EFA,matrix_32_z_abs,8,10,85,4,99.99999999999767
EFA,matrix_32_z_abs,8,10,90,4,99.99999999999767
EFA,matrix_32_z_abs,8,10,95,5,99.99999999999767
EFA,matrix_32_z_abs,9,0,80,NA,10.414047619047388
EFA,matrix_32_z_abs,9,0,85,NA,10.414047619047388
EFA,matrix_32_z_abs,9,0,90,NA,10.414047619047388
EFA,matrix_32_z_abs,9,0,95,NA,10.414047619047388
EFA,matrix_32_z_abs,9,1,80,NA,10.414047619047388
EFA,matrix_32_z_abs,9,1,85,NA,10.414047619047388
EFA,matrix_32_z_abs,9,1,90,NA,10.414047619047388
EFA,matrix_32_z_abs,9,1,95,NA,10.414047619047388
EFA,matrix_32_z_abs,9,2,80,NA,28.02428571428509
EFA,matrix_32_z_abs,9,2,85,NA,28.02428571428509
EFA,matrix_32_z_abs,9,2,90,NA,28.02428571428509
EFA,matrix_32_z_abs,9,2,95,NA,28.02428571428509
EFA,matrix_32_z_abs,9,3,80,NA,28.02428571428509
EFA,matrix_32_z_abs,9,3,85,NA,28.02428571428509
EFA,matrix_32_z_abs,9,3,90,NA,28.02428571428509
EFA,matrix_32_z_abs,9,3,95,NA,28.02428571428509
EFA,matrix_32_z_abs,9,4,80,NA,49.77738095237987
EFA,matrix_32_z_abs,9,4,85,NA,49.77738095237987
EFA,matrix_32_z_abs,9,4,90,NA,49.77738095237987
EFA,matrix_32_z_abs,9,4,95,NA,49.77738095237987
EFA,matrix_32_z_abs,9,5,80,NA,49.77738095237987
EFA,matrix_32_z_abs,9,5,85,NA,49.77738095237987
EFA,matrix_32_z_abs,9,5,90,NA,49.77738095237987
EFA,matrix_32_z_abs,9,5,95,NA,49.77738095237987
EFA,matrix_32_z_abs,9,6,80,NA,77.38785714285547
EFA,matrix_32_z_abs,9,6,85,NA,77.38785714285547
EFA,matrix_32_z_abs,9,6,90,NA,77.38785714285547
EFA,matrix_32_z_abs,9,6,95,NA,77.38785714285547
EFA,matrix_32_z_abs,9,7,80,NA,77.38785714285547
EFA,matrix_32_z_abs,9,7,85,NA,77.38785714285547
EFA,matrix_32_z_abs,9,7,90,NA,77.38785714285547
EFA,matrix_32_z_abs,9,7,95,NA,77.38785714285547
EFA,matrix_32_z_abs,9,8,80,6,95.55642857142651
EFA,matrix_32_z_abs,9,8,85,7,95.55642857142651
EFA,matrix_32_z_abs,9,8,90,8,95.55642857142651
EFA,matrix_32_z_abs,9,8,95,12,95.55642857142651
EFA,matrix_32_z_abs,9,9,80,6,95.55642857142651
EFA,matrix_32_z_abs,9,9,85,7,95.55642857142651
EFA,matrix_32_z_abs,9,9,90,8,95.55642857142651
EFA,matrix_32_z_abs,9,9,95,12,95.55642857142651
EFA,matrix_32_z_abs,9,10,80,4,99.89999999999785
EFA,matrix_32_z_abs,9,10,85,4,99.89999999999785
EFA,matrix_32_z_abs,9,10,90,4,99.89999999999785
EFA,matrix_32_z_abs,9,10,95,6,99.89999999999785
EFA,matrix_32_z_abs,10,0,80,NA,8.0357142857141
EFA,matrix_32_z_abs,10,0,85,NA,8.0357142857141
EFA,matrix_32_z_abs,10,0,90,NA,8.0357142857141
EFA,matrix_32_z_abs,10,0,95,NA,8.0357142857141
EFA,matrix_32_z_abs,10,1,80,NA,8.0357142857141
EFA,matrix_32_z_abs,10,1,85,NA,8.0357142857141
EFA,matrix_32_z_abs,10,1,90,NA,8.0357142857141
EFA,matrix_32_z_abs,10,1,95,NA,8.0357142857141
EFA,matrix_32_z_abs,10,2,80,NA,22.911428571428054
EFA,matrix_32_z_abs,10,2,85,NA,22.911428571428054
EFA,matrix_32_z_abs,10,2,90,NA,22.911428571428054
EFA,matrix_32_z_abs,10,2,95,NA,22.911428571428054
EFA,matrix_32_z_abs,10,3,80,NA,22.911428571428054
EFA,matrix_32_z_abs,10,3,85,NA,22.911428571428054
EFA,matrix_32_z_abs,10,3,90,NA,22.911428571428054
EFA,matrix_32_z_abs,10,3,95,NA,22.911428571428054
EFA,matrix_32_z_abs,10,4,80,NA,43.74333333333236
EFA,matrix_32_z_abs,10,4,85,NA,43.74333333333236
EFA,matrix_32_z_abs,10,4,90,NA,43.74333333333236
EFA,matrix_32_z_abs,10,4,95,NA,43.74333333333236
EFA,matrix_32_z_abs,10,5,80,NA,43.74333333333236
EFA,matrix_32_z_abs,10,5,85,NA,43.74333333333236
EFA,matrix_32_z_abs,10,5,90,NA,43.74333333333236
EFA,matrix_32_z_abs,10,5,95,NA,43.74333333333236
EFA,matrix_32_z_abs,10,6,80,NA,67.30214285714139
EFA,matrix_32_z_abs,10,6,85,NA,67.30214285714139
EFA,matrix_32_z_abs,10,6,90,NA,67.30214285714139
EFA,matrix_32_z_abs,10,6,95,NA,67.30214285714139
EFA,matrix_32_z_abs,10,7,80,NA,67.30214285714139
EFA,matrix_32_z_abs,10,7,85,NA,67.30214285714139
EFA,matrix_32_z_abs,10,7,90,NA,67.30214285714139
EFA,matrix_32_z_abs,10,7,95,NA,67.30214285714139
EFA,matrix_32_z_abs,10,8,80,6,90.22523809523604
EFA,matrix_32_z_abs,10,8,85,9,90.22523809523604
EFA,matrix_32_z_abs,10,8,90,12,90.22523809523604
EFA,matrix_32_z_abs,10,8,95,NA,90.22523809523604
EFA,matrix_32_z_abs,10,9,80,6,90.22523809523604
EFA,matrix_32_z_abs,10,9,85,9,90.22523809523604
EFA,matrix_32_z_abs,10,9,90,12,90.22523809523604
EFA,matrix_32_z_abs,10,9,95,NA,90.22523809523604
EFA,matrix_32_z_abs,10,10,80,4,99.52428571428354
EFA,matrix_32_z_abs,10,10,85,4,99.52428571428354
EFA,matrix_32_z_abs,10,10,90,5,99.52428571428354
EFA,matrix_32_z_abs,10,10,95,5,99.52428571428354
EFA,matrix_32_z_abs,11,0,80,NA,5.786428571428409
EFA,matrix_32_z_abs,11,0,85,NA,5.786428571428409
EFA,matrix_32_z_abs,11,0,90,NA,5.786428571428409
EFA,matrix_32_z_abs,11,0,95,NA,5.786428571428409
EFA,matrix_32_z_abs,11,1,80,NA,5.786428571428409
EFA,matrix_32_z_abs,11,1,85,NA,5.786428571428409
EFA,matrix_32_z_abs,11,1,90,NA,5.786428571428409
EFA,matrix_32_z_abs,11,1,95,NA,5.786428571428409
EFA,matrix_32_z_abs,11,2,80,NA,19.701666666666114
EFA,matrix_32_z_abs,11,2,85,NA,19.701666666666114
EFA,matrix_32_z_abs,11,2,90,NA,19.701666666666114
EFA,matrix_32_z_abs,11,2,95,NA,19.701666666666114
EFA,matrix_32_z_abs,11,3,80,NA,19.701666666666114
EFA,matrix_32_z_abs,11,3,85,NA,19.701666666666114
EFA,matrix_32_z_abs,11,3,90,NA,19.701666666666114
EFA,matrix_32_z_abs,11,3,95,NA,19.701666666666114
EFA,matrix_32_z_abs,11,4,80,NA,37.5738095238085
EFA,matrix_32_z_abs,11,4,85,NA,37.5738095238085
EFA,matrix_32_z_abs,11,4,90,NA,37.5738095238085
EFA,matrix_32_z_abs,11,4,95,NA,37.5738095238085
EFA,matrix_32_z_abs,11,5,80,NA,37.5738095238085
EFA,matrix_32_z_abs,11,5,85,NA,37.5738095238085
EFA,matrix_32_z_abs,11,5,90,NA,37.5738095238085
EFA,matrix_32_z_abs,11,5,95,NA,37.5738095238085
EFA,matrix_32_z_abs,11,6,80,NA,60.83142857142694
EFA,matrix_32_z_abs,11,6,85,NA,60.83142857142694
EFA,matrix_32_z_abs,11,6,90,NA,60.83142857142694
EFA,matrix_32_z_abs,11,6,95,NA,60.83142857142694
EFA,matrix_32_z_abs,11,7,80,NA,60.83142857142694
EFA,matrix_32_z_abs,11,7,85,NA,60.83142857142694
EFA,matrix_32_z_abs,11,7,90,NA,60.83142857142694
EFA,matrix_32_z_abs,11,7,95,NA,60.83142857142694
EFA,matrix_32_z_abs,11,8,80,9,84.99309523809283
EFA,matrix_32_z_abs,11,8,85,NA,84.99309523809283
EFA,matrix_32_z_abs,11,8,90,NA,84.99309523809283
EFA,matrix_32_z_abs,11,8,95,NA,84.99309523809283
EFA,matrix_32_z_abs,11,9,80,9,84.99309523809283
EFA,matrix_32_z_abs,11,9,85,NA,84.99309523809283
EFA,matrix_32_z_abs,11,9,90,NA,84.99309523809283
EFA,matrix_32_z_abs,11,9,95,NA,84.99309523809283
EFA,matrix_32_z_abs,11,10,80,4,98.25452380952115
EFA,matrix_32_z_abs,11,10,85,5,98.25452380952115
EFA,matrix_32_z_abs,11,10,90,6,98.25452380952115
EFA,matrix_32_z_abs,11,10,95,8,98.25452380952115
EFA,matrix_32_z_abs,12,0,80,NA,4.091190476190343
EFA,matrix_32_z_abs,12,0,85,NA,4.091190476190343
EFA,matrix_32_z_abs,12,0,90,NA,4.091190476190343
EFA,matrix_32_z_abs,12,0,95,NA,4.091190476190343
EFA,matrix_32_z_abs,12,1,80,NA,4.091190476190343
EFA,matrix_32_z_abs,12,1,85,NA,4.091190476190343
EFA,matrix_32_z_abs,12,1,90,NA,4.091190476190343
EFA,matrix_32_z_abs,12,1,95,NA,4.091190476190343
EFA,matrix_32_z_abs,12,2,80,NA,15.869523809523292
EFA,matrix_32_z_abs,12,2,85,NA,15.869523809523292
EFA,matrix_32_z_abs,12,2,90,NA,15.869523809523292
EFA,matrix_32_z_abs,12,2,95,NA,15.869523809523292
EFA,matrix_32_z_abs,12,3,80,NA,15.869523809523292
EFA,matrix_32_z_abs,12,3,85,NA,15.869523809523292
EFA,matrix_32_z_abs,12,3,90,NA,15.869523809523292
EFA,matrix_32_z_abs,12,3,95,NA,15.869523809523292
EFA,matrix_32_z_abs,12,4,80,NA,32.767857142856094
EFA,matrix_32_z_abs,12,4,85,NA,32.767857142856094
