method,matrix_name,score_rank,mean_score,median_score,q25_score,q75_score,drop_from_previous_rank
KMEANS,matrix_32_raw_0_1,25,0.10412372398173095,0.10020444812626747,0.05705883608257975,0.14781572377246233,0.00983662161183424
KMEANS,matrix_32_raw_0_1,26,0.09204288591818933,0.08863794890343496,0.050450965576092396,0.1270139651014474,0.012080838063541613
KMEANS,matrix_32_raw_0_1,27,0.07988079373444648,0.07324486436008781,0.04281197332193881,0.11037821890405788,0.012162092183742854
KMEANS,matrix_32_raw_0_1,28,0.06766611995137117,0.059800687334209485,0.03505105895584561,0.09451945257526023,0.012214673783075308
KMEANS,matrix_32_raw_0_1,29,0.05558479550157269,0.046208113233714876,0.027752276990427843,0.07899599456470838,0.01208132444979848
KMEANS,matrix_32_raw_0_1,30,0.0413722609867559,0.033493993595530513,0.019499658101506986,0.05889767227517946,0.014212534514816792
KMEANS,matrix_32_raw_0_1,31,0.027767565556463935,0.021284620097831775,0.011124745608593278,0.039489371396451534,0.013604695430291965
KMEANS,matrix_32_raw_0_1,32,0.014126035482804318,0.009232216350671535,0.0034558712638671635,0.01970379411418044,0.013641530073659617
KMEANS,matrix_32_z_abs,1,1.2541433659243375,1.2850418080874324,1.03671337578085,1.4915430804948966,NA
KMEANS,matrix_32_z_abs,2,1.1505625617094244,1.1984258856495955,0.9870735037060703,1.3702702215474993,0.10358080421491311
KMEANS,matrix_32_z_abs,3,1.0879848412553959,1.1370115264141571,0.9595716604035543,1.2710173236801277,0.06257772045402854
KMEANS,matrix_32_z_abs,4,1.0537835531669053,1.0935705747633213,0.932908148582974,1.2196146769762235,0.034201288088490545
KMEANS,matrix_32_z_abs,5,1.027213024340598,1.0638894379283865,0.9124834547749542,1.1840550030805732,0.026570528826307394
KMEANS,matrix_32_z_abs,6,1.0044660182260499,1.035684936852296,0.8928661868587923,1.1518409564155592,0.022747006114548052
KMEANS,matrix_32_z_abs,7,0.9836774821779035,1.0094389966291457,0.8762836567045785,1.1222401036446021,0.020788536048146344
KMEANS,matrix_32_z_abs,8,0.9637834702952671,0.983540645560968,0.8527056933734368,1.0991071501515526,0.019894011882636398
KMEANS,matrix_32_z_abs,9,0.9445278485840368,0.9573582268749081,0.8326243196704429,1.0763463207328514,0.019255621711230297
KMEANS,matrix_32_z_abs,10,0.9273726218721716,0.9335756389739965,0.8121791149939319,1.0585308028952958,0.0171552267118652
KMEANS,matrix_32_z_abs,11,0.9126055695514806,0.9128676402070651,0.7953280061154588,1.0418857210896357,0.014767052320690977
KMEANS,matrix_32_z_abs,12,0.8987303383194304,0.8974325799123375,0.7806661176901355,1.0233920544636705,0.013875231232050256
KMEANS,matrix_32_z_abs,13,0.8859956375576266,0.8820966488614492,0.7680824173521403,1.0050195545409872,0.01273470076180383
KMEANS,matrix_32_z_abs,14,0.8737555317629121,0.8697231208642873,0.7543192062054058,0.990731562793596,0.012240105794714462
KMEANS,matrix_32_z_abs,15,0.8621322281597911,0.8541388879129393,0.7415987669872448,0.9766010498200985,0.011623303603121027
KMEANS,matrix_32_z_abs,16,0.8508320418007196,0.8445303077870917,0.7330988022417823,0.9602810907048274,0.011300186359071485
KMEANS,matrix_32_z_abs,17,0.8394082982751256,0.8321130272705861,0.7212658759447761,0.946650199732983,0.011423743525593943
KMEANS,matrix_32_z_abs,18,0.8278620378466074,0.8185153452658565,0.7101277182045604,0.9300992574661557,0.011546260428518251
KMEANS,matrix_32_z_abs,19,0.8168493318442056,0.8068902559326362,0.6986426855785213,0.9145413850450637,0.011012706002401784
KMEANS,matrix_32_z_abs,20,0.805682644402659,0.7952872092096164,0.6878109033149216,0.899256737119361,0.011166687441546586
KMEANS,matrix_32_z_abs,21,0.7944021285870347,0.7814612796169782,0.6798118391962152,0.8832769335879436,0.011280515815624281
KMEANS,matrix_32_z_abs,22,0.7830651563624388,0.7690086248563088,0.6689560188618429,0.8677120818890169,0.011336972224595954
KMEANS,matrix_32_z_abs,23,0.7715107326277982,0.7576244405809015,0.6589615367144531,0.8549185805530504,0.011554423734640551
KMEANS,matrix_32_z_abs,24,0.7592488292026,0.7458198371825574,0.6465582932031526,0.8388195953085025,0.012261903425198284
KMEANS,matrix_32_z_abs,25,0.7468173924819954,0.7316618167971494,0.6341663747817912,0.8219624897076346,0.012431436720604538
KMEANS,matrix_32_z_abs,26,0.7337293050604272,0.7163848516347775,0.6215087027333484,0.8077425071262119,0.013088087421568195
KMEANS,matrix_32_z_abs,27,0.7195784873594346,0.7009435442669217,0.6077040182439665,0.7913802669879001,0.01415081770099258
KMEANS,matrix_32_z_abs,28,0.703066452756503,0.6822188985250162,0.5903228728009672,0.7737504077686617,0.016512034602931602
KMEANS,matrix_32_z_abs,29,0.6852255653618793,0.6634057103999471,0.5718192049908412,0.7527889424074263,0.01784088739462375
KMEANS,matrix_32_z_abs,30,0.6627043195066759,0.6394993443542922,0.550106125101939,0.7288971553657189,0.02252124585520343
KMEANS,matrix_32_z_abs,31,0.635367012749329,0.6101025386410538,0.5193458542611035,0.699662173768025,0.027337306757346802
KMEANS,matrix_32_z_abs,32,0.5922754808964366,0.5667831052600731,0.47397329101369284,0.6553777182028536,0.043091531852892495
