method,matrix_name,score_rank,mean_score,median_score,q25_score,q75_score,drop_from_previous_rank
EFA,matrix_32_ext_0_1,1,0.5572196132015458,0.5646947028990668,0.469063233082144,0.6591452461139584,NA
EFA,matrix_32_ext_0_1,2,0.44930984354711956,0.44552320237305776,0.3432943142537702,0.5447916398907775,0.10790976965442622
EFA,matrix_32_ext_0_1,3,0.356548548532454,0.31756788223948457,0.25257822072441044,0.4411603849557314,0.09276129501466557
EFA,matrix_32_ext_0_1,4,0.31255093737703676,0.2688304675530995,0.21503679941531206,0.39054023305336705,0.04399761115541723
EFA,matrix_32_ext_0_1,5,0.28089568295541134,0.23451236722027452,0.1912299881904929,0.3502275245684986,0.03165525442162542
EFA,matrix_32_ext_0_1,6,0.24779618914044896,0.21045031038800516,0.17059076551832206,0.31378162323865827,0.03309949381496238
EFA,matrix_32_ext_0_1,7,0.21400787725416992,0.18992550310457915,0.15548966277110907,0.2559203081993029,0.03378831188627904
EFA,matrix_32_ext_0_1,8,0.1890624748149772,0.17075551985814358,0.1411254117320115,0.21360341522182585,0.024945402439192715
EFA,matrix_32_ext_0_1,9,0.17117297074053198,0.15409061294215776,0.1298431687667415,0.18768436918915338,0.01788950407444523
EFA,matrix_32_ext_0_1,10,0.15597657380897456,0.13899228640189204,0.11865376189836069,0.16582962438789883,0.015196396931557415
EFA,matrix_32_ext_0_1,11,0.14398366591686676,0.12810523175927774,0.10919675079758184,0.153008060788344,0.011992907892107801
EFA,matrix_32_ext_0_1,12,0.13278164781057356,0.11775702868257161,0.10078120729527863,0.1398314140482145,0.011202018106293204
EFA,matrix_32_ext_0_1,13,0.12192935620019496,0.10882221933555307,0.0926588246201017,0.12794264614005468,0.010852291610378595
EFA,matrix_32_ext_0_1,14,0.11164450554379285,0.10006519821276522,0.08542007426731697,0.11847875232009389,0.010284850656402111
EFA,matrix_32_ext_0_1,15,0.1022435257300725,0.09192779951717575,0.07846558067314054,0.10872304583291763,0.009400979813720345
EFA,matrix_32_ext_0_1,16,0.0938843889093307,0.08479353963739159,0.07188690522981,0.10118811569104408,0.008359136820741811
EFA,matrix_32_ext_0_1,17,0.08605686524783604,0.07797213089242241,0.06615955966767059,0.09387202835864786,0.007827523661494654
EFA,matrix_32_ext_0_1,18,0.0782018494615897,0.07125679548826387,0.05978619811748095,0.08598466218457032,0.007855015786246339
EFA,matrix_32_ext_0_1,19,0.07027331964963696,0.06541809216963068,0.05447820162589438,0.07868370167240012,0.007928529811952745
EFA,matrix_32_ext_0_1,20,0.06309739363639098,0.05965622123920565,0.04958315558693407,0.07183504571990476,0.007175926013245973
EFA,matrix_32_ext_0_1,21,0.056776099746807654,0.05402571485110176,0.044537884384966,0.06518639315461097,0.006321293889583329
EFA,matrix_32_ext_0_1,22,0.050890725997757374,0.048548176502131724,0.03953592931138264,0.05899035385063518,0.0058853737490502794
EFA,matrix_32_ext_0_1,23,0.045149550801722386,0.043172670243868796,0.034895978524363894,0.0534306548886044,0.005741175196034988
EFA,matrix_32_ext_0_1,24,0.03976308883765677,0.03800020198085531,0.030102500592226487,0.04789246576502691,0.005386461964065614
EFA,matrix_32_ext_0_1,25,0.03500943360393591,0.03335342329857012,0.02616960665942411,0.04244649477055612,0.004753655233720865
EFA,matrix_32_ext_0_1,26,0.03013706339386721,0.0285360794597024,0.022005248403824118,0.0366615917921602,0.004872370210068699
EFA,matrix_32_ext_0_1,27,0.025541050117358424,0.02413330549125959,0.01813278997537935,0.03149704159962034,0.004596013276508784
EFA,matrix_32_ext_0_1,28,0.02097042056319216,0.0196326455321127,0.01420006890578027,0.026446664431823003,0.004570629554166265
EFA,matrix_32_ext_0_1,29,0.0165326362222312,0.01533090146114827,0.010627334976519558,0.02103541008658907,0.004437784340960961
EFA,matrix_32_ext_0_1,30,0.012313836469821047,0.0108172280248661,0.007229534388597492,0.015958427471722762,0.004218799752410152
EFA,matrix_32_ext_0_1,31,0.00810978051627491,0.006871385796368885,0.003974792343419443,0.010943824720417142,0.004204055953546136
EFA,matrix_32_ext_0_1,32,0.004020667941358323,0.002778626040825875,0.0011148974020704974,0.00576111960363734,0.004089112574916587
EFA,matrix_32_pos_0_1,1,0.6107285412763539,0.6317179215337838,0.549551661885154,0.6933905157768323,NA
EFA,matrix_32_pos_0_1,2,0.5266704125332102,0.5612959712508634,0.45169626740790025,0.6085066291579562,0.08405812874314367
EFA,matrix_32_pos_0_1,3,0.40183871383081954,0.3937896895091674,0.32041945047240833,0.4967640864960613,0.12483169870239069
EFA,matrix_32_pos_0_1,4,0.33587302052265866,0.31002207878830773,0.2432280887223821,0.43604713615322777,0.06596569330816088
EFA,matrix_32_pos_0_1,5,0.2953398295542745,0.26979017652420667,0.20744342729313534,0.38664435095084115,0.04053319096838415
EFA,matrix_32_pos_0_1,6,0.25660920999868414,0.23429061531080903,0.1827550801130115,0.3188030120055265,0.03873061955559037
EFA,matrix_32_pos_0_1,7,0.2312276406177783,0.21136516374071013,0.16243811802490205,0.28610399200274295,0.025381569380905827
EFA,matrix_32_pos_0_1,8,0.210404472313378,0.19199875822579177,0.14816426323430787,0.2579895760293569,0.020823168304400314
EFA,matrix_32_pos_0_1,9,0.19161313359907892,0.17519719265915068,0.13592692290812997,0.23451010461370955,0.018791338714299083
EFA,matrix_32_pos_0_1,10,0.17262616847909956,0.15968036229141025,0.12382396606940348,0.20443036318098787,0.018986965119979354
EFA,matrix_32_pos_0_1,11,0.15745146219813624,0.14439517942614097,0.11424717810597163,0.18539204007169344,0.015174706280963318
EFA,matrix_32_pos_0_1,12,0.14471136694476813,0.13300380332058034,0.10487877426181974,0.16885945140601125,0.012740095253368111
EFA,matrix_32_pos_0_1,13,0.13262691528539167,0.12117192461168003,0.09660623246341168,0.154296417876775,0.012084451659376466
EFA,matrix_32_pos_0_1,14,0.1217810141665634,0.11138329228337332,0.0893763178443603,0.14023297291893555,0.010845901118828272
EFA,matrix_32_pos_0_1,15,0.11106295584468777,0.10143021418008782,0.0813989595715312,0.12741794722277097,0.010718058321875626
EFA,matrix_32_pos_0_1,16,0.1015825034619678,0.09268929615116486,0.0747385368870513,0.11606741558835564,0.009480452382719967
EFA,matrix_32_pos_0_1,17,0.09203794300997835,0.0844137981823927,0.06819554122474816,0.10594995579040944,0.009544560451989453
EFA,matrix_32_pos_0_1,18,0.08302904996678198,0.07676371569574636,0.06203405476152147,0.09549742718582904,0.009008893043196367
EFA,matrix_32_pos_0_1,19,0.07459562215803381,0.06947786144761425,0.056097569805793966,0.08633912786498858,0.008433427808748173
EFA,matrix_32_pos_0_1,20,0.06613866653950734,0.06263818793554107,0.050813952635936646,0.07772412969753262,0.008456955618526468
EFA,matrix_32_pos_0_1,21,0.05942785705561777,0.05637501536236106,0.046063445868745855,0.06977427686375995,0.006710809483889572
EFA,matrix_32_pos_0_1,22,0.05316775136851855,0.0502805182127648,0.04090422190773071,0.06278649944436816,0.00626010568709922
EFA,matrix_32_pos_0_1,23,0.047449533400991575,0.04511048172514388,0.03646957792082055,0.0557802257564471,0.005718217967526973
EFA,matrix_32_pos_0_1,24,0.04185568597018045,0.04001715724929049,0.03168978377573976,0.04957012136395528,0.005593847430811122
EFA,matrix_32_pos_0_1,25,0.036699276463833974,0.03514550617450557,0.02732803180174779,0.043966939907457994,0.005156409506346479
EFA,matrix_32_pos_0_1,26,0.031960974498662045,0.030524650409620886,0.023207712110700413,0.038625359546770204,0.004738301965171929
EFA,matrix_32_pos_0_1,27,0.02698236362489708,0.02534505753965366,0.019148944501386763,0.03335655606969984,0.0049786108737649645
EFA,matrix_32_pos_0_1,28,0.022193053869130275,0.02043658007895842,0.015005829921032419,0.028039414428842953,0.004789309755766805
EFA,matrix_32_pos_0_1,29,0.01760391651775555,0.016010365200893436,0.011345660370939654,0.02235568783922093,0.0045891373513747245
EFA,matrix_32_pos_0_1,30,0.013162591181289577,0.011820715390758161,0.0076992345427990124,0.017093381562069975,0.004441325336465974
EFA,matrix_32_pos_0_1,31,0.008677094014892929,0.0073640813753626105,0.004133491886746117,0.011741659122672563,0.004485497166396648
EFA,matrix_32_pos_0_1,32,0.004410275801341613,0.003012185946786535,0.0013503873148040576,0.006193717955780454,0.004266818213551316
EFA,matrix_32_raw_0_1,1,0.6367275667605653,0.6750381605457887,0.5702028010277993,0.7284249754096608,NA
EFA,matrix_32_raw_0_1,2,0.5574576412178923,0.607197137441758,0.45029138770099486,0.6585269430911241,0.07926992554267298
EFA,matrix_32_raw_0_1,3,0.4350210923350457,0.4294942825835728,0.32143465046065195,0.5553202414753569,0.12243654888284661
EFA,matrix_32_raw_0_1,4,0.3621286772576949,0.3109711238497806,0.24338997669087817,0.5113536861227516,0.07289241507735084
EFA,matrix_32_raw_0_1,5,0.32081837010247233,0.27501079337486195,0.20458232933155626,0.4526474824895155,0.04131030715522255
EFA,matrix_32_raw_0_1,6,0.2737592567889067,0.23716378210689554,0.17831281366287127,0.34232473453497136,0.047059113313565604
EFA,matrix_32_raw_0_1,7,0.24472503024360853,0.21684529774678613,0.15766366267067145,0.30672528681171246,0.029034226545298192
EFA,matrix_32_raw_0_1,8,0.2217396140991704,0.1982046543637939,0.1431825520203719,0.27818962422334903,0.022985416144438137
EFA,matrix_32_raw_0_1,9,0.1925964856686349,0.18105345168441292,0.13072288455471592,0.2427911037107692,0.029143128430535487
EFA,matrix_32_raw_0_1,10,0.17379975385503063,0.16491399128293652,0.11917709547034205,0.2157912668464244,0.018796731813604278
EFA,matrix_32_raw_0_1,11,0.157250081951327,0.1499195211290263,0.10974495290838655,0.19246978893380817,0.016549671903703628
EFA,matrix_32_raw_0_1,12,0.14395950615508477,0.13542527837742968,0.10127784804823925,0.1755402372688591,0.013290575796242238
EFA,matrix_32_raw_0_1,13,0.13240970093359497,0.12249069617257702,0.09328700851037947,0.16166417349071951,0.011549805221489795
EFA,matrix_32_raw_0_1,14,0.12147252178104218,0.11252024190128326,0.08567789756314595,0.14845140638123733,0.010937179152552795
EFA,matrix_32_raw_0_1,15,0.11103946559453434,0.10238630794717081,0.07836739066119944,0.13440839136159466,0.010433056186507833
EFA,matrix_32_raw_0_1,16,0.10147609538885609,0.0924127647211701,0.07191584420123667,0.12291443318256473,0.009563370205678254
EFA,matrix_32_raw_0_1,17,0.09205876807902007,0.08376667878752564,0.06587002085192782,0.11003083385718015,0.009417327309836021
EFA,matrix_32_raw_0_1,18,0.0830682940962344,0.07629352563877329,0.05956933993860894,0.10005943366881243,0.008990473982785671
EFA,matrix_32_raw_0_1,19,0.07453089968219002,0.0689782762298721,0.05400469799467095,0.08877892690227454,0.008537394414044372
EFA,matrix_32_raw_0_1,20,0.0658118558678706,0.0618589382350615,0.0488770635077313,0.07921807963266095,0.008719043814319427
EFA,matrix_32_raw_0_1,21,0.05879258935530137,0.05529056515605755,0.04407452345260756,0.07035721501163637,0.007019266512569226
EFA,matrix_32_raw_0_1,22,0.052280911043688004,0.049629026122944744,0.03916859883264473,0.06306076738284373,0.006511678311613367
EFA,matrix_32_raw_0_1,23,0.0463426362752864,0.04383248828674996,0.034417474754411974,0.0557189665019296,0.0059382747684016066
EFA,matrix_32_raw_0_1,24,0.0409666559238292,0.038594600380403896,0.03047388915753988,0.04936137406891185,0.005375980351457199
EFA,matrix_32_raw_0_1,25,0.03564388700398058,0.03355056261817609,0.026151905704792266,0.04330124565561118,0.0053227689198486194
EFA,matrix_32_raw_0_1,26,0.030594468842630104,0.028734291966932664,0.022127400813300953,0.03732703261960824,0.005049418161350475
EFA,matrix_32_raw_0_1,27,0.02564761005681715,0.023908452508789958,0.017834039659176636,0.0316752544278438,0.004946858785812955
EFA,matrix_32_raw_0_1,28,0.0212539741854467,0.019795590720379244,0.014285173556120592,0.026332578652765892,0.004393635871370448
EFA,matrix_32_raw_0_1,29,0.016947908848748992,0.01554445398571145,0.010878509658288283,0.021518656937362126,0.004306065336697709
EFA,matrix_32_raw_0_1,30,0.012690895925083798,0.01140966255088361,0.00760023903007101,0.016425274242342344,0.004257012923665194
EFA,matrix_32_raw_0_1,31,0.0084018126288298,0.007044523665539185,0.00406533425301388,0.01135325192667749,0.004289083296253998
EFA,matrix_32_raw_0_1,32,0.004099365139156288,0.00285640496183837,0.001188614436599405,0.005720857629002023,0.004302447489673513
EFA,matrix_32_z_abs,1,0.551353613743299,0.5475150314527224,0.466452040980159,0.6348510235749529,NA
EFA,matrix_32_z_abs,2,0.43789755425213583,0.43427813620887207,0.34673584054585976,0.529121017801201,0.11345605949116322
EFA,matrix_32_z_abs,3,0.3395825429573381,0.3267803712710091,0.26852940595403674,0.40801204130740587,0.09831501129479775
EFA,matrix_32_z_abs,4,0.28878300068708773,0.2700370661142141,0.2143688176604049,0.35775139251192034,0.05079954227025035
EFA,matrix_32_z_abs,5,0.24795830690810136,0.22566464566714006,0.17443510864893516,0.3142500171039093,0.04082469377898637
EFA,matrix_32_z_abs,6,0.22041259201964813,0.19894919883302153,0.15115650609098016,0.2807769739908191,0.027545714888453227
EFA,matrix_32_z_abs,7,0.18776035032282706,0.1747484759805018,0.13607704413024418,0.2274649061139875,0.03265224169682107
EFA,matrix_32_z_abs,8,0.1683269653106555,0.1575985111028843,0.1232256139553059,0.20207677389855058,0.019433385012171567
EFA,matrix_32_z_abs,9,0.1519095754256231,0.14286971884332017,0.11188563505987431,0.17863574273467508,0.016417389885032385
EFA,matrix_32_z_abs,10,0.13821203904515814,0.13040302674610726,0.10251120238091875,0.1610826391372306,0.013697536380464975
EFA,matrix_32_z_abs,11,0.12618189902033772,0.11836810189744101,0.09344306612415654,0.14594124603136413,0.012030140024820418
EFA,matrix_32_z_abs,12,0.11510241948749704,0.10795487910757876,0.08578401449639622,0.13177305632239106,0.011079479532840678
EFA,matrix_32_z_abs,13,0.10569446159183588,0.0986274130904132,0.07887526871681666,0.12053091899271777,0.009407957895661165
EFA,matrix_32_z_abs,14,0.09686750473319984,0.08971174480533801,0.07271674512103268,0.11066310335165086,0.008826956858636034
EFA,matrix_32_z_abs,15,0.08891825682791171,0.08280937872846558,0.06656308832057471,0.10174795098315756,0.007949247905288129
EFA,matrix_32_z_abs,16,0.08155106992241631,0.07588182659213016,0.06113842702965912,0.09293548268969712,0.007367186905495399
EFA,matrix_32_z_abs,17,0.07469155939887505,0.06927469365123815,0.055980558125394916,0.08484243810823473,0.006859510523541265
EFA,matrix_32_z_abs,18,0.0683434672622316,0.0636191239207688,0.05097476927335119,0.07817831248938355,0.006348092136643446
EFA,matrix_32_z_abs,19,0.061999075436052126,0.05767073151266786,0.046196587316376166,0.07133900779379176,0.006344391826179477
EFA,matrix_32_z_abs,20,0.056226578390697085,0.05231866300414033,0.041686899248376125,0.0651978136362987,0.005772497045355041
EFA,matrix_32_z_abs,21,0.05084134152104796,0.04709278563829411,0.03784102121678256,0.05948256613886409,0.005385236869649125
EFA,matrix_32_z_abs,22,0.045662030115176416,0.042715857240575694,0.033851176438267454,0.053875822733924675,0.005179311405871544
EFA,matrix_32_z_abs,23,0.04068833880999734,0.038185987617362915,0.030294309570330163,0.04840752054539861,0.004973691305179079
EFA,matrix_32_z_abs,24,0.03581397885856101,0.03381201418913559,0.02651823360832005,0.04292095132154429,0.004874359951436327
EFA,matrix_32_z_abs,25,0.03133264735579319,0.029720912836423516,0.022858287210178747,0.03778373428066631,0.0044813315027678186
EFA,matrix_32_z_abs,26,0.02706128406356046,0.025776017442561756,0.019276789342354418,0.032746074510121764,0.004271363292232731
EFA,matrix_32_z_abs,27,0.022858588651535946,0.021433605298139514,0.01602901990833466,0.028197485658543187,0.0042026954120245145
EFA,matrix_32_z_abs,28,0.018882803381448664,0.01762734166402244,0.01248361712971217,0.023851406576561287,0.0039757852700872814
EFA,matrix_32_z_abs,29,0.014999695924162199,0.013896949768657536,0.009481941583723267,0.019430112773838285,0.003883107457286466
EFA,matrix_32_z_abs,30,0.01121599776412436,0.010073562406347315,0.006382431716199035,0.01469286796049886,0.003783698160037839
EFA,matrix_32_z_abs,31,0.00748052402539144,0.00628802664589354,0.0034911353614107774,0.010069127717293746,0.003735473738732919
EFA,matrix_32_z_abs,32,0.0037445368033393366,0.002533399675957915,0.0010608589110743074,0.0052302276290898,0.0037359872220521038
KMEANS,matrix_32_ext_0_1,1,0.657053985493216,0.7242303033978548,0.5027229307840368,0.8284661214898358,NA
