d_det,d_hamming,prototype,EFA_EXT,EFA_POS,EFA_RAW,EFA_Z_ABS,KMEANS_EXT,KMEANS_POS,KMEANS_RAW,KMEANS_Z_ABS
8,1,2,14.865238095237775,11.539047619047436,19.34404761904738,7.783095238095056,9.587142857142652,10.314285714285596,6.843571428571344,8.449523809523567
8,1,3,15.623809523809188,13.362380952380743,20.794047619047358,8.782142857142652,13.524047619047328,14.06880952380936,9.182619047618935,9.160714285714024
8,1,4,16.341428571428217,14.966904761904527,22.106666666666392,9.728095238095012,16.01619047619013,17.140952380952182,11.288333333333194,9.789523809523528
8,1,5,16.836428571428208,16.368571428571173,23.39285714285685,10.656428571428325,17.940952380951995,19.69190476190453,12.955952380952223,10.396904761904464
8,1,6,17.306666666666292,17.5114285714283,24.392857142856837,11.383571428571164,19.565952380951963,21.869999999999745,14.53023809523792,10.97571428571397
8,1,7,17.75523809523771,18.59142857142828,25.378809523809203,12.048809523809245,21.179999999999545,23.85761904761877,15.916904761904572,11.489761904761576
8,1,8,18.202142857142462,19.580238095237792,26.288809523809192,12.577857142856852,22.39166666666619,25.7602380952378,17.261904761904557,11.94190476190442
8,1,9,18.61571428571388,20.402380952380636,27.105238095237752,13.053809523809221,23.25976190476141,27.63142857142825,18.561904761904543,12.391904761904406
8,1,10,19.029047619047205,21.093571428571103,27.85523809523774,13.498095238094924,24.09285714285663,29.299999999999663,19.787142857142623,12.839285714285344
8,1,11,19.396190476190053,21.765238095237756,28.595952380952014,13.903809523809201,24.864523809523277,30.92333333333298,20.968333333333085,13.249285714285332
8,1,12,19.742857142856714,22.35309523809489,29.2364285714282,14.301190476190145,25.552619047618503,32.495714285713916,22.132142857142597,13.595952380951989
8,2,1,17.433333333332953,14.717142857142623,17.09761904761884,13.73666666666635,23.920952380951878,22.26999999999975,17.343095238095028,14.44595238095196
8,2,2,21.1619047619043,19.287857142856836,25.229999999999677,17.953571428571014,37.897857142856346,44.93571428571378,31.053571428571058,18.98380952380897
8,2,3,22.807380952380452,27.699047619047185,29.219999999999622,21.796428571428066,40.81238095238009,53.08999999999941,39.32880952380905,22.04904761904697
8,2,4,25.384047619047067,31.835952380951877,34.65261904761859,24.318095238094674,44.674047619046675,61.675476190475514,44.85714285714232,23.183571428570744
8,2,5,27.97809523809462,35.47880952380896,41.983095238094684,26.068095238094635,47.199999999999,65.12642857142785,50.7497619047613,24.85785714285641
8,2,6,30.466428571427905,39.158809523808905,43.994761904761326,27.239761904761277,49.5771428571418,68.52523809523733,54.85119047618983,25.695952380951624
8,2,7,32.27428571428501,41.69928571428506,45.93833333333273,30.660952380951674,51.93333333333223,69.68404761904684,57.764523809523126,26.666190476189694
8,2,8,33.69476190476116,42.73928571428504,46.584761904761294,32.22642857142783,53.941190476189334,72.17666666666585,60.74166666666595,27.484523809523004
8,2,9,34.989999999999235,44.35952380952312,50.78452380952314,33.96714285714207,54.88785714285598,73.84119047618965,62.56095238095165,28.457142857142024
8,2,10,36.50023809523729,45.39595238095166,54.438571428570704,34.588333333332535,56.25095238095119,75.42547619047534,63.98999999999925,29.579999999999135
8,2,11,37.7183333333325,46.74595238095164,57.52499999999924,36.146904761903926,57.48619047618926,76.69047619047532,64.67214285714209,30.665952380951484
8,2,12,38.919047619046765,48.868333333332565,58.35333333333256,36.74357142857058,58.65833333333209,77.7109523809515,65.95952380952303,31.55738095238003
8,3,1,17.433333333332953,14.717142857142623,17.09761904761884,13.73666666666635,23.920952380951878,22.26999999999975,17.343095238095028,14.44595238095196
8,3,2,21.1619047619043,19.287857142856836,25.229999999999677,17.953571428571014,37.897857142856346,44.93571428571378,31.053571428571058,18.98380952380897
8,3,3,22.807380952380452,27.699047619047185,29.219999999999622,21.796428571428066,40.81238095238009,53.08999999999941,39.32880952380905,22.04904761904697
8,3,4,25.384047619047067,31.835952380951877,34.65261904761859,24.318095238094674,44.674047619046675,61.675476190475514,44.85714285714232,23.183571428570744
8,3,5,27.97809523809462,35.47880952380896,41.983095238094684,26.068095238094635,47.199999999999,65.12642857142785,50.7497619047613,24.85785714285641
8,3,6,30.466428571427905,39.158809523808905,43.994761904761326,27.239761904761277,49.5771428571418,68.52523809523733,54.85119047618983,25.695952380951624
8,3,7,32.27428571428501,41.69928571428506,45.93833333333273,30.660952380951674,51.93333333333223,69.68404761904684,57.764523809523126,26.666190476189694
8,3,8,33.69476190476116,42.73928571428504,46.584761904761294,32.22642857142783,53.941190476189334,72.17666666666585,60.74166666666595,27.484523809523004
8,3,9,34.989999999999235,44.35952380952312,50.78452380952314,33.96714285714207,54.88785714285598,73.84119047618965,62.56095238095165,28.457142857142024
8,3,10,36.50023809523729,45.39595238095166,54.438571428570704,34.588333333332535,56.25095238095119,75.42547619047534,63.98999999999925,29.579999999999135
8,3,11,37.7183333333325,46.74595238095164,57.52499999999924,36.146904761903926,57.48619047618926,76.69047619047532,64.67214285714209,30.665952380951484
8,3,12,38.919047619046765,48.868333333332565,58.35333333333256,36.74357142857058,58.65833333333209,77.7109523809515,65.95952380952303,31.55738095238003
8,4,1,17.78095238095199,17.052619047618773,17.7440476190474,17.602380952380543,32.93571428571353,32.874047619047175,29.765476190475788,18.5880952380947
8,4,2,29.343333333332705,27.40119047619005,29.818809523809133,27.36166666666604,61.14238095237956,69.46309523809431,59.009285714284886,30.847619047618167
8,4,3,34.89904761904687,42.214047619046966,38.30285714285664,36.364999999999185,68.09333333333178,81.17166666666563,71.25738095237998,38.594285714284624
8,4,4,42.10904761904671,50.13166666666589,48.399999999999366,45.90976190476087,73.90880952380786,83.74999999999893,78.51714285714182,44.131904761903506
8,4,5,47.667857142856114,58.78071428571339,56.998809523808774,48.81357142857032,75.90761904761733,86.52809523809414,81.57928571428462,46.54428571428439
8,4,6,51.20380952380841,63.14952380952284,61.40976190476109,52.44523809523691,78.14119047618873,89.18142857142745,84.09738095237984,51.35380952380806
8,4,7,52.91809523809409,65.17142857142757,71.72523809523716,54.819999999998764,78.61738095237918,90.6030952380941,86.65499999999885,52.41428571428421
8,4,8,56.41523809523686,70.7109523809513,77.90761904761803,57.24595238095108,80.24690476190297,91.50642857142742,91.18142857142738,53.26119047618895
8,4,9,57.91928571428445,72.47761904761794,82.09857142857034,58.12857142857011,80.92595238095058,91.95428571428455,92.49642857142734,56.273809523807905
8,4,10,58.53880952380824,76.04023809523692,83.45261904761794,60.384285714284346,81.51261904761724,92.95690476190359,93.85404761904638,59.35666666666496
8,4,11,59.29833333333203,76.7359523809512,85.66547619047505,60.7911904761891,81.83523809523626,93.77119047618929,94.76023809523687,60.59976190476016
8,4,12,60.867142857141516,77.62095238095118,86.59904761904646,64.1021428571414,82.8630952380934,94.23619047618928,94.90071428571305,61.00404761904585
8,5,1,17.78095238095199,17.052619047618773,17.7440476190474,17.602380952380543,32.93571428571353,32.874047619047175,29.765476190475788,18.5880952380947
8,5,2,29.343333333332705,27.40119047619005,29.818809523809133,27.36166666666604,61.14238095237956,69.46309523809431,59.009285714284886,30.847619047618167
8,5,3,34.89904761904687,42.214047619046966,38.30285714285664,36.364999999999185,68.09333333333178,81.17166666666563,71.25738095237998,38.594285714284624
8,5,4,42.10904761904671,50.13166666666589,48.399999999999366,45.90976190476087,73.90880952380786,83.74999999999893,78.51714285714182,44.131904761903506
8,5,5,47.667857142856114,58.78071428571339,56.998809523808774,48.81357142857032,75.90761904761733,86.52809523809414,81.57928571428462,46.54428571428439
8,5,6,51.20380952380841,63.14952380952284,61.40976190476109,52.44523809523691,78.14119047618873,89.18142857142745,84.09738095237984,51.35380952380806
8,5,7,52.91809523809409,65.17142857142757,71.72523809523716,54.819999999998764,78.61738095237918,90.6030952380941,86.65499999999885,52.41428571428421
8,5,8,56.41523809523686,70.7109523809513,77.90761904761803,57.24595238095108,80.24690476190297,91.50642857142742,91.18142857142738,53.26119047618895
8,5,9,57.91928571428445,72.47761904761794,82.09857142857034,58.12857142857011,80.92595238095058,91.95428571428455,92.49642857142734,56.273809523807905
8,5,10,58.53880952380824,76.04023809523692,83.45261904761794,60.384285714284346,81.51261904761724,92.95690476190359,93.85404761904638,59.35666666666496
8,5,11,59.29833333333203,76.7359523809512,85.66547619047505,60.7911904761891,81.83523809523626,93.77119047618929,94.76023809523687,60.59976190476016
8,5,12,60.867142857141516,77.62095238095118,86.59904761904646,64.1021428571414,82.8630952380934,94.23619047618928,94.90071428571305,61.00404761904585
8,6,1,18.04285714285675,19.249047619047293,19.07857142857118,17.954285714285295,40.38666666666564,52.65738095238024,40.95142857142792,23.534047619046937
8,6,2,35.64595238095161,36.55476190476133,36.389285714285236,32.99309523809446,80.18571428571207,91.37023809523674,81.83690476190348,42.39523809523689
8,6,3,49.10119047618943,54.22857142857058,54.09309523809452,48.13309523809412,84.76119047618815,93.27928571428434,89.47119047618911,54.76666666666511
8,6,4,59.467857142855884,65.39809523809423,68.12976190476103,64.5557142857128,90.51166666666421,94.22880952380812,96.93785714285569,66.24285714285527
8,6,5,69.53880952380804,77.5414285714274,72.94619047618951,69.51214285714127,92.78499999999751,94.50452380952241,98.05809523809378,72.87785714285509
8,6,6,71.60714285714134,88.08714285714153,85.64309523809412,70.7735714285698,94.30619047618795,94.95642857142717,98.7307142857128,77.09023809523589
8,6,7,75.5649999999984,88.43547619047487,92.79928571428451,78.92714285714106,95.2523809523784,97.89547619047475,99.01119047618901,78.37261904761681
8,6,8,78.0959523809507,89.84904761904627,93.58499999999879,80.90857142856959,95.50714285714031,98.3680952380938,99.18333333333186,79.73285714285487
8,6,9,79.35499999999831,90.75428571428435,93.83880952380831,82.24238095237908,95.71428571428315,98.47999999999855,99.3702380952366,80.85499999999767
8,6,10,80.14476190476019,91.85785714285576,96.08880952380828,84.34499999999807,95.98119047618792,98.9778571428557,99.42857142856995,81.80119047618813
8,6,11,80.92119047618876,92.81928571428433,96.24595238095114,87.11595238095039,96.27880952380696,99.35357142856998,99.48214285714138,82.51880952380715
8,6,12,81.80666666666492,93.16309523809385,96.31452380952256,89.04761904761702,96.4259523809498,99.46547619047473,99.61428571428424,83.27523809523571
8,7,1,18.04285714285675,19.249047619047293,19.07857142857118,17.954285714285295,40.38666666666564,52.65738095238024,40.95142857142792,23.534047619046937
8,7,2,35.64595238095161,36.55476190476133,36.389285714285236,32.99309523809446,80.18571428571207,91.37023809523674,81.83690476190348,42.39523809523689
8,7,3,49.10119047618943,54.22857142857058,54.09309523809452,48.13309523809412,84.76119047618815,93.27928571428434,89.47119047618911,54.76666666666511
8,7,4,59.467857142855884,65.39809523809423,68.12976190476103,64.5557142857128,90.51166666666421,94.22880952380812,96.93785714285569,66.24285714285527
8,7,5,69.53880952380804,77.5414285714274,72.94619047618951,69.51214285714127,92.78499999999751,94.50452380952241,98.05809523809378,72.87785714285509
8,7,6,71.60714285714134,88.08714285714153,85.64309523809412,70.7735714285698,94.30619047618795,94.95642857142717,98.7307142857128,77.09023809523589
8,7,7,75.5649999999984,88.43547619047487,92.79928571428451,78.92714285714106,95.2523809523784,97.89547619047475,99.01119047618901,78.37261904761681
8,7,8,78.0959523809507,89.84904761904627,93.58499999999879,80.90857142856959,95.50714285714031,98.3680952380938,99.18333333333186,79.73285714285487
8,7,9,79.35499999999831,90.75428571428435,93.83880952380831,82.24238095237908,95.71428571428315,98.47999999999855,99.3702380952366,80.85499999999767
8,7,10,80.14476190476019,91.85785714285576,96.08880952380828,84.34499999999807,95.98119047618792,98.9778571428557,99.42857142856995,81.80119047618813
8,7,11,80.92119047618876,92.81928571428433,96.24595238095114,87.11595238095039,96.27880952380696,99.35357142856998,99.48214285714138,82.51880952380715
8,7,12,81.80666666666492,93.16309523809385,96.31452380952256,89.04761904761702,96.4259523809498,99.46547619047473,99.61428571428424,83.27523809523571
8,8,1,19.162142857142435,22.343333333332943,22.147142857142548,19.05357142857098,50.21119047618911,79.08380952380925,54.06952380952287,31.13904761904668
8,8,2,44.14761904761809,48.543809523808726,46.6621428571422,39.15619047618961,88.14857142856894,94.91880952380907,96.11499999999837,56.85833333333168
8,8,3,65.98261904761765,67.5999999999989,66.18238095238004,58.94333333333203,96.54285714285447,95.94880952380908,98.29595238095075,67.34690476190282
8,8,4,79.50999999999834,81.57952380952251,84.90047619047505,77.88666666666495,98.26047619047348,96.33690476190431,99.73809523809359,83.04119047618809
8,8,5,87.55690476190293,93.40976190476044,96.24238095237968,90.51857142856943,98.78809523809252,99.76309523809473,99.92499999999833,86.36333333333083
8,8,6,93.35999999999804,96.41642857142706,97.75357142857013,94.61880952380743,99.01071428571156,99.92499999999949,99.97499999999833,91.52976190475924
8,8,7,95.58142857142657,97.78666666666514,98.63809523809391,96.40642857142645,99.0440476190449,99.97499999999948,99.99999999999834,93.41166666666395
8,8,8,96.69904761904559,98.75166666666512,98.75357142857011,97.47499999999783,99.22619047618775,99.99999999999949,NA,94.90142857142581
8,8,9,97.30333333333128,98.90523809523654,99.51428571428438,97.6416666666645,99.41666666666396,NA,NA,96.00690476190196
8,8,10,97.8123809523789,99.1321428571413,99.69642857142723,97.80714285714069,99.55714285714014,NA,NA,96.73499999999719
8,8,11,98.17499999999794,99.28928571428416,99.74999999999868,97.98095238095021,99.71071428571156,NA,NA,96.94214285714004
8,8,12,99.06976190475982,99.59285714285559,99.82499999999867,98.41023809523591,99.82142857142586,NA,NA,97.72095238094953
8,9,1,19.162142857142435,22.343333333332943,22.147142857142548,19.05357142857098,50.21119047618911,79.08380952380925,54.06952380952287,31.13904761904668
8,9,2,44.14761904761809,48.543809523808726,46.6621428571422,39.15619047618961,88.14857142856894,94.91880952380907,96.11499999999837,56.85833333333168
8,9,3,65.98261904761765,67.5999999999989,66.18238095238004,58.94333333333203,96.54285714285447,95.94880952380908,98.29595238095075,67.34690476190282
8,9,4,79.50999999999834,81.57952380952251,84.90047619047505,77.88666666666495,98.26047619047348,96.33690476190431,99.73809523809359,83.04119047618809
8,9,5,87.55690476190293,93.40976190476044,96.24238095237968,90.51857142856943,98.78809523809252,99.76309523809473,99.92499999999833,86.36333333333083
8,9,6,93.35999999999804,96.41642857142706,97.75357142857013,94.61880952380743,99.01071428571156,99.92499999999949,99.97499999999833,91.52976190475924
8,9,7,95.58142857142657,97.78666666666514,98.63809523809391,96.40642857142645,99.0440476190449,99.97499999999948,99.99999999999834,93.41166666666395
8,9,8,96.69904761904559,98.75166666666512,98.75357142857011,97.47499999999783,99.22619047618775,99.99999999999949,NA,94.90142857142581
8,9,9,97.30333333333128,98.90523809523654,99.51428571428438,97.6416666666645,99.41666666666396,NA,NA,96.00690476190196
8,9,10,97.8123809523789,99.1321428571413,99.69642857142723,97.80714285714069,99.55714285714014,NA,NA,96.73499999999719
8,9,11,98.17499999999794,99.28928571428416,99.74999999999868,97.98095238095021,99.71071428571156,NA,NA,96.94214285714004
8,9,12,99.06976190475982,99.59285714285559,99.82499999999867,98.41023809523591,99.82142857142586,NA,NA,97.72095238094953
8,10,1,23.37190476190424,27.183571428570954,27.050952380952,24.827380952380377,61.6859523809516,96.51047619047606,63.2219047619045,43.88142857142678
8,10,2,58.620952380950996,57.90666666666566,54.85738095238017,53.62547619047497,93.45095238095085,98.63357142857127,99.88928571428484,74.24214285714021
8,10,3,85.67095238095044,82.39190476190338,79.33880952380842,75.7904761904745,99.86428571428402,99.89285714285698,99.97499999999913,91.74261904761585
8,10,4,96.18214285714072,94.6416666666651,97.40285714285582,93.92119047618829,99.97142857142688,99.99999999999983,99.99999999999912,96.63547619047283
8,10,5,99.41357142856923,99.94642857142692,99.94999999999864,98.86404761904532,99.99999999999831,NA,NA,98.10595238094896
8,10,6,99.81785714285492,99.99999999999837,99.99999999999864,99.54047619047387,NA,NA,NA,99.11571428571085
8,10,7,99.86785714285493,NA,NA,99.99999999999767,NA,NA,NA,99.88809523809176
8,10,8,99.99999999999778,NA,NA,NA,NA,NA,NA,99.94999999999654
8,10,9,NA,NA,NA,NA,NA,NA,NA,99.99999999999653
9,0,1,10.331904761904536,10.93928571428551,10.98785714285697,3.407857142857065,5.480714285714162,7.315238095238007,2.7976190476190084,4.128095238095105
9,0,2,11.792380952380693,12.674523809523572,15.537380952380698,4.776428571428464,9.09666666666646,12.05547619047604,5.347142857142783,7.353095238095
9,0,3,12.495952380952106,13.944523809523549,18.19738095238065,5.771904761904633,11.032857142856894,16.09690476190456,7.693571428571323,8.21380952380926
9,0,4,13.199523809523518,15.020714285714002,20.647380952380612,6.54619047619033,12.422380952380674,18.978095238094998,9.77190476190463,8.809285714285432
9,0,5,13.850476190475883,15.954047619047317,22.237380952380583,7.2569047619046,13.707380952380646,21.212142857142588,11.674761904761745,9.403095238094938
9,0,6,14.496428571428249,16.787380952380637,23.204761904761522,7.782380952380779,14.944761904761569,22.965714285714,13.44238095238077,9.85476190476159
9,0,7,14.973095238094906,17.532142857142524,24.1147619047615,8.244285714285532,16.098095238094878,24.68214285714255,15.09880952380932,10.293809523809195
9,0,8,15.421666666666324,18.233333333332986,24.894047619047207,8.701190476190282,17.16285714285676,26.161904761904434,16.559523809523586,10.705952380952038
9,0,9,15.815952380952032,18.921666666666304,25.645714285713858,9.155476190475989,18.094047619047217,27.52333333333299,17.86999999999976,11.11333333333298
9,0,10,16.19309523809488,19.52166666666629,26.319047619047183,9.608809523809311,18.90952380952339,28.645476190475836,19.159047619047364,11.50404761904725
9,0,11,16.555238095237726,20.09976190476152,26.94904761904717,10.020238095237872,19.666190476190035,29.745238095237724,20.34595238095211,11.880714285713907
9,0,12,16.893809523809146,20.648095238094843,27.57595238095192,10.414047619047388,20.37166666666621,30.822380952380566,21.498333333333044,12.24595238095199
9,1,1,10.331904761904536,10.93928571428551,10.98785714285697,3.407857142857065,5.480714285714162,7.315238095238007,2.7976190476190084,4.128095238095105
9,1,2,11.792380952380693,12.674523809523572,15.537380952380698,4.776428571428464,9.09666666666646,12.05547619047604,5.347142857142783,7.353095238095
9,1,3,12.495952380952106,13.944523809523549,18.19738095238065,5.771904761904633,11.032857142856894,16.09690476190456,7.693571428571323,8.21380952380926
9,1,4,13.199523809523518,15.020714285714002,20.647380952380612,6.54619047619033,12.422380952380674,18.978095238094998,9.77190476190463,8.809285714285432
9,1,5,13.850476190475883,15.954047619047317,22.237380952380583,7.2569047619046,13.707380952380646,21.212142857142588,11.674761904761745,9.403095238094938
9,1,6,14.496428571428249,16.787380952380637,23.204761904761522,7.782380952380779,14.944761904761569,22.965714285714,13.44238095238077,9.85476190476159
9,1,7,14.973095238094906,17.532142857142524,24.1147619047615,8.244285714285532,16.098095238094878,24.68214285714255,15.09880952380932,10.293809523809195
9,1,8,15.421666666666324,18.233333333332986,24.894047619047207,8.701190476190282,17.16285714285676,26.161904761904434,16.559523809523586,10.705952380952038
9,1,9,15.815952380952032,18.921666666666304,25.645714285713858,9.155476190475989,18.094047619047217,27.52333333333299,17.86999999999976,11.11333333333298
9,1,10,16.19309523809488,19.52166666666629,26.319047619047183,9.608809523809311,18.90952380952339,28.645476190475836,19.159047619047364,11.50404761904725
9,1,11,16.555238095237726,20.09976190476152,26.94904761904717,10.020238095237872,19.666190476190035,29.745238095237724,20.34595238095211,11.880714285713907
9,1,12,16.893809523809146,20.648095238094843,27.57595238095192,10.414047619047388,20.37166666666621,30.822380952380566,21.498333333333044,12.24595238095199
9,2,1,16.429285714285342,14.564761904761626,16.744047619047347,9.381666666666458,21.90047619047571,24.97166666666637,14.274523809523624,14.664047619047155
9,2,2,20.776190476190003,22.404999999999568,24.365714285713885,13.405952380952082,37.014761904761095,42.338571428570916,20.86761904761877,19.812857142856515
9,2,3,24.08595238095183,27.733333333332794,28.615714285713818,16.43809523809487,38.9226190476182,50.44785714285653,31.367619047618632,21.70309523809455
9,2,4,26.117619047618447,31.766666666666044,33.58738095238039,20.335238095237642,42.95714285714191,56.491904761904074,43.41833333333277,22.98119047618975
9,2,5,27.956190476189835,33.44666666666601,38.85904761904697,21.70928571428523,45.38357142857043,60.329285714284985,50.617380952380294,23.823095238094485
9,2,6,28.930476190475527,36.042142857142146,41.31666666666597,23.253809523809004,46.80166666666563,64.15809523809446,53.15595238095168,25.08690476190397
9,2,7,29.743333333332654,37.23214285714212,42.97666666666594,24.392619047618503,48.229523809522746,68.30809523809442,55.79976190476117,25.975238095237277
9,2,8,30.613809523808822,40.00690476190397,44.64190476190401,25.604761904761332,49.9349999999989,70.4276190476182,59.837857142856365,26.372142857142027
9,2,9,31.662380952380225,41.605476190475365,46.125238095237314,26.294999999999416,51.83428571428457,73.83285714285626,63.075238095237275,26.56404761904678
9,2,10,32.84142857142781,43.37642857142772,47.89190476190396,27.086666666666066,52.71499999999884,75.12119047618957,66.52761904761817,27.309761904761043
9,2,11,33.342142857142086,44.80309523809436,50.18833333333249,27.84738095238033,53.82809523809406,76.52809523809432,68.02880952380865,27.808333333332452
9,2,12,34.299523809523016,46.256904761903854,52.08857142857055,28.02428571428509,54.42476190476071,77.50261904761811,69.3507142857134,28.330952380951484
9,3,1,16.429285714285342,14.564761904761626,16.744047619047347,9.381666666666458,21.90047619047571,24.97166666666637,14.274523809523624,14.664047619047155
9,3,2,20.776190476190003,22.404999999999568,24.365714285713885,13.405952380952082,37.014761904761095,42.338571428570916,20.86761904761877,19.812857142856515
9,3,3,24.08595238095183,27.733333333332794,28.615714285713818,16.43809523809487,38.9226190476182,50.44785714285653,31.367619047618632,21.70309523809455
9,3,4,26.117619047618447,31.766666666666044,33.58738095238039,20.335238095237642,42.95714285714191,56.491904761904074,43.41833333333277,22.98119047618975
9,3,5,27.956190476189835,33.44666666666601,38.85904761904697,21.70928571428523,45.38357142857043,60.329285714284985,50.617380952380294,23.823095238094485
9,3,6,28.930476190475527,36.042142857142146,41.31666666666597,23.253809523809004,46.80166666666563,64.15809523809446,53.15595238095168,25.08690476190397
9,3,7,29.743333333332654,37.23214285714212,42.97666666666594,24.392619047618503,48.229523809522746,68.30809523809442,55.79976190476117,25.975238095237277
9,3,8,30.613809523808822,40.00690476190397,44.64190476190401,25.604761904761332,49.9349999999989,70.4276190476182,59.837857142856365,26.372142857142027
9,3,9,31.662380952380225,41.605476190475365,46.125238095237314,26.294999999999416,51.83428571428457,73.83285714285626,63.075238095237275,26.56404761904678
9,3,10,32.84142857142781,43.37642857142772,47.89190476190396,27.086666666666066,52.71499999999884,75.12119047618957,66.52761904761817,27.309761904761043
9,3,11,33.342142857142086,44.80309523809436,50.18833333333249,27.84738095238033,53.82809523809406,76.52809523809432,68.02880952380865,27.808333333332452
9,3,12,34.299523809523016,46.256904761903854,52.08857142857055,28.02428571428509,54.42476190476071,77.50261904761811,69.3507142857134,28.330952380951484
9,4,1,17.61547619047579,16.58190476190444,17.826190476190188,15.378333333332996,29.441666666665945,49.44428571428498,24.99357142857111,19.000952380951784
9,4,2,28.27095238095174,29.887142857142265,27.686190476190028,24.951190476189932,56.91285714285581,72.72547619047516,49.73071428571363,31.32214285714189
9,4,3,38.647857142856274,39.49785714285637,32.44619047618994,33.06595238095166,64.64214285714138,80.77738095237983,60.870238095237305,37.11499999999886
9,4,4,42.40452380952284,47.052857142856226,41.28476190476122,40.49833333333245,70.7945238095222,84.25071428571312,67.38261904761818,40.2578571428559
9,4,5,43.55333333333234,49.617857142856174,51.99571428571343,42.652142857141925,72.65880952380786,85.97928571428453,73.91547619047522,46.37952380952237
9,4,6,46.14071428571323,57.40833333333221,57.557857142856186,43.009523809522875,74.04404761904593,86.92357142857024,81.56261904761799,47.634047619046136
9,4,7,50.08714285714171,62.38999999999877,63.24261904761801,44.568809523808554,75.43071428571257,89.46214285714163,86.99333333333222,48.36214285714135
9,4,8,52.61142857142736,67.21285714285582,69.20833333333218,45.31809523809425,76.21833333333159,90.55071428571304,88.82214285714171,49.78119047618893
9,4,9,55.385476190474904,69.13452380952246,73.68785714285592,47.12809523809421,77.15833333333157,91.6428571428559,90.50880952380837,52.08714285714123
9,4,10,56.270238095236785,72.34285714285572,78.15714285714155,48.79904761904656,77.65333333333156,92.0721428571416,91.06238095237978,53.914999999998315
9,4,11,57.26547619047486,73.20999999999856,79.41190476190344,49.00095238095131,78.46999999999821,93.12499999999874,92.0457142857131,55.02476190476018
9,4,12,57.84619047618912,74.33380952380807,80.61119047618914,49.77738095237987,78.61523809523631,93.8216666666654,92.34452380952263,56.46523809523633
9,5,1,17.61547619047579,16.58190476190444,17.826190476190188,15.378333333332996,29.441666666665945,49.44428571428498,24.99357142857111,19.000952380951784
9,5,2,28.27095238095174,29.887142857142265,27.686190476190028,24.951190476189932,56.91285714285581,72.72547619047516,49.73071428571363,31.32214285714189
9,5,3,38.647857142856274,39.49785714285637,32.44619047618994,33.06595238095166,64.64214285714138,80.77738095237983,60.870238095237305,37.11499999999886
9,5,4,42.40452380952284,47.052857142856226,41.28476190476122,40.49833333333245,70.7945238095222,84.25071428571312,67.38261904761818,40.2578571428559
9,5,5,43.55333333333234,49.617857142856174,51.99571428571343,42.652142857141925,72.65880952380786,85.97928571428453,73.91547619047522,46.37952380952237
9,5,6,46.14071428571323,57.40833333333221,57.557857142856186,43.009523809522875,74.04404761904593,86.92357142857024,81.56261904761799,47.634047619046136
9,5,7,50.08714285714171,62.38999999999877,63.24261904761801,44.568809523808554,75.43071428571257,89.46214285714163,86.99333333333222,48.36214285714135
9,5,8,52.61142857142736,67.21285714285582,69.20833333333218,45.31809523809425,76.21833333333159,90.55071428571304,88.82214285714171,49.78119047618893
9,5,9,55.385476190474904,69.13452380952246,73.68785714285592,47.12809523809421,77.15833333333157,91.6428571428559,90.50880952380837,52.08714285714123
9,5,10,56.270238095236785,72.34285714285572,78.15714285714155,48.79904761904656,77.65333333333156,92.0721428571416,91.06238095237978,53.914999999998315
9,5,11,57.26547619047486,73.20999999999856,79.41190476190344,49.00095238095131,78.46999999999821,93.12499999999874,92.0457142857131,55.02476190476018
