"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",23.5294117647059,16.6666666666667,41.1764705882353,60,20,5.26315789473684,68.75,40
"cluster_2",23.5294117647059,5,33.3333333333333,33.3333333333333,20,11.1111111111111,50,40
