bootstrap_id,mean_similarity_to_others
84,75.4419191919192
70,75.02104377104376
95,74.47390572390573
67,74.3476430976431
81,74.22138047138047
59,74.17929292929293
80,74.13720538720538
86,74.11616161616162
71,74.07407407407408
88,74.03198653198653
25,74.01094276094275
44,73.98989898989899
66,73.92676767676768
3,73.9057239057239
23,73.9057239057239
12,73.77946127946127
85,73.77946127946127
53,73.67424242424242
34,73.56902356902357
37,73.52693602693603
60,73.52693602693603
98,73.48484848484848
10,73.44276094276094
17,73.44276094276094
96,73.44276094276094
32,73.4006734006734
91,73.35858585858585
33,73.29545454545455
69,73.29545454545455
76,73.27441077441077
35,73.08501683501683
83,73.08501683501683
28,73.04292929292929
94,72.89562289562289
26,72.79040404040404
45,72.76936026936026
55,72.70622895622895
93,72.51683501683502
2,72.41161616161617
89,72.34848484848484
73,72.26430976430976
13,72.243265993266
39,72.243265993266
52,72.20117845117845
47,72.18013468013469
61,72.11700336700336
90,71.86447811447812
43,71.84343434343434
82,71.84343434343434
72,71.75925925925927
5,71.71717171717172
58,71.71717171717172
57,71.69612794612794
14,71.6540404040404
6,71.63299663299664
74,71.63299663299664
64,71.56986531986531
21,71.52777777777777
79,71.52777777777777
49,71.17003367003367
48,71.1489898989899
46,71.06481481481481
20,71.04377104377105
4,70.85437710437711
92,70.74915824915824
68,70.64393939393939
75,70.62289562289563
41,70.5597643097643
29,70.45454545454545
9,70.39141414141415
16,70.09680134680134
15,69.9074074074074
54,69.65488215488216
63,69.59175084175084
51,69.4023569023569
19,69.33922558922559
62,69.2550505050505
50,68.93939393939394
11,68.85521885521885
31,68.83417508417509
1,68.72895622895622
99,68.64478114478115
56,68.39225589225589
7,68.26599326599326
30,68.07659932659932
40,67.9503367003367
38,67.73989898989899
8,67.57154882154882
65,67.50841750841751
22,67.19276094276094
78,67.06649831649831
18,66.70875420875421
27,66.4983164983165
24,66.24579124579124
87,65.29882154882155
77,64.16245791245791
36,63.69949494949495
100,63.446969696969695
42,63.19444444444444
97,61.321548821548824
