"cluster","best_match","pct_match"
"1","Careful",68.75
"2","Activist",42.8571428571429
"3","Fearful",41.1764705882353
"4","Stubborn",20
"5","Early Adopter",23.5294117647059
"6","Influencer",12.5
"7","Uninterested",17.6470588235294
"8","Homo Economicus",33.3333333333333
