"cluster","best_match","pct_match"
"1","Fearful",61.1111111111111
"2","Careful",70.5882352941177
"3","Influencer",27.2727272727273
"4","Homo.Economicus",45
"5","Stubborn",52.6315789473684
"6","Early.Adopter",26.0869565217391
"7","8",31.8181818181818
"8","Uninterested",33.3333333333333
