"D","assigned_pct","unassigned_pct"
0,0.0332446808510638,99.9667553191489
1,0.205008865248227,99.7949911347518
2,3.78435283687943,96.2156471631206
3,5.52969858156028,94.4703014184397
4,32.5077570921986,67.4922429078014
5,32.9842641843972,67.0157358156028
6,72.3958333333333,27.6041666666667
7,71.4539007092199,28.5460992907801
8,86.6910460992908,13.3089539007092
9,86.9126773049645,13.0873226950355
10,95.5729166666667,4.42708333333333
11,96.2156471631206,3.78435283687943
12,99.4182180851064,0.581781914893617
13,99.6232269503546,0.37677304964539
14,99.9889184397163,0.0110815602836879
15,99.9944592198582,0.00554078014184397
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
