stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,determinant_id,value,etapa,determinant_label,determinant
1604,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,frugality,38,La conoce / la consideraría,Frugalidad,Frugalidad
1604,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,profits,64,La conoce / la consideraría,Beneficio económico,Beneficio económico
1604,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,risk_profile,77,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
1605,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,climate_protection,86,La conoce / la consideraría,Protección climática,Protección climática
1605,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,legal,95,La conoce / la consideraría,Cumplimiento legal,Cumplimiento legal
1605,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,safety,74,La conoce / la consideraría,Seguridad,Seguridad
1605,PROLIFIC_63b3377ca1ccdfc7cc567503,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,trust,79,La conoce / la consideraría,Confianza,Confianza
2248,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,COMPETENCE,Competencia,cost_efficiency,69,"No la conoce, pero le genera curiosidad",Eficiencia de costes,Eficiencia de costes
2248,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,COMPETENCE,Competencia,environmental_concerns,89,"No la conoce, pero le genera curiosidad",Preocupación ambiental,Preocupación ambiental
2248,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,COMPETENCE,Competencia,knowledge,84,"No la conoce, pero le genera curiosidad",Conocimiento,Conocimiento
2248,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,COMPETENCE,Competencia,own_competence,71,"No la conoce, pero le genera curiosidad",Competencia propia,Competencia propia
2248,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,COMPETENCE,Competencia,technical_fit,66,"No la conoce, pero le genera curiosidad",Adecuación técnica,Adecuación técnica
2246,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,FINANCIAL,Seguridad financiera,added_value,78,"No la conoce, pero le genera curiosidad",Valor añadido,Valor añadido
2246,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,27,"No la conoce, pero le genera curiosidad",Acceso a financiación,Acceso a financiación
2246,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,FINANCIAL,Seguridad financiera,frugality,38,"No la conoce, pero le genera curiosidad",Frugalidad,Frugalidad
2246,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,FINANCIAL,Seguridad financiera,profits,64,"No la conoce, pero le genera curiosidad",Beneficio económico,Beneficio económico
2246,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,FINANCIAL,Seguridad financiera,risk_profile,77,"No la conoce, pero le genera curiosidad",Perfil de riesgo,Perfil de riesgo
2247,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,SECURITY,Seguridad,climate_protection,86,"No la conoce, pero le genera curiosidad",Protección climática,Protección climática
2247,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,SECURITY,Seguridad,legal,95,"No la conoce, pero le genera curiosidad",Cumplimiento legal,Cumplimiento legal
2247,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,SECURITY,Seguridad,safety,74,"No la conoce, pero le genera curiosidad",Seguridad,Seguridad
2247,PROLIFIC_63b3377ca1ccdfc7cc567503,"No la conoce, pero le genera curiosidad",Bomba de calor,SECURITY,Seguridad,trust,79,"No la conoce, pero le genera curiosidad",Confianza,Confianza
277,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,added_value,22,Implementada,Valor añadido,Valor añadido
277,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,79,Implementada,Acceso a financiación,Acceso a financiación
277,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,frugality,100,Implementada,Frugalidad,Frugalidad
277,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,profits,90,Implementada,Beneficio económico,Beneficio económico
277,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,risk_profile,69,Implementada,Perfil de riesgo,Perfil de riesgo
278,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,SECURITY,Seguridad,climate_protection,34,Implementada,Protección climática,Protección climática
278,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,SECURITY,Seguridad,legal,100,Implementada,Cumplimiento legal,Cumplimiento legal
278,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,SECURITY,Seguridad,safety,92,Implementada,Seguridad,Seguridad
278,PROLIFIC_63ed0392b8b24c34aaf26310,Implementada,Cambio de tarifa eléctrica,SECURITY,Seguridad,trust,70,Implementada,Confianza,Confianza
1885,PROLIFIC_63ed0392b8b24c34aaf26310,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,coziness,64,"No la conoce, pero le genera curiosidad",Confort,Confort
1885,PROLIFIC_63ed0392b8b24c34aaf26310,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,wellbeing,100,"No la conoce, pero le genera curiosidad",Bienestar,Bienestar
167,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,adherence,65,Implementada,Adherencia,Adherencia
167,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,autonomy,60,Implementada,Autosuficiencia,Autosuficiencia
167,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,commitment,90,Implementada,Compromiso,Compromiso
167,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,self_satisfaction,90,Implementada,Satisfacción personal,Satisfacción personal
166,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,cost_efficiency,90,Implementada,Eficiencia de costes,Eficiencia de costes
166,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,environmental_concerns,60,Implementada,Preocupación ambiental,Preocupación ambiental
166,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,knowledge,85,Implementada,Conocimiento,Conocimiento
166,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,own_competence,45,Implementada,Competencia propia,Competencia propia
166,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,technical_fit,25,Implementada,Adecuación técnica,Adecuación técnica
165,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,added_value,40,Implementada,Valor añadido,Valor añadido
165,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,25,Implementada,Acceso a financiación,Acceso a financiación
165,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,frugality,70,Implementada,Frugalidad,Frugalidad
165,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,profits,60,Implementada,Beneficio económico,Beneficio económico
165,PROLIFIC_646219bb0b91a6f3327e39fb,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,risk_profile,60,Implementada,Perfil de riesgo,Perfil de riesgo
985,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,adherence,65,La conoce / la consideraría,Adherencia,Adherencia
985,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,autonomy,60,La conoce / la consideraría,Autosuficiencia,Autosuficiencia
985,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,commitment,90,La conoce / la consideraría,Compromiso,Compromiso
985,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,self_satisfaction,90,La conoce / la consideraría,Satisfacción personal,Satisfacción personal
984,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,cost_efficiency,90,La conoce / la consideraría,Eficiencia de costes,Eficiencia de costes
984,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,environmental_concerns,60,La conoce / la consideraría,Preocupación ambiental,Preocupación ambiental
984,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,knowledge,85,La conoce / la consideraría,Conocimiento,Conocimiento
984,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,own_competence,45,La conoce / la consideraría,Competencia propia,Competencia propia
984,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,technical_fit,25,La conoce / la consideraría,Adecuación técnica,Adecuación técnica
983,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,added_value,40,La conoce / la consideraría,Valor añadido,Valor añadido
983,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,25,La conoce / la consideraría,Acceso a financiación,Acceso a financiación
983,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,frugality,70,La conoce / la consideraría,Frugalidad,Frugalidad
983,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,profits,60,La conoce / la consideraría,Beneficio económico,Beneficio económico
983,PROLIFIC_646219bb0b91a6f3327e39fb,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,risk_profile,60,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
1788,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,COMPETENCE,Competencia,cost_efficiency,90,"No la conoce, pero le genera curiosidad",Eficiencia de costes,Eficiencia de costes
1788,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,COMPETENCE,Competencia,environmental_concerns,60,"No la conoce, pero le genera curiosidad",Preocupación ambiental,Preocupación ambiental
1788,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,COMPETENCE,Competencia,knowledge,85,"No la conoce, pero le genera curiosidad",Conocimiento,Conocimiento
1788,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,COMPETENCE,Competencia,own_competence,45,"No la conoce, pero le genera curiosidad",Competencia propia,Competencia propia
1788,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,COMPETENCE,Competencia,technical_fit,25,"No la conoce, pero le genera curiosidad",Adecuación técnica,Adecuación técnica
1787,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,added_value,40,"No la conoce, pero le genera curiosidad",Valor añadido,Valor añadido
1787,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,25,"No la conoce, pero le genera curiosidad",Acceso a financiación,Acceso a financiación
1787,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,frugality,70,"No la conoce, pero le genera curiosidad",Frugalidad,Frugalidad
1787,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,profits,60,"No la conoce, pero le genera curiosidad",Beneficio económico,Beneficio económico
1787,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,risk_profile,60,"No la conoce, pero le genera curiosidad",Perfil de riesgo,Perfil de riesgo
1789,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,MEANING,Significado,approval,10,"No la conoce, pero le genera curiosidad",Aprobación,Aprobación
1789,PROLIFIC_646219bb0b91a6f3327e39fb,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,MEANING,Significado,own_significance,25,"No la conoce, pero le genera curiosidad",Significado personal,Significado personal
185,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,adherence,100,Implementada,Adherencia,Adherencia
185,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,autonomy,85,Implementada,Autosuficiencia,Autosuficiencia
185,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,commitment,75,Implementada,Compromiso,Compromiso
185,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,self_satisfaction,80,Implementada,Satisfacción personal,Satisfacción personal
184,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,added_value,45,Implementada,Valor añadido,Valor añadido
184,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,60,Implementada,Acceso a financiación,Acceso a financiación
184,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,frugality,40,Implementada,Frugalidad,Frugalidad
184,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,profits,40,Implementada,Beneficio económico,Beneficio económico
184,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,risk_profile,90,Implementada,Perfil de riesgo,Perfil de riesgo
186,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,coziness,40,Implementada,Confort,Confort
186,PROLIFIC_6470e501cc85b0287c8da951,Implementada,Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,wellbeing,60,Implementada,Bienestar,Bienestar
1001,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,adherence,100,La conoce / la consideraría,Adherencia,Adherencia
1001,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,autonomy,85,La conoce / la consideraría,Autosuficiencia,Autosuficiencia
1001,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,commitment,75,La conoce / la consideraría,Compromiso,Compromiso
1001,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,self_satisfaction,80,La conoce / la consideraría,Satisfacción personal,Satisfacción personal
999,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,added_value,45,La conoce / la consideraría,Valor añadido,Valor añadido
999,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,60,La conoce / la consideraría,Acceso a financiación,Acceso a financiación
999,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,frugality,40,La conoce / la consideraría,Frugalidad,Frugalidad
999,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,profits,40,La conoce / la consideraría,Beneficio económico,Beneficio económico
999,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,risk_profile,90,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
1000,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,climate_protection,70,La conoce / la consideraría,Protección climática,Protección climática
1000,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,legal,100,La conoce / la consideraría,Cumplimiento legal,Cumplimiento legal
1000,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,safety,100,La conoce / la consideraría,Seguridad,Seguridad
1000,PROLIFIC_6470e501cc85b0287c8da951,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,trust,100,La conoce / la consideraría,Confianza,Confianza
1804,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,COMPETENCE,Competencia,cost_efficiency,70,"No la conoce, pero le genera curiosidad",Eficiencia de costes,Eficiencia de costes
1804,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,COMPETENCE,Competencia,environmental_concerns,85,"No la conoce, pero le genera curiosidad",Preocupación ambiental,Preocupación ambiental
1804,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,COMPETENCE,Competencia,knowledge,80,"No la conoce, pero le genera curiosidad",Conocimiento,Conocimiento
1804,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,COMPETENCE,Competencia,own_competence,75,"No la conoce, pero le genera curiosidad",Competencia propia,Competencia propia
1804,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,COMPETENCE,Competencia,technical_fit,85,"No la conoce, pero le genera curiosidad",Adecuación técnica,Adecuación técnica
1802,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,FINANCIAL,Seguridad financiera,added_value,45,"No la conoce, pero le genera curiosidad",Valor añadido,Valor añadido
1802,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,60,"No la conoce, pero le genera curiosidad",Acceso a financiación,Acceso a financiación
1802,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,FINANCIAL,Seguridad financiera,frugality,40,"No la conoce, pero le genera curiosidad",Frugalidad,Frugalidad
1802,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,FINANCIAL,Seguridad financiera,profits,40,"No la conoce, pero le genera curiosidad",Beneficio económico,Beneficio económico
1802,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,FINANCIAL,Seguridad financiera,risk_profile,90,"No la conoce, pero le genera curiosidad",Perfil de riesgo,Perfil de riesgo
1803,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,SECURITY,Seguridad,climate_protection,70,"No la conoce, pero le genera curiosidad",Protección climática,Protección climática
1803,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,SECURITY,Seguridad,legal,100,"No la conoce, pero le genera curiosidad",Cumplimiento legal,Cumplimiento legal
1803,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,SECURITY,Seguridad,safety,100,"No la conoce, pero le genera curiosidad",Seguridad,Seguridad
1803,PROLIFIC_6470e501cc85b0287c8da951,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,SECURITY,Seguridad,trust,100,"No la conoce, pero le genera curiosidad",Confianza,Confianza
262,PROLIFIC_64a814776d0d667482bcf926,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,added_value,73,Implementada,Valor añadido,Valor añadido
262,PROLIFIC_64a814776d0d667482bcf926,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,74,Implementada,Acceso a financiación,Acceso a financiación
262,PROLIFIC_64a814776d0d667482bcf926,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,frugality,70,Implementada,Frugalidad,Frugalidad
262,PROLIFIC_64a814776d0d667482bcf926,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,profits,37,Implementada,Beneficio económico,Beneficio económico
262,PROLIFIC_64a814776d0d667482bcf926,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,risk_profile,70,Implementada,Perfil de riesgo,Perfil de riesgo
1152,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,adherence,71,La conoce / la consideraría,Adherencia,Adherencia
1152,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,autonomy,50,La conoce / la consideraría,Autosuficiencia,Autosuficiencia
1152,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,commitment,50,La conoce / la consideraría,Compromiso,Compromiso
1152,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,self_satisfaction,69,La conoce / la consideraría,Satisfacción personal,Satisfacción personal
1150,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,added_value,50,La conoce / la consideraría,Valor añadido,Valor añadido
1150,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,74,La conoce / la consideraría,Acceso a financiación,Acceso a financiación
1150,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,frugality,50,La conoce / la consideraría,Frugalidad,Frugalidad
1150,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,profits,50,La conoce / la consideraría,Beneficio económico,Beneficio económico
1150,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,risk_profile,67,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
1151,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,climate_protection,71,La conoce / la consideraría,Protección climática,Protección climática
1151,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,legal,100,La conoce / la consideraría,Cumplimiento legal,Cumplimiento legal
1151,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,safety,100,La conoce / la consideraría,Seguridad,Seguridad
1151,PROLIFIC_64e91e9b7ac897d0afa22985,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,trust,50,La conoce / la consideraría,Confianza,Confianza
96,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,AUTONOMY,Autonomía,adherence,65,Implementada,Adherencia,Adherencia
96,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,AUTONOMY,Autonomía,autonomy,76,Implementada,Autosuficiencia,Autosuficiencia
96,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,AUTONOMY,Autonomía,commitment,61,Implementada,Compromiso,Compromiso
96,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,AUTONOMY,Autonomía,self_satisfaction,74,Implementada,Satisfacción personal,Satisfacción personal
95,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,added_value,74,Implementada,Valor añadido,Valor añadido
95,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,16,Implementada,Acceso a financiación,Acceso a financiación
95,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,frugality,63,Implementada,Frugalidad,Frugalidad
95,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,profits,67,Implementada,Beneficio económico,Beneficio económico
95,PROLIFIC_64edf002c925fb837ee0a770,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,risk_profile,36,Implementada,Perfil de riesgo,Perfil de riesgo
900,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,added_value,74,La conoce / la consideraría,Valor añadido,Valor añadido
900,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,16,La conoce / la consideraría,Acceso a financiación,Acceso a financiación
900,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,frugality,63,La conoce / la consideraría,Frugalidad,Frugalidad
900,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,profits,67,La conoce / la consideraría,Beneficio económico,Beneficio económico
900,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,risk_profile,36,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
