analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance,matrix
LATAM,matrix_32_raw_0_1,3,100,100,0,0,608,265.79,0.04605804191761965,0.00164526719450055,0.5930788440145461,0.02375682347345533,0.0929253250025132,0.0028553449361449,-61.84818457288983,130.20327130272867,0.10488539827189412,NA,0.8951146017281059,NA,RAW
LATAM,matrix_32_raw_0_1,4,100,100,0,0,608,265.79,0.03827199806688151,0.00157776337496252,0.6478942409450557,0.02627601122865222,0.08635708708729492,0.00313191179531635,-324.7946950622845,123.39871472106306,0.1298538634567985,NA,0.8701461365432015,NA,RAW
LATAM,matrix_32_raw_0_1,5,100,100,0,0,608,265.79,0.03258693240714046,0.00148591449443448,0.6938172833958007,0.02675647201119121,0.08045381004627325,0.00336468149958827,-507.31945350132304,114.32325877898133,0.1556121287680852,NA,0.8443878712319148,NA,RAW
LATAM,matrix_32_raw_0_1,6,100,100,0,0,608,265.79,0.0288184218005186,0.00136246788243195,0.7199413858824668,0.02758504109355609,0.07687191383737323,0.00357565567009248,-576.7464775725456,106.586328136307,0.1449895704301894,NA,0.8550104295698105,NA,RAW
LATAM,matrix_32_raw_0_1,7,100,100,0,0,608,265.79,0.02556692490379634,0.00124846891773651,0.744673410118427,0.02715599503438304,0.07333953037987821,0.00369908991875428,-624.1045563470702,97.16432324212364,0.14605891292689255,NA,0.8539410870731075,NA,RAW
LATAM,matrix_32_raw_0_1,8,100,100,0,0,608,265.79,0.0226401113368061,0.00113129070216355,0.767327684753705,0.02557858525983543,0.06995975862362958,0.00368810645788245,-649.7832600720462,84.56881949618145,0.1461976881793938,NA,0.8538023118206062,NA,RAW
LATAM,matrix_32_z_abs,2,100,100,0,0,608,265.79,0.04814189928139262,0.00168392063689679,0.5384180203191734,0.03031633739884098,0.07774695716036796,0.0030659222961674,-748.1197061584437,126.34956261981606,0.3923726338695212,NA,0.6076273661304789,NA,Z_ABS
LATAM,matrix_32_z_abs,3,100,100,0,0,608,265.79,0.04155393567146093,0.0014617707846867,0.5952555739786936,0.02997474374784877,0.07274183749514995,0.00307141793658676,-880.8343617826423,110.23374628953172,0.300364214534511,NA,0.699635785465489,NA,Z_ABS
LATAM,matrix_32_z_abs,4,100,100,0,0,608,265.79,0.037037978967405,0.00127012964356013,0.6271006134714968,0.03066964277675516,0.06975776053909209,0.00303545188807338,-914.1925508742328,96.77272059620567,0.2224567687832112,NA,0.7775432312167888,NA,Z_ABS
LATAM,matrix_32_z_abs,5,100,100,0,0,608,265.79,0.03321786945704699,0.001203927028376,0.6542126808508295,0.03039787413092376,0.06712339110213682,0.00311346422385128,-921.5081840817808,88.30609122707293,0.18832048751170372,NA,0.8116795124882963,NA,Z_ABS
LATAM,matrix_32_z_abs,6,100,100,0,0,608,265.79,0.02987466618604748,0.00111444202232435,0.6786326073175929,0.0295184125892689,0.06466508015688799,0.0031821678296789,-912.3515293649843,80.51544788497318,0.1715570348970939,NA,0.828442965102906,NA,Z_ABS
LATAM,matrix_32_z_abs,7,100,100,1,0,608,265.79,0.02688714716668204,0.00101716466794279,0.7017449686880032,0.02857729319378632,0.06225494646544829,0.00328110780779972,-892.3710320968027,73.8125832849941,0.1612647612900579,NA,0.838735238709942,NA,Z_ABS
LATAM,matrix_32_z_abs,8,100,100,2,0,608,265.79,0.02420919828223549,9.307227473752258e-4,0.7231085222283952,0.02798588753376175,0.05993835535434552,0.0033420681954418,-862.289898491617,66.4002082803965,0.15188429684560348,NA,0.8481157031543965,NA,Z_ABS
RENOVISOR,matrix_32_ext_0_1,2,100,100,0,0,610.49,388.07,0.03825977900716421,0.00151201750587753,0.7615415945226394,0.01954074448390658,0.06292914462938344,0.00256797026134641,-1295.1970320868809,85.35778192690758,0.43815698944635045,NA,0.5618430105536496,NA,EXT
RENOVISOR,matrix_32_ext_0_1,3,100,100,0,0,610.49,388.07,0.03106460390762379,0.00121673905058241,0.8148638396531989,0.0182958664766982,0.05538530221100669,0.00261698564814617,-1424.9554971130192,71.71970002135029,0.34121671972507917,NA,0.6587832802749208,NA,EXT
RENOVISOR,matrix_32_ext_0_1,4,100,100,0,0,610.49,388.07,0.02725116374712262,9.508358474494338e-4,0.8414566126582407,0.01652221065701393,0.05120819684934645,0.00255576848428558,-1424.1157680467438,59.91661239009277,0.24347176638478052,NA,0.7565282336152195,NA,EXT
RENOVISOR,matrix_32_ext_0_1,5,100,100,0,0,610.49,388.07,0.02448948792967687,9.155981178984724e-4,0.85844602471731,0.0162337321728299,0.0483397426930186,0.0026316373621902,-1377.7277781075743,54.272090897107034,0.24487055136246327,NA,0.7551294486375367,NA,EXT
RENOVISOR,matrix_32_ext_0_1,6,100,100,0,0,610.49,388.07,0.02213926802472516,8.71708440172005e-4,0.8722682913797372,0.01605491167681438,0.0458722386613031,0.00273946941894115,-1315.3619703219797,49.56612072477015,0.23196708104486605,NA,0.7680329189551339,NA,EXT
RENOVISOR,matrix_32_ext_0_1,7,100,100,1,0,610.49,388.07,0.02010548655137551,8.135440204195606e-4,0.8838018554332094,0.01616320012108112,0.04370610862041022,0.00293828125870573,-1242.6592274280083,46.591925726098125,0.2229696973303328,NA,0.7770303026696672,NA,EXT
RENOVISOR,matrix_32_ext_0_1,8,100,100,1,0,610.49,388.07,0.01824322958978485,7.808674732073265e-4,0.8951043898025159,0.01654806542001716,0.04146918633097419,0.00317902662007742,-1167.572130376608,43.78123127548384,0.21227285900800572,NA,0.7877271409919943,NA,EXT
RENOVISOR,matrix_32_pos_0_1,2,100,100,0,0,610.49,388.07,0.0507168530717803,0.00197062824813636,0.597709378336072,0.02315144498500929,0.08448819788371256,0.00274802705764516,-454.7536296114258,124.00607773809,0.2937893652019769,NA,0.706210634798023,NA,POS
RENOVISOR,matrix_32_pos_0_1,3,100,100,0,0,610.49,388.07,0.03685151334534174,0.00150336725827009,0.715745697683169,0.02058254121134145,0.07095540430092258,0.00284857985322946,-940.5777952648008,100.20367377604498,0.20273160901682932,NA,0.7972683909831707,NA,POS
RENOVISOR,matrix_32_pos_0_1,4,100,100,0,0,610.49,388.07,0.03206081475649013,0.0012789882737829,0.7481856549255147,0.01953811641344064,0.06673530787755108,0.00284293707048515,-1005.6088084989184,86.87446794481058,0.19008733654559196,NA,0.809912663454408,NA,POS
RENOVISOR,matrix_32_pos_0_1,5,100,100,0,0,610.49,388.07,0.02830140917824328,0.00105381400100509,0.7768076154583656,0.01887371865617252,0.06277656178184123,0.00282774326249297,-1038.592305113899,75.27905536563739,0.19762926610798937,NA,0.8023707338920106,NA,POS
RENOVISOR,matrix_32_pos_0_1,6,100,100,0,0,610.49,388.07,0.02516179286434762,9.179844271976316e-4,0.80157847171489,0.01847327195989017,0.0591443049736723,0.00295874571703639,-1043.712049299101,68.00654656316115,0.20068159914961264,NA,0.7993184008503874,NA,POS
RENOVISOR,matrix_32_pos_0_1,7,100,100,0,0,610.49,388.07,0.02247112611952492,8.238333170958689e-4,0.822636903296492,0.01808129439938759,0.05586454637874007,0.00294539735502172,-1026.0675888401156,59.12069605597055,0.196915086139237,NA,0.803084913860763,NA,POS
RENOVISOR,matrix_32_pos_0_1,8,100,100,0,0,610.49,388.07,0.02022240311399478,7.070354295971143e-4,0.8377707198019704,0.01596717081632973,0.05339848120606078,0.00277918852332011,-982.751905102854,48.330917610069925,0.18775694061243903,NA,0.8122430593875609,NA,POS
RENOVISOR,matrix_32_raw_0_1,2,100,100,0,0,610.49,388.07,0.06147922765299145,0.00239557329448509,0.4971570330746255,0.02304923066491679,0.09626541307097654,0.00286728814535213,108.140998691017,146.90874065609057,0.1457138130628002,NA,0.8542861869371998,NA,RAW
RENOVISOR,matrix_32_raw_0_1,3,100,100,0,0,610.49,388.07,0.04080541618369978,0.0019131546187551,0.6778241874203887,0.02433582918325114,0.07695920475751299,0.00308777317503528,-721.6937308848851,117.63050659943872,0.10519029107203157,NA,0.8948097089279684,NA,RAW
RENOVISOR,matrix_32_raw_0_1,4,100,100,0,0,610.49,388.07,0.03363214287184652,0.00150704191881332,0.7311391924411925,0.02410060906223686,0.07023007346193735,0.00310525661873097,-895.8940024695783,99.9855673740294,0.13143567861478905,NA,0.868564321385211,NA,RAW
RENOVISOR,matrix_32_raw_0_1,5,100,100,0,0,610.49,388.07,0.02870645431442229,0.00122508902260068,0.7765168632556915,0.02316023906616576,0.06397079588423318,0.00327671329367855,-1005.9755251681452,89.92046615011998,0.1477725072209385,NA,0.8522274927790615,NA,RAW
RENOVISOR,matrix_32_raw_0_1,6,100,100,1,0,610.49,388.07,0.02471347627672294,0.00108025225235531,0.8152918443280491,0.02022626968997943,0.05811077507381061,0.00318241871818554,-1067.0106135303504,73.2041903861086,0.15665353262224552,NA,0.8433464673777545,NA,RAW
RENOVISOR,matrix_32_raw_0_1,7,100,100,1,0,610.49,388.07,0.0219097353626796,9.59119384953822e-4,0.8361331009807265,0.01926373922946924,0.05468565455826223,0.00320294629897849,-1049.139204755676,63.79145080667437,0.14936118420379466,NA,0.8506388157962054,NA,RAW
RENOVISOR,matrix_32_raw_0_1,8,100,100,1,0,610.49,388.07,0.01953115414415106,8.20702318827874e-4,0.8522197511370868,0.01783966076061825,0.0518918761422151,0.00312303486992207,-1008.3736666320124,53.84198717290399,0.14611677127350475,NA,0.8538832287264952,NA,RAW
RENOVISOR,matrix_32_z_abs,2,100,100,0,0,610.49,388.07,0.04254462015889659,0.00169325981971221,0.6168234915422188,0.0316913348851536,0.06430419081917027,0.00346486517945594,-1247.6049268128843,116.76724496378012,0.29905828437144655,NA,0.7009417156285535,NA,Z_ABS
RENOVISOR,matrix_32_z_abs,3,100,100,0,0,610.49,388.07,0.03610249088544497,0.00144421708689004,0.6921741742112267,0.02977082352052441,0.05756908976664898,0.00332841327656318,-1363.3258659849134,92.7178001140396,0.2807455615244014,NA,0.7192544384755987,NA,Z_ABS
RENOVISOR,matrix_32_z_abs,4,100,100,0,0,610.49,388.07,0.03167086815136829,0.00124696890719535,0.7357441489031246,0.02784909917970587,0.05328954848625494,0.00328941138531545,-1373.5897781790557,78.54769910152491,0.24755627317492465,NA,0.7524437268250753,NA,Z_ABS
RENOVISOR,matrix_32_z_abs,5,100,100,0,0,610.49,388.07,0.02816927853186671,0.00109053917971158,0.7680659987302486,0.02644383633347501,0.04987937397666653,0.00332547403396093,-1345.0182647933784,68.55215458034496,0.21464402100204463,NA,0.7853559789979553,NA,Z_ABS
RENOVISOR,matrix_32_z_abs,6,100,100,0,0,610.49,388.07,0.02530121883216961,9.642147607761292e-4,0.7911655150062835,0.02534770833336759,0.04728410180440373,0.00328264215521619,-1289.178580399894,59.227122600901666,0.19017800123267473,NA,0.8098219987673253,NA,Z_ABS
RENOVISOR,matrix_32_z_abs,7,100,100,2,0,610.49,388.07,0.02287441316889105,9.289121101847108e-4,0.8105979541035154,0.02608251470804257,0.04497721050455095,0.00353226746884661,-1221.8883957181897,55.49161352592164,0.17577876915881158,NA,0.8242212308411885,NA,Z_ABS
RENOVISOR,matrix_32_z_abs,8,100,100,1,0,610.49,388.07,0.02074764344989196,8.938884893702349e-4,0.8268367721345146,0.02649686370387289,0.04295105072054884,0.00370197882893074,-1146.5871930537598,50.65257554538744,0.1634141720904,NA,0.8365858279096,NA,Z_ABS
WHY_EUROPE,matrix_32_ext_0_1,2,100,100,0,0,138.29,127.57,0.052339925952408,0.00272422623668384,0.7489480619130369,0.05151869347812415,0.05965854622035747,0.0078581739798457,-1480.8739755228914,57.135795274028474,0.3522691619047904,NA,0.6477308380952096,NA,EXT
WHY_EUROPE,matrix_32_ext_0_1,3,100,100,0,0,138.29,127.57,0.04558995005497481,0.00239132369102775,0.8003802614514651,0.05339029808587027,0.05266100917546867,0.00883296676428953,-1421.0570835511076,51.9929460981601,0.28280202516522696,NA,0.717197974834773,NA,EXT
WHY_EUROPE,matrix_32_ext_0_1,4,100,100,0,0,138.29,127.57,0.04049925113556553,0.00209274856189358,0.837704795035772,0.05415674866675355,0.04680197939963085,0.010479894466559,-1347.27334847339,48.639402261175704,0.2297846419422105,NA,0.7702153580577895,NA,EXT
WHY_EUROPE,matrix_32_ext_0_1,5,100,100,0,0,138.29,127.57,0.03622275394070933,0.00182134819571534,0.8683171088071829,0.05625944745590842,0.04158707934132338,0.01147336076108146,-1267.629454195736,44.80961139994064,0.2050128890727716,NA,0.7949871109272284,NA,EXT
WHY_EUROPE,matrix_32_ext_0_1,6,100,100,0,0,138.29,127.57,0.03249837903285305,0.00166033360932575,0.8948501302590349,0.05999307770245359,0.03617059771396356,0.01351080366342628,-1185.519311620002,42.45127078004076,0.1869491417004711,NA,0.8130508582995288,NA,EXT
WHY_EUROPE,matrix_32_ext_0_1,7,100,100,1,0,138.29,127.57,0.02926114051771912,0.00152923455814473,0.91950179905666,0.06150709060915987,0.03068192789104089,0.01486047001839203,-1103.130579376866,38.79505201548837,0.17410645120246662,NA,0.8258935487975334,NA,EXT
WHY_EUROPE,matrix_32_ext_0_1,8,100,100,3,0,138.29,127.57,0.02641066628388938,0.0014147435794342,0.940087933488396,0.06368432823426655,0.02588758140466797,0.01559185537386871,-1019.7133359835766,35.696910045696036,0.1657350781820613,NA,0.8342649218179387,NA,EXT
WHY_EUROPE,matrix_32_pos_0_1,2,100,100,0,0,138.29,127.57,0.0648748099749864,0.00339328000989604,0.5488376508127891,0.05659801151093793,0.08037160322272548,0.00672987329205332,-1308.1704774653313,64.4792370630181,0.16017082390311416,NA,0.8398291760968858,NA,POS
WHY_EUROPE,matrix_32_pos_0_1,3,100,100,0,0,138.29,127.57,0.05239868199626919,0.00321432905744445,0.6517257832198612,0.06042463752172533,0.07011948591865867,0.00741772050406574,-1302.9865717474188,58.934064957208115,0.12358549098320532,NA,0.8764145090167947,NA,POS
WHY_EUROPE,matrix_32_pos_0_1,4,100,100,0,0,138.29,127.57,0.04523122165450574,0.00252386618349188,0.7154517755974837,0.05729306690066927,0.06297476281259143,0.00745917934400513,-1258.217208674948,50.74860734151518,0.13630473772924986,NA,0.8636952622707501,NA,POS
WHY_EUROPE,matrix_32_pos_0_1,5,100,100,0,0,138.29,127.57,0.03954101273224986,0.00217383847551535,0.7672518076458859,0.05527223531050138,0.05651824106825055,0.00764989021390017,-1200.6377550918623,43.90664203579423,0.13560914782763653,NA,0.8643908521723634,NA,POS
WHY_EUROPE,matrix_32_pos_0_1,6,100,100,1,0,138.29,127.57,0.03493586498294473,0.00196985497469409,0.808186801339053,0.05488790572790628,0.0508355252826332,0.00806919053880543,-1133.5740153888682,39.27944850976564,0.13287150896717778,NA,0.8671284910328222,NA,POS
WHY_EUROPE,matrix_32_pos_0_1,7,100,100,2,0,138.29,127.57,0.03106829833285978,0.00173560327321704,0.8430104950603248,0.05559802813175326,0.04541413236237194,0.00906628378459801,-1061.653864634219,36.65186343879368,0.12807730736531456,NA,0.8719226926346855,NA,POS
WHY_EUROPE,matrix_32_pos_0_1,8,100,100,5,0,138.29,127.57,0.02776428258829048,0.0015641259084012201,0.8703308343779543,0.05673712507416197,0.04051450186499565,0.01045995152653042,-985.6247298551546,33.78308845550818,0.12457204170293032,NA,0.8754279582970697,NA,POS
WHY_EUROPE,matrix_32_raw_0_1,2,100,100,0,0,138.29,127.57,0.07137268629762354,0.00491158154950347,0.5056283940248316,0.06060367669930808,0.09042411715899752,0.00698466172456485,-1205.0029555308702,73.66635746902489,0.06571371427424316,NA,0.9342862857257568,NA,RAW
WHY_EUROPE,matrix_32_raw_0_1,3,100,100,0,0,138.29,127.57,0.05328772452426136,0.00384043953903466,0.6558808381980908,0.05693444709484514,0.07495000438209969,0.00755446454243654,-1264.0564914091806,63.34456513230618,0.08129581990136914,NA,0.9187041800986308,NA,RAW
WHY_EUROPE,matrix_32_raw_0_1,4,100,100,0,0,138.29,127.57,0.04452988892306614,0.00259127131004823,0.7325980403699897,0.04932057896633094,0.06566559401121386,0.0072905619308554,-1240.416003825584,50.574015852490106,0.10872980834014746,NA,0.8912701916598526,NA,RAW
WHY_EUROPE,matrix_32_raw_0_1,5,100,100,1,0,138.29,127.57,0.0383166333066564,0.00214309936847806,0.7843322342388307,0.04888737755710629,0.05853111122629846,0.008000270852085,-1189.3570871694726,45.68819847654029,0.11461755635646112,NA,0.8853824436435389,NA,RAW
WHY_EUROPE,matrix_32_raw_0_1,6,100,100,1,0,138.29,127.57,0.03363560770046114,0.00178541178670215,0.8212537228737063,0.0472622636691663,0.05282430851324968,0.0084508674954082,-1124.137230448542,39.535807808508736,0.11651617719492854,NA,0.8834838228050714,NA,RAW
WHY_EUROPE,matrix_32_raw_0_1,7,100,100,1,0,138.29,127.57,0.02980205711356694,0.00163748691630218,0.8512435296424543,0.04752184476225113,0.04756401875835311,0.00970847194772188,-1052.9687082049588,35.31723674020581,0.11791057672760362,NA,0.8820894232723964,NA,RAW
WHY_EUROPE,matrix_32_raw_0_1,8,100,100,2,0,138.29,127.57,0.02655313904657497,0.00148980399273397,0.8768580397641321,0.04947925108776246,0.04272964533018412,0.01068265705792937,-978.8521171042778,33.22978938028392,0.11738345881491326,NA,0.8826165411850867,NA,RAW
WHY_EUROPE,matrix_32_z_abs,2,100,100,0,0,138.29,127.57,0.0559118790301532,0.00323617321693076,0.6437573490510129,0.0806327049041509,0.0556263149999307,0.00748582195490762,-1509.2524213709714,54.85789496078588,0.26713283506988506,NA,0.732867164930115,NA,Z_ABS
WHY_EUROPE,matrix_32_z_abs,3,100,100,0,0,138.29,127.57,0.04967695543514707,0.00279607746597203,0.708746068318957,0.0814146107238078,0.04976506055474963,0.0080245010644013,-1438.5921246960968,49.54730155778298,0.2100746271209488,NA,0.7899253728790512,NA,Z_ABS
WHY_EUROPE,matrix_32_z_abs,4,100,100,0,0,138.29,127.57,0.04462008331797114,0.00245021997215665,0.7592577560297538,0.08089006842170698,0.04467602187072277,0.00897465294712845,-1359.026384992647,45.344697295055205,0.1736586868621359,NA,0.8263413131378641,NA,Z_ABS
WHY_EUROPE,matrix_32_z_abs,5,100,100,0,0,138.29,127.57,0.04019522119292473,0.00218651185283167,0.8044231222424004,0.08204000808296187,0.03957652304648404,0.01027408301929716,-1276.708346371033,41.677895092302244,0.15754441213631554,NA,0.8424555878636845,NA,Z_ABS
WHY_EUROPE,matrix_32_z_abs,6,100,100,0,0,138.29,127.57,0.03637914782316406,0.00197151897523206,0.8405069363654117,0.08279623099276175,0.03506782694246128,0.0111399041508154,-1191.2624086484057,38.68679872246297,0.1420109692727127,NA,0.8579890307272873,NA,Z_ABS
WHY_EUROPE,matrix_32_z_abs,7,100,100,0,0,138.29,127.57,0.03290607758351347,0.00180122482439092,0.8753400974012757,0.08320498260084469,0.03002229331127368,0.01245595415739755,-1106.5743515489746,35.168406521110946,0.13210995613732404,NA,0.867890043862676,NA,Z_ABS
WHY_EUROPE,matrix_32_z_abs,8,100,100,3,0,138.29,127.57,0.02979819330738338,0.00164899168363949,0.9084134614648718,0.08846003657435,0.02449574951552683,0.0145464482739214,-1022.6358588452756,33.39650527963096,0.12510197839489565,NA,0.8748980216051043,NA,Z_ABS
WHY_LATAM,matrix_32_ext_0_1,2,100,100,0,0,608,265.79,0.04233139254969133,0.00132631571303338,0.6889808362003222,0.01860359425302988,0.07677490816579464,0.00220722182566159,-788.8428545496888,89.42917334698876,0.3710174440375434,NA,0.6289825559624567,NA,EXT
WHY_LATAM,matrix_32_ext_0_1,3,100,100,0,0,608,265.79,0.0368820873154654,0.00107272470889677,0.7216648979956786,0.017939144281434,0.07257508276886962,0.00217881558707477,-887.9086433373046,77.70015404538984,0.34596397940746,NA,0.6540360205925401,NA,EXT
WHY_LATAM,matrix_32_ext_0_1,4,100,100,0,0,608,265.79,0.03221969529361103,9.867335116057212e-4,0.7506629708863501,0.0175230571142441,0.06863728825314848,0.0022059695150736,-950.4324702172706,68.82105249580275,0.2828937605743373,NA,0.7171062394256628,NA,EXT
WHY_LATAM,matrix_32_ext_0_1,5,100,100,0,0,608,265.79,0.02872122325806608,9.552942947824764e-4,0.7724237563096297,0.01718967426622141,0.06552618174473036,0.00233045594221876,-966.9664258074856,64.12116079930438,0.25201273468584157,NA,0.7479872653141584,NA,EXT
WHY_LATAM,matrix_32_ext_0_1,6,100,100,0,0,608,265.79,0.02589935853543261,8.856924027085876e-4,0.7882408603336618,0.01673591494957676,0.06316296997032447,0.00235351169146753,-950.4733999576858,57.40971054576715,0.2253623724866871,NA,0.7746376275133129,NA,EXT
WHY_LATAM,matrix_32_ext_0_1,7,100,100,1,0,608,265.79,0.02347349842591722,7.919770093055762e-4,0.8018194415624009,0.01685494881086135,0.06105630971124954,0.00244183999118419,-919.5487624879084,52.81411443553168,0.21021317088844657,NA,0.7897868291115534,NA,EXT
WHY_LATAM,matrix_32_ext_0_1,8,100,100,3,0,608,265.79,0.0212446654046454,7.465049948166147e-4,0.8149646728487292,0.0167306123997428,0.05895181606791439,0.0025298287349382,-882.1709431843915,48.21521139114434,0.20017963209710304,NA,0.799820367902897,NA,EXT
WHY_LATAM,matrix_32_pos_0_1,2,100,100,0,0,608,265.79,0.05582268283665197,0.00196184915605706,0.5435814633079314,0.02365067124458158,0.09662011251096084,0.00248031015732962,117.39790154701272,127.13063332419476,0.2912435376747703,NA,0.7087564623252297,NA,POS
WHY_LATAM,matrix_32_pos_0_1,3,100,100,0,0,608,265.79,0.04224618476612381,0.0014599469930157,0.6376193580894927,0.02222028395772382,0.08602610522311925,0.00258331116280965,-364.71988851172665,109.0410365710052,0.17563967442993958,NA,0.8243603255700604,NA,POS
WHY_LATAM,matrix_32_pos_0_1,4,100,100,0,0,608,265.79,0.03607773651521367,0.00132021318853917,0.6790926244960951,0.02233173958958022,0.08088661269747024,0.00257263087356142,-533.5544024175047,94.95989322982636,0.19270137216604472,NA,0.8072986278339552,NA,POS
WHY_LATAM,matrix_32_pos_0_1,5,100,100,0,0,608,265.79,0.0312758479171897,0.001325766525232,0.7168048277898742,0.0238204138453689,0.07590914823048389,0.00284146074473748,-657.4867535475149,91.08702119594668,0.19611293383492381,NA,0.8038870661650762,NA,POS
WHY_LATAM,matrix_32_pos_0_1,6,100,100,0,0,608,265.79,0.0275091102995209,0.00109662599061315,0.7437182486586166,0.0220601541818083,0.07216335336355248,0.00280711087222672,-713.7925643248556,78.92979055425103,0.17917517609535302,NA,0.820824823904647,NA,POS
WHY_LATAM,matrix_32_pos_0_1,7,100,100,0,0,608,265.79,0.02451354815019256,9.879926208502597e-4,0.7669333865923855,0.0214629864938449,0.06876557116567895,0.00291193315369964,-740.8128921212535,71.80877682479709,0.17719356444775827,NA,0.8228064355522418,NA,POS
WHY_LATAM,matrix_32_pos_0_1,8,100,100,0,0,608,265.79,0.02190563707384684,9.11848820166031e-4,0.7874205483788089,0.02150592177383567,0.06561757278392791,0.00312728991392308,-746.3252880676862,67.21879314724492,0.17464790621681944,NA,0.8253520937831805,NA,POS
WHY_LATAM,matrix_32_raw_0_1,2,100,100,0,0,608,265.79,0.06058559809430709,0.00210439715581501,0.49851430040271616,0.02398348520364676,0.10323892343690792,0.00267947374125457,465.9190358488736,145.42568841923887,0.08695610585936607,NA,0.913043894140634,NA,RAW
WHY_LATAM,matrix_32_raw_0_1,3,100,100,0,0,608,265.79,0.04605804191761965,0.00164526719450055,0.5930788440145461,0.02375682347345531,0.0929253250025132,0.00285534493614489,-61.84818457288977,130.2032713027285,0.10488660850629147,NA,0.8951133914937085,NA,RAW
WHY_LATAM,matrix_32_raw_0_1,4,100,100,0,0,608,265.79,0.03827199806688151,0.00157776337496252,0.6478942409450557,0.02627601122865211,0.08635708708729492,0.00313191179531634,-324.79469506228446,123.39871472106266,0.12985370684428543,NA,0.8701462931557146,NA,RAW
WHY_LATAM,matrix_32_raw_0_1,5,100,100,0,0,608,265.79,0.03258693240714046,0.00148591449443448,0.6938172833958006,0.02675647201119124,0.08045381004627326,0.00336468149958828,-507.3194535013226,114.32325877898153,0.15561206416009318,NA,0.8443879358399068,NA,RAW
WHY_LATAM,matrix_32_raw_0_1,6,100,100,0,0,608,265.79,0.0288184218005186,0.00136246788243195,0.7199413858824668,0.02758504109355608,0.07687191383737323,0.00357565567009246,-576.7464775725456,106.5863281363066,0.14498958116034086,NA,0.8550104188396591,NA,RAW
WHY_LATAM,matrix_32_raw_0_1,7,100,100,0,0,608,265.79,0.02556692490379634,0.00124846891773651,0.7446734101184269,0.02715599503438308,0.07333953037987823,0.00369908991875428,-624.1045563470699,97.16432324212364,0.14605911514752057,NA,0.8539408848524794,NA,RAW
WHY_LATAM,matrix_32_raw_0_1,8,100,100,0,0,608,265.79,0.0226401113368061,0.00113129070216355,0.7673276847537052,0.02557858525983525,0.06995975862362956,0.00368810645788243,-649.7832600720463,84.56881949618094,0.14619759628511106,NA,0.8538024037148889,NA,RAW
WHY_LATAM,matrix_32_z_abs,2,100,100,0,0,608,265.79,0.04814189928139262,0.00168392063689679,0.5384180203191733,0.03031633739884101,0.07774695716036797,0.0030659222961674,-748.1197061584434,126.34956261981615,0.3923732833139969,NA,0.6076267166860032,NA,Z_ABS
WHY_LATAM,matrix_32_z_abs,3,100,100,0,0,608,265.79,0.04155393567146093,0.0014617707846867,0.5952555739786936,0.02997474374784857,0.07274183749514994,0.00307141793658675,-880.8343617826425,110.2337462895315,0.3003646868120982,NA,0.6996353131879017,NA,Z_ABS
WHY_LATAM,matrix_32_z_abs,4,100,100,0,0,608,265.79,0.03703797896740499,0.00127012964356013,0.6271006134714968,0.03066964277675522,0.06975776053909209,0.00303545188807339,-914.1925508742328,96.77272059620594,0.2224564995906454,NA,0.7775435004093546,NA,Z_ABS
WHY_LATAM,matrix_32_z_abs,5,100,100,0,0,608,265.79,0.03321786945704698,0.001203927028376,0.6542126808508296,0.03039787413092387,0.0671233911021368,0.00311346422385129,-921.508184081781,88.3060912270731,0.18825446492769587,NA,0.8117455350723042,NA,Z_ABS
WHY_LATAM,matrix_32_z_abs,6,100,100,0,0,608,265.79,0.02987466618604748,0.00111444202232435,0.678632607317593,0.02951841258926886,0.06466508015688799,0.0031821678296789,-912.3515293649843,80.51544788497316,0.17179499159520298,NA,0.828205008404797,NA,Z_ABS
WHY_LATAM,matrix_32_z_abs,7,100,100,1,0,608,265.79,0.02688714716668204,0.00101716466794279,0.701744968688003,0.02857729319378657,0.0622549464654483,0.00328110780779975,-892.3710320968022,73.8125832849946,0.1614034688166581,NA,0.8385965311833419,NA,Z_ABS
WHY_LATAM,matrix_32_z_abs,8,100,100,2,0,608,265.79,0.02420919828223548,9.307227473752255e-4,0.7231085222283955,0.02798588753376152,0.05993835535434548,0.00334206819544177,-862.2898984916177,66.40020828039594,0.1522525822890244,NA,0.8477474177109756,NA,Z_ABS
