participant_id,macro_archetype_5,self_profile,adoption_stage,stage,technology,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING
PROLIFIC_692479671925a3943fce7055,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Medidas de microeficiencia,67.5,NA,NA,NA,NA,NA,NA,NA,35
PROLIFIC_69249f2bf89992510c44179e,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Kits solares de balcón,68.6,85.75,84.6,NA,NA,NA,NA,NA,NA
PROLIFIC_69249f2bf89992510c44179e,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,68.6,NA,NA,NA,NA,58.6,NA,NA,57.5
PROLIFIC_6928b5026c84fcd91c5a7a68,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Cambio de tarifa eléctrica,68.4,NA,NA,NA,NA,NA,55,NA,59
PROLIFIC_6928b5026c84fcd91c5a7a68,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,68.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69307ef5fe254a61dee79a78,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Sistema de refrigeración,NA,NA,NA,NA,NA,22,NA,NA,NA
PROLIFIC_69307ef5fe254a61dee79a78,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,56.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6932b69b5d8649b7a1021ff0,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Sistema de refrigeración,NA,NA,NA,NA,77,NA,NA,NA,NA
PROLIFIC_6932b69b5d8649b7a1021ff0,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,65.6,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6932bf332627def0f1f8a46b,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,77.2,NA,NA,NA,85,NA,NA,NA,NA
PROLIFIC_6932bf332627def0f1f8a46b,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Almacenamiento energético,77.2,NA,NA,NA,NA,NA,NA,NA,34.5
PROLIFIC_6932bf332627def0f1f8a46b,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,77.2,NA,NA,NA,85,NA,NA,NA,34.5
PROLIFIC_6933207fdfdffc10571420a8,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,75,NA,71,NA,94,NA,NA,NA,NA
PROLIFIC_696c724484bccbd980cd0e88,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistema de refrigeración,NA,NA,NA,62.5,82.5,NA,33.333333333333336,NA,NA
PROLIFIC_696c724484bccbd980cd0e88,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,68.5,70,NA,NA,36,NA,NA,NA
PROLIFIC_696c724484bccbd980cd0e88,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,58,NA,NA,NA,82.5,NA,NA,NA,30
PROLIFIC_6973653f34c609a7c3420e1c,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,71,NA,NA,NA,70,28,NA,NA,NA
PROLIFIC_6973653f34c609a7c3420e1c,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,71,56.25,NA,NA,70,NA,NA,NA,NA
PROLIFIC_6976fca13dd3674fd0702a52,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,76,NA,NA,75,NA,NA,NA,NA,47.5
PROLIFIC_6976fca13dd3674fd0702a52,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,76,NA,NA,75,NA,NA,NA,NA,47.5
PROLIFIC_6976fca13dd3674fd0702a52,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,76,NA,NA,NA,NA,NA,NA,47.5,47.5
PROLIFIC_6978bbc0ecc89bfa720fac28,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Comunidad energética,NA,80.25,NA,NA,NA,NA,54,NA,78.5
PROLIFIC_6978bbc0ecc89bfa720fac28,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,NA,NA,71.8,NA,71,70.8,NA,NA,NA
PROLIFIC_697907c3546949f10030ddf1,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,NA,NA,25
PROLIFIC_697907c3546949f10030ddf1,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,NA,NA,NA,NA,NA,NA,NA,25
PROLIFIC_697907c3546949f10030ddf1,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,NA,NA,NA,NA,NA,NA,NA,NA,25
PROLIFIC_697a77ec6ca000317de70f17,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Comunidad energética,NA,NA,NA,NA,NA,48.8,NA,NA,37.5
PROLIFIC_697a77ec6ca000317de70f17,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,58.2,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_697a77ec6ca000317de70f17,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,NA,NA,NA,NA,NA,NA,NA,26,NA
PROLIFIC_697b1a2669af0b3f24790e20,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,90.6,52.75,NA,NA,45.5,NA,NA,NA,NA
PROLIFIC_697b1a2669af0b3f24790e20,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,90.6,NA,NA,NA,45.5,NA,NA,NA,88
PROLIFIC_697b1a2669af0b3f24790e20,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,90.6,52.75,NA,NA,45.5,NA,NA,NA,NA
PROLIFIC_697b30411f746b578812b981,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,79,85.5,80.6,NA,NA,NA,NA,NA,NA
PROLIFIC_697b30411f746b578812b981,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,NA,85.5,NA,75.25,NA,NA,NA,NA,0.5
PROLIFIC_697b30411f746b578812b981,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,79,85.5,80.6,NA,NA,NA,NA,NA,NA
PROLIFIC_697b4452d0057be21360d8d6,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Sistemas inteligentes del hogar,78.6,89.25,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_697b4452d0057be21360d8d6,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,78.6,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_697b4452d0057be21360d8d6,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,78.6,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_697cae93b9bd8250922a71ce,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,62,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_697cae93b9bd8250922a71ce,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,62,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_697f4a00c858108580e08f4b,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Ascensor,93.6,72.75,NA,NA,NA,NA,NA,NA,84
PROLIFIC_697f4f0f25cc7707716e04f5,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,NA,NA,NA,64,NA,NA,NA,NA,NA
PROLIFIC_697f4f0f25cc7707716e04f5,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Kits solares de balcón,60.6,NA,63.4,64,NA,NA,NA,NA,NA
PROLIFIC_697f4f0f25cc7707716e04f5,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Medidas de microeficiencia,NA,NA,NA,64,NA,NA,NA,NA,NA
PROLIFIC_69807a8271a61e4d75ab96c4,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,60.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69809ce77983b24e7e0729b4,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,57,NA,NA,61.25,NA,NA,NA,NA,45
PROLIFIC_69809ce77983b24e7e0729b4,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,57,NA,NA,61.25,NA,NA,NA,NA,45
PROLIFIC_69809ce77983b24e7e0729b4,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,NA,63.75,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6980bdf135e5d99f4cd191e6,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,63.2,83.25,NA,NA,NA,NA,NA,NA,48
PROLIFIC_6980bdf135e5d99f4cd191e6,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,63.2,83.25,NA,NA,NA,NA,NA,NA,48
PROLIFIC_6980bdf135e5d99f4cd191e6,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,63.2,83.25,NA,NA,NA,NA,NA,NA,48
PROLIFIC_698257587a4d2edcdc29a350,G4_HomoEconomicus,Homo economicus,Done,Implementada,Kits solares de balcón,NA,NA,NA,79.75,86.5,NA,58.333333333333336,NA,NA
PROLIFIC_698257587a4d2edcdc29a350,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Vehículo eléctrico,45.6,79.75,81.2,NA,NA,NA,NA,NA,NA
PROLIFIC_698359ee7148b5a9731164bb,G4_HomoEconomicus,Homo economicus,Done,Implementada,Medidas de microeficiencia,78.6,NA,78,76.75,NA,NA,NA,NA,NA
PROLIFIC_698359ee7148b5a9731164bb,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,78.6,NA,NA,76.75,NA,NA,NA,NA,NA
PROLIFIC_698359ee7148b5a9731164bb,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,78.6,NA,NA,76.75,NA,NA,NA,NA,NA
PROLIFIC_69836e23196469e9a4825346,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Cambio de tarifa eléctrica,92,NA,NA,75,NA,NA,NA,NA,5
PROLIFIC_69836e23196469e9a4825346,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,92,NA,NA,NA,60,NA,NA,NA,5
PROLIFIC_6984258cb12947550bff2d1a,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,60,NA,100,NA,97,NA,NA,NA,NA
PROLIFIC_6984258cb12947550bff2d1a,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,60,NA,100,100,NA,NA,NA,NA,NA
PROLIFIC_6984b719db2917412dfc3135,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Cambio de tarifa eléctrica,57,NA,NA,76.25,NA,NA,NA,NA,47.5
PROLIFIC_6984b719db2917412dfc3135,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Kits solares de balcón,57,NA,NA,76.25,NA,NA,NA,NA,47.5
PROLIFIC_6984b719db2917412dfc3135,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,57,NA,NA,76.25,NA,NA,NA,NA,47.5
PROLIFIC_6985f197cf1559ac62ea5dc3,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Agua caliente sanitaria,61,NA,NA,76.25,NA,NA,NA,NA,NA
PROLIFIC_6985f197cf1559ac62ea5dc3,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Vehículo eléctrico,NA,81.5,NA,NA,NA,NA,55,NA,47.5
PROLIFIC_6985f197cf1559ac62ea5dc3,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,61,NA,NA,NA,NA,NA,NA,NA,47.5
PROLIFIC_69864a7ee88ba6c6a6f798fc,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,63,60.5,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_698b10e112e204e2d1f0c126,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,70,NA,91,NA,52.5,NA,NA,NA,NA
PROLIFIC_698b10e112e204e2d1f0c126,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,70,NA,91,NA,52.5,NA,NA,NA,NA
PROLIFIC_698b10e112e204e2d1f0c126,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,70,NA,91,NA,52.5,NA,NA,NA,NA
PROLIFIC_698df153dc723dada19b1dab,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,53,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_698df4a194fabefa716596ec,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistemas inteligentes del hogar,NA,65.75,NA,NA,67.5,NA,61.333333333333336,NA,NA
PROLIFIC_698e1fb406f80868c041565a,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistemas inteligentes del hogar,84,NA,NA,NA,90,NA,NA,NA,NA
PROLIFIC_698e1fb406f80868c041565a,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,84,85,NA,NA,NA,59,NA,NA,NA
PROLIFIC_698e260e1c956e03673d79ab,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistemas inteligentes del hogar,NA,NA,NA,59.25,NA,NA,NA,NA,NA
PROLIFIC_698e260e1c956e03673d79ab,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Kits solares de balcón,86.6,NA,NA,NA,NA,24.6,NA,NA,NA
PROLIFIC_698e260e1c956e03673d79ab,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,86.6,62.5,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_698eea589bb7dd5212c5e3c9,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,54,NA,NA,NA,80,NA,NA,NA,34
PROLIFIC_698eea589bb7dd5212c5e3c9,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Kits solares de balcón,NA,NA,NA,78.75,NA,NA,35,NA,34
PROLIFIC_698eea589bb7dd5212c5e3c9,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,54,NA,NA,NA,NA,NA,35,NA,34
PROLIFIC_698ef5093a80fcd19f394ab2,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,78,84.5,NA,NA,NA,NA,46,NA,NA
PROLIFIC_698ef5093a80fcd19f394ab2,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,78,84.5,NA,65.25,NA,NA,NA,NA,NA
PROLIFIC_698f1a372de6aef866bec656,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,77.8,75.25,NA,82.5,NA,NA,NA,NA,NA
PROLIFIC_698f1a372de6aef866bec656,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,NA,75.25,NA,82.5,NA,NA,32.333333333333336,NA,NA
PROLIFIC_698fa8ec85144121c0643338,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistemas inteligentes del hogar,65.2,39,NA,69.25,NA,NA,NA,NA,NA
PROLIFIC_698fa8ec85144121c0643338,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Almacenamiento energético,65.2,NA,NA,69.25,NA,NA,NA,66,NA
PROLIFIC_6990691f5ced735f10ff3bba,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Agua caliente sanitaria,72,83.75,NA,NA,80,NA,NA,NA,NA
PROLIFIC_6990691f5ced735f10ff3bba,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,72,83.75,NA,NA,80,NA,NA,NA,NA
PROLIFIC_69946a0579d779ee49dca2c5,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,50,NA,74,NA,NA,NA,NA,NA,15
PROLIFIC_699776549800aa3b0399d642,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,62.6,NA,NA,88.5,NA,NA,NA,NA,16.5
PROLIFIC_699776549800aa3b0399d642,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Kits solares de balcón,62.6,82.5,NA,NA,NA,NA,NA,NA,16.5
PROLIFIC_699776549800aa3b0399d642,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,62.6,82.5,NA,88.5,NA,NA,NA,NA,NA
PROLIFIC_699b5130e75520d8cda5a642,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,73,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_699b5130e75520d8cda5a642,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Kits solares de balcón,73,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_699b5130e75520d8cda5a642,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,73,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_699e007dc8f8cbd074222f56,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Bomba de calor,62.8,66.5,NA,NA,NA,NA,NA,81,NA
PROLIFIC_699e007dc8f8cbd074222f56,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,62.8,66.5,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_699e007dc8f8cbd074222f56,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,NA,NA,NA,73,NA,NA,NA,NA,NA
PROLIFIC_69a5621021a584cfa45f5f38,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,46.6,NA,79.2,79,NA,NA,NA,NA,NA
PROLIFIC_69a5621021a584cfa45f5f38,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Ventilación con recuperador,46.6,76.25,79.2,NA,NA,NA,NA,NA,NA
PROLIFIC_69a5621021a584cfa45f5f38,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,46.6,NA,79.2,79,NA,NA,NA,NA,NA
PROLIFIC_69a6fd75a40ab271c0a54fd7,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,74,NA,94.6,NA,NA,NA,NA,NA,45
PROLIFIC_69b1d8fe4b310c4186bcbbcc,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,NA,NA,75.4,76.25,NA,48,NA,NA,NA
PROLIFIC_69b1d8fe4b310c4186bcbbcc,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Almacenamiento energético,75.4,NA,75.4,76.25,NA,NA,NA,NA,NA
PROLIFIC_69b1d8fe4b310c4186bcbbcc,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,75.4,NA,75.4,76.25,NA,NA,NA,NA,NA
PROLIFIC_69b9bf5f0faac70cd0e24cf6,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,65.75,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69b9bf5f0faac70cd0e24cf6,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Vehículo eléctrico,65.75,NA,NA,77,NA,NA,NA,NA,NA
PROLIFIC_69c648e30d13356cd9780c9a,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,80,NA,70.4,67.5,NA,NA,NA,NA,NA
PROLIFIC_69c648e30d13356cd9780c9a,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Almacenamiento energético,80,NA,70.4,NA,NA,NA,NA,NA,NA
PROLIFIC_69c648e30d13356cd9780c9a,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,NA,NA,NA,NA,NA,25
PROLIFIC_69c6a6aade93df9f06f725a2,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,NA,NA,NA,NA,NA,NA,NA,NA,43.5
PROLIFIC_69c6a6aade93df9f06f725a2,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,NA,NA,NA,NA,NA,NA,NA,NA,43.5
PROLIFIC_69c6a6aade93df9f06f725a2,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,44.5,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69cac7e6b4b245b2c38f9112,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,72.6,NA,NA,58.5,NA,NA,NA,NA,50
PROLIFIC_69cac7e6b4b245b2c38f9112,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,72.6,NA,NA,58.5,NA,NA,42,NA,NA
PROLIFIC_69d023c8f299f5b1cc355e64,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,72.4,76,77,NA,NA,NA,NA,NA,NA
PROLIFIC_69d023c8f299f5b1cc355e64,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,72.4,NA,NA,71.5,57,NA,NA,NA,NA
PROLIFIC_69d023c8f299f5b1cc355e64,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,72.4,NA,NA,71.5,NA,74.5,NA,NA,NA
PROLIFIC_69d671f03dd875c20e4c0ce0,G4_HomoEconomicus,Homo economicus,Done,Implementada,Sistemas inteligentes del hogar,NA,NA,NA,58.75,60,NA,NA,NA,35
PROLIFIC_69d671f03dd875c20e4c0ce0,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,46,50,NA,58.75,NA,NA,NA,NA,NA
PROLIFIC_69d671f03dd875c20e4c0ce0,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,46,50,NA,58.75,NA,NA,NA,NA,NA
PROLIFIC_69d763affd0080c0bffcd367,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,62,NA,NA,NA,82.5,NA,NA,NA,45
PROLIFIC_69d763affd0080c0bffcd367,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Almacenamiento energético,62,NA,NA,NA,82.5,NA,NA,NA,45
PROLIFIC_69d763affd0080c0bffcd367,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,62,NA,NA,NA,82.5,NA,NA,NA,NA
PROLIFIC_69d7f5e13c624f3ce83d2cfb,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Kits solares de balcón,NA,NA,NA,NA,85.5,NA,63.333333333333336,49,NA
PROLIFIC_69d7f5e13c624f3ce83d2cfb,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,62.6,79.75,83.8,NA,NA,NA,NA,NA,NA
PROLIFIC_69d801b7ff73fd8726f49404,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,74,93.25,NA,NA,NA,NA,NA,NA,37.5
PROLIFIC_69d801b7ff73fd8726f49404,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,74,NA,NA,NA,NA,NA,24.666666666666668,21.5,NA
PROLIFIC_69d801b7ff73fd8726f49404,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,74,NA,NA,NA,NA,NA,24.666666666666668,NA,NA
PROLIFIC_69d8d2f724abed404eb4935d,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Cambio de tarifa eléctrica,62.6,76,NA,71.75,NA,NA,NA,NA,NA
PROLIFIC_69d8d2f724abed404eb4935d,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Renovación de envolvente,62.6,76,NA,71.75,NA,NA,NA,NA,NA
PROLIFIC_69de0876fb4170e1b31c0f7b,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,33,NA,NA,NA,NA,NA,33.333333333333336,NA,42.5
PROLIFIC_69de0876fb4170e1b31c0f7b,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,NA,42,NA,NA,NA,33.333333333333336,NA,42.5
PROLIFIC_69e213021f9224d147d5908b,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Vehículo eléctrico,76,76.25,NA,NA,NA,NA,NA,NA,40
PROLIFIC_69e213021f9224d147d5908b,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Almacenamiento energético,76,76.25,NA,NA,NA,NA,6.666666666666667,NA,NA
PROLIFIC_69e213021f9224d147d5908b,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,76,76.25,NA,NA,NA,NA,NA,NA,40
PROLIFIC_69e7b977a16a3c9a2b839a87,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,NA,74.33333333333333,NA,84.25,99.5,NA,NA,NA,NA
PROLIFIC_69e7b977a16a3c9a2b839a87,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,63.8,74.33333333333333,NA,84.25,NA,NA,NA,NA,NA
PROLIFIC_69eca1e06533d42ff1306a24,G4_HomoEconomicus,Homo economicus,Done,Implementada,Medidas de microeficiencia,44,NA,51,35,NA,NA,NA,NA,NA
