"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",4,"COMPETENCE; AUTONOMY; PHYSICALNESS; POPULARITY"
"cluster_3",9,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
