"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,1,2,0.00025
7,2,3,0.000375
8,12,20,0.0025
9,15,64,0.008
10,37,88,0.011
11,51,115,0.014375
12,146,313,0.039125
13,208,517,0.064625
14,450,1051,0.131375
15,600,1455,0.181875
16,1059,6149,0.768625
17,1285,8516,1.0645
18,2994,92416,11.552
19,3345,101813,12.726625
20,8687,455950,56.99375
