"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",0,0,0,0,0,0,0
"cluster_2",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_3",66.6666666666667,55.5555555555556,33.3333333333333,77.7777777777778,55.5555555555556,55.5555555555556,77.7777777777778
"cluster_4",50,0,0,11.1111111111111,14.2857142857143,33.3333333333333,11.1111111111111
