"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Homo.Economicus",0,"",0
"cluster_2","Careful",60,"COMPETENCE; AUTONOMY; PHYSICALNESS",3
"cluster_3","Fearful",88.8888888888889,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING",9
"cluster_4","Influencer",42.8571428571429,"COMPETENCE; STIMULATION; POPULARITY",3
"cluster_5","Stubborn",85.7142857142857,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; STIMULATION",6
"cluster_6","Early.Adopter",57.1428571428571,"SECURITY; COMPETENCE; AUTONOMY; POPULARITY",4
"cluster_7","Uninterested",37.5,"PHYSICALNESS; POPULARITY; MEANING",3
