"D","assigned_pct","unassigned_pct"
0,0.0443262411347518,99.9556737588652
1,0.260416666666667,99.7395833333333
2,4.90359042553191,95.0964095744681
3,6.83732269503546,93.1626773049645
4,39.2619680851064,60.7380319148936
5,40.4753989361702,59.5246010638298
6,72.5454343971631,27.4545656028369
7,71.9414893617021,28.0585106382979
8,87.2063386524823,12.7936613475177
9,88.2535460992908,11.7464539007092
10,96.5536347517731,3.44636524822695
11,97.4900265957447,2.50997340425532
12,99.7118794326241,0.288120567375886
13,99.9058067375886,0.0941932624113475
14,100,0
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
