analysis_sample,weighting,method,matrix_name,d_hamming,coverage_threshold,first_prototype_reaching_threshold,max_coverage_available,matrix
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,6,85,NA,13.859642857140964,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,6,90,NA,13.859642857140964,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,6,95,NA,13.859642857140964,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,7,80,NA,22.185446428568795,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,7,85,NA,22.185446428568795,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,7,90,NA,22.185446428568795,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,7,95,NA,22.185446428568795,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,8,80,NA,38.47098214285246,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,8,85,NA,38.47098214285246,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,8,90,NA,38.47098214285246,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,8,95,NA,38.47098214285246,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,9,80,NA,56.617202380944605,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,9,85,NA,56.617202380944605,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,9,90,NA,56.617202380944605,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,9,95,NA,56.617202380944605,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,10,80,NA,76.09050595237025,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,10,85,NA,76.09050595237025,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,10,90,NA,76.09050595237025,POS
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,10,95,NA,76.09050595237025,POS
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,0,80,NA,0.8436607142856096,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,0,85,NA,0.8436607142856096,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,0,90,NA,0.8436607142856096,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,0,95,NA,0.8436607142856096,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,1,80,NA,1.6816071428569341,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,1,85,NA,1.6816071428569341,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,1,90,NA,1.6816071428569341,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,1,95,NA,1.6816071428569341,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,2,80,NA,3.2042857142853176,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,2,85,NA,3.2042857142853176,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,2,90,NA,3.2042857142853176,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,2,95,NA,3.2042857142853176,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,3,80,NA,5.021101190475571,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,3,85,NA,5.021101190475571,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,3,90,NA,5.021101190475571,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,3,95,NA,5.021101190475571,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,4,80,NA,8.745416666665522,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,4,85,NA,8.745416666665522,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,4,90,NA,8.745416666665522,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,4,95,NA,8.745416666665522,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,5,80,NA,13.83610119047446,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,5,85,NA,13.83610119047446,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,5,90,NA,13.83610119047446,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,5,95,NA,13.83610119047446,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,6,80,NA,24.65562499999713,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,6,85,NA,24.65562499999713,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,6,90,NA,24.65562499999713,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,6,95,NA,24.65562499999713,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,7,80,NA,35.32991071428152,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,7,85,NA,35.32991071428152,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,7,90,NA,35.32991071428152,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,7,95,NA,35.32991071428152,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,8,80,NA,47.18455357142232,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,8,85,NA,47.18455357142232,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,8,90,NA,47.18455357142232,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,8,95,NA,47.18455357142232,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,9,80,NA,64.04077380951533,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,9,85,NA,64.04077380951533,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,9,90,NA,64.04077380951533,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,9,95,NA,64.04077380951533,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,10,80,12,80.14803571427439,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,10,85,NA,80.14803571427439,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,10,90,NA,80.14803571427439,RAW
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,10,95,NA,80.14803571427439,RAW
DIEGO,equal_candidate,EFA,matrix_32_z_abs,0,80,NA,0.22806547619044226,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,0,85,NA,0.22806547619044226,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,0,90,NA,0.22806547619044226,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,0,95,NA,0.22806547619044226,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,1,80,NA,0.6265773809522878,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,1,85,NA,0.6265773809522878,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,1,90,NA,0.6265773809522878,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,1,95,NA,0.6265773809522878,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,2,80,NA,0.9401190476189076,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,2,85,NA,0.9401190476189076,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,2,90,NA,0.9401190476189076,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,2,95,NA,0.9401190476189076,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,3,80,NA,1.2223809523807707,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,3,85,NA,1.2223809523807707,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,3,90,NA,1.2223809523807707,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,3,95,NA,1.2223809523807707,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,4,80,NA,1.5318154761902487,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,4,85,NA,1.5318154761902487,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,4,90,NA,1.5318154761902487,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,4,95,NA,1.5318154761902487,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,5,80,NA,2.0184821428568434,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,5,85,NA,2.0184821428568434,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,5,90,NA,2.0184821428568434,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,5,95,NA,2.0184821428568434,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,6,80,NA,3.6404761904756473,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,6,85,NA,3.6404761904756473,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,6,90,NA,3.6404761904756473,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,6,95,NA,3.6404761904756473,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,7,80,NA,7.614315476189338,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,7,85,NA,7.614315476189338,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,7,90,NA,7.614315476189338,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,7,95,NA,7.614315476189338,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,8,80,NA,18.06014880952113,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,8,85,NA,18.06014880952113,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,8,90,NA,18.06014880952113,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,8,95,NA,18.06014880952113,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,9,80,NA,33.36860119047125,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,9,85,NA,33.36860119047125,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,9,90,NA,33.36860119047125,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,9,95,NA,33.36860119047125,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,10,80,NA,60.027380952372134,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,10,85,NA,60.027380952372134,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,10,90,NA,60.027380952372134,Z_ABS
DIEGO,equal_candidate,EFA,matrix_32_z_abs,10,95,NA,60.027380952372134,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,0,80,NA,0.16467261904757724,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,0,85,NA,0.16467261904757724,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,0,90,NA,0.16467261904757724,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,0,95,NA,0.16467261904757724,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,1,80,NA,0.4354761904760797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,1,85,NA,0.4354761904760797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,1,90,NA,0.4354761904760797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,1,95,NA,0.4354761904760797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,2,80,NA,0.7354464285712418,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,2,85,NA,0.7354464285712418,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,2,90,NA,0.7354464285712418,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,2,95,NA,0.7354464285712418,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,3,80,NA,1.1182142857140016,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,3,85,NA,1.1182142857140016,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,3,90,NA,1.1182142857140016,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,3,95,NA,1.1182142857140016,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,4,80,NA,1.9282440476185587,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,4,85,NA,1.9282440476185587,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,4,90,NA,1.9282440476185587,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,4,95,NA,1.9282440476185587,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,5,80,NA,3.7249107142847655,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,5,85,NA,3.7249107142847655,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,5,90,NA,3.7249107142847655,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,5,95,NA,3.7249107142847655,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,6,80,NA,7.940863095236074,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,6,85,NA,7.940863095236074,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,6,90,NA,7.940863095236074,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,6,95,NA,7.940863095236074,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,7,80,NA,15.804523809519797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,7,85,NA,15.804523809519797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,7,90,NA,15.804523809519797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,7,95,NA,15.804523809519797,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,8,80,NA,29.507738095230604,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,8,85,NA,29.507738095230604,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,8,90,NA,29.507738095230604,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,8,95,NA,29.507738095230604,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,9,80,NA,50.992083333320565,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,9,85,NA,50.992083333320565,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,9,90,NA,50.992083333320565,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,9,95,NA,50.992083333320565,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,10,80,NA,74.13160714283862,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,10,85,NA,74.13160714283862,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,10,90,NA,74.13160714283862,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,10,95,NA,74.13160714283862,EXT
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,0,80,NA,1.0240773809522963,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,0,85,NA,1.0240773809522963,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,0,90,NA,1.0240773809522963,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,0,95,NA,1.0240773809522963,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,1,80,NA,4.114107142856803,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,1,85,NA,4.114107142856803,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,1,90,NA,4.114107142856803,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,1,95,NA,4.114107142856803,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,2,80,NA,12.29110119047518,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,2,85,NA,12.29110119047518,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,2,90,NA,12.29110119047518,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,2,95,NA,12.29110119047518,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,3,80,NA,22.308422619045754,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,3,85,NA,22.308422619045754,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,3,90,NA,22.308422619045754,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,3,95,NA,22.308422619045754,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,4,80,NA,37.87913690475905,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,4,85,NA,37.87913690475905,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,4,90,NA,37.87913690475905,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,4,95,NA,37.87913690475905,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,5,80,NA,49.68089285713878,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,5,85,NA,49.68089285713878,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,5,90,NA,49.68089285713878,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,5,95,NA,49.68089285713878,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,6,80,NA,66.41532738094676,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,6,85,NA,66.41532738094676,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,6,90,NA,66.41532738094676,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,6,95,NA,66.41532738094676,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,7,80,NA,76.75672619047216,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,7,85,NA,76.75672619047216,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,7,90,NA,76.75672619047216,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,7,95,NA,76.75672619047216,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,8,80,6,86.12333333332944,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,8,85,12,86.12333333332944,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,8,90,NA,86.12333333332944,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,8,95,NA,86.12333333332944,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,9,80,3,92.40449404762425,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,9,85,5,92.40449404762425,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,9,90,9,92.40449404762425,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,9,95,NA,92.40449404762425,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,10,80,2,97.26339285715144,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,10,85,3,97.26339285715144,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,10,90,5,97.26339285715144,POS
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,10,95,9,97.26339285715144,POS
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,0,80,NA,0.36684523809516306,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,0,85,NA,0.36684523809516306,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,0,90,NA,0.36684523809516306,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,0,95,NA,0.36684523809516306,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,1,80,NA,1.3738095238092427,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,1,85,NA,1.3738095238092427,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,1,90,NA,1.3738095238092427,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,1,95,NA,1.3738095238092427,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,2,80,NA,3.905386904761106,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,2,85,NA,3.905386904761106,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,2,90,NA,3.905386904761106,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,2,95,NA,3.905386904761106,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,3,80,NA,7.3462797619032685,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,3,85,NA,7.3462797619032685,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,3,90,NA,7.3462797619032685,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,3,95,NA,7.3462797619032685,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,4,80,NA,14.296369047616142,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,4,85,NA,14.296369047616142,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,4,90,NA,14.296369047616142,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,4,95,NA,14.296369047616142,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,5,80,NA,23.02639880951888,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,5,85,NA,23.02639880951888,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,5,90,NA,23.02639880951888,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,5,95,NA,23.02639880951888,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,6,80,NA,31.87470238094643,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,6,85,NA,31.87470238094643,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,6,90,NA,31.87470238094643,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,6,95,NA,31.87470238094643,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,7,80,NA,44.68238095237181,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,7,85,NA,44.68238095237181,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,7,90,NA,44.68238095237181,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,7,95,NA,44.68238095237181,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,8,80,NA,63.453482142841374,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,8,85,NA,63.453482142841374,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,8,90,NA,63.453482142841374,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,8,95,NA,63.453482142841374,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,9,80,NA,77.71178571426603,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,9,85,NA,77.71178571426603,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,9,90,NA,77.71178571426603,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,9,95,NA,77.71178571426603,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,10,80,5,89.84389880950192,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,10,85,8,89.84389880950192,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,10,90,NA,89.84389880950192,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,10,95,NA,89.84389880950192,RAW
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,0,80,NA,0.21877976190470558,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,0,85,NA,0.21877976190470558,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,0,90,NA,0.21877976190470558,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,0,95,NA,0.21877976190470558,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,1,80,NA,0.5850892857141351,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,1,85,NA,0.5850892857141351,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,1,90,NA,0.5850892857141351,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,1,95,NA,0.5850892857141351,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,2,80,NA,0.9244642857140478,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,2,85,NA,0.9244642857140478,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,2,90,NA,0.9244642857140478,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,2,95,NA,0.9244642857140478,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,3,80,NA,1.279613095237766,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,3,85,NA,1.279613095237766,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,3,90,NA,1.279613095237766,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,3,95,NA,1.279613095237766,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,4,80,NA,1.7449999999995516,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,4,85,NA,1.7449999999995516,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,4,90,NA,1.7449999999995516,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,4,95,NA,1.7449999999995516,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,5,80,NA,3.0052976190468454,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,5,85,NA,3.0052976190468454,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,5,90,NA,3.0052976190468454,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,5,95,NA,3.0052976190468454,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,6,80,NA,5.757172619046131,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,6,85,NA,5.757172619046131,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,6,90,NA,5.757172619046131,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,6,95,NA,5.757172619046131,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,7,80,NA,12.404791666663485,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,7,85,NA,12.404791666663485,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,7,90,NA,12.404791666663485,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,7,95,NA,12.404791666663485,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,8,80,NA,24.510476190469866,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,8,85,NA,24.510476190469866,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,8,90,NA,24.510476190469866,Z_ABS
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,8,95,NA,24.510476190469866,Z_ABS
