analysis_sample,weighting,method,matrix_name,d_hamming,prototype,center_pattern_key,center_signature_size,center_active_determinants,center_weight,center_weight_pct,n_unique_patterns_in_ball,incremental_covered_weight,incremental_covered_pct,cumulative_covered_weight,cumulative_covered_pct,weighted_mean_hamming,max_hamming_in_ball,total_weight,n_unique_patterns
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,1,00000010011010101000000000010010,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.2101190476190453,0.6420238095237906,1,3.2101190476190453,0.6420238095237906,3.2101190476190453,0.6420238095237906,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,2,00000000011000000000010100111110,9,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.997916666666666,0.5995833333333158,1,2.997916666666666,0.5995833333333158,6.208035714285711,1.2416071428571063,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,3,00000010011010101000000100010010,9,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_24_socialising; det_28_recognition; det_31_approval,2.0263392857142843,0.4052678571428452,1,2.0263392857142843,0.4052678571428452,8.234374999999996,1.6468749999999517,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,4,10000011111110111111100000000000,15,det_01_profits; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.006547619047617,0.4013095238095118,1,2.006547619047617,0.4013095238095118,10.240922619047613,2.0481845238094634,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,5,01000000111110101010000000000000,9,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,1.8510416666666647,0.3702083333333222,1,1.8510416666666647,0.3702083333333222,12.091964285714278,2.4183928571427855,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,6,00000000001000000000010100111110,8,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.800892857142856,0.3601785714285608,1,1.800892857142856,0.3601785714285608,13.892857142857133,2.7785714285713463,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,7,01000001111110111010000000000000,11,det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing,1.7494047619047601,0.3498809523809419,1,1.7494047619047601,0.3498809523809419,15.642261904761893,3.128452380952288,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,8,01000000011010100000010100111110,12,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.6366071428571423,0.327321428571419,1,1.6366071428571423,0.327321428571419,17.278869047619036,3.4557738095237074,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,9,01000000111100101010000000000000,8,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,1.6354166666666654,0.3270833333333236,1,1.6354166666666654,0.3270833333333236,18.9142857142857,3.7828571428570306,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,10,11000001111110111111100000000000,15,det_01_profits; det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,1.6267857142857134,0.32535714285713324,1,1.6267857142857134,0.32535714285713324,20.541071428571414,4.108214285714164,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,11,00000000011000000000000100111110,8,det_10_cost_efficiency; det_11_knowledge; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.594345238095237,0.3188690476190382,1,1.594345238095237,0.3188690476190382,22.13541666666665,4.4270833333332025,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,0,12,00000010111010101000000000010010,9,det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,1.5287202380952376,0.30574404761903873,1,1.5287202380952376,0.30574404761903873,23.66413690476189,4.732827380952242,0,0,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,1,00000010011010101000000000010010,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.2101190476190453,0.6420238095237906,11,8.926785714285712,1.785357142857091,8.926785714285712,1.785357142857091,0.6403947456157898,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,2,00000000011000000000010100111110,9,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.997916666666666,0.5995833333333158,17,12.141666666666664,2.4283333333332626,21.068452380952376,4.2136904761903535,0.7530885380919699,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,3,10000011111110111111100000000000,15,det_01_profits; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.006547619047617,0.4013095238095118,11,5.76547619047619,1.1530952380952049,26.833928571428565,5.366785714285558,0.6519719182325007,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,4,01000000111110101010000000000000,9,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,1.8510416666666647,0.3702083333333222,17,9.312946428571427,1.8625892857142317,36.146874999999994,7.2293749999997905,0.8012399533419617,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,5,01000001111110111010000000000000,11,det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing,1.7494047619047601,0.3498809523809419,12,6.955654761904762,1.3911309523809123,43.102529761904755,8.620505952380702,0.7484917205083226,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,6,01000000011010100000010100111110,12,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.6366071428571423,0.327321428571419,13,6.843452380952382,1.3686904761904368,49.94598214285713,9.98919642857114,0.7608506566930504,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,7,11000001111110111111100000000000,15,det_01_profits; det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,1.6267857142857134,0.32535714285713324,11,5.377232142857142,1.0754464285713974,55.32321428571427,11.064642857142536,0.6974678289746785,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,8,00000001001000111000010100011110,11,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.4224702380952374,0.28449404761903924,18,7.133184523809525,1.4266369047618637,62.4563988095238,12.4912797619044,0.8005841243350371,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,9,11000000011010100000011100011110,13,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.3142857142857138,0.2628571428571352,16,6.738541666666667,1.3477083333332947,69.19494047619047,13.838988095237694,0.8049599187332995,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,10,11100001111110111011100000000000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,1.3119047619047617,0.2623809523809448,6,3.456845238095238,0.6913690476190276,72.65178571428571,14.530357142856722,0.6204907447266467,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,11,00100011111110111010100000010010,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition; det_31_approval,1.276190476190476,0.2552380952380878,8,3.9372023809523817,0.7874404761904537,76.5889880952381,15.317797619047177,0.675863632927659,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,1,12,11000000011010100010001100011110,13,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.2736607142857141,0.25473214285713547,15,4.83407738095238,0.966815476190448,81.42306547619047,16.284613095237624,0.7365245497922119,1,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,1,00000010011010101000000000010010,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.2101190476190453,0.6420238095237906,68,22.0879464285714,4.417589285714152,22.0879464285714,4.417589285714152,1.4505190964151706,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,2,00000000011000000000010100111110,9,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.997916666666666,0.5995833333333158,87,21.4251488095238,4.285029761904637,43.513095238095204,8.70261904761879,1.2933732471158592,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,3,10000011111110111111100000000000,15,det_01_profits; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.006547619047617,0.4013095238095118,76,17.718154761904746,3.543630952380847,61.231249999999946,12.246249999999636,1.5613525271698063,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,4,01000000111110101010000000000000,9,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,1.8510416666666647,0.3702083333333222,82,19.032142857142833,3.8064285714284565,80.26339285714278,16.05267857142809,1.4134140238944157,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,5,01000000011010100000010100111110,12,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.6366071428571423,0.327321428571419,72,14.31443452380953,2.8628869047618233,94.5778273809523,18.91556547618991,1.5209318765398725,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,6,00000001001000111000010100011110,11,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.4224702380952374,0.28449404761903924,105,19.92098214285712,3.984196428571309,114.49880952380943,22.899761904761224,1.5705204341557812,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,7,11000000011010100000011100011110,13,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.3142857142857138,0.2628571428571352,85,15.40535714285714,3.081071428571339,129.90416666666655,25.98083333333256,1.5851493373517256,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,8,11100001111110111011100000000000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,1.3119047619047617,0.2623809523809448,50,16.03035714285715,3.206071428571337,145.9345238095237,29.1869047619039,1.6379451190078353,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,9,00100011111110111010100000010010,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition; det_31_approval,1.276190476190476,0.2552380952380878,56,12.294791666666672,2.458958333333263,158.22931547619038,31.645863095237164,1.5759673690708174,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,10,01000001111110111010100000000000,12,det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties,1.2562499999999999,0.2512499999999927,77,12.965029761904772,2.5930059523808793,171.19434523809514,34.23886904761804,1.6966771879483498,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,11,11000000111110111111100000000000,14,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,1.2449404761904763,0.24898809523808807,60,8.21517857142857,1.6430357142856666,179.4095238095237,35.881904761903705,1.5364090859689172,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,2,12,00000000001000010000010100011110,8,det_11_knowledge; det_16_commitment; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.1672619047619048,0.23345238095237422,69,6.267708333333336,1.253541666666631,185.67723214285704,37.13544642857033,1.558631496474276,2,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,1,00000010011010101000000000010010,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.2101190476190453,0.6420238095237906,198,35.38258928571434,7.0765178571426635,35.38258928571434,7.0765178571426635,2.0327205588570516,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,2,00000000011000000000010100111110,9,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.997916666666666,0.5995833333333158,256,40.34315476190485,8.068630952380737,75.72574404761919,15.1451488095234,2.093657093535371,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,3,10000011111110111111100000000000,15,det_01_profits; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.006547619047617,0.4013095238095118,218,32.71279761904764,6.54255952380934,108.43854166666682,21.68770833333274,2.220788791338764,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,4,01000000111110101010000000000000,9,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,1.8510416666666647,0.3702083333333222,261,38.97217261904775,7.794434523809325,147.41071428571456,29.482142857142062,2.2251873856880495,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,5,00000001001000111000010100011110,11,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.4224702380952374,0.28449404761903924,344,38.39866071428582,7.679732142856941,185.8093750000004,37.16187499999901,2.258395048810453,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,6,11000000011010100000011100011110,13,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.3142857142857138,0.2628571428571352,200,29.986458333333267,5.99729166666648,215.79583333333366,43.159166666665485,2.105300507669638,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,7,11100001111110111011100000000000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,1.3119047619047617,0.2623809523809448,111,20.028422619047593,4.0056845238094025,235.82425595238126,47.16485119047489,2.0132029630510258,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,8,00100011111110111010100000010010,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition; det_31_approval,1.276190476190476,0.2552380952380878,148,21.52038690476189,4.304077380952254,257.34464285714313,51.468928571427135,2.186437279158054,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,9,00000001011011111000000100011110,13,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.125,0.2249999999999935,109,11.108928571428573,2.2217857142856503,268.4535714285717,53.690714285712794,1.9206719176981182,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,10,01000000011010101000010100111110,13,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.0336309523809526,0.20672619047618454,114,8.662053571428572,1.7324107142856644,277.11562500000025,55.42312499999845,1.8030545104708904,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,11,00000000011010100000000100011110,9,det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.8587797619047621,0.17175595238094749,104,9.607291666666665,1.9214583333332775,286.7229166666669,57.34458333333173,2.196806121342604,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,3,12,11000000011010100000000100010010,9,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_24_socialising; det_28_recognition; det_31_approval,0.7663690476190478,0.15327380952380512,88,8.183035714285719,1.6366071428570965,294.9059523809526,58.98119047618882,1.9880341880341876,3,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,1,00000010011010101000000000010010,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.2101190476190453,0.6420238095237906,475,55.185119047619246,11.03702380952353,55.185119047619246,11.03702380952353,2.7386556072094956,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,2,00000000011000000000010100111110,9,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.997916666666666,0.5995833333333158,516,60.337500000000325,12.067499999999717,115.52261904761957,23.104523809523247,2.7253716692809222,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,3,10000011111110111111100000000000,15,det_01_profits; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.006547619047617,0.4013095238095118,472,58.2711309523812,11.654226190475903,173.79375000000078,34.758749999999154,3.001169614537938,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,4,01000000111110101010000000000000,9,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,1.8510416666666647,0.3702083333333222,503,55.23943452380987,11.047886904761654,229.03318452381066,45.80663690476081,2.77119628026259,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,5,00000001001000111000010100011110,11,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.4224702380952374,0.28449404761903924,688,55.089583333333636,11.01791666666641,284.1227678571443,56.824553571427224,2.867990988703457,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,6,11000000011010100000011100011110,13,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.3142857142857138,0.2628571428571352,348,38.60178571428591,7.720357142856959,322.7245535714302,64.54491071428417,2.6813811660575646,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,7,00100011111110111010100000010010,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition; det_31_approval,1.276190476190476,0.2552380952380878,263,26.357291666666605,5.271458333333169,349.0818452380968,69.81636904761734,2.6726870331581276,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,8,11100001111110111010100000000000,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties,0.726934523809524,0.14538690476190058,158,11.395684523809527,2.2791369047618395,360.4775297619063,72.09550595237917,2.9512529544653243,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,9,00000001011011111000000100011111,14,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,0.71875,0.14374999999999585,88,6.478273809523813,1.2956547619047252,366.9558035714301,73.39116071428391,2.478384710800752,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,10,00000010111000101011100000000000,9,det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,0.6921130952380954,0.13842261904761508,267,20.579613095238,4.115922619047481,387.53541666666814,77.5070833333314,2.5528616363570795,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,11,01000000011010101010010100111110,14,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.6500000000000001,0.12999999999999629,115,5.477976190476197,1.0955952380952079,393.0133928571443,78.60267857142658,2.6548951428881855,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,4,12,11000000011010100010000100010010,10,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_24_socialising; det_28_recognition; det_31_approval,0.6196428571428574,0.12392857142856789,236,13.722023809523819,2.7444047619046845,406.73541666666813,81.34708333333127,2.881295276102892,4,500.00000000001444,7246
COMPLETE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,1,00000010011010101000000000010010,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.2101190476190453,0.6420238095237906,856,79.07648809523765,15.815297619047072,79.07648809523765,15.815297619047072,3.421875294037966,5,500.00000000001444,7246
