analysis_sample,weighting,method,matrix_name,d_hamming,prototype,center_pattern_key,center_signature_size,center_active_determinants,center_weight,center_weight_pct,n_unique_patterns_in_ball,incremental_covered_weight,incremental_covered_pct,cumulative_covered_weight,cumulative_covered_pct,weighted_mean_hamming,max_hamming_in_ball,total_weight,n_unique_patterns
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,5,00000011111010001000000000010000,8,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_28_recognition,0.7818452380952383,0.15636904761904483,267,13.965922619047596,2.793184523809469,312.6504464285735,62.530089285713565,3.3317918828781834,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,6,10001001001001111000010100011110,14,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.7336309523809524,0.14672619047618782,1078,56.597619047619546,11.319523809523705,369.24806547619306,73.84961309523727,3.615952736527677,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,7,00000001111001101010000000000000,8,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,0.6078869047619049,0.12157738095237879,423,14.166369047619042,2.833273809523757,383.41443452381213,76.68288690476105,3.5081304229080463,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,8,00000111111011111010000000010010,14,det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_28_recognition; det_31_approval,0.40446428571428567,0.08089285714285567,267,10.533928571428556,2.1067857142856727,393.94836309524067,78.7896726190467,3.507458891337524,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,9,00000101001011001000000000010010,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,0.3894345238095237,0.07788690476190334,296,10.791071428571433,2.158214285714248,404.7394345238121,80.94788690476095,3.573266589442331,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,10,11100001111111111011000000000000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness,0.38705357142857144,0.07741071428571289,288,10.153422619047607,2.0306845238094846,414.8928571428597,82.97857142857045,3.3104600548138023,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,11,00000011011001000000010101111110,13,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.33110119047619047,0.06622023809523689,318,15.795386904761903,3.159077380952324,430.68824404762165,86.13764880952277,3.2552451834754295,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,5,12,00000001001000111000000000011010,8,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_28_recognition; det_29_trends; det_31_approval,0.3125,0.06249999999999887,273,8.77261904761906,1.7545238095237803,439.4608630952407,87.89217261904655,3.537165829827659,5,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,1,00000000011000000000001100011110,8,det_10_cost_efficiency; det_11_knowledge; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.4427083333333313,0.4885416666666574,1398,118.88199404761882,23.776398809523332,118.88199404761882,23.776398809523332,4.188940363280394,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,2,00000011111010111011100000000000,12,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.3674107142857115,0.47348214285713375,2397,174.48616071428785,34.897232142856936,293.3681547619067,58.67363095238028,3.890649159479268,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,3,00000011111010101010000100011110,14,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.827976190476189,0.36559523809523126,702,48.27961309523857,9.655922619047539,341.64776785714525,68.32955357142781,3.563474181587271,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,4,10000100011010100011011100011110,15,det_01_profits; det_06_climate_protection; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.7681547619047606,0.3536309523809457,176,9.478422619047612,1.895684523809488,351.12619047619285,70.2252380952373,2.939634194206771,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,5,10001001001001111000010100011110,14,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.7336309523809524,0.14672619047618782,1423,66.97455357142937,13.394910714285631,418.10074404762224,83.62014880952293,4.065974328380723,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,6,00000101001011001000000000010010,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,0.3894345238095237,0.07788690476190334,598,21.01428571428569,4.202857142857063,439.1150297619079,87.82300595238,3.8639389304328104,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,7,11100001111111111011000000000000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness,0.38705357142857144,0.07741071428571289,386,10.223809523809543,2.0447619047618715,449.3388392857175,89.86776785714187,4.330854098742424,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,8,00000011011001000000010101111110,13,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.33110119047619047,0.06622023809523689,225,10.066220238095225,2.0132440476190085,459.4050595238127,91.88101190476088,3.382142065193295,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,9,00000111101011111010100000010110,15,det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition; det_30_authority; det_31_approval,0.16741071428571425,0.03348214285714224,75,1.9072916666666653,0.3814583333333261,461.3123511904794,92.26247023809421,4.026839353982991,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,10,00100011111010001000000000010000,9,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_28_recognition,0.15669642857142857,0.031339285714285146,67,1.636309523809524,0.3272619047618989,462.9486607142889,92.589732142856107,3.816205893052019,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,11,00000001001000111000000000011011,9,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_28_recognition; det_29_trends; det_31_approval; det_32_own_significance,0.15625,0.031249999999999434,264,5.883184523809529,1.1766369047618845,468.8318452380984,93.76636904761799,4.9742506639686335,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,6,12,11001000001000001000000000011010,8,det_01_profits; det_02_credit_score; det_05_frugality; det_11_knowledge; det_17_adherence; det_28_recognition; det_29_trends; det_31_approval,0.09494047619047619,0.018988095238094894,266,6.435416666666691,1.287083333333315,475.2672619047651,95.0534523809513,4.333418119594861,6,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,1,00000000011000000000001100011110,8,det_10_cost_efficiency; det_11_knowledge; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.4427083333333313,0.4885416666666574,2058,154.2779761904787,30.855595238095184,154.2779761904787,30.855595238095184,4.833881521835498,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,2,00000011111010111011100000000000,12,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.3674107142857115,0.47348214285713375,3064,200.4095238095261,40.0819047619045,354.6875000000048,70.93749999999967,4.29284976001515,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,3,00000011111010101010000100011110,14,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.827976190476189,0.36559523809523126,689,33.458333333333094,6.691666666666498,388.14583333333786,77.62916666666617,4.3585972246931455,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,4,10001001001001111000010100011110,14,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.7336309523809524,0.14672619047618782,1585,66.7427083333344,13.34854166666664,454.88854166667227,90.9777083333328,4.407693456793647,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,5,00000101001011001000000000010010,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,0.3894345238095237,0.07788690476190334,464,15.871130952380948,3.174226190476132,470.7596726190532,94.15193452380895,3.8454628987192176,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,6,00000011011001001000010101111110,14,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.2976190476190476,0.05952380952380845,78,3.3019345238095235,0.6603869047618928,474.0616071428627,94.81232142857083,2.851052323223219,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,7,11001000001000001000000000011010,8,det_01_profits; det_02_credit_score; det_05_frugality; det_11_knowledge; det_17_adherence; det_28_recognition; det_29_trends; det_31_approval,0.09494047619047619,0.018988095238094894,262,5.66354166666667,1.1327083333333134,479.7251488095294,95.94502976190415,4.915210594077618,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,8,01001000000000011000011110011110,12,det_02_credit_score; det_05_frugality; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.08645833333333333,0.017291666666666355,101,1.7941964285714294,0.3588392857142794,481.5193452381008,96.30386904761842,4.588454839512315,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,9,11100000111111111011000000000000,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness,0.06770833333333333,0.01354166666666642,251,4.998660714285709,0.9997321428571236,486.51800595238655,97.30360119047555,5.136494894465786,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,10,00000001011001111000000000000001,8,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,0.05625,0.011249999999999797,144,2.7577380952380937,0.5515476190476087,489.27574404762464,97.85514880952316,5.404975178070365,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,11,11000011011110100101100000000000,12,det_01_profits; det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy; det_20_coziness; det_21_rights_and_duties,0.05431547619047619,0.010863095238095043,43,0.9104166666666665,0.18208333333333002,490.1861607142913,98.0372321428565,3.9297155933311543,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,7,12,10000000111000101010000000000010,8,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_31_approval,0.05208333333333333,0.010416666666666477,86,1.5726190476190482,0.31452380952380393,491.7587797619104,98.3517559523803,5.1150643451930335,7,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,1,00000000011000000000001100011110,8,det_10_cost_efficiency; det_11_knowledge; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.4427083333333313,0.4885416666666574,2836,190.44017857143186,38.08803571428568,190.44017857143186,38.08803571428568,5.435087727523359,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,2,00000011111010111011100000000000,12,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.3674107142857115,0.47348214285713375,3522,212.4577380952403,42.491547619047296,402.89791666667213,80.57958333333296,4.503077642892489,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,3,00100011111010101010000100011110,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.026636904761905,0.20532738095237732,462,16.747470238095215,3.349494047618982,419.64538690476735,83.92907738095195,5.429409203593296,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,4,10001001001001111000010100011110,14,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.7336309523809524,0.14672619047618782,1501,58.45848214285824,11.691696428571436,478.1038690476256,95.6207738095234,4.689907621658564,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,5,00000101001011001000000000010010,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,0.3894345238095237,0.07788690476190334,249,8.53645833333335,1.7072916666666391,486.640327380959,97.32806547619003,3.5927133269415106,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,6,00000111011001001000010101111110,15,det_06_climate_protection; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.23735119047619047,0.04747023809523724,29,0.9151785714285722,0.18303571428571114,487.55550595238753,97.51110119047574,2.7560975609756073,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,7,11010011111101100111100000000000,15,det_01_profits; det_02_credit_score; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,0.05431547619047619,0.010863095238095043,24,0.46249999999999997,0.09249999999999833,488.0180059523875,97.60360119047574,5.368082368082368,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,8,00000000011000111010000001100001,9,det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_26_novelty; det_27_fun; det_32_own_significance,0.054315476190476185,0.010863095238095042,170,3.073511904761904,0.6147023809523696,491.0915178571494,98.21830357142811,6.562651302411156,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,9,10100000001100110100010100000000,9,det_01_profits; det_03_risk_profile; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_24_socialising,0.049107142857142856,0.009821428571428394,42,0.8571428571428571,0.17142857142856832,491.94866071429226,98.38973214285667,5.2734375,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,10,11001000000000001000000010011010,8,det_01_profits; det_02_credit_score; det_05_frugality; det_17_adherence; det_25_agreement; det_28_recognition; det_29_trends; det_31_approval,0.03869047619047619,0.007738095238095098,138,2.5074404761904754,0.501488095238086,494.45610119048274,98.89122023809476,5.401186943620181,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,11,11101000111110111111000000000000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,0.03645833333333333,0.007291666666666534,78,1.412202380952381,0.2824404761904711,495.86830357143515,99.17366071428525,5.663856691253952,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,8,12,00000000101000110010010000010010,8,det_09_safety; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing; det_22_peer_pressure; det_28_recognition; det_31_approval,0.033482142857142856,0.0066964285714284505,60,0.9799107142857142,0.1959821428571393,496.84821428572087,99.36964285714238,6.277904328018223,8,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,1,00000000011000000000001100011110,8,det_10_cost_efficiency; det_11_knowledge; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.4427083333333313,0.4885416666666574,3673,227.3559523809556,45.4711904761903,227.3559523809556,45.4711904761903,6.0139223422469446,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,2,00000011111010111011100000000000,12,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.3674107142857115,0.47348214285713375,3814,214.41369047619276,42.88273809523778,441.76964285714837,88.35392857142807,4.602833030273536,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,3,10001001001001111000010100011110,14,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.7336309523809524,0.14672619047618782,1250,46.15491071428654,9.23098214285714,487.9245535714349,97.58491071428521,5.051444249921727,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,4,00000101001011001000000000010010,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,0.3894345238095237,0.07788690476190334,145,4.677232142857143,0.9354464285714118,492.601785714292,98.52035714285662,3.6957780535140468,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,5,01100011111010101000000100011010,14,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_24_socialising; det_28_recognition; det_29_trends; det_31_approval,0.09002976190476189,0.018005952380952053,94,1.7452380952380957,0.34904761904761283,494.34702380953013,98.86940476190424,6.27788199181446,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,6,10100000001100110100010100000000,9,det_01_profits; det_03_risk_profile; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_24_socialising,0.049107142857142856,0.009821428571428394,46,0.9025297619047619,0.1805059523809491,495.2495535714349,99.04991071428519,6.1780708985985155,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,7,11001000000000001000000010011010,8,det_01_profits; det_02_credit_score; det_05_frugality; det_17_adherence; det_25_agreement; det_28_recognition; det_29_trends; det_31_approval,0.03869047619047619,0.007738095238095098,68,1.2001488095238098,0.2400297619047576,496.4497023809587,99.28994047618994,6.095474271543706,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,8,00000000010000111010000001100001,8,det_10_cost_efficiency; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_26_novelty; det_27_fun; det_32_own_significance,0.033482142857142856,0.0066964285714284505,97,1.6681547619047623,0.3336309523809464,498.11785714286344,99.62357142857088,6.982158786797501,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,9,11101000111100111111000000100000,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun,0.033482142857142856,0.0066964285714284505,15,0.26607142857142857,0.053214285714284756,498.38392857143486,99.67678571428517,6.5,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,10,00000001101010110011010110011010,14,det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_28_recognition; det_29_trends; det_31_approval,0.017857142857142856,0.0035714285714285067,39,0.6183035714285714,0.12366071428571204,499.0022321428634,99.80044642857088,6.212996389891697,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,11,00000011010001000010010101111111,14,det_07_legal; det_08_trust; det_10_cost_efficiency; det_14_environmental_concerns; det_19_wellbeing; det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,0.017857142857142856,0.0035714285714285067,4,0.06696428571428571,0.013392857142856901,499.0691964285777,99.81383928571374,4.233333333333333,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,9,12,01000000001000011000010000010101,8,det_02_credit_score; det_11_knowledge; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_28_recognition; det_30_authority; det_32_own_significance,0.017857142857142856,0.0035714285714285067,4,0.06696428571428571,0.013392857142856901,499.136160714292,99.82723214285659,4.5,9,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,10,1,00000000011000000000001100011110,8,det_10_cost_efficiency; det_11_knowledge; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.4427083333333313,0.4885416666666574,4414,259.3616071428611,51.87232142857128,259.3616071428611,51.87232142857128,6.505810971306384,10,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,10,2,00000011111010111011100000000000,12,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,2.3674107142857115,0.47348214285713375,3844,208.87738095238336,41.775476190475914,468.23898809524445,93.6477976190472,4.6183024900687455,10,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,10,3,10001001001001111000010100011111,15,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,0.5596726190476191,0.1119345238095218,816,27.481398809523533,5.496279761904607,495.72038690476796,99.1440773809518,5.514503858129199,10,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,10,4,00000111001011001000000000010010,9,det_06_climate_protection; det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,0.2854166666666666,0.05708333333333229,37,0.9711309523809526,0.194226190476187,496.69151785714894,99.33830357142799,4.336653386454182,10,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,10,5,10100000001100110100010100000000,9,det_01_profits; det_03_risk_profile; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_24_socialising,0.049107142857142856,0.009821428571428394,56,1.0520833333333333,0.21041666666666287,497.74360119048225,99.54872023809465,6.726308345120227,10,500.00000000000904,9304
EUROPE,equal_candidate,KMEANS,matrix_32_raw_0_1,10,6,00000001110001010010110001100001,11,det_08_trust; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_16_commitment; det_19_wellbeing; det_21_rights_and_duties; det_22_peer_pressure; det_26_novelty; det_27_fun; det_32_own_significance,0.033482142857142856,0.0066964285714284505,50,0.8370535714285714,0.16741071428571125,498.5806547619108,99.71613095238035,7.213333333333333,10,500.00000000000904,9304
