analysis_sample,weighting,method,matrix_name,matrix,d_hamming,prototype,incremental_covered_pct,cumulative_covered_pct,center_signature_size,center_active_determinants
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,5,1.3811904761903648,14.846874999998741,15,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,5,1.9210119047617438,27.879910714283664,9,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,5,2.6941964285712046,40.89389880952044,8,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,5,1.2967857142856132,55.834613095233344,12,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,5,2.6438392857140607,67.18244047618724,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_17_adherence; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,5,2.9910714285711646,79.22541666666334,13,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_10_cost_efficiency; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,5,1.8900297619046114,86.87127976191043,14,det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_24_socialising; det_25_agreement; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,5,1.456577380952266,90.57660714286627,14,det_03_risk_profile; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_15_self_satisfaction; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,6,0.08136904761904089,0.5920535714285226,8,det_08_trust; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,6,0.38333333333330166,2.505654761904554,13,det_04_added_value; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,6,1.0028273809522987,8.893839285713558,13,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,6,1.807976190476041,16.654851190474783,14,det_04_added_value; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,6,2.3024999999998106,30.182410714283478,8,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,6,1.329464285714178,42.22336309523462,12,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,6,0.9101488095237341,56.744761904757084,9,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_20_coziness; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,6,2.703333333333098,69.88577380952033,8,det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_26_novelty
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,6,1.7333035714284322,80.95872023809177,11,det_01_profits; det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_18_autonomy
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,6,1.4276488095236959,88.29892857143412,12,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_15_self_satisfaction; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,6,1.6806845238093904,92.25729166667566,8,det_05_frugality; det_10_cost_efficiency; det_16_commitment; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,7,0.07880952380951729,0.6708630952380399,11,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,7,0.1468154761904641,2.6524702380950185,15,det_04_added_value; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,7,0.5790773809523329,9.472916666665892,9,det_08_trust; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,7,0.7908928571427917,17.445744047617573,8,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,7,1.927589285714128,32.109999999997605,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,7,1.0056845238094418,43.22904761904406,10,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,7,2.6913095238092994,59.436071428566386,12,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,7,0.9963690476189658,70.8821428571393,9,det_04_added_value; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_19_wellbeing; det_20_coziness; det_26_novelty; det_28_recognition; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,7,0.8466071428570721,81.80532738094884,11,det_04_added_value; det_06_climate_protection; det_09_safety; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties; det_26_novelty; det_28_recognition
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,7,0.9164285714284949,89.21535714286262,8,det_05_frugality; det_10_cost_efficiency; det_16_commitment; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,7,0.573392857142809,92.83068452381848,10,det_05_frugality; det_07_legal; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_24_socialising; det_26_novelty; det_28_recognition
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,8,0.0750297619047557,0.7458928571427956,15,det_04_added_value; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,8,0.46029761904758104,3.1127678571426,12,det_04_added_value; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,8,0.6149702380951869,10.087886904761078,9,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,8,1.081309523809435,18.52705357142701,8,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,8,1.8684226190474684,33.97842261904508,14,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,8,1.950386904761742,45.1794345238058,12,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,8,1.8684226190474684,61.30449404761385,10,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_21_rights_and_duties
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,8,1.4341369047617898,72.31627976190109,9,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_17_adherence; det_18_autonomy; det_20_coziness; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,8,1.277380952380854,83.08270833332969,14,det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_24_socialising; det_25_agreement; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,8,0.376458333333302,89.5918154761959,10,det_05_frugality; det_07_legal; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_24_socialising; det_26_novelty; det_28_recognition
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,8,1.8039583333331883,94.63464285715166,15,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_21_rights_and_duties; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,9,0.07145833333332742,0.8173511904761229,10,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,9,0.3069047619047364,3.4196726190473363,12,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,9,0.7106845238094648,10.798571428570542,15,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,9,0.8436904761904062,19.370744047617418,12,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,9,1.1073511904761029,35.08577380952118,9,det_04_added_value; det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_26_novelty
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,9,0.8543452380951674,46.03377976190097,10,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,9,1.8103869047617551,63.11488095237561,8,det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_26_novelty
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,9,1.6245238095236814,73.94080357142478,10,det_04_added_value; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_20_coziness; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,9,0.5019345238094816,83.58464285713919,9,det_04_added_value; det_10_cost_efficiency; det_16_commitment; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,9,1.1011904761903868,90.6930059523863,12,det_01_profits; det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_18_autonomy; det_26_novelty
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,9,0.7950297619046951,95.42967261905635,11,det_03_risk_profile; det_06_climate_protection; det_09_safety; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_22_peer_pressure; det_30_authority; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,10,0.07047619047618461,0.8878273809523075,9,det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,10,0.19994047619045968,3.6196130952377956,15,det_04_added_value; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,10,0.4968154761904348,11.295386904760976,11,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,10,0.96699404761897,20.33773809523639,10,det_04_added_value; det_08_trust; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,10,0.8049999999999332,35.890773809521114,10,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,10,0.15380952380951118,46.18758928571048,10,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement; det_29_trends
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,10,0.4967559523809104,63.611636904756516,9,det_04_added_value; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_19_wellbeing; det_20_coziness; det_26_novelty; det_28_recognition; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,10,0.6493154761904213,74.59011904761519,11,det_04_added_value; det_06_climate_protection; det_09_safety; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties; det_26_novelty; det_28_recognition
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,10,0.5945535714285212,84.17919642856769,8,det_05_frugality; det_10_cost_efficiency; det_16_commitment; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,10,0.7251785714285103,91.41818452381482,11,det_03_risk_profile; det_06_climate_protection; det_09_safety; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_22_peer_pressure; det_30_authority; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,10,0.7302380952380338,96.1599107142944,12,det_06_climate_protection; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_22_peer_pressure; det_23_support; det_25_agreement; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,11,0.0699107142857085,0.957738095238016,13,det_04_added_value; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,11,0.21767857142855343,3.8372916666663492,8,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,11,0.5223511904761472,11.817738095237123,8,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,11,1.3827678571427457,21.720505952379135,10,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,11,1.5258630952379708,37.41663690475909,13,det_04_added_value; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,11,1.7008333333331955,47.88842261904368,8,det_04_added_value; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,11,0.926994047618971,64.53863095237548,9,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_17_adherence; det_18_autonomy; det_20_coziness; det_26_novelty; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,11,1.206726190476096,75.7968452380913,9,det_01_profits; det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_18_autonomy
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,11,0.42101190476186934,84.60020833332958,9,det_05_frugality; det_07_legal; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_26_novelty; det_28_recognition
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,11,0.26752976190474,91.68571428571956,12,det_01_profits; det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_28_recognition; det_30_authority; det_31_approval
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,11,0.46821428571424667,96.62812500000864,15,det_05_frugality; det_06_climate_protection; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_18_autonomy; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,0,12,0.06633928571428022,1.0240773809522963,9,det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,1,12,0.2768154761904532,4.114107142856803,13,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,2,12,0.47336309523805603,12.29110119047518,12,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,3,12,0.5879166666666182,22.308422619045754,8,det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_26_novelty
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,4,12,0.4624999999999611,37.87913690475905,10,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,5,12,1.7924702380950945,49.68089285713878,8,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,6,12,1.8766964285712777,66.41532738094676,12,det_08_trust; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,7,12,0.9598809523808736,76.75672619047216,14,det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_24_socialising; det_25_agreement; det_26_novelty; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,8,12,1.5231249999998813,86.12333333332944,8,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_12_own_competence; det_17_adherence; det_26_novelty; det_27_fun; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,9,12,0.7187797619047015,92.40449404762425,9,det_01_profits; det_06_climate_protection; det_15_self_satisfaction; det_17_adherence; det_24_socialising; det_26_novelty; det_27_fun; det_30_authority; det_32_own_significance
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,POS,10,12,0.6352678571428038,97.26339285715144,14,det_04_added_value; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_24_socialising; det_27_fun
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,RAW,0,1,0.04020833333332511,0.04020833333332511,9,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,RAW,1,1,0.21440476190471805,0.21440476190471805,9,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,RAW,2,1,0.5772916666665485,0.5772916666665485,9,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,RAW,3,1,1.5896130952377734,1.5896130952377734,9,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,RAW,4,1,3.158303571427933,3.158303571427933,9,det_01_profits; det_02_credit_score; det_05_frugality; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
