analysis_sample,weighting,method,matrix_name,matrix,d_hamming,prototype,incremental_covered_pct,cumulative_covered_pct,center_signature_size,center_active_determinants
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,8,9,0.21666666666666667,98.0875,14,det_02_credit_score; det_06_climate_protection; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_28_recognition; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,9,9,0.3416666666666667,99.10416666666667,14,det_01_profits; det_02_credit_score; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,10,9,0.0875,99.66666666666667,9,det_06_climate_protection; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties; det_23_support; det_27_fun; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,0,10,0.2,4.433333333333334,9,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,1,10,0.5166666666666667,9.2375,15,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,2,10,1.9333333333333333,23.720833333333335,10,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,3,10,1.8666666666666667,40.47083333333333,12,det_02_credit_score; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_21_rights_and_duties; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,4,10,1.7625,59.42916666666667,9,det_01_profits; det_02_credit_score; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,5,10,0.95,74.91666666666667,14,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,6,10,1.1958333333333333,90.63333333333334,11,det_02_credit_score; det_06_climate_protection; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,7,10,0.14166666666666666,95.63333333333334,15,det_02_credit_score; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_27_fun; det_28_recognition; det_29_trends; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,8,10,0.0625,98.15,11,det_02_credit_score; det_05_frugality; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_18_autonomy; det_22_peer_pressure; det_26_novelty; det_29_trends; det_30_authority
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,9,10,0.0625,99.16666666666667,8,det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_20_coziness; det_24_socialising; det_25_agreement; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,10,10,0.075,99.74166666666666,9,det_06_climate_protection; det_07_legal; det_10_cost_efficiency; det_12_own_competence; det_16_commitment; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,0,11,0.1875,4.620833333333334,8,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,1,11,0.24166666666666667,9.479166666666666,10,det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,2,11,1.9416666666666667,25.6625,9,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,3,11,1.725,42.19583333333333,9,det_01_profits; det_02_credit_score; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,4,11,3.6416666666666666,63.07083333333333,9,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_24_socialising; det_28_recognition; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,5,11,3.6041666666666665,78.52083333333333,14,det_02_credit_score; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness; det_24_socialising; det_28_recognition; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,6,11,0.26666666666666666,90.9,15,det_01_profits; det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,7,11,0.08333333333333333,95.71666666666667,14,det_02_credit_score; det_06_climate_protection; det_07_legal; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_26_novelty; det_27_fun; det_28_recognition; det_31_approval; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,8,11,0.30833333333333335,98.45833333333333,13,det_01_profits; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,9,11,0.1125,99.27916666666667,14,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,10,11,0.020833333333333332,99.7625,15,det_03_risk_profile; det_07_legal; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,0,12,0.16666666666666666,4.7875,8,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,1,12,0.4,9.879166666666666,8,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,2,12,1.1,26.7625,9,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_28_recognition
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,3,12,2.1375,44.333333333333336,8,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_24_socialising; det_28_recognition; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,4,12,1.8666666666666667,64.9375,15,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,5,12,2.3333333333333335,80.85416666666667,8,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,6,12,1.2,92.1,12,det_01_profits; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_25_agreement; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,7,12,0.37083333333333335,96.0875,14,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_24_socialising; det_28_recognition; det_29_trends; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,8,12,0.14583333333333334,98.60416666666667,15,det_01_profits; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties; det_25_agreement; det_28_recognition; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,9,12,0.025,99.30416666666666,14,det_07_legal; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,EXT,10,12,0.004166666666666667,99.76666666666667,12,det_02_credit_score; det_07_legal; det_09_safety; det_12_own_competence; det_13_technical_fit; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_28_recognition; det_30_authority; det_31_approval
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,0,1,0.8916666666666667,0.8916666666666667,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,1,1,4.35,4.35,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,2,1,8.679166666666667,8.679166666666667,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,3,1,16.5875,16.5875,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,4,1,25.679166666666667,25.679166666666667,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,5,1,38.425,38.425,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,6,1,52.420833333333334,52.420833333333334,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,7,1,62.858333333333334,62.858333333333334,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,8,1,73.19166666666666,73.19166666666666,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,9,1,82.00416666666666,82.00416666666666,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,10,1,89.3125,89.3125,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,0,2,0.7333333333333333,1.625,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,1,2,2.7958333333333334,7.145833333333333,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,2,2,6.916666666666667,15.595833333333333,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,3,2,14.0375,30.625,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,4,2,21.9375,47.61666666666667,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,5,2,27.554166666666667,65.97916666666667,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,6,2,29.483333333333334,81.90416666666667,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,7,2,26.604166666666668,89.4625,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,8,2,22.220833333333335,95.4125,11,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,9,2,14.95,96.95416666666667,10,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,10,2,9.183333333333334,98.49583333333334,11,det_02_credit_score; det_06_climate_protection; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,0,3,0.6666666666666666,2.2916666666666665,12,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,1,3,1.8541666666666667,9,8,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,2,3,5.625,21.220833333333335,8,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,3,3,8.6625,39.2875,8,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,4,3,5.741666666666666,53.358333333333334,9,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,5,3,10.058333333333334,76.0375,8,det_01_profits; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,6,3,3.0375,84.94166666666666,8,det_01_profits; det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,7,3,2.2875,91.75,8,det_01_profits; det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,8,3,2.4791666666666665,97.89166666666667,8,det_10_cost_efficiency; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,9,3,2.091666666666667,99.04583333333333,8,det_10_cost_efficiency; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,10,3,1.3041666666666667,99.8,8,det_06_climate_protection; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_19_wellbeing; det_21_rights_and_duties; det_25_agreement; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,0,4,0.6666666666666666,2.9583333333333335,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,1,4,2.1958333333333333,11.195833333333333,9,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,2,4,4.154166666666667,25.375,9,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,3,4,5.983333333333333,45.270833333333336,9,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,4,4,13.816666666666666,67.175,9,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,5,4,2.8333333333333335,78.87083333333334,8,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,6,4,5.8875,90.82916666666667,13,det_02_credit_score; det_06_climate_protection; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,7,4,3.8,95.55,12,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement; det_26_novelty
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,8,4,0.9208333333333333,98.8125,8,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_23_support
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,9,4,0.525,99.57083333333334,8,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_23_support
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,10,4,0.075,99.875,13,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,0,5,0.6166666666666667,3.575,11,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,1,5,1.5833333333333333,12.779166666666667,10,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,2,5,6.9125,32.2875,9,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,3,5,6.958333333333333,52.229166666666664,9,det_01_profits; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,4,5,7.716666666666667,74.89166666666667,11,det_02_credit_score; det_06_climate_protection; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,5,5,5.433333333333334,84.30416666666666,12,det_02_credit_score; det_06_climate_protection; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_32_own_significance
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,6,5,3.1333333333333333,93.9625,12,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement; det_26_novelty
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,7,5,0.8208333333333333,96.37083333333334,8,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,POS,8,5,0.475,99.2875,10,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence
