analysis_sample,weighting,method,matrix_name,d_hamming,n_prototypes_used,n_unique_patterns,final_covered_pct,first_prototype_covered_pct,last_prototype_increment_pct
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,0,12,15547,5.097172619047703,1.055773809523828,0.23291666666667057
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,1,12,15547,11.788244047619246,2.54479166666671,0.23074404761905154
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,2,12,15547,26.100744047619482,5.018839285714363,1.4879166666666919
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,3,12,15547,38.12428571428633,7.251577380952524,1.9044642857143228
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,4,12,15547,49.71937500000103,9.815625000000216,0.8187500000000135
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,5,12,15547,57.64062500000146,12.388333333333653,0.2687500000000044
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,6,12,15547,71.59553571428688,15.39455357142846,2.787023809523865
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,7,12,15547,84.66651785714426,18.410982142857208,0.41184523809524476
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,8,12,15547,89.84145833333459,19.836696428571393,1.1660119047619262
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,9,12,15547,94.21485119047726,21.32166666666652,0.11232142857143045
LATAM,equal_candidate,EFA,matrix_32_pos_0_1,10,12,15547,98.21392857142935,22.880357142856838,0.49196428571429424
LATAM,equal_element,EFA,matrix_32_pos_0_1,0,12,15547,4.454166666666667,0.875,0.20416666666666666
LATAM,equal_element,EFA,matrix_32_pos_0_1,1,12,15547,10.9,2.129166666666667,0.22083333333333333
LATAM,equal_element,EFA,matrix_32_pos_0_1,2,12,15547,23.408333333333335,4.366666666666666,0.48333333333333334
LATAM,equal_element,EFA,matrix_32_pos_0_1,3,12,15547,35.1,6.441666666666666,0.9666666666666667
LATAM,equal_element,EFA,matrix_32_pos_0_1,4,12,15547,46.31666666666667,8.929166666666667,0.7458333333333333
LATAM,equal_element,EFA,matrix_32_pos_0_1,5,12,15547,56.65416666666667,11.441666666666666,2.625
LATAM,equal_element,EFA,matrix_32_pos_0_1,6,12,15547,67.25416666666666,14.470833333333333,1.4333333333333333
LATAM,equal_element,EFA,matrix_32_pos_0_1,7,12,15547,83.14166666666667,17.5125,1.0041666666666667
LATAM,equal_element,EFA,matrix_32_pos_0_1,8,12,15547,89.15,19.216666666666665,0.42916666666666664
LATAM,equal_element,EFA,matrix_32_pos_0_1,9,12,15547,95.1375,20.975,0.525
LATAM,equal_element,EFA,matrix_32_pos_0_1,10,12,15547,98.3875,22.754166666666666,0.6708333333333333
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,0,12,16582,5.547113095238177,1.4681845238095472,0.24538690476190833
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,1,12,16582,11.068720238095404,3.2655654761905244,0.42312500000000625
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,2,12,16582,23.174732142857472,5.968690476190562,0.4543154761904827
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,3,12,16582,32.500327380952825,8.419285714285857,0.8502678571428707
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,4,12,16582,44.94875000000068,10.730476190476383,1.5818750000000263
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,5,12,16582,55.31964285714383,13.010922619047873,1.7962202380952688
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,6,12,16582,65.73479166666803,15.347321428571568,0.9772023809523938
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,7,12,16582,79.11000000000094,17.704166666666808,0.9051190476190595
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,8,12,16582,85.98258928571394,18.0590773809525,1.1476785714285873
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,9,12,16582,92.64083333333238,18.466517857142946,1.055922619047634
LATAM,equal_candidate,EFA,matrix_32_ext_0_1,10,12,16582,96.62491071428458,19.102202380952413,0.3967559523809583
LATAM,equal_element,EFA,matrix_32_ext_0_1,0,12,16582,4.9625,1.3083333333333333,0.21666666666666667
LATAM,equal_element,EFA,matrix_32_ext_0_1,1,12,16582,9.804166666666667,2.933333333333333,0.275
LATAM,equal_element,EFA,matrix_32_ext_0_1,2,12,16582,20.641666666666666,5.491666666666666,0.4875
LATAM,equal_element,EFA,matrix_32_ext_0_1,3,12,16582,29.170833333333334,7.820833333333334,1.0583333333333333
LATAM,equal_element,EFA,matrix_32_ext_0_1,4,12,16582,41.52916666666667,10.020833333333334,1.5
LATAM,equal_element,EFA,matrix_32_ext_0_1,5,12,16582,53.733333333333334,12.183333333333334,2.5125
LATAM,equal_element,EFA,matrix_32_ext_0_1,6,12,16582,64.4875,14.416666666666666,1.1625
LATAM,equal_element,EFA,matrix_32_ext_0_1,7,12,16582,75.70416666666667,16.683333333333334,0.7875
LATAM,equal_element,EFA,matrix_32_ext_0_1,8,12,16582,83.8875,17.129166666666666,0.4791666666666667
LATAM,equal_element,EFA,matrix_32_ext_0_1,9,12,16582,91.6375,17.641666666666666,1.325
LATAM,equal_element,EFA,matrix_32_ext_0_1,10,12,16582,95.87916666666666,18.416666666666668,0.24166666666666667
LATAM,equal_candidate,EFA,matrix_32_z_abs,0,12,18125,3.297083333333286,0.9028273809523677,0.14613095238095028
LATAM,equal_candidate,EFA,matrix_32_z_abs,1,12,18125,7.726785714285604,2.2213988095237767,0.2149999999999968
LATAM,equal_candidate,EFA,matrix_32_z_abs,2,12,18125,17.008005952380714,4.847678571428501,0.3702678571428516
LATAM,equal_candidate,EFA,matrix_32_z_abs,3,12,18125,24.582797619047273,7.367053571428479,1.1887797619047464
LATAM,equal_candidate,EFA,matrix_32_z_abs,4,12,18125,34.130535714285145,9.990982142857028,1.4022916666666485
LATAM,equal_candidate,EFA,matrix_32_z_abs,5,12,18125,44.547857142856614,12.45613095238084,1.3705654761904589
LATAM,equal_candidate,EFA,matrix_32_z_abs,6,12,18125,57.2402380952373,14.952767857142563,0.5281249999999923
LATAM,equal_candidate,EFA,matrix_32_z_abs,7,12,18125,69.58348214285634,17.38482142857098,0.3320833333333282
LATAM,equal_candidate,EFA,matrix_32_z_abs,8,12,18125,79.69749999999814,17.925238095237592,1.2943749999999838
LATAM,equal_candidate,EFA,matrix_32_z_abs,9,12,18125,90.31080357142552,18.572470238094667,1.1172023809523675
LATAM,equal_candidate,EFA,matrix_32_z_abs,10,12,18125,95.66559523809232,19.729523809523126,0.36139880952380415
LATAM,equal_element,EFA,matrix_32_z_abs,0,12,18125,2.970833333333333,0.775,0.125
LATAM,equal_element,EFA,matrix_32_z_abs,1,12,18125,6.9375,1.9416666666666667,0.3458333333333333
LATAM,equal_element,EFA,matrix_32_z_abs,2,12,18125,14.970833333333333,4.358333333333333,0.375
LATAM,equal_element,EFA,matrix_32_z_abs,3,12,18125,22.141666666666666,6.704166666666667,0.9
LATAM,equal_element,EFA,matrix_32_z_abs,4,12,18125,31.116666666666667,9.220833333333333,0.5583333333333333
LATAM,equal_element,EFA,matrix_32_z_abs,5,12,18125,41.75833333333333,11.570833333333333,1.8666666666666667
LATAM,equal_element,EFA,matrix_32_z_abs,6,12,18125,53.72083333333333,13.970833333333333,1.8375
LATAM,equal_element,EFA,matrix_32_z_abs,7,12,18125,66.69583333333334,16.3125,1.1916666666666667
LATAM,equal_element,EFA,matrix_32_z_abs,8,12,18125,77.49583333333334,16.95,0.7833333333333333
LATAM,equal_element,EFA,matrix_32_z_abs,9,12,18125,89.27916666666667,17.716666666666665,1.1333333333333333
LATAM,equal_element,EFA,matrix_32_z_abs,10,12,18125,95,19.070833333333333,1.1333333333333333
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,0,12,22657,0.36684523809516306,0.04020833333332511,0.024166666666661726
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,1,12,22657,1.3738095238092427,0.21440476190471805,0.06633928571427214
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,2,12,22657,3.905386904761106,0.5772916666665485,0.23833333333328463
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,3,12,22657,7.3462797619032685,1.5896130952377734,0.30529761904755637
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,4,12,22657,14.296369047616142,3.158303571427933,0.4144940476189624
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,5,12,22657,23.02639880951888,6.28479166666528,0.33785714285707336
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,6,12,22657,31.87470238094643,10.049196428569624,0.5448511904760782
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,7,12,22657,44.68238095237181,14.812648809521166,1.78866071428535
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,8,12,22657,63.453482142841374,19.839226190471166,1.4644047619044676
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,9,12,22657,77.71178571426603,25.67982142856441,0.8412797619045895
DIEGO,equal_candidate,KMEANS,matrix_32_raw_0_1,10,12,22657,89.84389880950192,31.889999999991815,0.8611607142855369
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,0,12,22657,0.3375,0.0375,0.020833333333333332
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,1,12,22657,1.3208333333333333,0.18333333333333332,0.04583333333333333
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,2,12,22657,3.3125,0.5166666666666667,0.11666666666666667
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,3,12,22657,6.716666666666667,1.5083333333333333,0.5208333333333334
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,4,12,22657,12.445833333333333,2.975,0.35
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,5,12,22657,22.2,5.770833333333333,0.825
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,6,12,22657,34.07083333333333,9.0625,0.25833333333333336
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,7,12,22657,44.74166666666667,13.141666666666667,0.4708333333333333
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,8,12,22657,61.02916666666667,17.525,0.5291666666666667
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,9,12,22657,74.4,22.8625,1.1791666666666667
DIEGO,equal_element,KMEANS,matrix_32_raw_0_1,10,12,22657,88.775,28.695833333333333,1.1625
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,0,12,20118,1.0240773809522963,0.12339285714284698,0.06633928571428022
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,1,12,20118,4.114107142856803,0.5006845238094824,0.2768154761904532
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,2,12,20118,12.29110119047518,2.244851190476006,0.47336309523805603
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,3,12,20118,22.308422619045754,5.007321428570991,0.5879166666666182
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,4,12,20118,37.87913690475905,10.82345238095162,0.4624999999999611
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,5,12,20118,49.68089285713878,18.016220238093535,1.7924702380950945
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,6,12,20118,66.41532738094676,28.826041666663794,1.8766964285712777
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,7,12,20118,76.75672619047216,40.871041666665185,0.9598809523808736
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,8,12,20118,86.12333333332944,52.91604166666516,1.5231249999998813
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,9,12,20118,92.40449404762425,64.88455357143548,0.7187797619047015
DIEGO,equal_candidate,KMEANS,matrix_32_pos_0_1,10,12,20118,97.26339285715144,74.77086309524864,0.6352678571428038
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,0,12,20118,0.9291666666666667,0.1,0.0625
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,1,12,20118,3.7416666666666667,0.44166666666666665,0.1875
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,2,12,20118,11.320833333333333,2.0708333333333333,0.5333333333333333
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,3,12,20118,20.9125,4.6875,0.44583333333333336
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,4,12,20118,35.71666666666667,10.25,0.48333333333333334
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,5,12,20118,47.69583333333333,17.204166666666666,0.3416666666666667
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,6,12,20118,64.2875,27.825,0.38333333333333336
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,7,12,20118,76.55,39.6875,2.1708333333333334
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,8,12,20118,84.10416666666667,51.729166666666664,1.2208333333333334
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,9,12,20118,91.57916666666667,63.708333333333336,0.6
DIEGO,equal_element,KMEANS,matrix_32_pos_0_1,10,12,20118,96.6625,73.7625,0.6625
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,0,12,23549,0.16467261904757724,0.01541666666666275,0.012291666666663545
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,1,12,23549,0.4354761904760797,0.05339285714284357,0.03687499999999063
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,2,12,23549,0.7354464285712418,0.07595238095236165,0.05848214285712799
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,3,12,23549,1.1182142857140016,0.10163690476187892,0.08872023809521555
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,4,12,23549,1.9282440476185587,0.16005952380948327,0.20190476190471074
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,5,12,23549,3.7249107142847655,0.42749999999989086,0.3795833333332367
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,6,12,23549,7.940863095236074,0.9296428571426208,0.833363095237883
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,7,12,23549,15.804523809519797,2.4881249999993558,1.4430654761901152
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,8,12,23549,29.507738095230604,5.036130952379689,2.6312797619040773
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,9,12,23549,50.992083333320565,10.174017857140418,3.6458035714276535
DIEGO,equal_candidate,KMEANS,matrix_32_ext_0_1,10,12,23549,74.13160714283862,16.886369047615037,3.76389880952287
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,0,12,23549,0.15,0.0125,0.0125
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,1,12,23549,0.42083333333333334,0.04583333333333333,0.0375
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,2,12,23549,0.6708333333333333,0.06666666666666667,0.05416666666666667
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,3,12,23549,1.0416666666666667,0.09166666666666666,0.08333333333333333
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,4,12,23549,1.8041666666666667,0.14583333333333334,0.16666666666666666
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,5,12,23549,3.55,0.4083333333333333,0.30833333333333335
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,6,12,23549,7.316666666666666,0.9083333333333333,0.7791666666666667
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,7,12,23549,14.95,2.4583333333333335,1.6375
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,8,12,23549,28.929166666666667,4.979166666666667,2.8875
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,9,12,23549,48.983333333333334,10.0625,2.825
DIEGO,equal_element,KMEANS,matrix_32_ext_0_1,10,12,23549,71.77916666666667,16.7,1.875
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,0,12,23544,0.21877976190470558,0.022113095238089544,0.015416666666662698
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,1,12,23544,0.5850892857141351,0.06633928571426863,0.04624999999998809
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,2,12,23544,0.9244642857140478,0.08845238095235818,0.04779761904760674
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,3,12,23544,1.279613095237766,0.11681547619044612,0.035505952380943236
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,4,12,23544,1.7449999999995516,0.16630952380948102,0.017946428571423947
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,5,12,23544,3.0052976190468454,0.2949107142856382,0.26122023809517086
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,6,12,23544,5.757172619046131,0.5948511904760363,0.6447023809522142
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,7,12,23544,12.404791666663485,1.4808630952377175,0.8875595238092954
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,8,12,23544,24.510476190469866,2.93827380952305,1.614999999999588
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,9,12,23544,43.78279761903629,6.217351190474546,1.600892857142449
DIEGO,equal_candidate,KMEANS,matrix_32_z_abs,10,12,23544,67.41056547617333,10.620952380949818,1.903779761904273
DIEGO,equal_element,KMEANS,matrix_32_z_abs,0,12,23544,0.19583333333333333,0.020833333333333332,0.0125
DIEGO,equal_element,KMEANS,matrix_32_z_abs,1,12,23544,0.5166666666666667,0.0625,0.0375
DIEGO,equal_element,KMEANS,matrix_32_z_abs,2,12,23544,0.8041666666666667,0.08333333333333333,0.0375
DIEGO,equal_element,KMEANS,matrix_32_z_abs,3,12,23544,1.1666666666666667,0.10833333333333334,0.125
DIEGO,equal_element,KMEANS,matrix_32_z_abs,4,12,23544,1.7958333333333334,0.15833333333333333,0.23333333333333334
DIEGO,equal_element,KMEANS,matrix_32_z_abs,5,12,23544,3.175,0.29583333333333334,0.48333333333333334
DIEGO,equal_element,KMEANS,matrix_32_z_abs,6,12,23544,6.5625,0.5958333333333333,0.8833333333333333
DIEGO,equal_element,KMEANS,matrix_32_z_abs,7,12,23544,13.9125,1.4666666666666666,1.325
DIEGO,equal_element,KMEANS,matrix_32_z_abs,8,12,23544,23.925,2.908333333333333,0.8916666666666667
DIEGO,equal_element,KMEANS,matrix_32_z_abs,9,12,23544,42.05416666666667,6.216666666666667,2.5125
DIEGO,equal_element,KMEANS,matrix_32_z_abs,10,12,23544,67.77916666666667,10.65,4.454166666666667
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,0,12,21635,0.8436607142856096,0.3606249999999552,0.025833333333330124
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,1,12,21635,1.6816071428569341,0.9080357142856016,0.044226190476184986
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,2,12,21635,3.2042857142853176,2.07056547619022,0.07595238095237153
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,3,12,21635,5.021101190475571,3.31026785714245,0.1324702380952217
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,4,12,21635,8.745416666665522,5.224523809523102,0.3774404761904288
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,5,12,21635,13.83610119047446,7.267857142856227,0.6883630952380098
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,6,12,21635,24.65562499999713,10.263511904760795,1.2740476190474623
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,7,12,21635,35.32991071428152,13.452351190474792,0.48032738095232075
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,8,12,21635,47.18455357142232,16.60342261904516,1.1009226190474868
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,9,12,21635,64.04077380951533,19.935595238091544,1.9630357142854717
DIEGO,equal_candidate,EFA,matrix_32_raw_0_1,10,12,21635,80.14803571427439,23.823630952376682,3.2443749999995743
DIEGO,equal_element,EFA,matrix_32_raw_0_1,0,12,21635,0.7083333333333334,0.3,0.020833333333333332
DIEGO,equal_element,EFA,matrix_32_raw_0_1,1,12,21635,1.4291666666666667,0.7583333333333333,0.05416666666666667
DIEGO,equal_element,EFA,matrix_32_raw_0_1,2,12,21635,2.7708333333333335,1.7625,0.07083333333333333
DIEGO,equal_element,EFA,matrix_32_raw_0_1,3,12,21635,4.495833333333334,2.845833333333333,0.15416666666666667
DIEGO,equal_element,EFA,matrix_32_raw_0_1,4,12,21635,7.2,4.5875,0.12083333333333333
DIEGO,equal_element,EFA,matrix_32_raw_0_1,5,12,21635,11.341666666666667,6.475,0.19583333333333333
DIEGO,equal_element,EFA,matrix_32_raw_0_1,6,12,21635,19.325,9.341666666666667,0.4625
DIEGO,equal_element,EFA,matrix_32_raw_0_1,7,12,21635,29.829166666666666,12.416666666666666,0.6
DIEGO,equal_element,EFA,matrix_32_raw_0_1,8,12,21635,43.708333333333336,15.6375,1.25
DIEGO,equal_element,EFA,matrix_32_raw_0_1,9,12,21635,60.7125,19.058333333333334,2.9583333333333335
DIEGO,equal_element,EFA,matrix_32_raw_0_1,10,12,21635,79.79166666666667,23.075,0.49166666666666664
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,0,12,21890,0.3437797619047179,0.07214285714284789,0.018988095238092806
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,1,12,21890,0.8551785714284618,0.21511904761902007,0.03797619047618561
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,2,12,21890,1.7618452380950118,0.6880952380951497,0.07952380952379931
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,3,12,21890,2.959464285713908,1.2703869047617444,0.15880952380950353
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,4,12,21890,4.659374999999412,2.600386904761581,0.1668749999999787
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,5,12,21890,7.757351190475171,4.185416666666107,0.2817261904761543
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,6,12,21890,13.859642857140964,6.812946428570435,0.5914285714284948
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,7,12,21890,22.185446428568795,9.565089285713244,0.30422619047615135
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,8,12,21890,38.47098214285246,13.065535714284344,2.0505357142854503
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,9,12,21890,56.617202380944605,16.917172619045072,3.5257738095233653
DIEGO,equal_candidate,EFA,matrix_32_pos_0_1,10,12,21890,76.09050595237025,21.81907738094797,1.812708333333103
DIEGO,equal_element,EFA,matrix_32_pos_0_1,0,12,21890,0.3125,0.0625,0.016666666666666666
DIEGO,equal_element,EFA,matrix_32_pos_0_1,1,12,21890,0.75,0.17916666666666667,0.0375
DIEGO,equal_element,EFA,matrix_32_pos_0_1,2,12,21890,1.6041666666666667,0.5666666666666667,0.08333333333333333
DIEGO,equal_element,EFA,matrix_32_pos_0_1,3,12,21890,2.7125,1.0666666666666667,0.11666666666666667
DIEGO,equal_element,EFA,matrix_32_pos_0_1,4,12,21890,4.504166666666666,2.254166666666667,0.1
DIEGO,equal_element,EFA,matrix_32_pos_0_1,5,12,21890,7.666666666666667,3.6708333333333334,0.125
DIEGO,equal_element,EFA,matrix_32_pos_0_1,6,12,21890,14.3625,6.1375,0.4583333333333333
DIEGO,equal_element,EFA,matrix_32_pos_0_1,7,12,21890,22.845833333333335,8.766666666666667,0.6291666666666667
DIEGO,equal_element,EFA,matrix_32_pos_0_1,8,12,21890,39.079166666666666,12.241666666666667,2.5708333333333333
DIEGO,equal_element,EFA,matrix_32_pos_0_1,9,12,21890,56.079166666666666,16.075,3.5791666666666666
DIEGO,equal_element,EFA,matrix_32_pos_0_1,10,12,21890,76.75416666666666,21.083333333333332,1.2416666666666667
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,0,12,22208,0.23223214285710778,0.022113095238091896,0.01586309523809284
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,1,12,22208,0.6241071428570485,0.06633928571427568,0.04758928571427852
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,2,12,22208,0.9241666666665271,0.08845238095236758,0.04758928571427852
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,3,12,22208,1.2072619047617223,0.11056547619045949,0.063452380952371365
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,4,12,22208,1.5448214285711959,0.13267857142855136,0.07931547619046422
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,5,12,22208,2.125267857142537,0.17645833333330668,0.09517857142855705
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,6,12,22208,3.568869047618506,0.24273809523805853,0.10830357142855507
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,7,12,22208,7.273749999998899,0.5911607142856247,0.13556547619045575
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,8,12,22208,17.194404761902174,1.3284226190474178,0.8541369047617757
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,9,12,22208,37.95002976189911,3.8234523809518146,4.445773809523146
DIEGO,equal_candidate,EFA,matrix_32_ext_0_1,10,12,22208,55.5452083333246,7.848869047617732,1.234642857142675
DIEGO,equal_element,EFA,matrix_32_ext_0_1,0,12,22208,0.2125,0.020833333333333332,0.016666666666666666
DIEGO,equal_element,EFA,matrix_32_ext_0_1,1,12,22208,0.5583333333333333,0.0625,0.05
DIEGO,equal_element,EFA,matrix_32_ext_0_1,2,12,22208,0.85,0.08333333333333333,0.05
DIEGO,equal_element,EFA,matrix_32_ext_0_1,3,12,22208,1.1166666666666667,0.10416666666666667,0.06666666666666667
DIEGO,equal_element,EFA,matrix_32_ext_0_1,4,12,22208,1.4375,0.125,0.09583333333333334
DIEGO,equal_element,EFA,matrix_32_ext_0_1,5,12,22208,2.004166666666667,0.16666666666666666,0.18333333333333332
DIEGO,equal_element,EFA,matrix_32_ext_0_1,6,12,22208,3.591666666666667,0.22916666666666666,0.5291666666666667
DIEGO,equal_element,EFA,matrix_32_ext_0_1,7,12,22208,7.533333333333333,0.5708333333333333,1.1041666666666667
DIEGO,equal_element,EFA,matrix_32_ext_0_1,8,12,22208,18.5,1.3083333333333333,0.7083333333333334
DIEGO,equal_element,EFA,matrix_32_ext_0_1,9,12,22208,36.858333333333334,3.845833333333333,2.879166666666667
DIEGO,equal_element,EFA,matrix_32_ext_0_1,10,12,22208,60.1125,7.908333333333333,3.8875
DIEGO,equal_candidate,EFA,matrix_32_z_abs,0,12,22127,0.22806547619044226,0.022113095238091948,0.01586309523809288
DIEGO,equal_candidate,EFA,matrix_32_z_abs,1,12,22127,0.6265773809522878,0.06633928571427584,0.04758928571427863
DIEGO,equal_candidate,EFA,matrix_32_z_abs,2,12,22127,0.9401190476189076,0.08845238095236779,0.06345238095237152
DIEGO,equal_candidate,EFA,matrix_32_z_abs,3,12,22127,1.2223809523807707,0.11056547619045977,0.07595238095236966
DIEGO,equal_candidate,EFA,matrix_32_z_abs,4,12,22127,1.5318154761902487,0.13892857142855078,0.1047619047618892
DIEGO,equal_candidate,EFA,matrix_32_z_abs,5,12,22127,2.0184821428568434,0.17354166666664092,0.15300595238092973
DIEGO,equal_candidate,EFA,matrix_32_z_abs,6,12,22127,3.6404761904756473,0.23630952380948878,0.3069642857142399
DIEGO,equal_candidate,EFA,matrix_32_z_abs,7,12,22127,7.614315476189338,0.36497023809518364,0.7349999999998907
DIEGO,equal_candidate,EFA,matrix_32_z_abs,8,12,22127,18.06014880952113,0.6927380952379917,1.9084821428568635
DIEGO,equal_candidate,EFA,matrix_32_z_abs,9,12,22127,33.36860119047125,1.546398809523584,2.9901190476186024
DIEGO,equal_candidate,EFA,matrix_32_z_abs,10,12,22127,60.027380952372134,3.484315476189959,1.7510416666664126
DIEGO,equal_element,EFA,matrix_32_z_abs,0,12,22127,0.20833333333333334,0.020833333333333332,0.016666666666666666
DIEGO,equal_element,EFA,matrix_32_z_abs,1,12,22127,0.5458333333333333,0.0625,0.05
