left_id,right_id,matching_similarity_pct
KM1,Influencer,44.44444444444444
KM2,Careful,53.84615384615385
KM3,Fearful,54.54545454545455
KM4,Activist,40
KM5,Homo.Economicus,41.666666666666664
KM6,Early.Adopter,16.666666666666668
