"pattern_id","cluster"
1,1
2,1
4,1
5,1
6,1
8,1
9,1
13,1
14,1
16,1
17,1
18,1
20,1
21,1
23,1
27,1
28,1
29,1
30,1
31,1
39,1
41,1
45,1
47,1
51,1
56,1
60,1
3,2
7,2
11,2
15,2
24,2
25,2
26,2
32,2
33,2
34,2
46,2
48,2
61,2
