diego_scale_assumption,diego_noise_version_saved,diego_noise_sd,diego_noisy_used_in_integrated,n_rows_clean,n_rows_noisy,n_diego_det_cols_clean_0_100,n_diego_det_cols_noisy_0_100
1_5,TRUE,1,TRUE,1899,1899,32,32
