prolific_id,prolific_status,prolific_country_raw,prolific_country_code,prolific_country_of_birth,prolific_country_of_birth_code,prolific_age,prolific_sex,prolific_ethnicity_simplified,prolific_nationality,prolific_language,prolific_student_status,prolific_employment_status,prolific_files
603f6e643234e512fc197ae1,APPROVED,Germany,DE,Italy,IT,33,Male,White,Italy,Italian,Yes,Full-Time,prolific_export_6331612f32727d005c9466da.csv
603fb04d42dd7c0a9398a42f,APPROVED,Chile,CL,Chile,CL,23,Male,Other,Chile,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
603fdc2aa858e013dee57879,APPROVED,Mexico,MX,Mexico,MX,34,Male,Mixed,Mexico,Spanish,No,Due to start a new job within the next month,prolific_export_638657f445c7d89faeb56017.csv
603fe2bb561e3113ee9da931,APPROVED,Greece,GR,Greece,GR,27,Male,White,Greece,Greek,No,Full-Time,prolific_export_633161d71da17ce25a7d09b2.csv
6043ce3bc960ed3f0dbff020,APPROVED,Ireland,IE,Germany,DE,28,Female,White,Germany,English,No,Part-Time,prolific_export_63316268c0d0d441c2e46377.csv
6043f909d14273455e5e7436,APPROVED,Mexico,MX,Mexico,MX,22,Female,Mixed,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
6045dd7001edb071f355c926,APPROVED,Italy,IT,Turkey,TR,56,Male,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
60469169f3ce610af6ac8bee,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331619a33b45c3d8eed0f5d.csv
6047f6a210de7d10b6cb76d2,APPROVED,Italy,IT,Italy,IT,37,Male,Mixed,Italy,Italian,No,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
604b169fe4b7991ec08da3a6,APPROVED,Germany,DE,Russian Federation,RU,31,Male,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
604b528b7157641182893d4b,APPROVED,Slovenia,SI,Slovenia,SI,23,Female,White,Slovenia,Slovenian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
604d17eb4931a500d6e0a3d3,APPROVED,Germany,DE,Germany,DE,59,Female,White,Germany,German,No,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
604fa568ce81047f499af455,APPROVED,Netherlands,NL,United States,US,26,Female,Mixed,Netherlands,English,Yes,Due to start a new job within the next month,prolific_export_6331612f32727d005c9466da.csv
604ff1c798e159aa44a2e912,APPROVED,Mexico,MX,Mexico,MX,28,Female,Other,Mexico,Spanish,No,Due to start a new job within the next month,prolific_export_638657f445c7d89faeb56017.csv
60513ec07ee46769ed029be4,APPROVED,Germany,DE,United States,US,45,Male,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
6052554f2d140e57270e22f9,APPROVED,Mexico,MX,Mexico,MX,40,Male,Other,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
605266f40d5ed95a44c3d607,APPROVED,Mexico,MX,Mexico,MX,23,Female,Mixed,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
605271bb64bfe6003f35602b,APPROVED,Mexico,MX,Mexico,MX,23,Female,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
6053c980f7612d61ed799ce9,APPROVED,Mexico,MX,Mexico,MX,22,Male,Mixed,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
605563e772e44013a0772597,APPROVED,Chile,CL,"Venezuela, Bolivarian Republic of",VE,41,Male,White,Chile,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
605749f1b1d298588597cac7,APPROVED,France,FR,France,FR,20,Female,White,France,French,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
605b42ef3bfb4274168bb4db,APPROVED,Italy,IT,Italy,IT,40,Male,White,Italy,Italian,No,DATA_EXPIRED,prolific_export_6331619a33b45c3d8eed0f5d.csv
605b928529a3c5919e0ed453,APPROVED,Chile,CL,Chile,CL,26,Male,Mixed,Chile,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_638657f445c7d89faeb56017.csv
605baba8fd1a498fb4991a30,APPROVED,Greece,GR,Greece,GR,21,Female,White,Greece,Greek,Yes,Other,prolific_export_633161d71da17ce25a7d09b2.csv
605c9af44c406dcbcdbea13a,APPROVED,Germany,DE,Germany,DE,33,Male,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
605cc524c0d1e3e12d8f252a,APPROVED,France,FR,France,FR,29,Male,White,France,French,No,Unemployed (and job seeking),prolific_export_6331612f32727d005c9466da.csv
605d5a6066ab82b353e53c15,APPROVED,Chile,CL,United States,US,26,Female,White,United States,English,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
605e90cc484dafd94f25f711,APPROVED,Mexico,MX,Mexico,MX,34,Female,White,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
605f820790a4cd988e086133,APPROVED,Spain,ES,Spain,ES,22,Male,White,Spain,Spanish,Yes,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
606085e79201768975e2f454,APPROVED,Italy,IT,Italy,IT,27,Female,White,Italy,Italian,Yes,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
6060d04e74284adf382cf75c,APPROVED,Poland,PL,Poland,PL,24,Female,White,Poland,Polish,Yes,Other,prolific_export_633161d71da17ce25a7d09b2.csv
6062ee5cc6b95aae21bc7c02,APPROVED,France,FR,Germany,DE,40,Male,White,France,French,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
606529a91a8d9c0f17cacfaa,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_638657f445c7d89faeb56017.csv
606951b5108e90bb25006ce6,APPROVED,Mexico,MX,Mexico,MX,25,Male,Mixed,Mexico,Spanish,No,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
606b0d260c8c0c5fd7c854c8,APPROVED,Italy,IT,Italy,IT,40,Female,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
606b7218236ee00cd8a0b17d,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_638657f445c7d89faeb56017.csv
606b7e82f4b4345be687db39,APPROVED,Chile,CL,Chile,CL,24,Male,Mixed,Chile,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
606b81830eadb0d0bbee2cb9,APPROVED,Chile,CL,Chile,CL,32,Male,Mixed,Chile,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
606c646fea061e40507d6714,APPROVED,Italy,IT,Italy,IT,23,Male,White,Italy,Italian,Yes,DATA_EXPIRED,prolific_export_6331619a33b45c3d8eed0f5d.csv
606dd5bde7bc8c04efce0fba,APPROVED,Spain,ES,Spain,ES,53,Male,White,Spain,Spanish,No,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
606dfabebad1c5d51d3377af,APPROVED,Mexico,MX,Mexico,MX,23,Male,Mixed,Mexico,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_638657f445c7d89faeb56017.csv
606f4b9acd95fc629ae9418d,APPROVED,Mexico,MX,Mexico,MX,33,Female,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
60746eecdd6ad283ef03a542,APPROVED,Portugal,PT,Portugal,PT,24,Female,White,Portugal,Portuguese,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
60754e865cf819ee7dc88fe9,APPROVED,Italy,IT,Italy,IT,34,Male,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
6075d01696382e1b46db0920,APPROVED,France,FR,Bolivia,BO,28,Female,Other,France,Spanish,Yes,Unemployed (and job seeking),prolific_export_6331612f32727d005c9466da.csv
607728dc0b4f8590b94ae57c,APPROVED,Chile,CL,Chile,CL,31,Male,White,Chile,Spanish,No,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
607893faf75b80c8b2a14613,APPROVED,Mexico,MX,Mexico,MX,31,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
607ab32c9b463031de99473a,APPROVED,Germany,DE,Germany,DE,23,Female,White,Germany,German,Yes,Due to start a new job within the next month,prolific_export_6331612f32727d005c9466da.csv
607d6c762ded155553137710,APPROVED,Italy,IT,Italy,IT,21,Female,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
607d8aaa8ba024336c361bff,APPROVED,Germany,DE,Germany,DE,32,Male,White,Germany,German,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
607e6d83bfdf7585c059dc4b,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
607f85f6c1ea0861504ac890,APPROVED,Chile,CL,Chile,CL,23,Female,Other,Chile,Spanish,Yes,Other,prolific_export_638657f445c7d89faeb56017.csv
6081483f750f359094b176dc,APPROVED,France,FR,France,FR,36,Male,Asian,France,French,No,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
60814ca10e453404aed130ea,APPROVED,Italy,IT,Italy,IT,24,Male,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
60827ccde4706170115a3bf5,APPROVED,Netherlands,NL,Netherlands,NL,43,Female,White,Netherlands,Dutch,No,Part-Time,prolific_export_6331612f32727d005c9466da.csv
608531ab1db1579634caa459,APPROVED,Italy,IT,Italy,IT,35,Male,White,Italy,Italian,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
608539cd54e4230bbaaf4959,APPROVED,Italy,IT,Italy,IT,22,Female,White,Italy,Italian,Yes,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
6086846efe1bf3e6fff790db,APPROVED,Italy,IT,Italy,IT,25,Female,White,Italy,Italian,No,Unemployed (and job seeking),prolific_export_6331619a33b45c3d8eed0f5d.csv
608850df51e496cf26bd74f2,APPROVED,France,FR,France,FR,22,Female,White,France,French,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_6331612f32727d005c9466da.csv
6088a7e22d5b98ef3f813a22,APPROVED,Chile,CL,Chile,CL,30,Female,Other,Chile,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
608930a9d426b23a7b53c710,APPROVED,Italy,IT,Italy,IT,26,Male,White,Italy,Italian,No,Unemployed (and job seeking),prolific_export_6324376597f7b837a1043faf.csv
6089a33be1b6d114299118e6,APPROVED,Germany,DE,Germany,DE,23,Male,White,Germany,German,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
6089ac272764c3f1d2cbe240,APPROVED,Chile,CL,Chile,CL,32,Male,Other,Chile,Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
608a0607dcbe1181d545c5d2,APPROVED,Chile,CL,Chile,CL,23,Male,Other,Chile,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
608aa7a240b8de4f0606b38a,APPROVED,Poland,PL,Poland,PL,20,Male,White,Poland,Polish,Yes,Other,prolific_export_633161d71da17ce25a7d09b2.csv
608ab8b9eb657a41933a4ec9,APPROVED,Chile,CL,Chile,CL,28,Male,Mixed,Chile,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
608ae665000987dee19d8934,APPROVED,France,FR,France,FR,24,Male,White,France,French,Yes,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
608c2248d5c0b94f0edb968a,APPROVED,Hungary,HU,Hungary,HU,25,Male,White,Hungary,Hungarian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
608c2e0e069b21e6a1f17373,APPROVED,Portugal,PT,Portugal,PT,22,Female,White,Portugal,Portuguese,Yes,Other,prolific_export_6324376597f7b837a1043faf.csv
608c44363026c0937939e2a2,APPROVED,Mexico,MX,Mexico,MX,39,Male,White,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
608c64e14968cdd8dcbe1be4,APPROVED,France,FR,France,FR,23,Male,White,France,French,Yes,Full-Time,prolific_export_6331612f32727d005c9466da.csv
608c90af2b9dc5f9f35bb583,APPROVED,Netherlands,NL,Russian Federation,RU,40,Female,Mixed,Russian Federation,Russian,No,Part-Time,prolific_export_6331612f32727d005c9466da.csv
608d86abc2dbca8aef197914,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
60904c69d810765f15afd9f8,APPROVED,Italy,IT,Italy,IT,25,Male,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
6091f992461cb242c10d480a,APPROVED,Chile,CL,Chile,CL,27,Male,Mixed,Chile,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
60920010e7bfd828a698e5dd,APPROVED,Mexico,MX,Mexico,MX,22,Female,Other,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
609228e91a85cc5c8908fbd7,APPROVED,Mexico,MX,Mexico,MX,29,Female,Other,Mexico,Spanish,No,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
60927d11a42625a45cf91ec3,APPROVED,Netherlands,NL,Netherlands,NL,20,Female,White,Netherlands,Dutch,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
6092d3d5d250e90206fdc4ee,APPROVED,Mexico,MX,Mexico,MX,27,Male,Other,Mexico,Spanish,Yes,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
609325db26172330aad07df0,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_638657f445c7d89faeb56017.csv
609337515bc9469811c3486c,APPROVED,Mexico,MX,Mexico,MX,22,Male,Mixed,Mexico,Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
609359d571058fe0918c98b5,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_638657f445c7d89faeb56017.csv
6093cacf9a39751eedd55916,APPROVED,France,FR,Lebanon,LB,24,Male,White,Lebanon,Arabic,Yes,Full-Time,prolific_export_6331612f32727d005c9466da.csv
6093dcc84728e1d921d70bb0,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_633161d71da17ce25a7d09b2.csv
609436e99d401bc27b1ebe9a,APPROVED,France,FR,France,FR,30,Male,White,France,French,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
6094826e671b82491db1a546,APPROVED,Mexico,MX,Mexico,MX,29,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
609594df07c06a009e5e1c1d,APPROVED,Poland,PL,Poland,PL,21,Male,White,Poland,Polish,Yes,DATA_EXPIRED,prolific_export_633161d71da17ce25a7d09b2.csv
6095b0ccd8d9796fb38a3008,APPROVED,Mexico,MX,Mexico,MX,26,Male,Mixed,Mexico,Spanish,Yes,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
60984a1b0cce76d16c4ca781,APPROVED,Spain,ES,Spain,ES,33,Female,White,Spain,Spanish,Yes,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
60993696b2cca36f8aafd770,APPROVED,Germany,DE,Germany,DE,38,Female,White,Germany,German,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
609959b59db017b59a4887ff,APPROVED,Italy,IT,Italy,IT,28,Male,White,Italy,Italian,No,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
60999ec3ee8678b1bc5cdedf,TIMED-OUT,Germany,DE,Thailand,NA,27,Female,Asian,Thailand,German,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
609c2dcbc88bdd19e0be4b98,APPROVED,Italy,IT,Zimbabwe,ZW,42,Female,Black,Zimbabwe,English,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
609d94f365954bbfe7d4f58b,APPROVED,Mexico,MX,Mexico,MX,21,Female,White,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
609f5ba0bfd65d108b03e9f7,APPROVED,Mexico,MX,Mexico,MX,29,Male,Mixed,Mexico,Spanish,No,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
609f90c45581c05719c85a0f,APPROVED,Italy,IT,Italy,IT,21,Female,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
609ffde6ce77f26ad8157c29,APPROVED,Ireland,IE,United Kingdom,GB,49,Female,White,United Kingdom,English,No,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
60a172cdec54c7f520e46481,APPROVED,Latvia,LV,Latvia,LV,20,Female,White,Latvia,Latvian,Yes,Part-Time,prolific_export_63316268c0d0d441c2e46377.csv
60a280d663834ecd8d6a7e86,APPROVED,Italy,IT,Italy,IT,23,Male,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
60a44c957e0ec788592b37f2,APPROVED,Mexico,MX,Mexico,MX,28,Female,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
60a45e33f404ba8cb7a19cfe,TIMED-OUT,France,FR,France,FR,23,Male,White,France,French,Yes,Full-Time,prolific_export_6331612f32727d005c9466da.csv
60a5901425095c11b3e716f9,APPROVED,Mexico,MX,Mexico,MX,22,Female,Mixed,Mexico,Spanish,No,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
60a672b84b49a742255939c4,APPROVED,Netherlands,NL,Netherlands,NL,19,Male,White,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
60a6aac9fa721129536f77b9,APPROVED,Chile,CL,Chile,CL,24,Male,White,Chile,Spanish,Yes,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
60acc4335b890e33aca7b27e,APPROVED,Germany,DE,Germany,DE,22,Male,White,Germany,German,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
60ad736890746ce25d7757b2,APPROVED,Belgium,BE,Spain,ES,41,Male,White,Spain,Spanish,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
60adf767cce1c3fa53ed4793,APPROVED,Latvia,LV,Latvia,LV,21,Female,White,Latvia,Russian,Yes,Part-Time,prolific_export_63316268c0d0d441c2e46377.csv
60afddbaab9ad3e949ac0114,APPROVED,Mexico,MX,Mexico,MX,22,Female,Other,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
60b22c6dc4f3a47a10ea721e,APPROVED,France,FR,France,FR,26,Female,White,France,French,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
60b4efab13dc89b5b3280df6,APPROVED,Italy,IT,Pakistan,PK,21,Male,Asian,Pakistan,Urdu,Yes,Unemployed (and job seeking),prolific_export_6331619a33b45c3d8eed0f5d.csv
60b50856020bd4e6725a709b,APPROVED,Germany,DE,Turkey,TR,26,Female,Other,Turkey,Turkish,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
60b55a6d44e17d6f0b810cdd,APPROVED,Italy,IT,Italy,IT,25,Male,White,Italy,Italian,Yes,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
60b644e05d894519db62a451,APPROVED,Hungary,HU,Syrian Arab Republic,SY,28,Male,Other,Syrian Arab Republic,Arabic,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60b664c5d2e60edaf2c6ad61,APPROVED,Belgium,BE,United States,US,28,Male,White,Belgium,French,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
60b683d190d9e20f6d976bc0,APPROVED,Germany,DE,Tanzania,TZ,47,Female,Black,Tanzania,Swahili,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
60b813c4fc5537ec416c41cd,APPROVED,Ireland,IE,Malaysia,MY,24,Male,Mixed,Ireland,Chinese,Yes,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
60b8a43069b046ea6d06ccd8,APPROVED,Netherlands,NL,Netherlands,NL,29,Male,White,Netherlands,English,Yes,Full-Time,prolific_export_6331612f32727d005c9466da.csv
60b8ab94dcb80b04eb7d786f,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
60b8e2afbfc51eaf7f6ae8ba,APPROVED,Poland,PL,Poland,PL,24,Female,White,Poland,Polish,Yes,DATA_EXPIRED,prolific_export_633161d71da17ce25a7d09b2.csv
60ba101202b7fd117c0f3b94,APPROVED,Czech Republic,CZ,Czech Republic,CZ,28,Male,White,Czech Republic,Czech,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60bac97a546a9c355c1532ba,APPROVED,Mexico,MX,Mexico,MX,31,Female,Other,Mexico,Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
60bbb7c0de3f7509be276357,APPROVED,Hungary,HU,United States,US,25,Female,White,United States,English,Yes,Part-Time,prolific_export_633162142c195a4b173e2fab.csv
60bce8474b590baeb84b6cdd,APPROVED,Belgium,BE,Belgium,BE,21,Female,White,Belgium,Dutch,Yes,Other,prolific_export_6331612f32727d005c9466da.csv
60be6636641f651607257372,APPROVED,Mexico,MX,Mexico,MX,26,Female,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
60bf28df4926a8b6391df575,APPROVED,Poland,PL,Poland,PL,20,Male,White,Poland,English,Yes,Full-Time,prolific_export_633161d71da17ce25a7d09b2.csv
60c013416fb774165eb9d00b,APPROVED,Mexico,MX,Mexico,MX,25,Male,Mixed,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
60c03680dc5dfe4723659602,APPROVED,Mexico,MX,United States,US,20,Male,White,United States,Spanish,Yes,Other,prolific_export_638657f445c7d89faeb56017.csv
60c0fe89173c2b1f4fe2c578,APPROVED,Mexico,MX,Mexico,MX,30,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
60c11517da9e1fd6d9a22339,APPROVED,Mexico,MX,Mexico,MX,22,Female,White,Mexico,Spanish,No,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
60c4fece6f2bc6645e911155,APPROVED,Poland,PL,Poland,PL,23,Female,White,Poland,Polish,Yes,Part-Time,prolific_export_633161d71da17ce25a7d09b2.csv
60c52dfb2b2f7ee8ed1d6118,APPROVED,Germany,DE,Ukraine,UA,30,Female,White,Germany,Russian,Yes,Unemployed (and job seeking),prolific_export_6331612f32727d005c9466da.csv
60c615ba43540937a6abf8ca,APPROVED,Hungary,HU,Hungary,HU,21,Male,White,Hungary,Hungarian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60c61da58cf7ac275f6419ff,APPROVED,Spain,ES,Spain,ES,28,Male,White,Spain,Spanish,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
60c6750fe6a26efa6c3c34b2,APPROVED,Chile,CL,Chile,CL,24,Male,Other,Chile,Spanish,DATA_EXPIRED,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
60c750fa33e03bdaeae60c48,APPROVED,France,FR,France,FR,23,Female,White,France,French,Yes,Unemployed (and job seeking),prolific_export_6331612f32727d005c9466da.csv
60c9c12dd3f1aba0a0ff9949,APPROVED,Slovenia,SI,Slovenia,SI,47,Female,White,Slovenia,Slovenian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60c9c9f1e2256167e41051d4,APPROVED,Spain,ES,Germany,DE,44,Female,White,Germany,German,No,DATA_EXPIRED,prolific_export_6331619a33b45c3d8eed0f5d.csv
60c9f510282b994f965f122d,APPROVED,Germany,DE,Germany,DE,24,Male,White,Germany,German,Yes,Other,prolific_export_6331612f32727d005c9466da.csv
60ca0a178a861accb4161f1b,APPROVED,Slovenia,SI,Slovenia,SI,21,Female,White,Slovenia,Slovenian,Yes,Other,prolific_export_633162142c195a4b173e2fab.csv
60ca0ede47ac1639f3dce54d,APPROVED,Greece,GR,Greece,GR,23,Female,White,Greece,Greek,Yes,Other,prolific_export_6324376597f7b837a1043faf.csv
60cab3532dcea1327ec13299,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_633161d71da17ce25a7d09b2.csv
60cb10ff93de409c6b1a6a0e,APPROVED,Poland,PL,Poland,PL,25,Female,White,Poland,Polish,Yes,Full-Time,prolific_export_633161d71da17ce25a7d09b2.csv
60cb4cd6477b2ff7c1adaea4,APPROVED,Hungary,HU,Hungary,HU,34,Male,White,Hungary,Hungarian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60cdfc43f84c4e243fb375d8,APPROVED,Hungary,HU,Hungary,HU,41,Male,White,Hungary,Hungarian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60ce30df032ca7cfb03900bc,APPROVED,Hungary,HU,South Africa,ZA,25,Female,Black,South Africa,English,Yes,Unemployed (and job seeking),prolific_export_633162142c195a4b173e2fab.csv
60ce479746ed85fb4cea5ada,APPROVED,Mexico,MX,Mexico,MX,27,Male,Other,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
60ceb561bbde4a987f3f9915,TIMED-OUT,Mexico,MX,Mexico,MX,32,Male,Mixed,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
60cebb340ad1a3a1548bbdf4,APPROVED,France,FR,France,FR,30,Male,White,France,French,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
60d173e4681817a3ff405d7c,APPROVED,Hungary,HU,Hungary,HU,27,Female,White,Hungary,Hungarian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
60d229681cec2f5f4431c4cd,APPROVED,Germany,DE,Germany,DE,59,Female,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
