analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance
RENOVISOR,matrix_32_ext_0_1,2,100,100,0,0,610.49,388.07,0.03825977900716421,0.0015120175058775357,0.7615415945226394,0.019540744483906584,0.06292914462938344,0.0025679702613464164,-1295.1970320868807,85.35778192690758,0.43815698944635045,NA,0.5618430105536496,NA
RENOVISOR,matrix_32_ext_0_1,3,100,100,0,0,610.49,388.07,0.03106460390762379,0.0012167390505824142,0.8148638396531989,0.018295866476698203,0.05538530221100669,0.002616985648146171,-1424.9554971130192,71.71970002135029,0.34121671972507917,NA,0.6587832802749208,NA
RENOVISOR,matrix_32_ext_0_1,4,100,100,0,0,610.49,388.07,0.027251163747122626,9.508358474494338e-4,0.8414566126582407,0.01652221065701393,0.05120819684934645,0.0025557684842855842,-1424.1157680467438,59.91661239009277,0.24347176638478052,NA,0.7565282336152195,NA
RENOVISOR,matrix_32_ext_0_1,5,100,100,0,0,610.49,388.07,0.024489487929676874,9.155981178984724e-4,0.85844602471731,0.0162337321728299,0.0483397426930186,0.002631637362190208,-1377.7277781075745,54.272090897107034,0.24487055136246327,NA,0.7551294486375367,NA
RENOVISOR,matrix_32_ext_0_1,6,100,100,0,0,610.49,388.07,0.02213926802472516,8.71708440172005e-4,0.8722682913797372,0.016054911676814387,0.045872238661303105,0.0027394694189411565,-1315.3619703219797,49.56612072477015,0.23196708104486605,NA,0.7680329189551339,NA
RENOVISOR,matrix_32_ext_0_1,7,100,100,1,0,610.49,388.07,0.02010548655137551,8.135440204195606e-4,0.8838018554332094,0.016163200121081127,0.043706108620410224,0.0029382812587057383,-1242.6592274280085,46.591925726098125,0.2229696973303328,NA,0.7770303026696672,NA
RENOVISOR,matrix_32_ext_0_1,8,100,100,1,0,610.49,388.07,0.018243229589784853,7.808674732073265e-4,0.8951043898025159,0.01654806542001716,0.04146918633097419,0.003179026620077425,-1167.5721303766081,43.78123127548384,0.21227285900800572,NA,0.7877271409919943,NA
RENOVISOR,matrix_32_pos_0_1,2,100,100,0,0,610.49,388.07,0.0507168530717803,0.001970628248136361,0.597709378336072,0.02315144498500929,0.08448819788371256,0.0027480270576451674,-454.7536296114258,124.00607773809001,0.2937893652019769,NA,0.706210634798023,NA
RENOVISOR,matrix_32_pos_0_1,3,100,100,0,0,610.49,388.07,0.03685151334534174,0.001503367258270098,0.715745697683169,0.020582541211341458,0.07095540430092258,0.00284857985322946,-940.5777952648009,100.20367377604498,0.20273160901682932,NA,0.7972683909831707,NA
RENOVISOR,matrix_32_pos_0_1,4,100,100,0,0,610.49,388.07,0.03206081475649013,0.001278988273782901,0.7481856549255147,0.019538116413440644,0.06673530787755108,0.0028429370704851514,-1005.6088084989183,86.87446794481058,0.19008733654559196,NA,0.809912663454408,NA
RENOVISOR,matrix_32_pos_0_1,5,100,100,0,0,610.49,388.07,0.02830140917824328,0.00105381400100509,0.7768076154583656,0.01887371865617252,0.06277656178184123,0.0028277432624929733,-1038.592305113899,75.27905536563739,0.19762926610798937,NA,0.8023707338920106,NA
RENOVISOR,matrix_32_pos_0_1,6,100,100,0,0,610.49,388.07,0.025161792864347624,9.179844271976315e-4,0.80157847171489,0.018473271959890174,0.0591443049736723,0.002958745717036392,-1043.712049299101,68.00654656316115,0.20068159914961262,NA,0.7993184008503874,NA
RENOVISOR,matrix_32_pos_0_1,7,100,100,0,0,610.49,388.07,0.022471126119524926,8.238333170958689e-4,0.822636903296492,0.018081294399387597,0.055864546378740075,0.0029453973550217284,-1026.0675888401156,59.12069605597055,0.196915086139237,NA,0.803084913860763,NA
