analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance
RENOVISOR,matrix_32_pos_0_1,8,100,100,0,0,610.49,388.07,0.020222403113994782,7.070354295971143e-4,0.8377707198019704,0.015967170816329732,0.05339848120606078,0.0027791885233201126,-982.751905102854,48.330917610069925,0.18775694061243903,NA,0.8122430593875609,NA
RENOVISOR,matrix_32_raw_0_1,2,100,100,0,0,610.49,388.07,0.06147922765299145,0.0023955732944850954,0.49715703307462555,0.023049230664916796,0.09626541307097654,0.002867288145352139,108.14099869101699,146.90874065609057,0.1457138130628002,NA,0.8542861869371998,NA
RENOVISOR,matrix_32_raw_0_1,3,100,100,0,0,610.49,388.07,0.04080541618369978,0.0019131546187551008,0.6778241874203887,0.02433582918325114,0.07695920475751299,0.0030877731750352825,-721.6937308848851,117.63050659943872,0.10519029107203155,NA,0.8948097089279684,NA
RENOVISOR,matrix_32_raw_0_1,4,100,100,0,0,610.49,388.07,0.03363214287184652,0.0015070419188133297,0.7311391924411925,0.024100609062236867,0.07023007346193735,0.0031052566187309764,-895.8940024695783,99.98556737402939,0.13143567861478905,NA,0.868564321385211,NA
RENOVISOR,matrix_32_raw_0_1,5,100,100,0,0,610.49,388.07,0.02870645431442229,0.0012250890226006843,0.7765168632556915,0.02316023906616576,0.06397079588423318,0.003276713293678559,-1005.9755251681452,89.92046615011998,0.1477725072209385,NA,0.8522274927790615,NA
RENOVISOR,matrix_32_raw_0_1,6,100,100,1,0,610.49,388.07,0.024713476276722948,0.0010802522523553145,0.8152918443280491,0.020226269689979436,0.058110775073810614,0.003182418718185548,-1067.0106135303504,73.2041903861086,0.15665353262224552,NA,0.8433464673777545,NA
RENOVISOR,matrix_32_raw_0_1,7,100,100,1,0,610.49,388.07,0.021909735362679608,9.591193849538219e-4,0.8361331009807265,0.019263739229469248,0.054685654558262235,0.0032029462989784955,-1049.139204755676,63.79145080667437,0.14936118420379466,NA,0.8506388157962054,NA
RENOVISOR,matrix_32_raw_0_1,8,100,100,1,0,610.49,388.07,0.019531154144151065,8.20702318827874e-4,0.8522197511370868,0.017839660760618253,0.051891876142215104,0.0031230348699220773,-1008.3736666320123,53.84198717290399,0.14611677127350475,NA,0.8538832287264952,NA
RENOVISOR,matrix_32_z_abs,2,100,100,0,0,610.49,388.07,0.04254462015889659,0.0016932598197122114,0.6168234915422188,0.0316913348851536,0.06430419081917027,0.003464865179455942,-1247.6049268128843,116.76724496378012,0.29905828437144655,NA,0.7009417156285535,NA
RENOVISOR,matrix_32_z_abs,3,100,100,0,0,610.49,388.07,0.03610249088544497,0.0014442170868900497,0.6921741742112267,0.02977082352052441,0.05756908976664898,0.0033284132765631813,-1363.3258659849134,92.71780011403959,0.2807455615244014,NA,0.7192544384755987,NA
RENOVISOR,matrix_32_z_abs,4,100,100,0,0,610.49,388.07,0.03167086815136829,0.0012469689071953523,0.7357441489031246,0.027849099179705877,0.05328954848625494,0.0032894113853154596,-1373.5897781790557,78.54769910152491,0.24755627317492465,NA,0.7524437268250753,NA
RENOVISOR,matrix_32_z_abs,5,100,100,0,0,610.49,388.07,0.028169278531866713,0.0010905391797115835,0.7680659987302486,0.026443836333475013,0.04987937397666653,0.003325474033960933,-1345.0182647933784,68.55215458034496,0.21464402100204466,NA,0.7853559789979553,NA
RENOVISOR,matrix_32_z_abs,6,100,100,0,0,610.49,388.07,0.025301218832169615,9.642147607761292e-4,0.7911655150062835,0.025347708333367594,0.04728410180440373,0.003282642155216196,-1289.178580399894,59.227122600901666,0.19017800123267473,NA,0.8098219987673253,NA
RENOVISOR,matrix_32_z_abs,7,100,100,2,0,610.49,388.07,0.022874413168891057,9.289121101847107e-4,0.8105979541035154,0.026082514708042574,0.04497721050455095,0.0035322674688466134,-1221.8883957181897,55.49161352592164,0.17577876915881158,NA,0.8242212308411885,NA
RENOVISOR,matrix_32_z_abs,8,100,100,1,0,610.49,388.07,0.020747643449891964,8.938884893702349e-4,0.8268367721345146,0.026496863703872893,0.04295105072054884,0.003701978828930748,-1146.5871930537598,50.65257554538744,0.1634141720904,NA,0.8365858279096,NA
