"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Careful",68.75,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RIGHTS AND DUTIES",15
"cluster_2","Influencer",28.5714285714286,"PEER-PRESSURE; SOCIALISING; AGREEMENT; RECOGNITION; TRENDS; OWN SIGNIFICANCE",6
