"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,1,1,0.000125
3,4,7,0.000875
4,27,66,0.00825
5,137,537,0.067125
6,536,4300,0.5375
7,1185,12902,1.61275
8,3045,50848,6.356
9,4674,215558,26.94475
10,9494,359943,44.992875
11,11709,400906,50.11325
12,19111,546749,68.343625
13,21073,620908,77.6135
14,26999,751512,93.939
15,28178,776304,97.038
16,30773,797425,99.678125
17,31124,798492,99.8115
18,31706,799722,99.96525
19,31742,799762,99.97025
20,31822,799988,99.9985
