"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,1,1,0.000125
3,1,1,0.000125
4,4,7,0.000875
5,25,438,0.05475
6,87,2523,0.315375
7,261,13845,1.730625
8,647,58574,7.32175
9,1295,227432,28.429
10,2434,294736,36.842
11,3907,361196,45.1495
12,6307,436771,54.596375
13,8457,473544,59.193
14,11893,524173,65.521625
15,13821,540781,67.597625
16,18059,579006,72.37575
17,19253,587964,73.4955
18,25032,674224,84.278
19,25519,679437,84.929625
20,30241,777697,97.212125
