"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,1,1,0.000125
4,18,50,0.00625
5,76,1256,0.157
6,236,6695,0.836875
7,584,141552,17.694
8,1213,178957,22.369625
9,2160,211406,26.42575
10,5375,273246,34.15575
11,7147,302723,37.840375
12,14430,464075,58.009375
13,16899,537504,67.188
14,24454,697847,87.230875
15,26335,733640,91.705
16,30212,784887,98.110875
17,30821,792331,99.041375
18,31674,799466,99.93325
19,31730,799628,99.9535
20,31819,799942,99.99275
