bootstrap_id,country_code,income_band,n,n_draw_country,prop,target_prop,target_prop_effective
95,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
96,CL,<15000,57,78,0.7307692307692307,0.754,0.754
96,CL,>100000,2,78,0.02564102564102564,0.009,0.009
96,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
96,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
96,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
96,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
96,CO,>100000,0,13,0,0.003,0
96,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
96,CO,30000_50000,0,13,0,0.019,0
96,CO,50000_100000,0,13,0,0.008,0
96,MX,<15000,441,517,0.8529980657640233,0.848,0.848
96,MX,>100000,3,517,0.005802707930367505,0.004,0.004
96,MX,15000_30000,50,517,0.09671179883945841,0.112,0.112
96,MX,30000_50000,19,517,0.0367504835589942,0.02799999999999999,0.02799999999999999
96,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
97,CL,<15000,65,78,0.8333333333333334,0.754,0.754
97,CL,>100000,0,78,0,0.009,0.009
97,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
97,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
97,CL,50000_100000,0,78,0,0.024,0.024
97,CO,<15000,13,13,1,0.889,0.9164948453608248
97,CO,>100000,0,13,0,0.003,0
97,CO,15000_30000,0,13,0,0.081,0.08350515463917527
97,CO,30000_50000,0,13,0,0.019,0
97,CO,50000_100000,0,13,0,0.008,0
97,MX,<15000,433,517,0.8375241779497099,0.848,0.848
97,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
97,MX,15000_30000,59,517,0.11411992263056092,0.112,0.112
97,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
97,MX,50000_100000,8,517,0.015473887814313346,0.008,0.008
98,CL,<15000,57,78,0.7307692307692307,0.754,0.754
98,CL,>100000,0,78,0,0.009,0.009
98,CL,15000_30000,9,78,0.11538461538461539,0.161,0.161
98,CL,30000_50000,9,78,0.11538461538461539,0.052,0.052
98,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
98,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
98,CO,>100000,0,13,0,0.003,0
98,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
98,CO,30000_50000,0,13,0,0.019,0
98,CO,50000_100000,0,13,0,0.008,0
98,MX,<15000,440,517,0.851063829787234,0.848,0.848
98,MX,>100000,0,517,0,0.004,0.004
98,MX,15000_30000,60,517,0.11605415860735009,0.112,0.112
98,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
98,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
99,CL,<15000,56,78,0.717948717948718,0.754,0.754
99,CL,>100000,1,78,0.01282051282051282,0.009,0.009
99,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
99,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
99,CL,50000_100000,4,78,0.05128205128205128,0.024,0.024
99,CO,<15000,13,13,1,0.889,0.9164948453608248
99,CO,>100000,0,13,0,0.003,0
99,CO,15000_30000,0,13,0,0.081,0.08350515463917527
99,CO,30000_50000,0,13,0,0.019,0
99,CO,50000_100000,0,13,0,0.008,0
99,MX,<15000,439,517,0.8491295938104448,0.848,0.848
99,MX,>100000,3,517,0.005802707930367505,0.004,0.004
99,MX,15000_30000,54,517,0.10444874274661509,0.112,0.112
99,MX,30000_50000,15,517,0.029013539651837523,0.02799999999999999,0.02799999999999999
99,MX,50000_100000,6,517,0.01160541586073501,0.008,0.008
100,CL,<15000,60,78,0.7692307692307693,0.754,0.754
100,CL,>100000,1,78,0.01282051282051282,0.009,0.009
100,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
100,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
100,CL,50000_100000,0,78,0,0.024,0.024
100,CO,<15000,13,13,1,0.889,0.9164948453608248
100,CO,>100000,0,13,0,0.003,0
100,CO,15000_30000,0,13,0,0.081,0.08350515463917527
100,CO,30000_50000,0,13,0,0.019,0
100,CO,50000_100000,0,13,0,0.008,0
100,MX,<15000,442,517,0.8549323017408124,0.848,0.848
100,MX,>100000,0,517,0,0.004,0.004
100,MX,15000_30000,55,517,0.10638297872340426,0.112,0.112
100,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
100,MX,50000_100000,6,517,0.01160541586073501,0.008,0.008
101,CL,<15000,60,78,0.7692307692307693,0.754,0.754
101,CL,>100000,0,78,0,0.009,0.009
101,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
101,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
101,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
101,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
101,CO,>100000,0,13,0,0.003,0
101,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
101,CO,30000_50000,0,13,0,0.019,0
101,CO,50000_100000,0,13,0,0.008,0
101,MX,<15000,458,517,0.8858800773694391,0.848,0.848
101,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
101,MX,15000_30000,44,517,0.0851063829787234,0.112,0.112
101,MX,30000_50000,13,517,0.025145067698259187,0.02799999999999999,0.02799999999999999
101,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
102,CL,<15000,59,78,0.7564102564102564,0.754,0.754
102,CL,>100000,0,78,0,0.009,0.009
102,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
102,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
102,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
102,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
102,CO,>100000,0,13,0,0.003,0
102,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
102,CO,30000_50000,0,13,0,0.019,0
102,CO,50000_100000,0,13,0,0.008,0
102,MX,<15000,436,517,0.8433268858800773,0.848,0.848
102,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
102,MX,15000_30000,59,517,0.11411992263056092,0.112,0.112
102,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
102,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
103,CL,<15000,60,78,0.7692307692307693,0.754,0.754
103,CL,>100000,1,78,0.01282051282051282,0.009,0.009
103,CL,15000_30000,10,78,0.1282051282051282,0.161,0.161
103,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
103,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
103,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
103,CO,>100000,0,13,0,0.003,0
103,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
103,CO,30000_50000,0,13,0,0.019,0
103,CO,50000_100000,0,13,0,0.008,0
103,MX,<15000,444,517,0.8588007736943907,0.848,0.848
103,MX,>100000,3,517,0.005802707930367505,0.004,0.004
103,MX,15000_30000,46,517,0.08897485493230174,0.112,0.112
103,MX,30000_50000,18,517,0.03481624758220503,0.02799999999999999,0.02799999999999999
103,MX,50000_100000,6,517,0.01160541586073501,0.008,0.008
104,CL,<15000,55,78,0.7051282051282052,0.754,0.754
104,CL,>100000,0,78,0,0.009,0.009
104,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
104,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
104,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
104,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
104,CO,>100000,0,13,0,0.003,0
104,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
104,CO,30000_50000,0,13,0,0.019,0
104,CO,50000_100000,0,13,0,0.008,0
104,MX,<15000,428,517,0.8278529980657641,0.848,0.848
104,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
104,MX,15000_30000,64,517,0.12379110251450677,0.112,0.112
104,MX,30000_50000,20,517,0.03868471953578337,0.02799999999999999,0.02799999999999999
104,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
105,CL,<15000,60,78,0.7692307692307693,0.754,0.754
105,CL,>100000,2,78,0.02564102564102564,0.009,0.009
105,CL,15000_30000,14,78,0.1794871794871795,0.161,0.161
105,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
105,CL,50000_100000,0,78,0,0.024,0.024
105,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
105,CO,>100000,0,13,0,0.003,0
105,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
105,CO,30000_50000,0,13,0,0.019,0
105,CO,50000_100000,0,13,0,0.008,0
105,MX,<15000,436,517,0.8433268858800773,0.848,0.848
105,MX,>100000,0,517,0,0.004,0.004
105,MX,15000_30000,63,517,0.1218568665377176,0.112,0.112
105,MX,30000_50000,11,517,0.02127659574468085,0.02799999999999999,0.02799999999999999
105,MX,50000_100000,7,517,0.013539651837524178,0.008,0.008
106,CL,<15000,58,78,0.7435897435897436,0.754,0.754
106,CL,>100000,0,78,0,0.009,0.009
106,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
106,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
106,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
106,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
106,CO,>100000,0,13,0,0.003,0
106,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
106,CO,30000_50000,0,13,0,0.019,0
106,CO,50000_100000,0,13,0,0.008,0
106,MX,<15000,443,517,0.8568665377176016,0.848,0.848
106,MX,>100000,5,517,0.009671179883945842,0.004,0.004
106,MX,15000_30000,53,517,0.10251450676982592,0.112,0.112
106,MX,30000_50000,11,517,0.02127659574468085,0.02799999999999999,0.02799999999999999
106,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
107,CL,<15000,65,78,0.8333333333333334,0.754,0.754
107,CL,>100000,0,78,0,0.009,0.009
107,CL,15000_30000,9,78,0.11538461538461539,0.161,0.161
107,CL,30000_50000,1,78,0.01282051282051282,0.052,0.052
107,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
107,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
107,CO,>100000,0,13,0,0.003,0
107,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
107,CO,30000_50000,0,13,0,0.019,0
107,CO,50000_100000,0,13,0,0.008,0
107,MX,<15000,430,517,0.8317214700193424,0.848,0.848
107,MX,>100000,3,517,0.005802707930367505,0.004,0.004
107,MX,15000_30000,58,517,0.11218568665377177,0.112,0.112
107,MX,30000_50000,24,517,0.04642166344294004,0.02799999999999999,0.02799999999999999
107,MX,50000_100000,2,517,0.0038684719535783366,0.008,0.008
108,CL,<15000,55,78,0.7051282051282052,0.754,0.754
108,CL,>100000,0,78,0,0.009,0.009
108,CL,15000_30000,16,78,0.20512820512820512,0.161,0.161
108,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
108,CL,50000_100000,4,78,0.05128205128205128,0.024,0.024
108,CO,<15000,13,13,1,0.889,0.9164948453608248
108,CO,>100000,0,13,0,0.003,0
108,CO,15000_30000,0,13,0,0.081,0.08350515463917527
108,CO,30000_50000,0,13,0,0.019,0
108,CO,50000_100000,0,13,0,0.008,0
108,MX,<15000,445,517,0.8607350096711799,0.848,0.848
108,MX,>100000,0,517,0,0.004,0.004
108,MX,15000_30000,51,517,0.09864603481624758,0.112,0.112
108,MX,30000_50000,17,517,0.03288201160541586,0.02799999999999999,0.02799999999999999
108,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
109,CL,<15000,58,78,0.7435897435897436,0.754,0.754
109,CL,>100000,2,78,0.02564102564102564,0.009,0.009
109,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
109,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
109,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
109,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
109,CO,>100000,0,13,0,0.003,0
109,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
109,CO,30000_50000,0,13,0,0.019,0
109,CO,50000_100000,0,13,0,0.008,0
109,MX,<15000,444,517,0.8588007736943907,0.848,0.848
109,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
109,MX,15000_30000,51,517,0.09864603481624758,0.112,0.112
109,MX,30000_50000,15,517,0.029013539651837523,0.02799999999999999,0.02799999999999999
109,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
110,CL,<15000,56,78,0.717948717948718,0.754,0.754
110,CL,>100000,0,78,0,0.009,0.009
110,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
110,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
110,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
110,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
110,CO,>100000,0,13,0,0.003,0
110,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
110,CO,30000_50000,0,13,0,0.019,0
110,CO,50000_100000,0,13,0,0.008,0
110,MX,<15000,457,517,0.8839458413926499,0.848,0.848
110,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
110,MX,15000_30000,41,517,0.07930367504835589,0.112,0.112
110,MX,30000_50000,13,517,0.025145067698259187,0.02799999999999999,0.02799999999999999
110,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
111,CL,<15000,57,78,0.7307692307692307,0.754,0.754
111,CL,>100000,0,78,0,0.009,0.009
111,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
111,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
111,CL,50000_100000,5,78,0.0641025641025641,0.024,0.024
111,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
111,CO,>100000,0,13,0,0.003,0
111,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
111,CO,30000_50000,0,13,0,0.019,0
111,CO,50000_100000,0,13,0,0.008,0
111,MX,<15000,451,517,0.8723404255319149,0.848,0.848
111,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
111,MX,15000_30000,48,517,0.09284332688588008,0.112,0.112
111,MX,30000_50000,11,517,0.02127659574468085,0.02799999999999999,0.02799999999999999
111,MX,50000_100000,6,517,0.01160541586073501,0.008,0.008
112,CL,<15000,55,78,0.7051282051282052,0.754,0.754
112,CL,>100000,0,78,0,0.009,0.009
112,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
112,CL,30000_50000,7,78,0.08974358974358974,0.052,0.052
112,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
112,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
112,CO,>100000,0,13,0,0.003,0
112,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
112,CO,30000_50000,0,13,0,0.019,0
112,CO,50000_100000,0,13,0,0.008,0
112,MX,<15000,434,517,0.839458413926499,0.848,0.848
112,MX,>100000,4,517,0.007736943907156673,0.004,0.004
112,MX,15000_30000,56,517,0.10831721470019343,0.112,0.112
112,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
112,MX,50000_100000,7,517,0.013539651837524178,0.008,0.008
113,CL,<15000,56,78,0.717948717948718,0.754,0.754
113,CL,>100000,0,78,0,0.009,0.009
113,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
113,CL,30000_50000,8,78,0.10256410256410256,0.052,0.052
113,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
113,CO,<15000,13,13,1,0.889,0.9164948453608248
113,CO,>100000,0,13,0,0.003,0
113,CO,15000_30000,0,13,0,0.081,0.08350515463917527
113,CO,30000_50000,0,13,0,0.019,0
113,CO,50000_100000,0,13,0,0.008,0
113,MX,<15000,445,517,0.8607350096711799,0.848,0.848
113,MX,>100000,0,517,0,0.004,0.004
113,MX,15000_30000,56,517,0.10831721470019343,0.112,0.112
113,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
113,MX,50000_100000,2,517,0.0038684719535783366,0.008,0.008
114,CL,<15000,58,78,0.7435897435897436,0.754,0.754
114,CL,>100000,1,78,0.01282051282051282,0.009,0.009
114,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
114,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
114,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
114,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
114,CO,>100000,0,13,0,0.003,0
114,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
114,CO,30000_50000,0,13,0,0.019,0
114,CO,50000_100000,0,13,0,0.008,0
114,MX,<15000,432,517,0.8355899419729207,0.848,0.848
114,MX,>100000,4,517,0.007736943907156673,0.004,0.004
114,MX,15000_30000,63,517,0.1218568665377176,0.112,0.112
114,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
114,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
115,CL,<15000,60,78,0.7692307692307693,0.754,0.754
115,CL,>100000,1,78,0.01282051282051282,0.009,0.009
115,CL,15000_30000,10,78,0.1282051282051282,0.161,0.161
115,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
115,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
115,CO,<15000,10,13,0.7692307692307693,0.889,0.9164948453608248
115,CO,>100000,0,13,0,0.003,0
115,CO,15000_30000,3,13,0.23076923076923078,0.081,0.08350515463917527
115,CO,30000_50000,0,13,0,0.019,0
115,CO,50000_100000,0,13,0,0.008,0
115,MX,<15000,433,517,0.8375241779497099,0.848,0.848
115,MX,>100000,0,517,0,0.004,0.004
115,MX,15000_30000,58,517,0.11218568665377177,0.112,0.112
115,MX,30000_50000,25,517,0.048355899419729204,0.02799999999999999,0.02799999999999999
115,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
116,CL,<15000,57,78,0.7307692307692307,0.754,0.754
116,CL,>100000,1,78,0.01282051282051282,0.009,0.009
116,CL,15000_30000,16,78,0.20512820512820512,0.161,0.161
116,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
116,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
116,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
116,CO,>100000,0,13,0,0.003,0
116,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
116,CO,30000_50000,0,13,0,0.019,0
116,CO,50000_100000,0,13,0,0.008,0
116,MX,<15000,455,517,0.8800773694390716,0.848,0.848
116,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
116,MX,15000_30000,47,517,0.09090909090909091,0.112,0.112
116,MX,30000_50000,10,517,0.019342359767891684,0.02799999999999999,0.02799999999999999
116,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
117,CL,<15000,63,78,0.8076923076923077,0.754,0.754
117,CL,>100000,1,78,0.01282051282051282,0.009,0.009
117,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
117,CL,30000_50000,1,78,0.01282051282051282,0.052,0.052
117,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
117,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
117,CO,>100000,0,13,0,0.003,0
117,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
117,CO,30000_50000,0,13,0,0.019,0
117,CO,50000_100000,0,13,0,0.008,0
117,MX,<15000,423,517,0.8181818181818182,0.848,0.848
117,MX,>100000,0,517,0,0.004,0.004
117,MX,15000_30000,72,517,0.13926499032882012,0.112,0.112
117,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
117,MX,50000_100000,6,517,0.01160541586073501,0.008,0.008
118,CL,<15000,65,78,0.8333333333333334,0.754,0.754
118,CL,>100000,0,78,0,0.009,0.009
118,CL,15000_30000,9,78,0.11538461538461539,0.161,0.161
118,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
118,CL,50000_100000,0,78,0,0.024,0.024
118,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
118,CO,>100000,0,13,0,0.003,0
118,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
118,CO,30000_50000,0,13,0,0.019,0
118,CO,50000_100000,0,13,0,0.008,0
118,MX,<15000,437,517,0.8452611218568665,0.848,0.848
118,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
118,MX,15000_30000,57,517,0.1102514506769826,0.112,0.112
118,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
118,MX,50000_100000,6,517,0.01160541586073501,0.008,0.008
119,CL,<15000,54,78,0.6923076923076923,0.754,0.754
119,CL,>100000,1,78,0.01282051282051282,0.009,0.009
119,CL,15000_30000,19,78,0.24358974358974358,0.161,0.161
119,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
119,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
119,CO,<15000,8,13,0.6153846153846154,0.889,0.9164948453608248
119,CO,>100000,0,13,0,0.003,0
119,CO,15000_30000,5,13,0.38461538461538464,0.081,0.08350515463917527
119,CO,30000_50000,0,13,0,0.019,0
119,CO,50000_100000,0,13,0,0.008,0
119,MX,<15000,464,517,0.8974854932301741,0.848,0.848
119,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
119,MX,15000_30000,31,517,0.059961315280464215,0.112,0.112
119,MX,30000_50000,17,517,0.03288201160541586,0.02799999999999999,0.02799999999999999
119,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
120,CL,<15000,60,78,0.7692307692307693,0.754,0.754
120,CL,>100000,1,78,0.01282051282051282,0.009,0.009
120,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
120,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
120,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
120,CO,<15000,13,13,1,0.889,0.9164948453608248
120,CO,>100000,0,13,0,0.003,0
120,CO,15000_30000,0,13,0,0.081,0.08350515463917527
120,CO,30000_50000,0,13,0,0.019,0
120,CO,50000_100000,0,13,0,0.008,0
120,MX,<15000,433,517,0.8375241779497099,0.848,0.848
120,MX,>100000,0,517,0,0.004,0.004
120,MX,15000_30000,61,517,0.11798839458413926,0.112,0.112
120,MX,30000_50000,22,517,0.0425531914893617,0.02799999999999999,0.02799999999999999
120,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
121,CL,<15000,58,78,0.7435897435897436,0.754,0.754
121,CL,>100000,0,78,0,0.009,0.009
121,CL,15000_30000,16,78,0.20512820512820512,0.161,0.161
121,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
121,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
121,CO,<15000,10,13,0.7692307692307693,0.889,0.9164948453608248
121,CO,>100000,0,13,0,0.003,0
121,CO,15000_30000,3,13,0.23076923076923078,0.081,0.08350515463917527
121,CO,30000_50000,0,13,0,0.019,0
121,CO,50000_100000,0,13,0,0.008,0
121,MX,<15000,434,517,0.839458413926499,0.848,0.848
121,MX,>100000,0,517,0,0.004,0.004
121,MX,15000_30000,66,517,0.1276595744680851,0.112,0.112
121,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
121,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
122,CL,<15000,56,78,0.717948717948718,0.754,0.754
122,CL,>100000,0,78,0,0.009,0.009
122,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
122,CL,30000_50000,8,78,0.10256410256410256,0.052,0.052
122,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
122,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
122,CO,>100000,0,13,0,0.003,0
122,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
122,CO,30000_50000,0,13,0,0.019,0
122,CO,50000_100000,0,13,0,0.008,0
122,MX,<15000,445,517,0.8607350096711799,0.848,0.848
122,MX,>100000,3,517,0.005802707930367505,0.004,0.004
122,MX,15000_30000,49,517,0.09477756286266925,0.112,0.112
122,MX,30000_50000,11,517,0.02127659574468085,0.02799999999999999,0.02799999999999999
122,MX,50000_100000,9,517,0.017408123791102514,0.008,0.008
123,CL,<15000,61,78,0.782051282051282,0.754,0.754
123,CL,>100000,2,78,0.02564102564102564,0.009,0.009
123,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
123,CL,30000_50000,1,78,0.01282051282051282,0.052,0.052
123,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
123,CO,<15000,13,13,1,0.889,0.9164948453608248
123,CO,>100000,0,13,0,0.003,0
123,CO,15000_30000,0,13,0,0.081,0.08350515463917527
123,CO,30000_50000,0,13,0,0.019,0
123,CO,50000_100000,0,13,0,0.008,0
123,MX,<15000,435,517,0.8413926499032882,0.848,0.848
123,MX,>100000,3,517,0.005802707930367505,0.004,0.004
123,MX,15000_30000,66,517,0.1276595744680851,0.112,0.112
123,MX,30000_50000,8,517,0.015473887814313346,0.02799999999999999,0.02799999999999999
123,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
124,CL,<15000,58,78,0.7435897435897436,0.754,0.754
124,CL,>100000,0,78,0,0.009,0.009
124,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
124,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
124,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
124,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
124,CO,>100000,0,13,0,0.003,0
124,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
124,CO,30000_50000,0,13,0,0.019,0
124,CO,50000_100000,0,13,0,0.008,0
124,MX,<15000,437,517,0.8452611218568665,0.848,0.848
124,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
124,MX,15000_30000,55,517,0.10638297872340426,0.112,0.112
124,MX,30000_50000,15,517,0.029013539651837523,0.02799999999999999,0.02799999999999999
124,MX,50000_100000,8,517,0.015473887814313346,0.008,0.008
125,CL,<15000,63,78,0.8076923076923077,0.754,0.754
125,CL,>100000,0,78,0,0.009,0.009
125,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
125,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
125,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
125,CO,<15000,13,13,1,0.889,0.9164948453608248
125,CO,>100000,0,13,0,0.003,0
125,CO,15000_30000,0,13,0,0.081,0.08350515463917527
125,CO,30000_50000,0,13,0,0.019,0
125,CO,50000_100000,0,13,0,0.008,0
125,MX,<15000,436,517,0.8433268858800773,0.848,0.848
125,MX,>100000,0,517,0,0.004,0.004
125,MX,15000_30000,62,517,0.11992263056092843,0.112,0.112
125,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
125,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
126,CL,<15000,60,78,0.7692307692307693,0.754,0.754
126,CL,>100000,1,78,0.01282051282051282,0.009,0.009
126,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
126,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
126,CL,50000_100000,0,78,0,0.024,0.024
126,CO,<15000,13,13,1,0.889,0.9164948453608248
126,CO,>100000,0,13,0,0.003,0
126,CO,15000_30000,0,13,0,0.081,0.08350515463917527
126,CO,30000_50000,0,13,0,0.019,0
126,CO,50000_100000,0,13,0,0.008,0
126,MX,<15000,438,517,0.8471953578336557,0.848,0.848
126,MX,>100000,4,517,0.007736943907156673,0.004,0.004
126,MX,15000_30000,58,517,0.11218568665377177,0.112,0.112
126,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
