bootstrap_id,country_code,n_draws,n_unique_people,unique_share
525,CO,13,2,0.15384615384615385
525,MX,517,226,0.437137330754352
526,CL,78,43,0.5512820512820513
526,CO,13,3,0.23076923076923078
526,MX,517,224,0.4332688588007737
527,CL,78,36,0.46153846153846156
527,CO,13,3,0.23076923076923078
527,MX,517,230,0.4448742746615087
528,CL,78,41,0.5256410256410257
528,CO,13,3,0.23076923076923078
528,MX,517,226,0.437137330754352
529,CL,78,37,0.47435897435897434
529,CO,13,3,0.23076923076923078
529,MX,517,223,0.43133462282398455
530,CL,78,43,0.5512820512820513
530,CO,13,3,0.23076923076923078
530,MX,517,226,0.437137330754352
531,CL,78,36,0.46153846153846156
531,CO,13,2,0.15384615384615385
531,MX,517,222,0.42940038684719534
532,CL,78,37,0.47435897435897434
532,CO,13,3,0.23076923076923078
532,MX,517,215,0.4158607350096712
533,CL,78,38,0.48717948717948717
533,CO,13,2,0.15384615384615385
533,MX,517,233,0.4506769825918762
534,CL,78,38,0.48717948717948717
534,CO,13,3,0.23076923076923078
534,MX,517,227,0.43907156673114117
535,CL,78,35,0.44871794871794873
535,CO,13,2,0.15384615384615385
535,MX,517,222,0.42940038684719534
536,CL,78,37,0.47435897435897434
536,CO,13,3,0.23076923076923078
536,MX,517,221,0.4274661508704062
537,CL,78,37,0.47435897435897434
537,CO,13,3,0.23076923076923078
537,MX,517,231,0.44680851063829785
538,CL,78,38,0.48717948717948717
538,CO,13,2,0.15384615384615385
538,MX,517,232,0.44874274661508706
539,CL,78,40,0.5128205128205128
539,CO,13,3,0.23076923076923078
539,MX,517,232,0.44874274661508706
540,CL,78,39,0.5
540,CO,13,2,0.15384615384615385
540,MX,517,231,0.44680851063829785
541,CL,78,37,0.47435897435897434
541,CO,13,2,0.15384615384615385
541,MX,517,227,0.43907156673114117
542,CL,78,35,0.44871794871794873
542,CO,13,3,0.23076923076923078
542,MX,517,221,0.4274661508704062
543,CL,78,39,0.5
543,CO,13,3,0.23076923076923078
543,MX,517,234,0.4526112185686654
544,CL,78,36,0.46153846153846156
544,CO,13,2,0.15384615384615385
544,MX,517,223,0.43133462282398455
545,CL,78,40,0.5128205128205128
545,CO,13,3,0.23076923076923078
545,MX,517,223,0.43133462282398455
546,CL,78,38,0.48717948717948717
546,CO,13,3,0.23076923076923078
546,MX,517,232,0.44874274661508706
547,CL,78,35,0.44871794871794873
547,CO,13,3,0.23076923076923078
547,MX,517,235,0.45454545454545453
548,CL,78,41,0.5256410256410257
548,CO,13,2,0.15384615384615385
548,MX,517,230,0.4448742746615087
549,CL,78,36,0.46153846153846156
549,CO,13,3,0.23076923076923078
549,MX,517,223,0.43133462282398455
550,CL,78,42,0.5384615384615384
550,CO,13,3,0.23076923076923078
550,MX,517,218,0.42166344294003866
551,CL,78,36,0.46153846153846156
551,CO,13,3,0.23076923076923078
551,MX,517,216,0.41779497098646035
552,CL,78,37,0.47435897435897434
552,CO,13,2,0.15384615384615385
552,MX,517,230,0.4448742746615087
553,CL,78,38,0.48717948717948717
553,CO,13,3,0.23076923076923078
553,MX,517,221,0.4274661508704062
554,CL,78,43,0.5512820512820513
554,CO,13,3,0.23076923076923078
554,MX,517,227,0.43907156673114117
555,CL,78,38,0.48717948717948717
555,CO,13,2,0.15384615384615385
555,MX,517,223,0.43133462282398455
556,CL,78,38,0.48717948717948717
556,CO,13,3,0.23076923076923078
556,MX,517,232,0.44874274661508706
557,CL,78,41,0.5256410256410257
557,CO,13,3,0.23076923076923078
557,MX,517,229,0.44294003868471954
558,CL,78,43,0.5512820512820513
558,CO,13,3,0.23076923076923078
558,MX,517,233,0.4506769825918762
559,CL,78,38,0.48717948717948717
559,CO,13,3,0.23076923076923078
559,MX,517,224,0.4332688588007737
560,CL,78,37,0.47435897435897434
560,CO,13,3,0.23076923076923078
560,MX,517,225,0.43520309477756286
561,CL,78,40,0.5128205128205128
561,CO,13,3,0.23076923076923078
561,MX,517,225,0.43520309477756286
562,CL,78,39,0.5
562,CO,13,3,0.23076923076923078
562,MX,517,227,0.43907156673114117
563,CL,78,40,0.5128205128205128
563,CO,13,3,0.23076923076923078
563,MX,517,219,0.42359767891682787
564,CL,78,40,0.5128205128205128
564,CO,13,3,0.23076923076923078
564,MX,517,221,0.4274661508704062
565,CL,78,36,0.46153846153846156
565,CO,13,3,0.23076923076923078
565,MX,517,233,0.4506769825918762
566,CL,78,39,0.5
566,CO,13,3,0.23076923076923078
566,MX,517,225,0.43520309477756286
567,CL,78,41,0.5256410256410257
567,CO,13,3,0.23076923076923078
567,MX,517,231,0.44680851063829785
568,CL,78,35,0.44871794871794873
568,CO,13,3,0.23076923076923078
568,MX,517,222,0.42940038684719534
569,CL,78,41,0.5256410256410257
569,CO,13,3,0.23076923076923078
569,MX,517,223,0.43133462282398455
570,CL,78,44,0.5641025641025641
570,CO,13,3,0.23076923076923078
570,MX,517,213,0.4119922630560928
571,CL,78,37,0.47435897435897434
571,CO,13,3,0.23076923076923078
571,MX,517,228,0.4410058027079304
572,CL,78,41,0.5256410256410257
572,CO,13,3,0.23076923076923078
572,MX,517,225,0.43520309477756286
573,CL,78,40,0.5128205128205128
573,CO,13,3,0.23076923076923078
573,MX,517,218,0.42166344294003866
574,CL,78,38,0.48717948717948717
574,CO,13,2,0.15384615384615385
574,MX,517,225,0.43520309477756286
575,CL,78,40,0.5128205128205128
575,CO,13,3,0.23076923076923078
575,MX,517,219,0.42359767891682787
576,CL,78,39,0.5
576,CO,13,3,0.23076923076923078
576,MX,517,235,0.45454545454545453
577,CL,78,43,0.5512820512820513
577,CO,13,2,0.15384615384615385
577,MX,517,227,0.43907156673114117
578,CL,78,43,0.5512820512820513
578,CO,13,3,0.23076923076923078
578,MX,517,232,0.44874274661508706
579,CL,78,36,0.46153846153846156
579,CO,13,2,0.15384615384615385
579,MX,517,217,0.4197292069632495
580,CL,78,35,0.44871794871794873
580,CO,13,3,0.23076923076923078
580,MX,517,229,0.44294003868471954
581,CL,78,37,0.47435897435897434
581,CO,13,3,0.23076923076923078
581,MX,517,226,0.437137330754352
582,CL,78,43,0.5512820512820513
582,CO,13,2,0.15384615384615385
582,MX,517,222,0.42940038684719534
583,CL,78,41,0.5256410256410257
583,CO,13,3,0.23076923076923078
583,MX,517,229,0.44294003868471954
584,CL,78,38,0.48717948717948717
584,CO,13,3,0.23076923076923078
584,MX,517,230,0.4448742746615087
585,CL,78,41,0.5256410256410257
585,CO,13,3,0.23076923076923078
585,MX,517,224,0.4332688588007737
586,CL,78,35,0.44871794871794873
586,CO,13,2,0.15384615384615385
586,MX,517,226,0.437137330754352
587,CL,78,38,0.48717948717948717
587,CO,13,2,0.15384615384615385
587,MX,517,237,0.4584139264990329
588,CL,78,35,0.44871794871794873
588,CO,13,3,0.23076923076923078
588,MX,517,217,0.4197292069632495
589,CL,78,38,0.48717948717948717
589,CO,13,3,0.23076923076923078
589,MX,517,217,0.4197292069632495
590,CL,78,41,0.5256410256410257
590,CO,13,3,0.23076923076923078
590,MX,517,227,0.43907156673114117
591,CL,78,36,0.46153846153846156
591,CO,13,3,0.23076923076923078
591,MX,517,220,0.425531914893617
592,CL,78,35,0.44871794871794873
592,CO,13,2,0.15384615384615385
592,MX,517,228,0.4410058027079304
593,CL,78,39,0.5
593,CO,13,3,0.23076923076923078
593,MX,517,236,0.4564796905222437
594,CL,78,40,0.5128205128205128
594,CO,13,3,0.23076923076923078
594,MX,517,226,0.437137330754352
595,CL,78,39,0.5
595,CO,13,3,0.23076923076923078
595,MX,517,224,0.4332688588007737
596,CL,78,37,0.47435897435897434
596,CO,13,2,0.15384615384615385
596,MX,517,231,0.44680851063829785
597,CL,78,41,0.5256410256410257
597,CO,13,3,0.23076923076923078
597,MX,517,229,0.44294003868471954
598,CL,78,36,0.46153846153846156
598,CO,13,3,0.23076923076923078
598,MX,517,229,0.44294003868471954
599,CL,78,41,0.5256410256410257
599,CO,13,3,0.23076923076923078
599,MX,517,226,0.437137330754352
600,CL,78,41,0.5256410256410257
600,CO,13,3,0.23076923076923078
600,MX,517,239,0.4622823984526112
601,CL,78,41,0.5256410256410257
601,CO,13,3,0.23076923076923078
601,MX,517,229,0.44294003868471954
602,CL,78,42,0.5384615384615384
602,CO,13,3,0.23076923076923078
602,MX,517,232,0.44874274661508706
603,CL,78,40,0.5128205128205128
603,CO,13,3,0.23076923076923078
603,MX,517,229,0.44294003868471954
604,CL,78,37,0.47435897435897434
604,CO,13,3,0.23076923076923078
604,MX,517,228,0.4410058027079304
605,CL,78,38,0.48717948717948717
605,CO,13,3,0.23076923076923078
605,MX,517,221,0.4274661508704062
606,CL,78,37,0.47435897435897434
606,CO,13,3,0.23076923076923078
606,MX,517,221,0.4274661508704062
607,CL,78,37,0.47435897435897434
607,CO,13,3,0.23076923076923078
607,MX,517,222,0.42940038684719534
608,CL,78,38,0.48717948717948717
608,CO,13,3,0.23076923076923078
608,MX,517,226,0.437137330754352
609,CL,78,36,0.46153846153846156
609,CO,13,3,0.23076923076923078
609,MX,517,226,0.437137330754352
610,CL,78,38,0.48717948717948717
610,CO,13,3,0.23076923076923078
610,MX,517,215,0.4158607350096712
611,CL,78,39,0.5
611,CO,13,3,0.23076923076923078
611,MX,517,221,0.4274661508704062
612,CL,78,37,0.47435897435897434
612,CO,13,3,0.23076923076923078
612,MX,517,219,0.42359767891682787
613,CL,78,38,0.48717948717948717
613,CO,13,3,0.23076923076923078
613,MX,517,226,0.437137330754352
614,CL,78,38,0.48717948717948717
614,CO,13,2,0.15384615384615385
614,MX,517,238,0.46034816247582205
615,CL,78,43,0.5512820512820513
615,CO,13,3,0.23076923076923078
615,MX,517,228,0.4410058027079304
616,CL,78,41,0.5256410256410257
616,CO,13,3,0.23076923076923078
616,MX,517,216,0.41779497098646035
617,CL,78,37,0.47435897435897434
617,CO,13,2,0.15384615384615385
617,MX,517,221,0.4274661508704062
618,CL,78,39,0.5
618,CO,13,2,0.15384615384615385
618,MX,517,231,0.44680851063829785
619,CL,78,38,0.48717948717948717
619,CO,13,3,0.23076923076923078
619,MX,517,234,0.4526112185686654
620,CL,78,36,0.46153846153846156
620,CO,13,3,0.23076923076923078
620,MX,517,222,0.42940038684719534
621,CL,78,40,0.5128205128205128
621,CO,13,3,0.23076923076923078
621,MX,517,226,0.437137330754352
622,CL,78,38,0.48717948717948717
622,CO,13,2,0.15384615384615385
622,MX,517,222,0.42940038684719534
623,CL,78,34,0.4358974358974359
623,CO,13,2,0.15384615384615385
623,MX,517,230,0.4448742746615087
624,CL,78,39,0.5
624,CO,13,3,0.23076923076923078
624,MX,517,222,0.42940038684719534
625,CL,78,34,0.4358974358974359
625,CO,13,2,0.15384615384615385
625,MX,517,208,0.402321083172147
626,CL,78,41,0.5256410256410257
626,CO,13,3,0.23076923076923078
626,MX,517,230,0.4448742746615087
627,CL,78,39,0.5
627,CO,13,3,0.23076923076923078
627,MX,517,229,0.44294003868471954
628,CL,78,38,0.48717948717948717
628,CO,13,3,0.23076923076923078
628,MX,517,220,0.425531914893617
629,CL,78,40,0.5128205128205128
629,CO,13,3,0.23076923076923078
629,MX,517,229,0.44294003868471954
630,CL,78,39,0.5
630,CO,13,2,0.15384615384615385
630,MX,517,218,0.42166344294003866
631,CL,78,35,0.44871794871794873
631,CO,13,3,0.23076923076923078
631,MX,517,227,0.43907156673114117
632,CL,78,40,0.5128205128205128
632,CO,13,3,0.23076923076923078
632,MX,517,223,0.43133462282398455
633,CL,78,36,0.46153846153846156
633,CO,13,3,0.23076923076923078
633,MX,517,233,0.4506769825918762
634,CL,78,39,0.5
634,CO,13,3,0.23076923076923078
634,MX,517,226,0.437137330754352
635,CL,78,40,0.5128205128205128
635,CO,13,3,0.23076923076923078
635,MX,517,231,0.44680851063829785
636,CL,78,41,0.5256410256410257
636,CO,13,2,0.15384615384615385
636,MX,517,226,0.437137330754352
637,CL,78,40,0.5128205128205128
637,CO,13,3,0.23076923076923078
637,MX,517,224,0.4332688588007737
638,CL,78,35,0.44871794871794873
638,CO,13,3,0.23076923076923078
638,MX,517,233,0.4506769825918762
639,CL,78,42,0.5384615384615384
639,CO,13,3,0.23076923076923078
639,MX,517,221,0.4274661508704062
640,CL,78,42,0.5384615384615384
640,CO,13,2,0.15384615384615385
640,MX,517,220,0.425531914893617
641,CL,78,29,0.3717948717948718
641,CO,13,2,0.15384615384615385
641,MX,517,223,0.43133462282398455
642,CL,78,40,0.5128205128205128
642,CO,13,3,0.23076923076923078
642,MX,517,231,0.44680851063829785
643,CL,78,37,0.47435897435897434
643,CO,13,3,0.23076923076923078
643,MX,517,233,0.4506769825918762
644,CL,78,36,0.46153846153846156
644,CO,13,3,0.23076923076923078
644,MX,517,236,0.4564796905222437
645,CL,78,39,0.5
645,CO,13,3,0.23076923076923078
645,MX,517,234,0.4526112185686654
646,CL,78,36,0.46153846153846156
646,CO,13,3,0.23076923076923078
646,MX,517,230,0.4448742746615087
647,CL,78,34,0.4358974358974359
647,CO,13,3,0.23076923076923078
647,MX,517,223,0.43133462282398455
648,CL,78,38,0.48717948717948717
648,CO,13,3,0.23076923076923078
648,MX,517,225,0.43520309477756286
649,CL,78,34,0.4358974358974359
649,CO,13,3,0.23076923076923078
649,MX,517,229,0.44294003868471954
650,CL,78,41,0.5256410256410257
650,CO,13,3,0.23076923076923078
650,MX,517,228,0.4410058027079304
651,CL,78,39,0.5
651,CO,13,2,0.15384615384615385
651,MX,517,228,0.4410058027079304
652,CL,78,38,0.48717948717948717
652,CO,13,2,0.15384615384615385
652,MX,517,224,0.4332688588007737
653,CL,78,35,0.44871794871794873
653,CO,13,3,0.23076923076923078
653,MX,517,220,0.425531914893617
654,CL,78,39,0.5
654,CO,13,3,0.23076923076923078
654,MX,517,228,0.4410058027079304
655,CL,78,41,0.5256410256410257
655,CO,13,3,0.23076923076923078
655,MX,517,236,0.4564796905222437
656,CL,78,39,0.5
656,CO,13,3,0.23076923076923078
656,MX,517,228,0.4410058027079304
657,CL,78,36,0.46153846153846156
657,CO,13,2,0.15384615384615385
657,MX,517,223,0.43133462282398455
658,CL,78,40,0.5128205128205128
658,CO,13,2,0.15384615384615385
658,MX,517,222,0.42940038684719534
659,CL,78,41,0.5256410256410257
659,CO,13,2,0.15384615384615385
659,MX,517,230,0.4448742746615087
660,CL,78,35,0.44871794871794873
660,CO,13,3,0.23076923076923078
660,MX,517,221,0.4274661508704062
661,CL,78,42,0.5384615384615384
661,CO,13,3,0.23076923076923078
661,MX,517,224,0.4332688588007737
662,CL,78,36,0.46153846153846156
662,CO,13,3,0.23076923076923078
662,MX,517,229,0.44294003868471954
663,CL,78,37,0.47435897435897434
663,CO,13,3,0.23076923076923078
663,MX,517,228,0.4410058027079304
664,CL,78,37,0.47435897435897434
664,CO,13,3,0.23076923076923078
664,MX,517,226,0.437137330754352
665,CL,78,41,0.5256410256410257
665,CO,13,2,0.15384615384615385
665,MX,517,232,0.44874274661508706
666,CL,78,39,0.5
666,CO,13,3,0.23076923076923078
666,MX,517,229,0.44294003868471954
667,CL,78,37,0.47435897435897434
667,CO,13,3,0.23076923076923078
667,MX,517,224,0.4332688588007737
668,CL,78,36,0.46153846153846156
668,CO,13,2,0.15384615384615385
668,MX,517,216,0.41779497098646035
669,CL,78,39,0.5
669,CO,13,3,0.23076923076923078
669,MX,517,230,0.4448742746615087
670,CL,78,35,0.44871794871794873
670,CO,13,2,0.15384615384615385
670,MX,517,224,0.4332688588007737
671,CL,78,36,0.46153846153846156
671,CO,13,2,0.15384615384615385
671,MX,517,219,0.42359767891682787
672,CL,78,45,0.5769230769230769
672,CO,13,3,0.23076923076923078
672,MX,517,224,0.4332688588007737
673,CL,78,36,0.46153846153846156
673,CO,13,2,0.15384615384615385
673,MX,517,224,0.4332688588007737
674,CL,78,39,0.5
674,CO,13,3,0.23076923076923078
674,MX,517,223,0.43133462282398455
675,CL,78,42,0.5384615384615384
675,CO,13,3,0.23076923076923078
675,MX,517,222,0.42940038684719534
676,CL,78,36,0.46153846153846156
676,CO,13,2,0.15384615384615385
676,MX,517,230,0.4448742746615087
677,CL,78,39,0.5
677,CO,13,2,0.15384615384615385
677,MX,517,224,0.4332688588007737
678,CL,78,40,0.5128205128205128
678,CO,13,2,0.15384615384615385
678,MX,517,232,0.44874274661508706
679,CL,78,37,0.47435897435897434
679,CO,13,3,0.23076923076923078
679,MX,517,228,0.4410058027079304
680,CL,78,37,0.47435897435897434
680,CO,13,2,0.15384615384615385
680,MX,517,217,0.4197292069632495
681,CL,78,35,0.44871794871794873
681,CO,13,3,0.23076923076923078
681,MX,517,233,0.4506769825918762
682,CL,78,38,0.48717948717948717
682,CO,13,2,0.15384615384615385
682,MX,517,225,0.43520309477756286
683,CL,78,38,0.48717948717948717
683,CO,13,3,0.23076923076923078
683,MX,517,227,0.43907156673114117
684,CL,78,41,0.5256410256410257
684,CO,13,2,0.15384615384615385
684,MX,517,218,0.42166344294003866
685,CL,78,43,0.5512820512820513
685,CO,13,2,0.15384615384615385
685,MX,517,231,0.44680851063829785
686,CL,78,37,0.47435897435897434
686,CO,13,2,0.15384615384615385
686,MX,517,234,0.4526112185686654
687,CL,78,37,0.47435897435897434
687,CO,13,3,0.23076923076923078
687,MX,517,225,0.43520309477756286
688,CL,78,37,0.47435897435897434
688,CO,13,3,0.23076923076923078
688,MX,517,226,0.437137330754352
689,CL,78,32,0.41025641025641024
689,CO,13,3,0.23076923076923078
689,MX,517,225,0.43520309477756286
690,CL,78,37,0.47435897435897434
690,CO,13,2,0.15384615384615385
690,MX,517,231,0.44680851063829785
691,CL,78,39,0.5
691,CO,13,3,0.23076923076923078
691,MX,517,229,0.44294003868471954
692,CL,78,37,0.47435897435897434
692,CO,13,3,0.23076923076923078
692,MX,517,222,0.42940038684719534
693,CL,78,37,0.47435897435897434
693,CO,13,2,0.15384615384615385
693,MX,517,227,0.43907156673114117
694,CL,78,43,0.5512820512820513
694,CO,13,2,0.15384615384615385
694,MX,517,228,0.4410058027079304
695,CL,78,37,0.47435897435897434
695,CO,13,3,0.23076923076923078
695,MX,517,217,0.4197292069632495
696,CL,78,34,0.4358974358974359
696,CO,13,3,0.23076923076923078
696,MX,517,234,0.4526112185686654
697,CL,78,43,0.5512820512820513
697,CO,13,3,0.23076923076923078
697,MX,517,220,0.425531914893617
698,CL,78,40,0.5128205128205128
698,CO,13,2,0.15384615384615385
698,MX,517,216,0.41779497098646035
699,CL,78,36,0.46153846153846156
699,CO,13,3,0.23076923076923078
699,MX,517,223,0.43133462282398455
700,CL,78,43,0.5512820512820513
700,CO,13,3,0.23076923076923078
700,MX,517,219,0.42359767891682787
701,CL,78,38,0.48717948717948717
701,CO,13,3,0.23076923076923078
701,MX,517,226,0.437137330754352
702,CL,78,38,0.48717948717948717
702,CO,13,2,0.15384615384615385
702,MX,517,219,0.42359767891682787
703,CL,78,36,0.46153846153846156
703,CO,13,3,0.23076923076923078
703,MX,517,226,0.437137330754352
704,CL,78,36,0.46153846153846156
704,CO,13,3,0.23076923076923078
704,MX,517,228,0.4410058027079304
705,CL,78,35,0.44871794871794873
705,CO,13,3,0.23076923076923078
705,MX,517,236,0.4564796905222437
706,CL,78,37,0.47435897435897434
706,CO,13,2,0.15384615384615385
706,MX,517,230,0.4448742746615087
707,CL,78,36,0.46153846153846156
707,CO,13,2,0.15384615384615385
707,MX,517,227,0.43907156673114117
708,CL,78,40,0.5128205128205128
708,CO,13,2,0.15384615384615385
708,MX,517,215,0.4158607350096712
709,CL,78,36,0.46153846153846156
709,CO,13,2,0.15384615384615385
709,MX,517,229,0.44294003868471954
710,CL,78,33,0.4230769230769231
710,CO,13,3,0.23076923076923078
710,MX,517,233,0.4506769825918762
711,CL,78,39,0.5
711,CO,13,3,0.23076923076923078
711,MX,517,222,0.42940038684719534
712,CL,78,34,0.4358974358974359
712,CO,13,2,0.15384615384615385
712,MX,517,225,0.43520309477756286
713,CL,78,39,0.5
713,CO,13,3,0.23076923076923078
713,MX,517,226,0.437137330754352
714,CL,78,43,0.5512820512820513
714,CO,13,3,0.23076923076923078
714,MX,517,223,0.43133462282398455
715,CL,78,35,0.44871794871794873
715,CO,13,3,0.23076923076923078
715,MX,517,234,0.4526112185686654
716,CL,78,39,0.5
716,CO,13,2,0.15384615384615385
716,MX,517,208,0.402321083172147
717,CL,78,44,0.5641025641025641
717,CO,13,3,0.23076923076923078
717,MX,517,237,0.4584139264990329
718,CL,78,38,0.48717948717948717
718,CO,13,2,0.15384615384615385
718,MX,517,223,0.43133462282398455
719,CL,78,43,0.5512820512820513
719,CO,13,2,0.15384615384615385
719,MX,517,230,0.4448742746615087
720,CL,78,43,0.5512820512820513
720,CO,13,3,0.23076923076923078
720,MX,517,236,0.4564796905222437
721,CL,78,35,0.44871794871794873
721,CO,13,3,0.23076923076923078
721,MX,517,223,0.43133462282398455
722,CL,78,37,0.47435897435897434
722,CO,13,3,0.23076923076923078
722,MX,517,225,0.43520309477756286
723,CL,78,41,0.5256410256410257
723,CO,13,2,0.15384615384615385
723,MX,517,208,0.402321083172147
724,CL,78,37,0.47435897435897434
724,CO,13,3,0.23076923076923078
724,MX,517,226,0.437137330754352
725,CL,78,37,0.47435897435897434
725,CO,13,2,0.15384615384615385
725,MX,517,231,0.44680851063829785
726,CL,78,39,0.5
726,CO,13,3,0.23076923076923078
726,MX,517,218,0.42166344294003866
727,CL,78,39,0.5
727,CO,13,2,0.15384615384615385
727,MX,517,229,0.44294003868471954
728,CL,78,39,0.5
728,CO,13,3,0.23076923076923078
728,MX,517,228,0.4410058027079304
729,CL,78,37,0.47435897435897434
729,CO,13,3,0.23076923076923078
729,MX,517,228,0.4410058027079304
730,CL,78,38,0.48717948717948717
730,CO,13,3,0.23076923076923078
730,MX,517,223,0.43133462282398455
731,CL,78,39,0.5
731,CO,13,2,0.15384615384615385
731,MX,517,228,0.4410058027079304
732,CL,78,39,0.5
732,CO,13,3,0.23076923076923078
732,MX,517,234,0.4526112185686654
733,CL,78,39,0.5
733,CO,13,2,0.15384615384615385
733,MX,517,220,0.425531914893617
734,CL,78,36,0.46153846153846156
734,CO,13,3,0.23076923076923078
734,MX,517,232,0.44874274661508706
735,CL,78,42,0.5384615384615384
735,CO,13,2,0.15384615384615385
735,MX,517,222,0.42940038684719534
736,CL,78,38,0.48717948717948717
736,CO,13,3,0.23076923076923078
736,MX,517,230,0.4448742746615087
737,CL,78,39,0.5
737,CO,13,2,0.15384615384615385
737,MX,517,234,0.4526112185686654
738,CL,78,38,0.48717948717948717
738,CO,13,3,0.23076923076923078
738,MX,517,233,0.4506769825918762
739,CL,78,39,0.5
739,CO,13,2,0.15384615384615385
739,MX,517,242,0.46808510638297873
740,CL,78,37,0.47435897435897434
740,CO,13,3,0.23076923076923078
740,MX,517,223,0.43133462282398455
741,CL,78,43,0.5512820512820513
741,CO,13,3,0.23076923076923078
741,MX,517,222,0.42940038684719534
742,CL,78,35,0.44871794871794873
742,CO,13,3,0.23076923076923078
742,MX,517,233,0.4506769825918762
743,CL,78,37,0.47435897435897434
743,CO,13,2,0.15384615384615385
743,MX,517,228,0.4410058027079304
744,CL,78,36,0.46153846153846156
744,CO,13,3,0.23076923076923078
744,MX,517,228,0.4410058027079304
745,CL,78,40,0.5128205128205128
745,CO,13,3,0.23076923076923078
745,MX,517,222,0.42940038684719534
746,CL,78,44,0.5641025641025641
746,CO,13,3,0.23076923076923078
746,MX,517,223,0.43133462282398455
747,CL,78,38,0.48717948717948717
747,CO,13,3,0.23076923076923078
747,MX,517,230,0.4448742746615087
748,CL,78,34,0.4358974358974359
748,CO,13,2,0.15384615384615385
748,MX,517,229,0.44294003868471954
749,CL,78,35,0.44871794871794873
749,CO,13,2,0.15384615384615385
749,MX,517,233,0.4506769825918762
750,CL,78,41,0.5256410256410257
750,CO,13,3,0.23076923076923078
750,MX,517,227,0.43907156673114117
751,CL,78,46,0.5897435897435898
751,CO,13,3,0.23076923076923078
751,MX,517,228,0.4410058027079304
752,CL,78,37,0.47435897435897434
752,CO,13,3,0.23076923076923078
752,MX,517,228,0.4410058027079304
753,CL,78,39,0.5
753,CO,13,3,0.23076923076923078
753,MX,517,230,0.4448742746615087
754,CL,78,38,0.48717948717948717
754,CO,13,2,0.15384615384615385
754,MX,517,224,0.4332688588007737
755,CL,78,39,0.5
755,CO,13,3,0.23076923076923078
755,MX,517,226,0.437137330754352
756,CL,78,39,0.5
756,CO,13,3,0.23076923076923078
756,MX,517,224,0.4332688588007737
757,CL,78,38,0.48717948717948717
757,CO,13,3,0.23076923076923078
757,MX,517,230,0.4448742746615087
758,CL,78,44,0.5641025641025641
758,CO,13,2,0.15384615384615385
758,MX,517,234,0.4526112185686654
759,CL,78,40,0.5128205128205128
759,CO,13,2,0.15384615384615385
759,MX,517,211,0.4081237911025145
760,CL,78,40,0.5128205128205128
760,CO,13,3,0.23076923076923078
760,MX,517,231,0.44680851063829785
761,CL,78,38,0.48717948717948717
761,CO,13,2,0.15384615384615385
761,MX,517,230,0.4448742746615087
762,CL,78,42,0.5384615384615384
762,CO,13,3,0.23076923076923078
762,MX,517,228,0.4410058027079304
763,CL,78,37,0.47435897435897434
763,CO,13,2,0.15384615384615385
763,MX,517,226,0.437137330754352
764,CL,78,38,0.48717948717948717
764,CO,13,3,0.23076923076923078
764,MX,517,229,0.44294003868471954
765,CL,78,34,0.4358974358974359
765,CO,13,3,0.23076923076923078
765,MX,517,225,0.43520309477756286
766,CL,78,42,0.5384615384615384
766,CO,13,3,0.23076923076923078
766,MX,517,223,0.43133462282398455
767,CL,78,37,0.47435897435897434
767,CO,13,3,0.23076923076923078
767,MX,517,236,0.4564796905222437
768,CL,78,37,0.47435897435897434
768,CO,13,2,0.15384615384615385
768,MX,517,235,0.45454545454545453
769,CL,78,41,0.5256410256410257
769,CO,13,3,0.23076923076923078
769,MX,517,234,0.4526112185686654
770,CL,78,38,0.48717948717948717
770,CO,13,3,0.23076923076923078
770,MX,517,227,0.43907156673114117
771,CL,78,42,0.5384615384615384
771,CO,13,3,0.23076923076923078
771,MX,517,227,0.43907156673114117
772,CL,78,39,0.5
772,CO,13,2,0.15384615384615385
772,MX,517,220,0.425531914893617
773,CL,78,38,0.48717948717948717
773,CO,13,2,0.15384615384615385
773,MX,517,226,0.437137330754352
774,CL,78,42,0.5384615384615384
774,CO,13,3,0.23076923076923078
774,MX,517,222,0.42940038684719534
775,CL,78,32,0.41025641025641024
775,CO,13,3,0.23076923076923078
775,MX,517,230,0.4448742746615087
776,CL,78,39,0.5
776,CO,13,3,0.23076923076923078
776,MX,517,231,0.44680851063829785
777,CL,78,42,0.5384615384615384
777,CO,13,3,0.23076923076923078
777,MX,517,221,0.4274661508704062
778,CL,78,40,0.5128205128205128
778,CO,13,3,0.23076923076923078
778,MX,517,229,0.44294003868471954
779,CL,78,37,0.47435897435897434
779,CO,13,3,0.23076923076923078
779,MX,517,232,0.44874274661508706
780,CL,78,40,0.5128205128205128
780,CO,13,3,0.23076923076923078
780,MX,517,211,0.4081237911025145
781,CL,78,36,0.46153846153846156
781,CO,13,3,0.23076923076923078
781,MX,517,227,0.43907156673114117
782,CL,78,42,0.5384615384615384
782,CO,13,3,0.23076923076923078
782,MX,517,234,0.4526112185686654
783,CL,78,37,0.47435897435897434
783,CO,13,2,0.15384615384615385
783,MX,517,230,0.4448742746615087
784,CL,78,40,0.5128205128205128
784,CO,13,2,0.15384615384615385
784,MX,517,233,0.4506769825918762
785,CL,78,37,0.47435897435897434
785,CO,13,2,0.15384615384615385
785,MX,517,228,0.4410058027079304
786,CL,78,38,0.48717948717948717
786,CO,13,2,0.15384615384615385
786,MX,517,217,0.4197292069632495
787,CL,78,35,0.44871794871794873
787,CO,13,3,0.23076923076923078
787,MX,517,225,0.43520309477756286
