bootstrap_id,country_code,n_draws_country,n_draw_country,correct_country_size
347,CO,13,13,TRUE
347,MX,517,517,TRUE
348,CL,78,78,TRUE
348,CO,13,13,TRUE
348,MX,517,517,TRUE
349,CL,78,78,TRUE
349,CO,13,13,TRUE
349,MX,517,517,TRUE
350,CL,78,78,TRUE
350,CO,13,13,TRUE
350,MX,517,517,TRUE
351,CL,78,78,TRUE
351,CO,13,13,TRUE
351,MX,517,517,TRUE
352,CL,78,78,TRUE
352,CO,13,13,TRUE
352,MX,517,517,TRUE
353,CL,78,78,TRUE
353,CO,13,13,TRUE
353,MX,517,517,TRUE
354,CL,78,78,TRUE
354,CO,13,13,TRUE
354,MX,517,517,TRUE
355,CL,78,78,TRUE
355,CO,13,13,TRUE
355,MX,517,517,TRUE
356,CL,78,78,TRUE
356,CO,13,13,TRUE
356,MX,517,517,TRUE
357,CL,78,78,TRUE
357,CO,13,13,TRUE
357,MX,517,517,TRUE
358,CL,78,78,TRUE
358,CO,13,13,TRUE
358,MX,517,517,TRUE
359,CL,78,78,TRUE
359,CO,13,13,TRUE
359,MX,517,517,TRUE
360,CL,78,78,TRUE
360,CO,13,13,TRUE
360,MX,517,517,TRUE
361,CL,78,78,TRUE
361,CO,13,13,TRUE
361,MX,517,517,TRUE
362,CL,78,78,TRUE
362,CO,13,13,TRUE
362,MX,517,517,TRUE
363,CL,78,78,TRUE
363,CO,13,13,TRUE
363,MX,517,517,TRUE
364,CL,78,78,TRUE
364,CO,13,13,TRUE
364,MX,517,517,TRUE
365,CL,78,78,TRUE
365,CO,13,13,TRUE
365,MX,517,517,TRUE
366,CL,78,78,TRUE
366,CO,13,13,TRUE
366,MX,517,517,TRUE
367,CL,78,78,TRUE
367,CO,13,13,TRUE
367,MX,517,517,TRUE
368,CL,78,78,TRUE
368,CO,13,13,TRUE
368,MX,517,517,TRUE
369,CL,78,78,TRUE
369,CO,13,13,TRUE
369,MX,517,517,TRUE
370,CL,78,78,TRUE
370,CO,13,13,TRUE
370,MX,517,517,TRUE
371,CL,78,78,TRUE
371,CO,13,13,TRUE
371,MX,517,517,TRUE
372,CL,78,78,TRUE
372,CO,13,13,TRUE
372,MX,517,517,TRUE
373,CL,78,78,TRUE
373,CO,13,13,TRUE
373,MX,517,517,TRUE
374,CL,78,78,TRUE
374,CO,13,13,TRUE
374,MX,517,517,TRUE
375,CL,78,78,TRUE
375,CO,13,13,TRUE
375,MX,517,517,TRUE
376,CL,78,78,TRUE
376,CO,13,13,TRUE
376,MX,517,517,TRUE
377,CL,78,78,TRUE
377,CO,13,13,TRUE
377,MX,517,517,TRUE
378,CL,78,78,TRUE
378,CO,13,13,TRUE
378,MX,517,517,TRUE
379,CL,78,78,TRUE
379,CO,13,13,TRUE
379,MX,517,517,TRUE
380,CL,78,78,TRUE
380,CO,13,13,TRUE
380,MX,517,517,TRUE
381,CL,78,78,TRUE
381,CO,13,13,TRUE
381,MX,517,517,TRUE
382,CL,78,78,TRUE
382,CO,13,13,TRUE
382,MX,517,517,TRUE
383,CL,78,78,TRUE
383,CO,13,13,TRUE
383,MX,517,517,TRUE
384,CL,78,78,TRUE
384,CO,13,13,TRUE
384,MX,517,517,TRUE
385,CL,78,78,TRUE
385,CO,13,13,TRUE
385,MX,517,517,TRUE
386,CL,78,78,TRUE
386,CO,13,13,TRUE
386,MX,517,517,TRUE
387,CL,78,78,TRUE
387,CO,13,13,TRUE
387,MX,517,517,TRUE
388,CL,78,78,TRUE
388,CO,13,13,TRUE
388,MX,517,517,TRUE
389,CL,78,78,TRUE
389,CO,13,13,TRUE
389,MX,517,517,TRUE
390,CL,78,78,TRUE
390,CO,13,13,TRUE
390,MX,517,517,TRUE
391,CL,78,78,TRUE
391,CO,13,13,TRUE
391,MX,517,517,TRUE
392,CL,78,78,TRUE
392,CO,13,13,TRUE
392,MX,517,517,TRUE
393,CL,78,78,TRUE
393,CO,13,13,TRUE
393,MX,517,517,TRUE
394,CL,78,78,TRUE
394,CO,13,13,TRUE
394,MX,517,517,TRUE
395,CL,78,78,TRUE
395,CO,13,13,TRUE
395,MX,517,517,TRUE
396,CL,78,78,TRUE
396,CO,13,13,TRUE
396,MX,517,517,TRUE
397,CL,78,78,TRUE
397,CO,13,13,TRUE
397,MX,517,517,TRUE
398,CL,78,78,TRUE
398,CO,13,13,TRUE
398,MX,517,517,TRUE
399,CL,78,78,TRUE
399,CO,13,13,TRUE
399,MX,517,517,TRUE
400,CL,78,78,TRUE
400,CO,13,13,TRUE
400,MX,517,517,TRUE
401,CL,78,78,TRUE
401,CO,13,13,TRUE
401,MX,517,517,TRUE
402,CL,78,78,TRUE
402,CO,13,13,TRUE
402,MX,517,517,TRUE
403,CL,78,78,TRUE
403,CO,13,13,TRUE
403,MX,517,517,TRUE
404,CL,78,78,TRUE
404,CO,13,13,TRUE
404,MX,517,517,TRUE
405,CL,78,78,TRUE
405,CO,13,13,TRUE
405,MX,517,517,TRUE
406,CL,78,78,TRUE
406,CO,13,13,TRUE
406,MX,517,517,TRUE
407,CL,78,78,TRUE
407,CO,13,13,TRUE
407,MX,517,517,TRUE
408,CL,78,78,TRUE
408,CO,13,13,TRUE
408,MX,517,517,TRUE
409,CL,78,78,TRUE
409,CO,13,13,TRUE
409,MX,517,517,TRUE
410,CL,78,78,TRUE
410,CO,13,13,TRUE
410,MX,517,517,TRUE
411,CL,78,78,TRUE
411,CO,13,13,TRUE
411,MX,517,517,TRUE
412,CL,78,78,TRUE
412,CO,13,13,TRUE
412,MX,517,517,TRUE
413,CL,78,78,TRUE
413,CO,13,13,TRUE
413,MX,517,517,TRUE
414,CL,78,78,TRUE
414,CO,13,13,TRUE
414,MX,517,517,TRUE
415,CL,78,78,TRUE
415,CO,13,13,TRUE
415,MX,517,517,TRUE
416,CL,78,78,TRUE
416,CO,13,13,TRUE
416,MX,517,517,TRUE
417,CL,78,78,TRUE
417,CO,13,13,TRUE
417,MX,517,517,TRUE
418,CL,78,78,TRUE
418,CO,13,13,TRUE
418,MX,517,517,TRUE
419,CL,78,78,TRUE
419,CO,13,13,TRUE
419,MX,517,517,TRUE
420,CL,78,78,TRUE
420,CO,13,13,TRUE
420,MX,517,517,TRUE
421,CL,78,78,TRUE
421,CO,13,13,TRUE
421,MX,517,517,TRUE
422,CL,78,78,TRUE
422,CO,13,13,TRUE
422,MX,517,517,TRUE
423,CL,78,78,TRUE
423,CO,13,13,TRUE
423,MX,517,517,TRUE
424,CL,78,78,TRUE
424,CO,13,13,TRUE
424,MX,517,517,TRUE
425,CL,78,78,TRUE
425,CO,13,13,TRUE
425,MX,517,517,TRUE
426,CL,78,78,TRUE
426,CO,13,13,TRUE
426,MX,517,517,TRUE
427,CL,78,78,TRUE
427,CO,13,13,TRUE
427,MX,517,517,TRUE
428,CL,78,78,TRUE
428,CO,13,13,TRUE
428,MX,517,517,TRUE
429,CL,78,78,TRUE
429,CO,13,13,TRUE
429,MX,517,517,TRUE
430,CL,78,78,TRUE
430,CO,13,13,TRUE
430,MX,517,517,TRUE
431,CL,78,78,TRUE
431,CO,13,13,TRUE
431,MX,517,517,TRUE
432,CL,78,78,TRUE
432,CO,13,13,TRUE
432,MX,517,517,TRUE
433,CL,78,78,TRUE
433,CO,13,13,TRUE
433,MX,517,517,TRUE
434,CL,78,78,TRUE
434,CO,13,13,TRUE
434,MX,517,517,TRUE
435,CL,78,78,TRUE
435,CO,13,13,TRUE
435,MX,517,517,TRUE
436,CL,78,78,TRUE
436,CO,13,13,TRUE
436,MX,517,517,TRUE
437,CL,78,78,TRUE
437,CO,13,13,TRUE
437,MX,517,517,TRUE
438,CL,78,78,TRUE
438,CO,13,13,TRUE
438,MX,517,517,TRUE
439,CL,78,78,TRUE
439,CO,13,13,TRUE
439,MX,517,517,TRUE
440,CL,78,78,TRUE
440,CO,13,13,TRUE
440,MX,517,517,TRUE
441,CL,78,78,TRUE
441,CO,13,13,TRUE
441,MX,517,517,TRUE
442,CL,78,78,TRUE
442,CO,13,13,TRUE
442,MX,517,517,TRUE
443,CL,78,78,TRUE
443,CO,13,13,TRUE
443,MX,517,517,TRUE
444,CL,78,78,TRUE
444,CO,13,13,TRUE
444,MX,517,517,TRUE
445,CL,78,78,TRUE
445,CO,13,13,TRUE
445,MX,517,517,TRUE
446,CL,78,78,TRUE
446,CO,13,13,TRUE
446,MX,517,517,TRUE
447,CL,78,78,TRUE
447,CO,13,13,TRUE
447,MX,517,517,TRUE
448,CL,78,78,TRUE
448,CO,13,13,TRUE
448,MX,517,517,TRUE
449,CL,78,78,TRUE
449,CO,13,13,TRUE
449,MX,517,517,TRUE
450,CL,78,78,TRUE
450,CO,13,13,TRUE
450,MX,517,517,TRUE
451,CL,78,78,TRUE
451,CO,13,13,TRUE
451,MX,517,517,TRUE
452,CL,78,78,TRUE
452,CO,13,13,TRUE
452,MX,517,517,TRUE
453,CL,78,78,TRUE
453,CO,13,13,TRUE
453,MX,517,517,TRUE
454,CL,78,78,TRUE
454,CO,13,13,TRUE
454,MX,517,517,TRUE
455,CL,78,78,TRUE
455,CO,13,13,TRUE
455,MX,517,517,TRUE
456,CL,78,78,TRUE
456,CO,13,13,TRUE
456,MX,517,517,TRUE
457,CL,78,78,TRUE
457,CO,13,13,TRUE
457,MX,517,517,TRUE
458,CL,78,78,TRUE
458,CO,13,13,TRUE
458,MX,517,517,TRUE
459,CL,78,78,TRUE
459,CO,13,13,TRUE
459,MX,517,517,TRUE
460,CL,78,78,TRUE
460,CO,13,13,TRUE
460,MX,517,517,TRUE
461,CL,78,78,TRUE
461,CO,13,13,TRUE
461,MX,517,517,TRUE
462,CL,78,78,TRUE
462,CO,13,13,TRUE
462,MX,517,517,TRUE
463,CL,78,78,TRUE
463,CO,13,13,TRUE
463,MX,517,517,TRUE
464,CL,78,78,TRUE
464,CO,13,13,TRUE
464,MX,517,517,TRUE
465,CL,78,78,TRUE
465,CO,13,13,TRUE
465,MX,517,517,TRUE
466,CL,78,78,TRUE
466,CO,13,13,TRUE
466,MX,517,517,TRUE
467,CL,78,78,TRUE
467,CO,13,13,TRUE
467,MX,517,517,TRUE
468,CL,78,78,TRUE
468,CO,13,13,TRUE
468,MX,517,517,TRUE
469,CL,78,78,TRUE
469,CO,13,13,TRUE
469,MX,517,517,TRUE
470,CL,78,78,TRUE
470,CO,13,13,TRUE
470,MX,517,517,TRUE
471,CL,78,78,TRUE
471,CO,13,13,TRUE
471,MX,517,517,TRUE
472,CL,78,78,TRUE
472,CO,13,13,TRUE
472,MX,517,517,TRUE
473,CL,78,78,TRUE
473,CO,13,13,TRUE
473,MX,517,517,TRUE
474,CL,78,78,TRUE
474,CO,13,13,TRUE
474,MX,517,517,TRUE
475,CL,78,78,TRUE
475,CO,13,13,TRUE
475,MX,517,517,TRUE
476,CL,78,78,TRUE
476,CO,13,13,TRUE
476,MX,517,517,TRUE
477,CL,78,78,TRUE
477,CO,13,13,TRUE
477,MX,517,517,TRUE
478,CL,78,78,TRUE
478,CO,13,13,TRUE
478,MX,517,517,TRUE
479,CL,78,78,TRUE
479,CO,13,13,TRUE
479,MX,517,517,TRUE
480,CL,78,78,TRUE
480,CO,13,13,TRUE
480,MX,517,517,TRUE
481,CL,78,78,TRUE
481,CO,13,13,TRUE
481,MX,517,517,TRUE
482,CL,78,78,TRUE
482,CO,13,13,TRUE
482,MX,517,517,TRUE
483,CL,78,78,TRUE
483,CO,13,13,TRUE
483,MX,517,517,TRUE
484,CL,78,78,TRUE
484,CO,13,13,TRUE
484,MX,517,517,TRUE
485,CL,78,78,TRUE
485,CO,13,13,TRUE
485,MX,517,517,TRUE
486,CL,78,78,TRUE
486,CO,13,13,TRUE
486,MX,517,517,TRUE
487,CL,78,78,TRUE
487,CO,13,13,TRUE
487,MX,517,517,TRUE
488,CL,78,78,TRUE
488,CO,13,13,TRUE
488,MX,517,517,TRUE
489,CL,78,78,TRUE
489,CO,13,13,TRUE
489,MX,517,517,TRUE
490,CL,78,78,TRUE
490,CO,13,13,TRUE
490,MX,517,517,TRUE
491,CL,78,78,TRUE
491,CO,13,13,TRUE
491,MX,517,517,TRUE
492,CL,78,78,TRUE
492,CO,13,13,TRUE
492,MX,517,517,TRUE
493,CL,78,78,TRUE
493,CO,13,13,TRUE
493,MX,517,517,TRUE
494,CL,78,78,TRUE
494,CO,13,13,TRUE
494,MX,517,517,TRUE
495,CL,78,78,TRUE
495,CO,13,13,TRUE
495,MX,517,517,TRUE
496,CL,78,78,TRUE
496,CO,13,13,TRUE
496,MX,517,517,TRUE
497,CL,78,78,TRUE
497,CO,13,13,TRUE
497,MX,517,517,TRUE
498,CL,78,78,TRUE
498,CO,13,13,TRUE
498,MX,517,517,TRUE
499,CL,78,78,TRUE
499,CO,13,13,TRUE
499,MX,517,517,TRUE
500,CL,78,78,TRUE
500,CO,13,13,TRUE
500,MX,517,517,TRUE
501,CL,78,78,TRUE
501,CO,13,13,TRUE
501,MX,517,517,TRUE
502,CL,78,78,TRUE
502,CO,13,13,TRUE
502,MX,517,517,TRUE
503,CL,78,78,TRUE
503,CO,13,13,TRUE
503,MX,517,517,TRUE
504,CL,78,78,TRUE
504,CO,13,13,TRUE
504,MX,517,517,TRUE
505,CL,78,78,TRUE
505,CO,13,13,TRUE
505,MX,517,517,TRUE
506,CL,78,78,TRUE
506,CO,13,13,TRUE
506,MX,517,517,TRUE
507,CL,78,78,TRUE
507,CO,13,13,TRUE
507,MX,517,517,TRUE
508,CL,78,78,TRUE
508,CO,13,13,TRUE
508,MX,517,517,TRUE
509,CL,78,78,TRUE
509,CO,13,13,TRUE
509,MX,517,517,TRUE
510,CL,78,78,TRUE
510,CO,13,13,TRUE
510,MX,517,517,TRUE
511,CL,78,78,TRUE
511,CO,13,13,TRUE
511,MX,517,517,TRUE
512,CL,78,78,TRUE
512,CO,13,13,TRUE
512,MX,517,517,TRUE
513,CL,78,78,TRUE
513,CO,13,13,TRUE
513,MX,517,517,TRUE
514,CL,78,78,TRUE
514,CO,13,13,TRUE
514,MX,517,517,TRUE
515,CL,78,78,TRUE
515,CO,13,13,TRUE
515,MX,517,517,TRUE
516,CL,78,78,TRUE
516,CO,13,13,TRUE
516,MX,517,517,TRUE
517,CL,78,78,TRUE
517,CO,13,13,TRUE
517,MX,517,517,TRUE
518,CL,78,78,TRUE
518,CO,13,13,TRUE
518,MX,517,517,TRUE
519,CL,78,78,TRUE
519,CO,13,13,TRUE
519,MX,517,517,TRUE
520,CL,78,78,TRUE
520,CO,13,13,TRUE
520,MX,517,517,TRUE
521,CL,78,78,TRUE
521,CO,13,13,TRUE
521,MX,517,517,TRUE
522,CL,78,78,TRUE
522,CO,13,13,TRUE
522,MX,517,517,TRUE
523,CL,78,78,TRUE
523,CO,13,13,TRUE
523,MX,517,517,TRUE
524,CL,78,78,TRUE
524,CO,13,13,TRUE
524,MX,517,517,TRUE
525,CL,78,78,TRUE
525,CO,13,13,TRUE
525,MX,517,517,TRUE
526,CL,78,78,TRUE
526,CO,13,13,TRUE
526,MX,517,517,TRUE
527,CL,78,78,TRUE
527,CO,13,13,TRUE
527,MX,517,517,TRUE
528,CL,78,78,TRUE
528,CO,13,13,TRUE
528,MX,517,517,TRUE
529,CL,78,78,TRUE
529,CO,13,13,TRUE
529,MX,517,517,TRUE
530,CL,78,78,TRUE
530,CO,13,13,TRUE
530,MX,517,517,TRUE
531,CL,78,78,TRUE
531,CO,13,13,TRUE
531,MX,517,517,TRUE
532,CL,78,78,TRUE
532,CO,13,13,TRUE
532,MX,517,517,TRUE
533,CL,78,78,TRUE
533,CO,13,13,TRUE
533,MX,517,517,TRUE
534,CL,78,78,TRUE
534,CO,13,13,TRUE
534,MX,517,517,TRUE
535,CL,78,78,TRUE
535,CO,13,13,TRUE
535,MX,517,517,TRUE
536,CL,78,78,TRUE
536,CO,13,13,TRUE
536,MX,517,517,TRUE
537,CL,78,78,TRUE
537,CO,13,13,TRUE
537,MX,517,517,TRUE
538,CL,78,78,TRUE
538,CO,13,13,TRUE
538,MX,517,517,TRUE
539,CL,78,78,TRUE
539,CO,13,13,TRUE
539,MX,517,517,TRUE
540,CL,78,78,TRUE
540,CO,13,13,TRUE
540,MX,517,517,TRUE
541,CL,78,78,TRUE
541,CO,13,13,TRUE
541,MX,517,517,TRUE
542,CL,78,78,TRUE
542,CO,13,13,TRUE
542,MX,517,517,TRUE
543,CL,78,78,TRUE
543,CO,13,13,TRUE
543,MX,517,517,TRUE
544,CL,78,78,TRUE
544,CO,13,13,TRUE
544,MX,517,517,TRUE
545,CL,78,78,TRUE
545,CO,13,13,TRUE
545,MX,517,517,TRUE
546,CL,78,78,TRUE
546,CO,13,13,TRUE
546,MX,517,517,TRUE
547,CL,78,78,TRUE
547,CO,13,13,TRUE
547,MX,517,517,TRUE
548,CL,78,78,TRUE
548,CO,13,13,TRUE
548,MX,517,517,TRUE
549,CL,78,78,TRUE
549,CO,13,13,TRUE
549,MX,517,517,TRUE
550,CL,78,78,TRUE
550,CO,13,13,TRUE
550,MX,517,517,TRUE
551,CL,78,78,TRUE
551,CO,13,13,TRUE
551,MX,517,517,TRUE
552,CL,78,78,TRUE
552,CO,13,13,TRUE
552,MX,517,517,TRUE
553,CL,78,78,TRUE
553,CO,13,13,TRUE
553,MX,517,517,TRUE
554,CL,78,78,TRUE
554,CO,13,13,TRUE
554,MX,517,517,TRUE
555,CL,78,78,TRUE
555,CO,13,13,TRUE
555,MX,517,517,TRUE
556,CL,78,78,TRUE
556,CO,13,13,TRUE
556,MX,517,517,TRUE
557,CL,78,78,TRUE
557,CO,13,13,TRUE
557,MX,517,517,TRUE
558,CL,78,78,TRUE
558,CO,13,13,TRUE
558,MX,517,517,TRUE
559,CL,78,78,TRUE
559,CO,13,13,TRUE
559,MX,517,517,TRUE
560,CL,78,78,TRUE
560,CO,13,13,TRUE
560,MX,517,517,TRUE
561,CL,78,78,TRUE
561,CO,13,13,TRUE
561,MX,517,517,TRUE
562,CL,78,78,TRUE
562,CO,13,13,TRUE
562,MX,517,517,TRUE
563,CL,78,78,TRUE
563,CO,13,13,TRUE
563,MX,517,517,TRUE
564,CL,78,78,TRUE
564,CO,13,13,TRUE
564,MX,517,517,TRUE
565,CL,78,78,TRUE
565,CO,13,13,TRUE
565,MX,517,517,TRUE
566,CL,78,78,TRUE
566,CO,13,13,TRUE
566,MX,517,517,TRUE
567,CL,78,78,TRUE
567,CO,13,13,TRUE
567,MX,517,517,TRUE
568,CL,78,78,TRUE
568,CO,13,13,TRUE
568,MX,517,517,TRUE
569,CL,78,78,TRUE
569,CO,13,13,TRUE
569,MX,517,517,TRUE
570,CL,78,78,TRUE
570,CO,13,13,TRUE
570,MX,517,517,TRUE
571,CL,78,78,TRUE
571,CO,13,13,TRUE
571,MX,517,517,TRUE
572,CL,78,78,TRUE
572,CO,13,13,TRUE
572,MX,517,517,TRUE
573,CL,78,78,TRUE
573,CO,13,13,TRUE
573,MX,517,517,TRUE
574,CL,78,78,TRUE
574,CO,13,13,TRUE
574,MX,517,517,TRUE
575,CL,78,78,TRUE
575,CO,13,13,TRUE
575,MX,517,517,TRUE
576,CL,78,78,TRUE
576,CO,13,13,TRUE
576,MX,517,517,TRUE
577,CL,78,78,TRUE
577,CO,13,13,TRUE
577,MX,517,517,TRUE
578,CL,78,78,TRUE
578,CO,13,13,TRUE
578,MX,517,517,TRUE
579,CL,78,78,TRUE
579,CO,13,13,TRUE
579,MX,517,517,TRUE
580,CL,78,78,TRUE
580,CO,13,13,TRUE
580,MX,517,517,TRUE
581,CL,78,78,TRUE
581,CO,13,13,TRUE
581,MX,517,517,TRUE
582,CL,78,78,TRUE
582,CO,13,13,TRUE
582,MX,517,517,TRUE
583,CL,78,78,TRUE
583,CO,13,13,TRUE
583,MX,517,517,TRUE
584,CL,78,78,TRUE
584,CO,13,13,TRUE
584,MX,517,517,TRUE
585,CL,78,78,TRUE
585,CO,13,13,TRUE
585,MX,517,517,TRUE
586,CL,78,78,TRUE
586,CO,13,13,TRUE
586,MX,517,517,TRUE
587,CL,78,78,TRUE
587,CO,13,13,TRUE
587,MX,517,517,TRUE
588,CL,78,78,TRUE
588,CO,13,13,TRUE
588,MX,517,517,TRUE
589,CL,78,78,TRUE
589,CO,13,13,TRUE
589,MX,517,517,TRUE
590,CL,78,78,TRUE
590,CO,13,13,TRUE
590,MX,517,517,TRUE
591,CL,78,78,TRUE
591,CO,13,13,TRUE
591,MX,517,517,TRUE
592,CL,78,78,TRUE
592,CO,13,13,TRUE
592,MX,517,517,TRUE
593,CL,78,78,TRUE
593,CO,13,13,TRUE
593,MX,517,517,TRUE
594,CL,78,78,TRUE
594,CO,13,13,TRUE
594,MX,517,517,TRUE
595,CL,78,78,TRUE
595,CO,13,13,TRUE
595,MX,517,517,TRUE
596,CL,78,78,TRUE
596,CO,13,13,TRUE
596,MX,517,517,TRUE
597,CL,78,78,TRUE
597,CO,13,13,TRUE
597,MX,517,517,TRUE
598,CL,78,78,TRUE
598,CO,13,13,TRUE
598,MX,517,517,TRUE
599,CL,78,78,TRUE
599,CO,13,13,TRUE
599,MX,517,517,TRUE
600,CL,78,78,TRUE
600,CO,13,13,TRUE
600,MX,517,517,TRUE
601,CL,78,78,TRUE
601,CO,13,13,TRUE
601,MX,517,517,TRUE
602,CL,78,78,TRUE
602,CO,13,13,TRUE
602,MX,517,517,TRUE
603,CL,78,78,TRUE
603,CO,13,13,TRUE
603,MX,517,517,TRUE
604,CL,78,78,TRUE
604,CO,13,13,TRUE
604,MX,517,517,TRUE
605,CL,78,78,TRUE
605,CO,13,13,TRUE
605,MX,517,517,TRUE
606,CL,78,78,TRUE
606,CO,13,13,TRUE
606,MX,517,517,TRUE
607,CL,78,78,TRUE
607,CO,13,13,TRUE
607,MX,517,517,TRUE
608,CL,78,78,TRUE
608,CO,13,13,TRUE
608,MX,517,517,TRUE
609,CL,78,78,TRUE
609,CO,13,13,TRUE
609,MX,517,517,TRUE
610,CL,78,78,TRUE
610,CO,13,13,TRUE
610,MX,517,517,TRUE
611,CL,78,78,TRUE
611,CO,13,13,TRUE
611,MX,517,517,TRUE
612,CL,78,78,TRUE
612,CO,13,13,TRUE
612,MX,517,517,TRUE
613,CL,78,78,TRUE
613,CO,13,13,TRUE
613,MX,517,517,TRUE
614,CL,78,78,TRUE
614,CO,13,13,TRUE
614,MX,517,517,TRUE
615,CL,78,78,TRUE
615,CO,13,13,TRUE
615,MX,517,517,TRUE
616,CL,78,78,TRUE
616,CO,13,13,TRUE
616,MX,517,517,TRUE
617,CL,78,78,TRUE
617,CO,13,13,TRUE
617,MX,517,517,TRUE
618,CL,78,78,TRUE
618,CO,13,13,TRUE
618,MX,517,517,TRUE
619,CL,78,78,TRUE
619,CO,13,13,TRUE
619,MX,517,517,TRUE
620,CL,78,78,TRUE
620,CO,13,13,TRUE
620,MX,517,517,TRUE
621,CL,78,78,TRUE
621,CO,13,13,TRUE
621,MX,517,517,TRUE
622,CL,78,78,TRUE
622,CO,13,13,TRUE
622,MX,517,517,TRUE
623,CL,78,78,TRUE
623,CO,13,13,TRUE
623,MX,517,517,TRUE
624,CL,78,78,TRUE
624,CO,13,13,TRUE
624,MX,517,517,TRUE
625,CL,78,78,TRUE
625,CO,13,13,TRUE
625,MX,517,517,TRUE
626,CL,78,78,TRUE
626,CO,13,13,TRUE
626,MX,517,517,TRUE
627,CL,78,78,TRUE
627,CO,13,13,TRUE
627,MX,517,517,TRUE
628,CL,78,78,TRUE
628,CO,13,13,TRUE
628,MX,517,517,TRUE
629,CL,78,78,TRUE
629,CO,13,13,TRUE
629,MX,517,517,TRUE
630,CL,78,78,TRUE
630,CO,13,13,TRUE
630,MX,517,517,TRUE
631,CL,78,78,TRUE
631,CO,13,13,TRUE
631,MX,517,517,TRUE
632,CL,78,78,TRUE
632,CO,13,13,TRUE
632,MX,517,517,TRUE
633,CL,78,78,TRUE
633,CO,13,13,TRUE
633,MX,517,517,TRUE
634,CL,78,78,TRUE
634,CO,13,13,TRUE
634,MX,517,517,TRUE
635,CL,78,78,TRUE
635,CO,13,13,TRUE
635,MX,517,517,TRUE
636,CL,78,78,TRUE
636,CO,13,13,TRUE
636,MX,517,517,TRUE
637,CL,78,78,TRUE
637,CO,13,13,TRUE
637,MX,517,517,TRUE
638,CL,78,78,TRUE
638,CO,13,13,TRUE
638,MX,517,517,TRUE
639,CL,78,78,TRUE
639,CO,13,13,TRUE
639,MX,517,517,TRUE
640,CL,78,78,TRUE
640,CO,13,13,TRUE
640,MX,517,517,TRUE
641,CL,78,78,TRUE
641,CO,13,13,TRUE
641,MX,517,517,TRUE
642,CL,78,78,TRUE
642,CO,13,13,TRUE
642,MX,517,517,TRUE
643,CL,78,78,TRUE
643,CO,13,13,TRUE
643,MX,517,517,TRUE
644,CL,78,78,TRUE
644,CO,13,13,TRUE
644,MX,517,517,TRUE
645,CL,78,78,TRUE
645,CO,13,13,TRUE
645,MX,517,517,TRUE
646,CL,78,78,TRUE
646,CO,13,13,TRUE
646,MX,517,517,TRUE
647,CL,78,78,TRUE
647,CO,13,13,TRUE
647,MX,517,517,TRUE
648,CL,78,78,TRUE
648,CO,13,13,TRUE
648,MX,517,517,TRUE
649,CL,78,78,TRUE
649,CO,13,13,TRUE
649,MX,517,517,TRUE
650,CL,78,78,TRUE
650,CO,13,13,TRUE
650,MX,517,517,TRUE
651,CL,78,78,TRUE
651,CO,13,13,TRUE
651,MX,517,517,TRUE
652,CL,78,78,TRUE
652,CO,13,13,TRUE
652,MX,517,517,TRUE
653,CL,78,78,TRUE
653,CO,13,13,TRUE
653,MX,517,517,TRUE
654,CL,78,78,TRUE
654,CO,13,13,TRUE
654,MX,517,517,TRUE
655,CL,78,78,TRUE
655,CO,13,13,TRUE
655,MX,517,517,TRUE
656,CL,78,78,TRUE
656,CO,13,13,TRUE
656,MX,517,517,TRUE
657,CL,78,78,TRUE
657,CO,13,13,TRUE
657,MX,517,517,TRUE
658,CL,78,78,TRUE
658,CO,13,13,TRUE
658,MX,517,517,TRUE
659,CL,78,78,TRUE
659,CO,13,13,TRUE
659,MX,517,517,TRUE
660,CL,78,78,TRUE
660,CO,13,13,TRUE
660,MX,517,517,TRUE
661,CL,78,78,TRUE
661,CO,13,13,TRUE
661,MX,517,517,TRUE
662,CL,78,78,TRUE
662,CO,13,13,TRUE
662,MX,517,517,TRUE
663,CL,78,78,TRUE
663,CO,13,13,TRUE
663,MX,517,517,TRUE
664,CL,78,78,TRUE
664,CO,13,13,TRUE
664,MX,517,517,TRUE
665,CL,78,78,TRUE
665,CO,13,13,TRUE
665,MX,517,517,TRUE
666,CL,78,78,TRUE
666,CO,13,13,TRUE
666,MX,517,517,TRUE
667,CL,78,78,TRUE
667,CO,13,13,TRUE
667,MX,517,517,TRUE
668,CL,78,78,TRUE
668,CO,13,13,TRUE
668,MX,517,517,TRUE
669,CL,78,78,TRUE
669,CO,13,13,TRUE
669,MX,517,517,TRUE
670,CL,78,78,TRUE
670,CO,13,13,TRUE
670,MX,517,517,TRUE
671,CL,78,78,TRUE
671,CO,13,13,TRUE
671,MX,517,517,TRUE
672,CL,78,78,TRUE
672,CO,13,13,TRUE
672,MX,517,517,TRUE
673,CL,78,78,TRUE
673,CO,13,13,TRUE
673,MX,517,517,TRUE
674,CL,78,78,TRUE
674,CO,13,13,TRUE
674,MX,517,517,TRUE
675,CL,78,78,TRUE
675,CO,13,13,TRUE
675,MX,517,517,TRUE
676,CL,78,78,TRUE
676,CO,13,13,TRUE
676,MX,517,517,TRUE
677,CL,78,78,TRUE
677,CO,13,13,TRUE
677,MX,517,517,TRUE
678,CL,78,78,TRUE
678,CO,13,13,TRUE
678,MX,517,517,TRUE
679,CL,78,78,TRUE
679,CO,13,13,TRUE
