bootstrap_id,country_code,n_draws_country,n_draw_country,correct_country_size
329,CO,13,13,TRUE
329,MX,517,517,TRUE
330,CL,78,78,TRUE
330,CO,13,13,TRUE
330,MX,517,517,TRUE
331,CL,78,78,TRUE
331,CO,13,13,TRUE
331,MX,517,517,TRUE
332,CL,78,78,TRUE
332,CO,13,13,TRUE
332,MX,517,517,TRUE
333,CL,78,78,TRUE
333,CO,13,13,TRUE
333,MX,517,517,TRUE
334,CL,78,78,TRUE
334,CO,13,13,TRUE
334,MX,517,517,TRUE
335,CL,78,78,TRUE
335,CO,13,13,TRUE
335,MX,517,517,TRUE
336,CL,78,78,TRUE
336,CO,13,13,TRUE
336,MX,517,517,TRUE
337,CL,78,78,TRUE
337,CO,13,13,TRUE
337,MX,517,517,TRUE
338,CL,78,78,TRUE
338,CO,13,13,TRUE
338,MX,517,517,TRUE
339,CL,78,78,TRUE
339,CO,13,13,TRUE
339,MX,517,517,TRUE
340,CL,78,78,TRUE
340,CO,13,13,TRUE
340,MX,517,517,TRUE
341,CL,78,78,TRUE
341,CO,13,13,TRUE
341,MX,517,517,TRUE
342,CL,78,78,TRUE
342,CO,13,13,TRUE
342,MX,517,517,TRUE
343,CL,78,78,TRUE
343,CO,13,13,TRUE
343,MX,517,517,TRUE
344,CL,78,78,TRUE
344,CO,13,13,TRUE
344,MX,517,517,TRUE
345,CL,78,78,TRUE
345,CO,13,13,TRUE
345,MX,517,517,TRUE
346,CL,78,78,TRUE
346,CO,13,13,TRUE
346,MX,517,517,TRUE
347,CL,78,78,TRUE
