integrated_row_id,comparison_region,subsample,dataset_source,n_det_valid_original,n_det_missing_original,n_det_imputed_50,prop_det_imputed_50,has_det_imputed_50,det_cols_imputed_50,n_det_valid,n_det_missing,usable_for_clustering
2340,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2341,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2342,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2343,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2344,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2345,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2346,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2347,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2348,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2349,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2350,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2351,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2352,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2353,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2354,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2355,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2356,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2357,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2358,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2359,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2360,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2361,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2362,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2363,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2364,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2365,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2366,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_07_legal,32,0,TRUE
2367,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2368,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2369,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2370,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2371,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2372,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2373,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2374,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2375,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2376,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2377,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2378,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2379,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2380,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2381,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_24_socialising,32,0,TRUE
2382,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2383,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_08_trust; det_17_adherence,32,0,TRUE
2384,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2385,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2386,LATAM,WHY_LATAM,why,29,3,3,0.09375,TRUE,det_13_technical_fit; det_16_commitment; det_18_autonomy,32,0,TRUE
2387,LATAM,WHY_LATAM,why,28,4,4,0.125,TRUE,det_01_profits; det_04_added_value; det_06_climate_protection; det_22_peer_pressure,32,0,TRUE
2388,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2389,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2390,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_16_commitment,32,0,TRUE
2391,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2392,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2393,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2394,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_19_wellbeing; det_25_agreement,32,0,TRUE
2395,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2396,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2397,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2398,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2399,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_10_cost_efficiency,32,0,TRUE
2400,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2401,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2402,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2403,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2404,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2405,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2406,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2407,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_26_novelty,32,0,TRUE
2408,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2409,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2410,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,FALSE
2411,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2412,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2413,LATAM,WHY_LATAM,why,27,5,5,0.15625,TRUE,det_05_frugality; det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_23_support,32,0,TRUE
2414,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2415,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2416,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_22_peer_pressure; det_29_trends,32,0,TRUE
2417,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2418,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2419,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2420,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_12_own_competence,32,0,TRUE
2421,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2422,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2423,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2424,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2425,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2426,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2427,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2428,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2429,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2430,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2431,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2432,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2433,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2434,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2435,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2436,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2437,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2438,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2439,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2440,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2441,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2442,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2443,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2444,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2445,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2446,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2447,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_24_socialising,32,0,TRUE
2448,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_04_added_value; det_29_trends,32,0,TRUE
2449,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2450,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2451,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2452,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2453,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2454,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2455,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2456,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_09_safety,32,0,TRUE
2457,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2458,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2459,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2460,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2461,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2462,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2463,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2464,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2465,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2466,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2467,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2468,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2469,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2470,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_05_frugality; det_18_autonomy,32,0,TRUE
2471,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_18_autonomy,32,0,TRUE
2472,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2473,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2474,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2475,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2476,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2477,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2478,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2479,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2480,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2481,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2482,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2483,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2484,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2485,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2486,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2487,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2488,LATAM,WHY_LATAM,why,29,3,3,0.09375,TRUE,det_03_risk_profile; det_06_climate_protection; det_20_coziness,32,0,TRUE
2489,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_14_environmental_concerns,32,0,TRUE
2490,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2491,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2492,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2493,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2494,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2495,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2496,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2497,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2498,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2499,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2500,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_27_fun,32,0,TRUE
2501,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2502,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_04_added_value,32,0,TRUE
2503,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2504,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2505,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2506,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2507,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2508,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_09_safety,32,0,TRUE
2509,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_05_frugality; det_26_novelty,32,0,TRUE
2510,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2511,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2512,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2513,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2514,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2515,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2516,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2517,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2518,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2519,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2520,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2521,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2522,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2523,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_01_profits,32,0,TRUE
2524,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2525,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2526,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_04_added_value,32,0,TRUE
2527,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2528,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2529,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2530,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_30_authority,32,0,TRUE
2531,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2532,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2533,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2534,LATAM,WHY_LATAM,why,29,3,3,0.09375,TRUE,det_05_frugality; det_06_climate_protection; det_18_autonomy,32,0,TRUE
2535,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2536,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2537,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2538,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_20_coziness,32,0,TRUE
2539,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2540,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2541,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2542,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2543,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2544,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_30_authority,32,0,TRUE
2545,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2546,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2547,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2548,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2549,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2550,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2551,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2552,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2553,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_03_risk_profile,32,0,TRUE
2554,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2555,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2556,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2557,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2558,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2559,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2560,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2561,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2562,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2563,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_08_trust,32,0,TRUE
2564,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2565,LATAM,WHY_LATAM,why,0,32,0,0,FALSE,NA,0,32,FALSE
2566,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2567,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2568,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2569,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2570,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_06_climate_protection; det_07_legal,32,0,TRUE
2571,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2572,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2573,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2574,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2575,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2576,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2577,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2578,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2579,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2580,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2581,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2582,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2583,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2584,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2585,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2586,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2587,LATAM,WHY_LATAM,why,27,5,5,0.15625,TRUE,det_05_frugality; det_24_socialising; det_27_fun; det_28_recognition; det_30_authority,32,0,TRUE
2588,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2589,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2590,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2591,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2592,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_06_climate_protection; det_21_rights_and_duties,32,0,TRUE
2593,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2594,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2595,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2596,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2597,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2598,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2599,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2600,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2601,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_21_rights_and_duties,32,0,TRUE
2602,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2603,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2604,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_18_autonomy; det_27_fun,32,0,TRUE
2605,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_29_trends,32,0,TRUE
2606,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2607,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2608,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2609,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2610,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2611,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2612,LATAM,WHY_LATAM,why,0,32,0,0,FALSE,NA,0,32,FALSE
2613,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2614,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2615,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2616,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2617,LATAM,WHY_LATAM,why,30,2,2,0.0625,TRUE,det_10_cost_efficiency; det_23_support,32,0,TRUE
2618,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_20_coziness,32,0,TRUE
2619,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2620,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2621,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2622,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2623,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2624,LATAM,WHY_LATAM,why,29,3,3,0.09375,TRUE,det_02_credit_score; det_07_legal; det_16_commitment,32,0,TRUE
2625,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2626,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2627,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_32_own_significance,32,0,TRUE
2628,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2629,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2630,LATAM,WHY_LATAM,why,26,6,6,0.1875,TRUE,det_07_legal; det_08_trust; det_09_safety; det_16_commitment; det_18_autonomy; det_20_coziness,32,0,TRUE
2631,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2632,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2633,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2634,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2635,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2636,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2637,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2638,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
2639,LATAM,WHY_LATAM,why,31,1,1,0.03125,TRUE,det_12_own_competence,32,0,TRUE
2640,LATAM,WHY_LATAM,why,32,0,0,0,FALSE,NA,32,0,TRUE
