analysis_sample,method,matrix,matrix_name,d_hamming,coverage_P1,coverage_P2,coverage_P3,coverage_P4,coverage_P5,coverage_P6,coverage_P7,coverage_P8,P_for_80,P_for_85,P_for_90,P_for_95,max_coverage_P12,max_prototype_available
EUROPE,KMEANS,EXT,matrix_32_ext_0_1,8,36.96717261904836,67.09738095238157,77.79145833333416,84.36392857142924,84.90026785714352,85.1049702380959,88.2486904761911,90.66866071428632,4,6,8,NA,94.58133928571486,12
EUROPE,KMEANS,EXT,matrix_32_ext_0_1,9,41.50321428571517,76.32095238095387,82.6241071428585,85.596666666668,90.25764880952514,92.91741071428702,95.12098214285844,95.55455357142986,3,4,5,7,97.49422619047743,12
EUROPE,KMEANS,EXT,matrix_32_ext_0_1,10,46.23523809523928,83.07000000000191,86.94752976190664,88.45803571428759,94.37250000000184,96.2997023809542,98.02535714285897,98.47788690476372,2,3,5,6,99.12949404762088,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,0,0.943511904761838,1.4990476190475126,1.972648809523669,2.3613392857141173,2.5637202380950557,2.7352976190474245,2.8622321428569393,2.97565476190455,NA,NA,NA,NA,3.371994047618807,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,1,2.490684523809347,3.846488095237822,4.092946428571137,4.475297619047301,5.155654761904396,5.4867857142853245,5.777410714285304,6.09598214285671,NA,NA,NA,NA,6.856369047618561,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,2,5.1536904761901,7.361190476189944,9.527559523808838,10.576458333332573,10.958482142856356,11.878124999999146,12.553839285713384,13.459077380951417,NA,NA,NA,NA,15.27851190476081,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,3,7.590535714285213,12.829077380951466,15.422857142856047,16.55630952380835,17.81014880952255,19.564315476189098,20.647648809522348,21.81029761904608,NA,NA,NA,NA,24.759434523807773,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,4,10.649047619046964,19.518898809522575,22.456577380950943,25.652946428569773,28.309374999998163,30.11556547618851,31.354732142855095,34.12934523809301,NA,NA,NA,NA,37.29976190475945,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,5,13.796904761903916,26.146369047617483,29.989434523807695,34.81267857142639,39.47383928571173,40.613660714283085,44.09238095237809,44.86943452380661,NA,NA,NA,NA,48.9277380952349,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,6,17.576220238093736,32.85669642856855,39.68133928571081,42.68092261904395,50.5015178571386,54.477559523805,55.48752976190017,60.076755952376026,NA,NA,NA,NA,65.16985119047091,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,7,21.544285714283795,38.897648809519886,47.665148809519295,58.86136904761402,62.54574404761376,64.514821428566,67.5708333333277,69.6696130952323,NA,NA,NA,NA,76.82199404761275,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,8,24.450952380950135,43.68967261904314,54.00261904761402,67.99235119047057,70.46008928570846,76.30392857142233,78.53901785713646,80.29565476189825,8,NA,NA,NA,84.63380952380271,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,9,27.860446428568757,49.341785714280654,60.201160714280114,76.40988095237422,79.0786607142788,84.49059523808793,86.01428571427832,87.12976190475442,6,7,12,NA,91.14961309523034,12
EUROPE,KMEANS,Z_ABS,matrix_32_z_abs,10,32.79720238094915,56.017380952375085,66.50166666666023,83.94071428570635,86.54300595237282,90.9578571428487,92.8079761904676,94.95181547618176,4,5,6,9,97.24800595237208,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,0,1.8145238095237708,3.237172619047549,4.395446428571332,5.070595238095126,5.6260119047617785,6.0580654761903405,6.4687202380950914,6.820773809523654,NA,NA,NA,NA,8.119553571428387,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,1,3.7378869047618224,6.481726190476044,7.825476190476013,9.9100595238093,11.10880952380927,11.84297619047592,12.32154761904734,13.050714285713989,NA,NA,NA,NA,15.421845238094884,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,2,5.964732142857007,10.499910714285468,13.216577380952074,15.081577380952032,17.355089285713884,19.397827380951934,21.705505952380452,23.22098214285661,NA,NA,NA,NA,28.50360119047553,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,3,8.179613095237924,12.190059523809248,18.48452380952338,21.133273809523324,24.64083333333276,28.402083333332655,30.76372023809451,35.507708333332474,NA,NA,NA,NA,40.10300595237999,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,4,10.56369047619027,16.440654761904387,22.278154761904233,25.714672619047008,29.64916666666595,35.53776785714195,38.76508928571331,46.35386904761796,NA,NA,NA,NA,52.29973214285593,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,5,12.942410714285474,20.80997023809485,25.52080357142807,29.72925595238033,33.53616071428499,41.76755952380871,45.52178571428478,55.33598214285611,NA,NA,NA,NA,69.23562499999854,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,6,15.53154761904716,26.01101190476129,32.03437499999923,35.591041666665824,45.7454166666658,49.86928571428471,52.21005952380846,62.89273809523694,NA,NA,NA,NA,79.29589285714135,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,7,18.258482142856572,31.433809523808804,39.70907738095149,52.08925595238009,55.9894047619038,65.58773809523707,72.3780654761892,82.25711309523679,8,9,NA,NA,88.60901785714138,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,8,19.37241071428501,35.240476190474645,46.155327380950645,61.17839285714092,68.69687499999785,80.0187499999978,82.87818452380725,88.49380952380713,6,8,10,NA,93.16101190475938,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,9,20.634345238094383,39.25586309523622,53.761071428568975,71.90133928571089,76.82351190475836,87.17639880952026,91.3976785714249,93.77148809523436,6,6,7,9,95.7997321428534,12
EUROPE,EFA,RAW,matrix_32_raw_0_1,10,22.47803571428473,43.830744047616754,62.06116071428291,82.02997023809166,84.71619047618684,92.17839285713887,95.43738095237688,96.80943452380542,4,6,6,7,98.77732142856726,12
EUROPE,EFA,POS,matrix_32_pos_0_1,0,1.2429464285714569,2.07458333333338,2.878303571428636,3.306309523809597,3.701369047619129,4.003541666666754,4.275208333333428,4.532529761904861,NA,NA,NA,NA,5.4314285714286905,12
EUROPE,EFA,POS,matrix_32_pos_0_1,1,4.306101190476285,5.443035714285834,6.2654464285715665,7.663333333333501,8.296488095238278,8.962529761904959,9.572767857143068,10.286517857143084,NA,NA,NA,NA,12.269494047619318,12
EUROPE,EFA,POS,matrix_32_pos_0_1,2,6.39535714285728,9.395119047619252,10.921041666666904,13.277083333333623,14.809583333333658,16.476517857143218,17.79217261904801,18.557708333333743,NA,NA,NA,NA,23.379166666667185,12
EUROPE,EFA,POS,matrix_32_pos_0_1,3,8.747261904762128,12.485059523809811,15.131190476190826,19.52526785714329,21.801517857143335,24.579464285714835,25.9384226190482,29.117708333333987,NA,NA,NA,NA,36.54910714285796,12
EUROPE,EFA,POS,matrix_32_pos_0_1,4,11.07092261904794,14.304880952381342,18.99306547619093,26.391190476191127,29.595238095238827,31.941726190476977,36.975297619048455,40.43565476190568,NA,NA,NA,NA,48.493422619048715,12
EUROPE,EFA,POS,matrix_32_pos_0_1,5,13.769255952381284,20.467946428571885,30.875833333334104,32.62461309523891,36.30508928571516,43.73910714285811,45.89824404762007,46.578273809524845,NA,NA,NA,NA,58.10699404762025,12
EUROPE,EFA,POS,matrix_32_pos_0_1,6,16.484077380952495,26.003214285714712,39.58741071428649,49.42089285714409,51.225505952382235,54.037380952382314,61.90431547619195,67.23907738095387,NA,NA,NA,NA,71.8894642857159,12
EUROPE,EFA,POS,matrix_32_pos_0_1,7,17.744791666666718,30.214255952381464,46.5811309523817,58.06369047619175,68.08050595238265,75.31247023809699,77.79011904762085,78.24089285714466,10,NA,NA,NA,84.30145833333529,12
EUROPE,EFA,POS,matrix_32_pos_0_1,8,19.04470238095235,34.850148809523674,52.17657738095251,64.93098214285784,76.1170238095251,83.63696428571559,86.06732142857278,87.95583333333472,6,7,11,NA,90.60687500000148,12
EUROPE,EFA,POS,matrix_32_pos_0_1,9,20.42508928571418,39.611101190476056,58.00782738095249,71.89651785714358,83.60788690476328,90.79369047619188,92.13336309523952,93.4627678571443,5,6,6,11,95.15217261904913,12
EUROPE,EFA,POS,matrix_32_pos_0_1,10,22.00749999999981,44.53589285714274,64.72511904761903,79.17803571428635,89.85785714285825,95.02130952381071,96.02657738095364,96.9711309523822,5,5,6,6,98.38059523809656,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,0,1.2724404761904646,2.3919940476190247,2.8895238095237814,3.2520238095237777,3.5158928571428225,3.733333333333296,3.934791666666628,4.133630952380911,NA,NA,NA,NA,4.8616666666666175,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,1,2.93434523809521,3.7649702380952017,5.108303571428522,5.954583333333275,6.588720238095172,7.10547619047612,8.134494047618967,8.482529761904678,NA,NA,NA,NA,9.764434523809424,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,2,5.584047619047559,8.48669642857134,10.74050595238084,11.99708333333321,13.351101190476053,14.380833333333186,15.424464285714128,16.56749999999983,NA,NA,NA,NA,19.728095238095033,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,3,7.996994047618979,12.526011904761772,15.279999999999845,17.8825892857141,18.781369047618856,20.92648809523788,22.641874999999768,23.974166666666424,NA,NA,NA,NA,27.42059523809497,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,4,10.438898809523735,17.357053571428434,22.61499999999974,25.269851190475908,28.7409226190473,30.7599702380949,31.549583333332983,33.483779761904394,NA,NA,NA,NA,37.059880952380546,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,5,12.77476190476184,22.470089285714167,30.33416666666654,33.45202380952365,35.781160714285534,38.869583333333125,41.118154761904535,41.93898809523785,NA,NA,NA,NA,47.6283630952378,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,6,15.143779761904502,27.100208333333065,38.048630952380734,42.05544642857117,44.17449404761877,46.47279761904731,48.2250595238092,52.72523809523771,NA,NA,NA,NA,58.63297619047574,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,7,17.54363095238061,32.440505952380235,46.37773809523747,51.25005952380886,53.01241071428503,59.37514880952294,62.561755952380054,65.49247023809433,NA,NA,NA,NA,71.3150892857133,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,8,18.13261904761865,36.39961309523673,52.40360119047437,57.81187499999813,66.80083333333144,70.21470238095044,74.49226190475991,76.67357142856942,10,NA,NA,NA,82.1974404761884,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,9,18.92773809523761,41.28318452380813,59.33815476190242,70.60827380952169,75.7602083333311,78.65830357142629,83.03672619047384,85.74889880952142,7,8,12,NA,90.27119047618804,12
EUROPE,EFA,EXT,matrix_32_ext_0_1,10,20.253392857142256,46.51619047618871,67.01952380952062,79.73583333333045,84.85217261904464,87.88232142856839,91.01095238094928,91.59842261904453,5,6,7,12,95.01148809523497,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,0,0.7496726190476141,1.1295833333333258,1.4070238095238004,1.6838095238095128,1.8997023809523683,2.110565476190463,2.309196428571414,2.44133928571427,NA,NA,NA,NA,2.854374999999982,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,1,1.873749999999988,2.491785714285698,3.168095238095218,3.646547619047596,3.912559523809499,4.478244047619019,4.770863095238065,5.284404761904728,NA,NA,NA,NA,6.340208333333293,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,2,4.145327380952351,5.829166666666628,7.168720238095193,8.371696428571376,9.739761904761847,10.231577380952318,11.138511904761838,11.740446428571357,NA,NA,NA,NA,14.257916666666576,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,3,6.3909226190475605,9.245595238095165,11.309583333333247,14.436011904761804,15.61946428571418,16.622261904761796,18.34999999999988,19.07437499999988,NA,NA,NA,NA,21.99904761904748,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,4,9.10181547619048,13.737380952380878,19.10970238095222,21.954910714285543,23.91800595238077,26.53839285714267,27.49232142857124,28.02354166666647,NA,NA,NA,NA,33.23770833333312,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,5,11.622976190476212,19.04425595238095,26.615863095238087,31.70166666666656,32.65690476190465,35.38681547619035,37.41907738095225,38.14904761904749,NA,NA,NA,NA,43.95642857142841,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,6,14.177678571428345,24.57598214285703,34.34741071428569,42.22604166666663,43.53142857142853,47.42074404761899,49.59187499999994,50.921130952380885,NA,NA,NA,NA,53.63794642857133,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,7,16.70848214285691,30.121994047619,41.79005952380962,52.942410714285906,54.30708333333352,60.45595238095245,63.157559523809574,63.355982142857194,NA,NA,NA,NA,68.99577380952383,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,8,17.590119047618774,34.02208333333272,47.24345238095199,61.48169642857118,70.47482142857113,73.25863095238063,73.67220238095204,74.94452380952347,12,NA,NA,NA,80.37755952380915,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,9,18.60374999999969,38.5508928571414,52.81303571428452,69.1620535714269,80.24904761904612,82.94089285714132,83.36529761904609,84.93642857142704,5,9,NA,NA,88.67553571428415,12
EUROPE,EFA,Z_ABS,matrix_32_z_abs,10,19.95470238095199,43.99235119047456,58.53428571428437,76.53476190475968,88.36014880952182,90.08854166666468,91.68488095237896,92.5329761904742,5,5,6,12,95.47327380952176,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,0,0.4035714285714184,0.7772619047618854,1.1357142857142577,1.488422619047582,1.8387499999999544,2.18351190476185,2.528065476190413,2.863214285714214,NA,NA,NA,NA,4.158452380952277,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,1,1.3011309523809207,3.16511904761897,4.944910714285593,5.339791666666535,6.3690178571427,8.149880952380752,9.738601190475952,11.503601190475909,NA,NA,NA,NA,14.38360119047584,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,2,4.469077380952267,9.151964285714048,12.08547619047588,15.22505952380914,18.994732142856662,22.220476190475633,26.598333333332665,28.907916666665944,NA,NA,NA,NA,37.21139880952288,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,3,8.417291666666474,16.03961309523775,20.283065476190018,26.381815476189846,33.055178571427795,38.97550595238,44.325505952379864,47.9450892857131,NA,NA,NA,NA,59.49041666666516,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,4,14.78976190476149,27.091874999999387,31.72077380952305,43.77461309523713,51.757529761903655,59.69809523809399,63.91770833333196,68.65145833333183,12,NA,NA,NA,81.53773809523624,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,5,21.07568452380896,39.65741071428449,57.75720238095055,66.21642857142663,74.44991071428366,78.33026785714068,82.30163690475962,84.67258928571195,7,9,12,NA,91.54297619047368,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,6,29.396130952380663,54.645535714284456,79.3012499999979,85.89297619047387,87.81622023809288,89.78014880952142,92.65767857142612,94.53511904761652,4,4,7,9,96.28666666666412,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,7,38.258392857142475,72.21038690476117,88.05642857142722,91.86404761904618,93.77857142856996,95.07669642856992,96.48604166666512,97.03351190476032,3,3,4,6,97.75711309523652,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,8,45.54898809523764,85.76107142857036,93.57023809523685,96.72068452380816,97.7051785714272,97.9081547619034,98.10592261904624,98.23434523809384,2,2,3,4,98.78568452380811,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,9,52.774374999999445,94.49324404761796,97.46624999999882,97.5497023809512,97.75014880952264,98.01592261904644,98.05877976190358,98.25389880952262,2,2,2,3,99.69211309523688,12
LATAM,KMEANS,RAW,matrix_32_raw_0_1,10,58.40827380952409,97.1323809523808,98.35699404761884,98.5639880952379,98.72306547619029,98.86413690476172,99.12053571428552,99.7517857142855,2,2,2,2,99.9531249999998,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,0,1.054255952380933,1.847857142857108,2.608660714285665,3.3342261904761266,3.9987202380951614,4.6536011904761,5.273333333333231,5.868988095237982,NA,NA,NA,NA,7.820744047618897,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,1,4.906398809523715,7.925892857142703,9.892321428571234,13.536994047618784,15.1408630952378,16.94017857142824,18.999166666666294,20.46389880952341,NA,NA,NA,NA,25.410446428570932,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,2,9.527410714285535,16.929434523809203,22.937053571428127,30.69181547618989,34.63532738095172,38.5634821428564,41.27431547618968,43.858035714284874,NA,NA,NA,NA,50.03282738095142,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,3,17.711994047618695,32.477529761904115,41.71794642857063,47.47711309523718,54.75288690476088,57.3913392857132,60.19642857142743,62.46803571428453,NA,NA,NA,NA,71.97717261904623,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,4,26.936071428571008,49.664702380951475,66.13735119047485,69.48169642857002,77.2510119047604,78.86053571428417,80.0273809523794,83.1516369047603,7,9,NA,NA,88.78476190476019,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,5,39.70907738095181,67.96321428571335,78.14363095237997,80.70172619047516,86.00895833333213,87.0961607142845,87.91324404761782,91.1528273809511,4,5,8,NA,94.6330059523796,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,6,53.708273809524634,83.76827380952436,86.47627976190525,92.14154761904794,94.93955357142885,95.527470238095475,96.1090178571431,96.92401785714308,2,3,4,6,98.2127380952383,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,7,63.92934523809468,90.80928571428448,92.78860119047492,96.19812499999868,97.66687499999864,98.27422619047482,98.8508035714272,98.95035714285576,2,2,2,4,99.6272619047605,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,8,74.22333333333242,96.13803571428411,98.2723214285698,98.8733928571412,99.43398809523646,99.67663690476029,99.7071428571412,99.7665178571412,2,2,2,2,99.96874999999834,12
LATAM,KMEANS,POS,matrix_32_pos_0_1,9,83.05202380952271,97.43476190476052,99.22083333333192,99.68669642857002,99.72032738095098,99.84508928571287,99.89776785714145,99.9281249999986,1,2,2,2,99.99999999999858,11
LATAM,KMEANS,POS,matrix_32_pos_0_1,10,90.23354166666576,98.73163690476098,99.83866071428476,99.9026785714276,99.95892857142762,99.96249999999904,99.98749999999905,99.99999999999903,1,1,1,2,99.99999999999903,8
LATAM,KMEANS,EXT,matrix_32_ext_0_1,0,1.0729166666666412,1.898720238095192,2.6943749999999342,3.143839285714208,3.567708333333245,3.833988095238,4.097142857142756,4.353660714285606,NA,NA,NA,NA,5.238392857142726,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,1,2.6677678571427923,4.933005952380831,5.9824999999998525,6.556815476190313,7.365952380952199,7.677886904761715,8.328898809523603,8.802321428571211,NA,NA,NA,NA,11.548928571428286,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,2,5.487410714285575,9.583363095237848,12.454196428571114,14.150505952380596,18.064672619047155,19.643005952380452,20.632083333332808,23.281309523808936,NA,NA,NA,NA,29.3105952380945,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,3,8.084613095237911,13.681577380952042,19.327261904761393,28.565565476189768,31.123779761903993,32.778749999999185,34.81428571428486,38.82166666666568,NA,NA,NA,NA,48.05297619047497,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,4,10.997559523809295,22.099345238094873,27.828124999999464,43.07592261904661,47.56872023809407,53.99726190476053,57.84565476190328,60.53214285714132,NA,NA,NA,NA,68.2863988095221,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,5,13.949672619047131,32.01616071428448,37.69470238095095,57.796130952378846,65.40193452380726,69.76041666666428,73.2372916666642,77.38223214285456,10,NA,NA,NA,84.1115178571401,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,6,17.77824404761838,46.856517857141114,52.4402678571409,73.9060714285686,80.22199404761598,83.46252976190162,87.88041666666341,90.00273809523479,5,7,8,NA,93.36592261904424,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,7,22.43735119047533,62.74166666666612,82.96616071428413,85.4482440476174,88.01178571428397,92.16895833333147,94.22541666666478,95.93083333333144,3,4,6,8,97.37491071428376,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,8,27.925922619046496,74.89782738095143,89.82247023809435,91.35392857142766,92.72413690476095,95.987619047618,97.31770833333228,98.18622023809417,3,3,4,6,98.76803571428462,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,9,34.41008928571424,85.44702380952398,92.40749999999991,94.43211309523797,97.80002976190454,98.511845238095,98.72023809523786,98.99130952380926,2,2,3,5,99.5104166666664,12
LATAM,KMEANS,EXT,matrix_32_ext_0_1,10,42.57217261904763,92.74657738095246,97.85553571428564,99.08092261904754,99.4718749999999,99.50937499999988,99.63392857142848,99.71607142857133,2,2,2,3,99.83258928571416,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,0,0.170922619047605,0.33872023809521024,0.5029464285713872,0.6671726190475641,0.8282738095237414,0.9893749999999188,1.150476190476096,1.3115773809522733,NA,NA,NA,NA,1.6440178571427218,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,1,0.5353869047618607,0.8715773809523094,1.193779761904664,1.3548809523808412,1.6383630952379604,1.789553571428424,2.0644047619045915,2.4048809523807546,NA,NA,NA,NA,3.200059523809261,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,2,0.94166666666659,1.2669940476189443,1.4586011904760714,2.138601190476015,2.40464285714266,3.302470238094966,3.933988095237771,4.495476190475819,NA,NA,NA,NA,5.706041666666195,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,3,1.4251488095236935,1.6215476190474871,2.8124999999997704,3.2032142857140236,5.473005952380509,6.711428571428028,7.770238095237466,8.228779761904095,NA,NA,NA,NA,10.449613095237243,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,4,1.906428571428414,4.183363095237752,4.817380952380556,8.941488095237334,10.751488095237187,12.758928571427498,13.295386904760788,14.03622023809406,NA,NA,NA,NA,20.703601190474473,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,5,2.4169940476188487,5.948809523809037,6.902946428570863,14.18726190476069,16.423095238093833,19.562291666665004,20.131488095236385,21.040119047617264,NA,NA,NA,NA,30.904315476187904,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,6,3.1544940476187886,8.692827380951606,10.205654761903862,20.90327380952225,25.73866071428375,26.314970238093224,27.349702380950283,31.925535714283217,NA,NA,NA,NA,48.86770833332933,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,7,4.336488095237708,11.795863095237062,14.18729166666544,27.8419345238075,34.26964285714022,40.418184523806275,48.00717261904366,52.214434523805224,NA,NA,NA,NA,64.04645833332793,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,8,6.497797619046993,15.990982142855936,20.60410714285553,36.63690476190169,43.9107142857105,51.79297619047167,59.31318452380426,63.28342261904202,NA,NA,NA,NA,78.41249999999334,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,9,9.465386904761306,21.0825297619035,28.41154761904563,46.51574404761497,53.73511904761427,66.56797619047077,69.82157738094665,82.44797619046987,8,9,NA,NA,87.86610119046944,12
LATAM,KMEANS,Z_ABS,matrix_32_z_abs,10,14.271339285713507,28.571785714284207,40.71824404761687,58.758541666662595,68.26348214285235,72.33999999999487,79.87157738094652,81.46657738094639,8,9,9,12,96.09672619046924,12
LATAM,EFA,RAW,matrix_32_raw_0_1,0,1.653779761904712,2.455297619047543,3.1085119047618077,3.737470238095121,4.350803571428434,4.916249999999844,5.342738095237926,5.694196428571247,NA,NA,NA,NA,6.799642857142641,12
LATAM,EFA,RAW,matrix_32_raw_0_1,1,3.5180654761903662,5.455773809523638,8.218273809523549,9.333422619047322,10.586249999999664,11.2452678571425,11.977708333332952,12.55735119047579,NA,NA,NA,NA,15.062976190475712,12
LATAM,EFA,RAW,matrix_32_raw_0_1,2,5.977678571428382,9.909791666666344,16.133571428570903,18.8495238095232,20.874880952380277,23.890982142856373,25.31723214285633,26.407857142856297,NA,NA,NA,NA,32.0534226190466,12
LATAM,EFA,RAW,matrix_32_raw_0_1,3,8.358333333333078,14.194940476190007,23.208511904761185,27.68827380952293,29.39392857142764,33.669999999998915,35.778124999998845,39.263601190474915,NA,NA,NA,NA,44.53446428571285,12
LATAM,EFA,RAW,matrix_32_raw_0_1,4,10.891220238094933,18.842499999999497,30.97065476190396,37.9694345238085,40.37967261904652,46.17279761904627,50.56184523809373,51.335595238093696,NA,NA,NA,NA,57.02824404761735,12
LATAM,EFA,RAW,matrix_32_raw_0_1,5,13.467708333332917,23.46279761904701,38.355386904760586,48.090535714284194,50.19657738095079,58.46592261904587,60.585565476188656,60.91556547618865,NA,NA,NA,NA,66.58910714285513,12
LATAM,EFA,RAW,matrix_32_raw_0_1,6,16.421577380951703,28.83553571428484,44.82866071428409,57.33919642856958,68.69508928571224,70.15074404761697,71.42869047618836,73.42476190475972,NA,NA,NA,NA,79.76327380952142,12
LATAM,EFA,RAW,matrix_32_raw_0_1,7,19.467857142856275,34.39830357142709,51.22479166666438,66.0883333333306,80.42565476190168,80.89794642856833,84.590595238092,86.86976190475862,5,8,12,NA,90.25568452380612,12
LATAM,EFA,RAW,matrix_32_raw_0_1,8,20.6409226190466,36.721726190474186,54.19806547618762,69.43309523809195,85.77017857142444,89.18491071428146,91.36374999999568,91.99842261904328,5,5,7,NA,94.55886904761462,12
LATAM,EFA,RAW,matrix_32_raw_0_1,9,21.789434523808335,39.32854166666449,57.520982142854045,72.815327380949,90.7436011904716,93.45342261904295,94.41413690475724,96.27705357142382,5,5,5,8,97.46752976189998,12
LATAM,EFA,RAW,matrix_32_raw_0_1,10,22.712529761903436,42.71383928571208,61.572172619044416,76.55985119047287,94.16949404761463,95.81035714285268,96.36809523809076,97.73738095237644,5,5,5,6,99.0879166666621,12
LATAM,EFA,POS,matrix_32_pos_0_1,0,1.055773809523828,1.90261904761908,2.431785714285755,2.8447916666667146,3.254672619047673,3.623928571428632,3.8864583333333975,4.1425297619048305,NA,NA,NA,NA,5.097172619047703,12
LATAM,EFA,POS,matrix_32_pos_0_1,1,2.54479166666671,3.779196428571492,4.893005952381035,6.675863095238206,7.486398809523934,8.639791666666811,9.389821428571585,10.44321428571446,NA,NA,NA,NA,11.788244047619246,12
LATAM,EFA,POS,matrix_32_pos_0_1,2,5.018839285714363,7.880000000000126,11.976398809524,14.260357142857377,16.694613095238367,18.683482142857457,21.193839285714635,22.262589285714657,NA,NA,NA,NA,26.10074404761948,12
LATAM,EFA,POS,matrix_32_pos_0_1,3,7.251577380952524,12.266964285714495,18.49660714285743,22.86523809523844,24.846517857143237,26.511309523809928,28.04755952380996,30.276309523809996,NA,NA,NA,NA,38.12428571428633,12
LATAM,EFA,POS,matrix_32_pos_0_1,4,9.815625000000216,17.834107142857537,26.85059523809588,33.73818452381026,35.43303571428648,36.82220238095318,39.76934523809609,41.95181547619137,NA,NA,NA,NA,49.71937500000103,12
LATAM,EFA,POS,matrix_32_pos_0_1,5,12.388333333333652,23.281190476191053,34.9737797619057,44.117827380953585,45.541785714286945,46.632053571429815,50.02880952381083,52.030922619048965,NA,NA,NA,NA,57.64062500000146,12
LATAM,EFA,POS,matrix_32_pos_0_1,6,15.39455357142846,29.219613095238223,42.56925595238153,53.87354166666761,55.29854166666764,60.99035714285815,61.72193452381054,64.9487202380963,NA,NA,NA,NA,71.59553571428688,12
LATAM,EFA,POS,matrix_32_pos_0_1,7,18.410982142857208,34.897797619047886,49.89556547619093,63.24937500000093,71.23514880952497,75.56720238095362,76.20541666666792,79.13758928571559,9,NA,NA,NA,84.66651785714426,12
