"D","assigned_pct","unassigned_pct"
0,0.0107100781835707,99.9892899218164
1,0.0856806254685659,99.9143193745314
2,1.7564528221056,98.2435471778944
3,2.5971939595159,97.4028060404841
4,21.0560137089001,78.9439862910999
5,22.5768448109671,77.4231551890329
6,50.5944093391882,49.4055906608118
7,52.3294420049266,47.6705579950734
8,74.6331798222127,25.3668201777873
9,76.0308450251687,23.9691549748313
10,93.3490414480026,6.65095855199743
11,93.9970011781086,6.0029988218914
12,97.1243440077113,2.87565599228874
13,97.504551783228,2.49544821677198
14,99.1324836671308,0.86751633286923
15,99.2235193316911,0.776480668308879
16,99.7911534754204,0.208846524579629
17,99.8607689836136,0.13923101638642
18,99.9892899218164,0.0107100781835707
19,100,0
20,100,0
