integrated_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,employment_model,student_status_model,city_size_model,tenure_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict,n_det_non_missing,prop_det_non_missing,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
3082,diego__diego_863,diego_863,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Self-employed,1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,medium,1,GR,GR,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,5.67130008918238,16.13204823756869,2.4540404029516183,77.50636522224956,13.870251811547986,18.889061804011472,70.97548811362415,84.29465966528721,82.95426657182225,36.931324052384724,81.05200640218696,52.88591940417575,85.80961994780537,66.99446418331709,89.80497667387934,80.93735819818745,94.25938927047244,76.24964997256599,53.903418711762804,84.3417909047511,0.4355792433863082,34.87795025411815,1.584336051509294,42.616111082712386,4.90577209408425,69.55615359746048,79.61043867358238,22.860310528173688,32.209873362242185,72.6114147352269,60.33017322793956,60.446610047798806
3083,diego__diego_864,diego_864,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (private sector),1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,medium,1,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,14.303394445156204,29.466957322985042,43.10216690258917,53.96961110315755,10.345579723873554,91.5790272237204,72.75979044680453,81.16390446971042,98.05120131069346,41.04901280068016,82.02797829101294,79.13976073288586,81.6565074139221,80.68585224066766,85.87161080917181,61.12186686976638,27.96701610225345,29.125056997105343,24.682850089581127,67.21201502756242,79.33507398578816,7.70216775064887,35.98708075679872,1.4094258974071012,61.34586348459164,91.32141241845414,91.86535328496413,31.340601306985967,83.68102204785868,43.51166894074554,31.692966707191307,51.244784280277734
3084,diego__diego_865,diego_865,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (public sector),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,female,high,employed,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,70.91787669426768,54.31647959907425,97.75065883551407,16.13477713268795,78.4548266258592,73.64629575018118,94.6967160567976,54.521776333317945,61.57408261540489,70.24337354593969,82.63111903195654,59.60106063252333,80.9094946169872,79.87220576808305,70.93550427209733,67.16185853677624,32.49295352526988,89.59074111018296,55.99843212234971,47.71161316145932,10.028313662469797,46.798546750045276,18.617052598617676,60.66786664197302,2.371990710970806,94.0909615489933,30.858338879506906,38.25519030084431,25.865802224509824,31.372390413989628,22.61826203076665,72.68042941554226
3085,diego__diego_866,diego_866,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Non-binary,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,other,medium,unemployed,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,88.82565283651478,34.23609668385365,30.465676971597404,79.39368475207154,79.11489571990415,77.91373228959955,13.386579197898287,75.06748047773873,67.72968605306984,82.4032104968041,75.76725628625839,88.94767618341243,11.76710499794811,54.24664957340467,52.984170829040544,76.04061302742639,97.46986639526922,53.697324943072594,9.693737657239804,61.7409995414749,64.88023972898719,27.599909062613705,33.800481026172186,58.559878412509754,7.3739047882661115,98.92158099050536,91.63025946615299,4.6995020806511265,1.6457351288682867,14.61148505164986,10.526256699558697,97.22016200243446
3086,diego__diego_867,diego_867,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,medium,student,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,34.69550611922058,26.8038345222674,92.10118043159328,47.15178587864599,36.204790637130856,94.88141319510632,81.99274725155605,21.976090243115596,21.71135303680645,57.37760787535819,94.80791999358607,23.962204246957157,48.157504874600484,62.77580299943681,70.27298448925696,42.1929246601351,97.34642729043257,29.207092786175046,60.05561395661674,18.62691342203419,49.40147751282203,18.358462005105267,59.471174294238715,9.860859902789013,12.382822836570886,97.21950764576336,99.84335951695915,39.96601938220788,14.31212662419077,73.71889379641388,12.828659945659314,22.348748767634007
3087,diego__diego_868,diego_868,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,medium,employed,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,78.27636629615053,45.10080725356285,20.730369348724828,23.673339175113423,33.30931761002913,19.51436658730008,37.28279157266599,86.22011117071813,62.89565625563604,47.19628549407681,72.23457502995448,39.559857569906185,95.61707158949412,68.48006358100818,96.10032194846148,77.03078473383113,79.02875477766729,82.61533170435806,27.20847538554958,22.303114757646846,30.693903763916946,50.885583310062756,38.458133844007634,54.4918568031471,26.394282111087513,81.36896021701261,92.8003676824974,47.0736313056201,65.54235690788221,31.253926760358546,42.788082595564546,80.20291865795649
3088,diego__diego_869,diego_869,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,PhD,Paid employee (public sector),1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,female,high,employed,unknown,unknown,unknown,unknown,unknown,medium,1,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,61.819143569151976,67.84427076054791,58.65895224732686,51.06331940423705,90.79360623804702,71.79668629404227,61.46926991365997,81.931342772172,68.28766621805161,68.1242834840375,99.84689197066398,86.79028734712502,97.29454424703982,72.9924018107807,95.42210595836191,89.14145241535935,83.55582528003886,97.50087989299173,46.782328144232665,86.81342930989557,88.77996211943886,30.92938416490717,36.62078541875701,41.12283942552016,75.66541846677144,79.05469642254931,41.89028081423711,76.1418299896948,2.043291033335798,97.88655589476825,26.976398098665296,73.92638182528671
3089,diego__diego_870,diego_870,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (private sector),1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,medium,1,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,66.64977249968545,43.433047749628926,57.3022617365269,16.887527077775204,39.739434977624,94.80362860999271,52.264880938016034,62.48764176278636,28.54990853223226,67.45429560461434,71.23853374286391,42.85745622579327,17.667612609345614,29.579873360327124,32.46458661135682,58.224027417167974,87.8628286442098,52.22076396151005,44.17470801647357,49.43811693488973,87.82677219251096,17.540083972431724,32.76127764030881,37.63541794088893,65.84863245644479,26.59548399045511,19.34756309967583,21.236734366689902,18.22610702996139,11.747523306023753,44.95675558631144,32.415014562568835
3090,diego__diego_871,diego_871,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than secondary school or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,medium,student,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,21.519984000664888,49.29128244201447,79.70263715891882,97.03542802426841,83.33055068082777,72.73743247633644,25.502129617267315,77.34575646347517,92.21050838363081,98.62037341422605,64.63006112114913,64.71359284378727,58.23816331773694,97.69957406108516,53.141032800235656,69.5810340420717,84.38836305957027,47.793244788735244,85.52935498680918,86.52791311155609,49.52799763339035,10.192200410265473,31.746042622118086,53.69224912458589,15.36058559288919,38.65299836865801,56.44828798415512,28.632971558978838,35.93444360207985,76.47621632243315,9.192573350685315,83.57953049568384
3091,diego__diego_872,diego_872,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,high,student,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,53.59058086656868,15.565903457700896,93.70086993056536,52.18184917352137,23.46413908642213,19.743057386814648,56.380546892268086,80.92705883504901,43.12586009736139,52.11857236096783,12.57483756258152,66.02846068262679,88.67510596115524,50.807518900465496,73.7939098303596,27.948721461795873,79.63555529764544,38.62006452886393,17.093643999513617,73.41257010033124,34.736327959803084,17.40491157563831,44.06074987493746,66.42349201456253,33.318658397206946,38.199927451604744,48.32583493368983,80.49942350869432,45.81530518610843,56.411779006245844,49.88484677466576,93.67659229938882
3092,diego__diego_873,diego_873,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,medium,1,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,22.511226457431228,68.2625328570966,19.393479021130297,40.32745485525259,16.091210499975716,72.12654175474988,73.99237779619521,83.2573436392483,41.70878066678967,21.085090734599426,64.39544492757865,18.039821632257322,33.80329313940649,53.106812052657524,45.086349392142395,77.84477772783042,80.65668083287015,78.45288769923589,16.743022522004434,31.100248494844443,41.788986246842455,57.24857921818164,10.391350868245224,16.257075390874174,22.35114574362575,79.89347132589972,75.51177338354069,41.82625612249229,26.18735586072316,81.55155199456135,7.153993717274931,47.49757900425586
3093,diego__diego_874,diego_874,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,60 or older,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vocational training,Not working (other),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,TRUE,65_plus,male,medium,employed,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,47.587910659041874,24.872820463621643,47.6071112954189,97.68044953541633,24.261017523185266,67.59673766604818,82.23495223535092,89.8092114909339,90.66622158624718,81.23443785469927,37.10530177683094,70.17707334917833,55.45618766139771,80.77461014283601,55.829940313877856,77.23886076926362,75.68376602400247,65.12172541177263,74.48397469412866,13.03022112028245,74.73834089384228,26.486232345712526,80.10124011538247,59.864994732808306,99.45062574249532,86.9029955053772,87.83390842105457,20.001963462799992,5.453178895419148,35.69962287208098,71.68197366402262,47.54938759339368
3094,diego__diego_875,diego_875,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (public sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,female,high,employed,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,94.84795917628743,55.502993914512565,80.12681012197827,75.51168072820495,19.935346841756235,84.03819196683995,55.09236649665408,84.8463880979969,33.95560667213944,31.464651325870307,59.19688333694511,27.90463167107903,73.80744943790829,88.63279272523349,77.27771860688082,57.85953661644279,61.44918302191057,40.07515355173159,47.21734896863185,82.65880885819047,79.39432143064717,50.5976538829188,99.20448286661065,91.96911757901728,76.03453708274046,76.46917414007282,59.035653975969055,63.36537160170175,34.431675911804746,59.886148284987144,87.14855028458234,37.82503975957455
3095,diego__diego_876,diego_876,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (public sector),2,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,female,high,employed,unknown,unknown,unknown,unknown,unknown,high,2,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,73.7680251600288,84.93859803539078,26.58529245181849,64.37771049864398,11.504585404594037,66.1359156319964,48.6755712872356,39.29178605567659,85.77143200737477,28.395776146483986,68.02505949022924,46.80200291782784,98.03943430906318,58.00702784570561,23.98283331703418,90.91720169886719,45.43113027743737,99.97720731328164,75.99967705139207,97.93452329064968,81.88399219658729,78.06371609176051,27.308865024892853,55.00598656572977,33.97672688513181,82.07717316073631,62.37777162973416,48.66960534626368,0.5169809920221535,24.799605347038575,39.61594734352676,64.12841431612821
3096,diego__diego_877,diego_877,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (private sector),NA,NA,I prefer not to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,female,high,employed,unknown,unknown,unknown,unknown,unknown,unknown,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,44.94001643973795,29.768776582321433,56.45838923484188,31.72565210462383,22.17513643762606,24.389530429446825,32.22623030023373,81.64445706769021,43.100832599183505,59.854212246520596,86.9332567849883,76.83575127606863,95.31414992618397,57.19080851762435,80.83796117277305,40.2694181085898,88.59240987311941,38.01739570231898,58.473469419399535,74.50123972203484,29.923600132487312,7.792258187892666,45.06643094052618,48.11360071979024,15.72634333315331,98.63719442620302,60.733166367774224,42.665767554508925,58.22766482845781,30.760846830263816,65.5166486293114,52.611343461804516
3097,diego__diego_878,diego_878,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,PhD,Paid employee (private sector),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,female,high,employed,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,71.08165636444555,26.258075756216133,99.70727997828367,59.13166675359903,16.692132475186725,34.26115178376817,86.29289332038532,45.16691793215434,51.721197958812674,82.87492208522946,91.62188279132701,80.40843583238758,60.926724160621845,98.19486698251256,77.9181335667701,51.764071943228416,56.62755667331757,97.38932456448798,35.178267890522555,87.59399582830987,83.55675821784011,59.72373135260585,77.51386119732734,54.77879397394463,54.17085844605565,73.84405150634488,95.66387224591743,32.884536739012795,50.686036149795285,18.05569080976338,5.685186091336557,39.40675562277718
3098,diego__diego_879,diego_879,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (public sector),2,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,high,2,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,31.160597716541158,2.54430104304535,19.23689418587523,63.612705536334545,80.23626832528157,38.852153317092004,42.164383670402,64.64326222252942,75.69028740858235,44.50713483583973,75.78118324983548,31.555469840169824,97.45472036810456,63.80411766770915,43.672625021267436,45.359847092264594,90.43692747391988,88.74982090954303,51.515537094862786,60.42147465870931,52.052892155549074,20.14508386813905,20.100585231614673,84.15387928591478,17.704475684744796,90.54427599031825,86.1343431731096,41.36826431419396,4.8981566907789045,57.30264235331319,55.563143163745806,92.87582639716689
3099,diego__diego_880,diego_880,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,60 or older,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Self-employed,2,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,TRUE,65_plus,male,high,employed,unknown,unknown,unknown,unknown,unknown,medium,2,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,71.70312720439962,54.22808865158085,0.49799095336967586,70.8366864034568,24.67459714476692,19.57237082521669,83.92398218742743,61.92773078136644,51.74550550905181,93.5536269259899,96.77999299362797,2.307874394199716,29.186361293465918,80.49200439901652,77.37320623318439,88.10884833636732,49.76166734002243,30.062792423767895,57.02572287655727,75.22112362398708,88.50522286422667,25.88110044727592,4.341295601273622,36.36213228962276,38.11532611751481,37.99824933460667,92.79566238201957,8.98747576984501,64.31950739773225,52.86271138811636,6.9434003052603295,96.25908991341491
3100,diego__diego_881,diego_881,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Self-employed,2,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,high,2,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,11.925930957117505,1.3253138065555503,9.28034369454188,47.84484885674951,25.2412879336948,17.727856826881837,41.85695503214773,48.29603916645165,89.38584904867125,67.71068307767719,44.9462668045702,43.611264788065974,31.98527544444407,50.547534543495324,46.837932751004594,79.36436839649016,99.96315202050138,41.09557166169989,36.67649600370824,63.15601866429119,61.58084445858522,58.37540643323412,16.93158332213487,49.0906979765368,34.79172636497014,76.11649888287396,89.97174919345147,54.717945961286645,47.735163567089295,66.2216183412945,92.5840535479346,24.96889568583245
3101,diego__diego_882,diego_882,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (public sector),3,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,TRUE,45_54,male,high,employed,unknown,unknown,unknown,unknown,unknown,medium,3,GR,GR,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,0.7001447131016635,15.616492791910986,68.03897648750575,85.41105061014062,76.86295850681968,84.6933110576432,69.71461522556515,40.96135379861467,66.64623149252714,44.62758506065751,58.90215354417063,77.1898301808762,44.484388346609585,90.31734749689689,59.719515247206985,90.31930178719585,86.58993546119792,16.990141286564953,27.619110167457965,2.512439976450054,39.590276088659415,27.661159521461528,29.85353562766249,78.74550797978628,56.113134895291154,53.63987062127954,37.17584356985586,19.23742527838941,20.571261271038704,18.55666694522597,53.71333926487338,97.81839607332762
