integrated_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,employment_model,student_status_model,city_size_model,tenure_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict,n_det_non_missing,prop_det_non_missing,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
625,rv__69c653159fc262f6ae945f2c,69c653159fc262f6ae945f2c,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69c653159fc262f6ae945f2c,NA,2026,2003,NA,Male.,NL – Netherlands,NL,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,4: Temperate Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,40,90,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually vote for national parties.,28,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,75,80,40,"I am a professional (consultant, architect, or technician) looking for better tools to help my clients navigate the renovation process and justify energy investments.",One person (usually me) does the research and then discusses it with the others.,2003,23,FALSE,18_24,male,high,student,unknown,rural_small,owner_with_mortgage,unknown,yes,unknown,NA,NL,NL,NA,unknown,unknown,unknown,4 temperate climates maritime,traditional family household composed of the parents and and one or two children,solo driver,i am a professional consultant architect or technician looking for better tools to help my clients navigate the renovation process and justify energy investments,one person usually me does the research and then discusses it with the others,voter,1,28,left,homo_economicus,75,80,40,40,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,39,31,55,31,40,68,79,47,73,56,59,59,66,68,64,62,45,43,61,57,55,30,54,41,57,37,62,57,23,33,42,43
626,rv__69c6537a19083732c9074955,69c6537a19083732c9074955,rv,1,1,concerns2,Content_Export_RV-Concerns_2__166.xlsx,69c6537a19083732c9074955,NA,2026,1998,NA,Male.,NL – Netherlands,NL,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,NA,NA,NA,Self-care (such as washing or dressing).,NA,6,26,"Yes, sometimes on a regular schedule.",Solo Driver.,I usually vote for national parties.,45,I am more likely to invest if it improves my safety or that of my household.,70,100,40 | Financial: High costs or hidden financial risks.;Innovation: It feels like an outdated or old-fashioned solution.,NA,NA,1998,28,FALSE,25_34,male,unknown,unknown,unknown,rural_small,owner_with_mortgage,other,yes,unknown,NA,NL,NL,NA,unknown,unknown,unknown,4 temperate climates maritime,ageing family household composed of two older adults,solo driver,unknown,unknown,voter,1,45,centre,fearful,70,100,NA,6,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,rv__69c65a5e1512d915ad690c01,69c65a5e1512d915ad690c01,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69c65a5e1512d915ad690c01,NA,2026,2003,NA,Male.,DE – Germany,DE,NA,NA,NA,NA,NA,Village: Less than 1 000 inhabitants.,4: Temperate Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"Vocational training (e.g. technical training, professional certificates).",Full time employed.,NA,Νone of the above.,NA,50,60,"No, almost never.",Solo Driver.,I usually vote for national parties.,NA,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,40,78,33,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",I live alone.,2003,23,FALSE,18_24,male,medium,employed,unknown,rural_small,rent,unknown,no,unknown,NA,DE,DE,NA,unknown,unknown,unknown,4 temperate climates maritime,single parenthood household composed of a parent and its children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,i live alone,voter,1,NA,unknown,careful,40,78,33,50,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,62,41,61,70,67,69,26,68,74,69,71,25,71,65,63,34,73,10,70,78,35,11,54,25,63,32,32,32,18,17,70,69
628,rv__69c66db5f7046ddee4259600,69c66db5f7046ddee4259600,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69c66db5f7046ddee4259600,NA,2026,2003,NA,Female.,BE – Belgium,BE,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,60,90,"Yes, sometimes on an irregular schedule.",Licensed Passenger.,I usually vote for other options.,23,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,80,100,43,Νone of the above.,I live alone.,2003,23,FALSE,18_24,female,high,student,unknown,rural_small,rent,unknown,yes,unknown,NA,BE,BE,NA,unknown,unknown,unknown,4 temperate climates maritime,uni personal household household composed of one individual,licensed passenger,NA,i live alone,voter,1,23,left,careful,80,100,43,60,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,13,30,59,54,58,72,65,79,67,81,74,65,61,67,69,69,56,45,59,69,75,15,62,15,54,32,18,10,57,34,15,67
629,rv__69c6a6aade93df9f06f725a2,69c6a6aade93df9f06f725a2,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69c6a6aade93df9f06f725a2,NA,2026,1969,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Unemployed.,NA,Νone of the above.,NA,10,45,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually vote for other options.,30,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,60,100,70,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",I usually take the lead in decision-making.,1969,57,FALSE,55_64,female,high,unemployed,unknown,rural_small,owner_with_mortgage,unknown,yes,unknown,NA,FR,FR,NA,unknown,unknown,unknown,4 temperate climates maritime,single parenthood household composed of a parent and its children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,i usually take the lead in decision making,voter,1,30,left,careful,60,100,70,10,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,0.90625,10,30,100,38,NA,70,92,100,60,NA,96,25,80,60,61,80,70,80,60,70,100,40,NA,35,60,15,35,0,10,0,7,80
630,rv__69c71f088d7491ee5150f645,69c71f088d7491ee5150f645,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69c71f088d7491ee5150f645,NA,2026,1995,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,7: Temperate Climates - Continental.,Dual Income No Kids: Household composed of two adults without children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,20,45,"Yes, most of the time.",Solo Driver.,"I usually do not vote, vote blank or cast a null vote.",50,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,80,100,75,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",One person (usually me) does the research and then discusses it with the others.,1995,31,FALSE,25_34,female,high,employed,unknown,rural_small,owner_with_mortgage,unknown,yes,unknown,NA,FR,FR,NA,unknown,unknown,unknown,7 temperate climates continental,dual income no kids household composed of two adults without children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,one person usually me does the research and then discusses it with the others,abstainer,0,50,centre,homo_economicus,80,100,75,20,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,30,57,59,49,51,50,56,56,65,67,98,48,68,52,50,27,31,40,72,65,63,39,58,37,75,69,23,32,0,23,29,71
631,rv__69ca15db494ca3f4439f041b,69ca15db494ca3f4439f041b,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69ca15db494ca3f4439f041b,NA,2026,2006,NA,Female.,DE – Germany,DE,NA,NA,NA,NA,NA,Village: Less than 1 000 inhabitants.,5: Temperate Climates - Transitional.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,"Secondary Education (e.g. high school, secondary school).",Student.,NA,Νone of the above.,NA,100,200,"Yes, sometimes on an irregular schedule.",Solo Driver.,NA,0,I am more likely to invest if it helps reduce my environmental impact.,100,100,63,Νone of the above.,Νone of the above.,2006,20,FALSE,18_24,female,medium,student,unknown,rural_small,owner_with_mortgage,unknown,yes,unknown,NA,DE,DE,NA,unknown,unknown,unknown,5 temperate climates transitional,ageing family household composed of two older adults,solo driver,NA,NA,unknown,NA,0,extreme_left,activist,100,100,63,100,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,42,67,15,68,36,36,46,62,32,37,52,41,60,69,36,74,63,38,49,78,60,67,60,36,0,69,29,35,33,45,51,64
632,rv__69ca56094fefd467ae8d52d3,69ca56094fefd467ae8d52d3,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69ca56094fefd467ae8d52d3,NA,2026,2006,NA,Male.,DE – Germany,DE,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,5: Temperate Climates - Transitional.,Traditional family: Household composed of the parents and and one or two children.,We rent the home (private or social/subsidised rental).,"Secondary Education (e.g. high school, secondary school).",Student.,NA,Νone of the above.,NA,3,20,"No, almost never.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,35,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,83,100,65,I view energy upgrades primarily as a business decision and need to see the clear return on investment (ROI) for my commercial property or rental units.,All household members participate throughout the entire process.,2006,20,FALSE,18_24,male,medium,student,unknown,rural_small,rent,unknown,no,unknown,NA,DE,DE,NA,unknown,unknown,unknown,5 temperate climates transitional,traditional family household composed of the parents and and one or two children,solo driver,i view energy upgrades primarily as a business decision and need to see the clear return on investment roi for my commercial property or rental units,all household members participate throughout the entire process,uncertain,NA,35,left,homo_economicus,83,100,65,3,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,62,74,66,31,61,71,70,36,66,70,78,64,66,64,64,69,66,63,65,45,60,40,44,30,41,60,56,60,40,64,58,23
633,rv__69ca6fc7821add9ccff6c196,69ca6fc7821add9ccff6c196,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69ca6fc7821add9ccff6c196,NA,2026,1994,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,3,60,"No, almost never.",Non-Driver Companion.,I usually switch my vote depending on the candidate/program or the type of election.,19,I am more likely to invest if it improves my safety or that of my household.,55,81,58,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I live alone.,1994,32,FALSE,25_34,female,high,employed,unknown,rural_small,rent,unknown,no,unknown,NA,FR,FR,NA,unknown,unknown,unknown,4 temperate climates maritime,uni personal household household composed of one individual,non driver companion,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i live alone,uncertain,NA,19,extreme_left,fearful,55,81,58,3,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,93,55,66,90,73,56,49,92,69,70,81,72,67,58,80,78,88,93,68,74,81,48,45,55,60,58,61,67,49,58,48,74
634,rv__69cac7e6b4b245b2c38f9112,69cac7e6b4b245b2c38f9112,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69cac7e6b4b245b2c38f9112,NA,2026,2000,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,4: Temperate Climates - Maritime.,Dual Income No Kids: Household composed of two adults without children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,1,10,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,20,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,77,100,62,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,2000,26,FALSE,25_34,female,high,student,unknown,rural_small,owner_with_mortgage,unknown,yes,unknown,NA,FR,FR,NA,unknown,unknown,unknown,4 temperate climates maritime,dual income no kids household composed of two adults without children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,uncertain,NA,20,left,careful,77,100,62,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,73,85,88,63,54,65,79,95,59,84,95,77,82,70,75,36,59,64,85,78,61,37,34,9,53,54,72,0,17,24,36,64
635,rv__69ce347557b27d2061240b1c,69ce347557b27d2061240b1c,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69ce347557b27d2061240b1c,NA,2026,1980,NA,Female.,DE – Germany,DE,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,10: Cold Climates - Intermediate.,Traditional family: Household composed of the parents and and one or two children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Stay-at-home partner.,NA,Νone of the above.,NA,3,30,"Yes, sometimes on an irregular schedule.",Dependent Traveler.,"I usually do not vote, vote blank or cast a null vote.",NA,I am more likely to invest if it improves my safety or that of my household.,80,80,50,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",One person (usually me) does the research and then discusses it with the others.,1980,46,FALSE,45_54,female,high,other,unknown,rural_small,rent,unknown,yes,unknown,NA,DE,DE,NA,unknown,unknown,unknown,10 cold climates intermediate,traditional family household composed of the parents and and one or two children,dependent traveler,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,one person usually me does the research and then discusses it with the others,abstainer,0,NA,unknown,fearful,80,80,50,3,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,80,64,80,75,75,61,81,85,89,80,76,62,70,50,80,75,50,51,81,75,80,60,51,80,60,51,74,59,50,51,70,62
636,rv__69cfa04ef9beed8c8a37a6ab,69cfa04ef9beed8c8a37a6ab,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69cfa04ef9beed8c8a37a6ab,NA,2026,2001,NA,Male.,FR – France,FR,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,4: Temperate Climates - Maritime.,Dual Income No Kids: Household composed of two adults without children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,8,120,"No, almost never.",Non-Driver Companion.,I usually vote for national parties.,75,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,71,89,68,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",All household members participate throughout the entire process.,2001,25,FALSE,25_34,male,high,employed,unknown,rural_small,rent,unknown,no,unknown,NA,FR,FR,NA,unknown,unknown,unknown,4 temperate climates maritime,dual income no kids household composed of two adults without children,non driver companion,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,all household members participate throughout the entire process,voter,1,75,right,homo_economicus,71,89,68,8,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,85,85,32,38,80,62,83,88,76,89,89,71,73,58,65,71,79,17,72,78,90,35,15,26,80,20,56,25,8,15,11,33
637,rv__69cfa63b8c421237fca6a2ef,69cfa63b8c421237fca6a2ef,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69cfa63b8c421237fca6a2ef,NA,2026,2000,NA,Male.,FR – France,FR,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,4: Temperate Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home with an outstanding mortgage.,"Vocational training (e.g. technical training, professional certificates).",Student.,NA,Νone of the above.,NA,110,120,"No, almost never.",Solo Driver.,I usually vote for national parties.,60,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",75,80,65,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I usually take the lead in decision-making.,2000,26,FALSE,25_34,male,medium,student,unknown,rural_small,owner_with_mortgage,unknown,no,unknown,NA,FR,FR,NA,unknown,unknown,unknown,4 temperate climates maritime,ageing family household composed of two older adults,solo driver,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i usually take the lead in decision making,voter,1,60,centre,influencer,75,80,65,110,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,82,72,77,86,70,74,85,16,82,78,76,71,76,72,77,68,81,74,76,29,30,20,71,56,77,78,62,61,41,68,37,71
638,rv__69d023c8f299f5b1cc355e64,69d023c8f299f5b1cc355e64,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69d023c8f299f5b1cc355e64,NA,2026,1988,NA,Female.,DE – Germany,DE,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,5: Temperate Climates - Transitional.,Poly-nuclear household: Household composed of several non family-related people sharing a dwelling.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,8,40,"No, almost never.",Solo Driver.,I usually vote for national parties.,50,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,82,91,57,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,1988,38,FALSE,35_44,female,high,employed,unknown,rural_small,rent,unknown,no,unknown,NA,DE,DE,NA,unknown,unknown,unknown,5 temperate climates transitional,poly nuclear household household composed of several non family related people sharing a dwelling,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,voter,1,50,centre,homo_economicus,82,91,57,8,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,0.6875,66,80,66,70,80,NA,85,69,74,79,86,75,85,60,76,75,60,75,57,NA,85,64,NA,NA,NA,NA,NA,NA,50,NA,NA,57
639,rv__69d274089c78e9b30018cf6a,69d274089c78e9b30018cf6a,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69d274089c78e9b30018cf6a,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",I usually take the lead in decision-making.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,NA,unknown,unknown,unknown,unknown,unknown,unknown,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,i usually take the lead in decision making,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,100,100,100,88,100,88,90,100,100,100,100,100,100,100,100,91,73,100,100,100,67,65,65,89,67,100,33,83,100,89,80,75
640,rv__69d6358085a3d24288ab3b62,69d6358085a3d24288ab3b62,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69d6358085a3d24288ab3b62,NA,2026,1995,NA,Male.,DE – Germany,DE,NA,NA,NA,NA,NA,Village: Less than 1 000 inhabitants.,5: Temperate Climates - Transitional.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,0,0,"Yes, most of the time.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,10,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",60,100,70,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",Other household members usually take the lead.,1995,31,FALSE,25_34,male,high,student,unknown,rural_small,owner_with_mortgage,unknown,yes,unknown,NA,DE,DE,NA,unknown,unknown,unknown,5 temperate climates transitional,single parenthood household composed of a parent and its children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,other household members usually take the lead,uncertain,NA,10,extreme_left,activist,60,100,70,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,60,100,90,70,70,40,90,80,85,85,100,75,70,70,95,90,100,60,70,60,75,55,25,0,65,20,10,60,20,10,20,39
641,rv__69d648d33057d63617173b85,69d648d33057d63617173b85,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69d648d33057d63617173b85,NA,2026,2007,NA,Male.,FR – France,FR,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"Secondary Education (e.g. high school, secondary school).",Student.,NA,Νone of the above.,NA,5,30,"No, almost never.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,40,I am more likely to invest if it improves my safety or that of my household.,80,100,60,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I live alone.,2007,19,FALSE,18_24,male,medium,student,unknown,rural_small,rent,unknown,no,unknown,NA,FR,FR,NA,unknown,unknown,unknown,4 temperate climates maritime,uni personal household household composed of one individual,solo driver,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i live alone,uncertain,NA,40,centre,fearful,80,100,60,5,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,0.96875,75,80,76,70,40,81,70,80,85,80,70,80,65,90,70,76,80,75,75,75,80,90,65,70,70,75,80,70,91,NA,76,80
642,rv__69d671f03dd875c20e4c0ce0,69d671f03dd875c20e4c0ce0,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69d671f03dd875c20e4c0ce0,NA,2026,1993,NA,Female.,DE – Germany,DE,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Dual Income No Kids: Household composed of two adults without children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Part-time employed.,NA,Νone of the above.,NA,10,90,"Yes, most of the time.",Licensed Passenger.,I usually vote for other options.,30,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,85,100,85,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,1993,33,FALSE,25_34,female,high,employed,unknown,rural_small,rent,unknown,yes,unknown,NA,DE,DE,NA,unknown,unknown,unknown,4 temperate climates maritime,dual income no kids household composed of two adults without children,licensed passenger,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,voter,1,30,left,homo_economicus,85,100,85,10,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,35,50,65,60,20,80,35,60,25,80,70,50,75,80,50,35,70,80,70,50,30,20,25,10,20,50,60,10,20,50,10,60
