"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,1,4,5e-04
4,10,760,0.095
5,61,4321,0.540125
6,201,11849,1.481125
7,624,25215,3.151875
8,1249,46532,5.8165
9,2865,88693,11.086625
10,4522,147600,18.45
11,8339,276149,34.518625
12,11066,354516,44.3145
13,16707,485751,60.718875
14,18883,624897,78.112125
15,24918,737598,92.19975
16,25741,743858,92.98225
17,30265,792787,99.098375
18,30427,793449,99.181125
19,31975,799477,99.934625
20,31986,799490,99.93625
