"D","assigned_pct","unassigned_pct"
0,0.00535503909178537,99.9946449609082
1,0.0321302345507122,99.9678697654493
2,0.872871371961015,99.127128628039
3,1.18881867837635,98.8111813216236
4,11.7703759237442,88.2296240762557
5,12.798543429367,87.201456570633
6,40.8375281139552,59.1624718860448
7,42.5297204669594,57.4702795330406
8,72.4483238727643,27.5516761272357
9,73.7549534111599,26.2450465888401
10,90.3502195566028,9.64978044339724
11,91.0035343258006,8.99646567419942
12,96.4496090821463,3.5503909178537
13,96.8191067794795,3.18089322052051
14,98.7415658134304,1.25843418656956
15,98.8433115561744,1.15668844382564
16,99.5126914426475,0.487308557352469
17,99.5555317553818,0.444468244618186
18,99.85005890543,0.14994109456999
19,99.8714790617971,0.128520938202849
20,99.9410945699904,0.0589054300096391
