"D","assigned_pct","unassigned_pct"
0,0.0267751954589269,99.9732248045411
1,0.144586055478205,99.8554139445218
2,2.97204669594088,97.0279533040591
3,4.55713826710935,95.4428617328906
4,26.1540109242797,73.8459890757203
5,30.3095212595052,69.6904787404948
6,71.9021098854022,28.0978901145978
7,71.5486773053443,28.4513226946557
8,85.1022812466531,14.8977187533469
9,85.9216022276963,14.0783977723037
10,95.6945485702046,4.30545142979544
11,96.706650958552,3.293349041448
12,98.5541394452179,1.44586055478205
13,98.9557673771019,1.04423262289815
14,99.9678697654493,0.0321302345507122
15,99.9678697654493,0.0321302345507122
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
