"order_rank","archetype","freq_covered_at_D_order","pct_covered_at_D_order"
1,"Uninterested",4527223,56.5902875
2,"Homo.Economicus",3433176,42.9147
3,"Influencer",239,0.0029875
4,"Careful",0,0
5,"Early.Adopter",0,0
6,"Fearful",0,0
7,"Stubborn",0,0
