"cluster","best_match","pct_match"
"1","Fearful",64.7058823529412
"2","Careful",31.8181818181818
"3","Influencer",36.3636363636364
"4","Uninterested",22.2222222222222
"5",NA,NA
"6","Early Adopter",37.5
"7","Homo Economicus",36.8421052631579
"8","Stubborn",26.3157894736842
