PC1,PC2,participant_id,cluster
0.11377868623858016,0.7417348695423688,2,Cluster 1
-1.33348473917301,0.6906355385052179,3,Cluster 1
0.8902462010343855,-0.34906779108519626,4,Cluster 3
0.24643533121335892,-0.36719338105760546,5,Cluster 1
0.34130283974840914,0.20616824335632525,6,Cluster 1
-0.4857175210595258,-1.1577016247480985,7,Cluster 6
1.274496496565857,1.4988875032238804,8,Cluster 3
-0.296182435007753,-0.030295205811692663,10,Cluster 1
-0.311566494954252,-1.3033370431576807,11,Cluster 6
-0.7617657820416127,0.5157554272873099,12,Cluster 1
0.7873119792771988,-2.3750786562822923,13,Cluster 6
-1.6543000828378256,0.8425699243638656,14,Cluster 1
-0.3077559581749575,-0.6597482451969353,15,Cluster 1
2.239335697993658,3.0584542501453575,16,Cluster 8
-0.91806465422689,-0.6437638649261053,17,Cluster 1
0.5127912116035794,0.940968596432234,18,Cluster 1
2.4199083316348355,-1.7180992922260867,19,Cluster 2
-1.286190168929866,-3.79380828245668,20,Cluster 6
1.1016519926738744,-0.4181884680808689,21,Cluster 3
3.0139395587081217,0.20992729996084616,22,Cluster 3
1.4995260854721741,2.9351529424371643,23,Cluster 2
-1.6181383835695897,0.150891933033113,PROLIFIC_qwertyuiop,Cluster 1
-0.05302162625750279,0.056554824061110086,25,Cluster 8
-0.8734700022867101,-1.2915330288153872,26,Cluster 6
4.6883737412628115,0.03536222583568976,27,Cluster 2
-0.5083779425364718,0.5077770607333884,28,Cluster 1
2.719004667389695,1.0804284987319674,29,Cluster 2
1.0749963347263554,-3.1127601249465386,30,Cluster 6
2.0858442265521746,-0.6157476661545673,31,Cluster 3
0.5615328868361683,-0.36520558233402833,32,Cluster 3
0.1845382794935249,-0.987367586557356,33,Cluster 8
-1.743628301540028,1.3323528414351793,34,Cluster 1
1.3195952984522876,-1.0462007175147243,35,Cluster 3
2.816982408863162,1.6536754089165426,36,Cluster 3
1.0383011914618994,0.4561478144608092,PROLIFIC_f022823c-dfa6-4cd6-bd42-,Cluster 1
0.2540776767982597,1.07063665542956,38,Cluster 1
-1.380267813145882,3.2787673335570804,39,Cluster 5
-4.281096615866007,0.31180924821247025,40,Cluster 4
0.18241232836105253,-0.88546735692433165,41,Cluster 6
-0.006810031364584667,-1.457562280540021,42,Cluster 6
-0.6886169761458117,1.0511443140498538,43,Cluster 1
-2.0696093776921733,2.5985818876050963,44,Cluster 5
1.6455743815044799,-0.3185336701653368,45,Cluster 3
1.0920059085827714,0.19584192794979563,46,Cluster 6
0.22121447636532451,-0.41723324948354645,48,Cluster 5
3.862192047994345,0.20710851493018892,49,Cluster 8
1.3072474601747037,-0.023140248346962704,50,Cluster 2
-0.1841299338482392,-0.22911925368479955,51,Cluster 6
3.699016881848818,0.25686478246899286,52,Cluster 7
0.5997964102446585,0.6913709499174702,53,Cluster 3
0.5706797577355165,1.943513258098302,54,Cluster 8
-1.0751215475278184,6.136661098894452,55,Cluster 1
2.8330865412753394,-1.5659657428583718,56,Cluster 7
0.957115525865199,0.19255409322321837,57,Cluster 3
-0.3092068006128258,0.3421217141792264,58,Cluster 1
2.8729386228772844,1.3227356053102013,59,Cluster 7
2.5144595889496535,1.9864501183064875,60,Cluster 2
0.2848514779778232,-3.2910829624997406,61,Cluster 6
-1.3742061676850355,-1.8457861002206053,62,Cluster 6
-1.391855035311008,-0.4319128574572422,63,Cluster 1
-2.5097130700425403,5.043325511126077,64,Cluster 5
-0.3722306625059306,1.3437573416958406,66,Cluster 1
0.2242710713241177,-2.9202040806737366,67,Cluster 6
1.7995286731655982,-2.618709406367552,68,Cluster 6
-1.7241538334819657,-0.5987610743498901,70,Cluster 6
4.292477385040106,-0.4197000230884986,71,Cluster 2
-0.8588189508444528,-1.63309496533492,73,Cluster 6
-0.22729746687757058,-0.694501660714907,74,Cluster 6
-1.2031988064092014,-0.9985150898597481,75,Cluster 6
-2.509671004941071,0.01862170516435625,77,Cluster 1
-2.059209115239719,-2.8787603591065896,79,Cluster 6
0.8158850171816272,1.9132496525341596,80,Cluster 1
-0.7087291868906167,-1.043754025099723,81,Cluster 6
0.5617659682344408,-1.2577059245329845,83,Cluster 6
-1.6384936517281583,2.967968506954733,84,Cluster 5
-4.664783034455121,-2.52887277192208,85,Cluster 4
-5.396702961957914,1.3542293503310046,86,Cluster 4
0.37197245090218767,-1.5574672128787304,87,Cluster 6
1.6829025793424863,0.3168888539021035,88,Cluster 7
-3.4103666447942533,0.6011909047351354,89,Cluster 5
0.05145387205357872,1.2849434993296263,90,Cluster 8
0.4616314152091523,-0.29191689568093226,91,Cluster 1
1.391631445014184,3.0205947471178662,92,Cluster 8
-2.1319865138512903,1.5852656378581111,93,Cluster 1
-0.15096163009902155,0.1409117092778099,94,Cluster 1
1.266700665289146,-5.065241774765311,95,Cluster 6
-0.6078656638000037,-1.1984983134571243,96,Cluster 6
1.7797792523364844,0.23989034712702875,97,Cluster 2
2.422857749400906,1.2246352707044792,98,Cluster 7
