"cluster","n_active_dets","active_determinants"
"cluster_1",5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_2",7,"SECURITY; COMPETENCE; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
