left_id,right_id,matching_similarity_pct
KM1,Uninterested,7.6923076923076925
KM2,Stubborn,22.22222222222222
KM3,Early.Adopter,27.272727272727273
KM4,Influencer,44.44444444444444
KM5,Activist,40
KM6,Careful,17.647058823529413
