bootstrap_id,analysis_sample,n_draws
344,EUROPE,1000
344,LATAM,608
344,DIEGO,242
344,RENOVISOR,606
344,WHY_EUROPE,152
344,WHY_LATAM,608
345,COMPLETE,1608
345,EUROPE,1000
345,LATAM,608
345,DIEGO,241
345,RENOVISOR,613
345,WHY_EUROPE,146
345,WHY_LATAM,608
346,COMPLETE,1608
346,EUROPE,1000
346,LATAM,608
346,DIEGO,248
346,RENOVISOR,604
346,WHY_EUROPE,148
346,WHY_LATAM,608
347,COMPLETE,1608
347,EUROPE,1000
347,LATAM,608
347,DIEGO,236
347,RENOVISOR,608
347,WHY_EUROPE,156
347,WHY_LATAM,608
348,COMPLETE,1608
348,EUROPE,1000
348,LATAM,608
348,DIEGO,247
348,RENOVISOR,619
348,WHY_EUROPE,134
348,WHY_LATAM,608
349,COMPLETE,1608
349,EUROPE,1000
349,LATAM,608
349,DIEGO,255
349,RENOVISOR,621
349,WHY_EUROPE,124
349,WHY_LATAM,608
350,COMPLETE,1608
350,EUROPE,1000
350,LATAM,608
350,DIEGO,265
350,RENOVISOR,612
350,WHY_EUROPE,123
350,WHY_LATAM,608
351,COMPLETE,1608
351,EUROPE,1000
351,LATAM,608
351,DIEGO,252
351,RENOVISOR,607
351,WHY_EUROPE,141
351,WHY_LATAM,608
352,COMPLETE,1608
352,EUROPE,1000
352,LATAM,608
352,DIEGO,237
352,RENOVISOR,617
352,WHY_EUROPE,146
352,WHY_LATAM,608
353,COMPLETE,1608
353,EUROPE,1000
353,LATAM,608
353,DIEGO,254
353,RENOVISOR,610
353,WHY_EUROPE,136
353,WHY_LATAM,608
354,COMPLETE,1608
354,EUROPE,1000
354,LATAM,608
354,DIEGO,258
354,RENOVISOR,620
354,WHY_EUROPE,122
354,WHY_LATAM,608
355,COMPLETE,1608
355,EUROPE,1000
355,LATAM,608
355,DIEGO,254
355,RENOVISOR,618
355,WHY_EUROPE,128
355,WHY_LATAM,608
356,COMPLETE,1608
356,EUROPE,1000
356,LATAM,608
356,DIEGO,248
356,RENOVISOR,611
356,WHY_EUROPE,141
356,WHY_LATAM,608
357,COMPLETE,1608
357,EUROPE,1000
357,LATAM,608
357,DIEGO,234
357,RENOVISOR,618
357,WHY_EUROPE,148
357,WHY_LATAM,608
358,COMPLETE,1608
358,EUROPE,1000
358,LATAM,608
358,DIEGO,265
358,RENOVISOR,608
358,WHY_EUROPE,127
358,WHY_LATAM,608
359,COMPLETE,1608
359,EUROPE,1000
359,LATAM,608
359,DIEGO,251
359,RENOVISOR,612
359,WHY_EUROPE,137
359,WHY_LATAM,608
360,COMPLETE,1608
360,EUROPE,1000
360,LATAM,608
360,DIEGO,256
360,RENOVISOR,613
360,WHY_EUROPE,131
360,WHY_LATAM,608
361,COMPLETE,1608
361,EUROPE,1000
361,LATAM,608
361,DIEGO,243
361,RENOVISOR,609
361,WHY_EUROPE,148
361,WHY_LATAM,608
362,COMPLETE,1608
362,EUROPE,1000
362,LATAM,608
362,DIEGO,243
362,RENOVISOR,618
362,WHY_EUROPE,139
362,WHY_LATAM,608
363,COMPLETE,1608
363,EUROPE,1000
363,LATAM,608
363,DIEGO,247
363,RENOVISOR,606
363,WHY_EUROPE,147
363,WHY_LATAM,608
364,COMPLETE,1608
364,EUROPE,1000
364,LATAM,608
364,DIEGO,229
364,RENOVISOR,609
364,WHY_EUROPE,162
364,WHY_LATAM,608
365,COMPLETE,1608
365,EUROPE,1000
365,LATAM,608
365,DIEGO,250
365,RENOVISOR,603
365,WHY_EUROPE,147
365,WHY_LATAM,608
366,COMPLETE,1608
366,EUROPE,1000
366,LATAM,608
366,DIEGO,249
366,RENOVISOR,621
366,WHY_EUROPE,130
366,WHY_LATAM,608
367,COMPLETE,1608
367,EUROPE,1000
367,LATAM,608
367,DIEGO,251
367,RENOVISOR,604
367,WHY_EUROPE,145
367,WHY_LATAM,608
368,COMPLETE,1608
368,EUROPE,1000
368,LATAM,608
368,DIEGO,266
368,RENOVISOR,614
368,WHY_EUROPE,120
368,WHY_LATAM,608
369,COMPLETE,1608
369,EUROPE,1000
369,LATAM,608
369,DIEGO,251
369,RENOVISOR,598
369,WHY_EUROPE,151
369,WHY_LATAM,608
370,COMPLETE,1608
370,EUROPE,1000
370,LATAM,608
370,DIEGO,244
370,RENOVISOR,602
370,WHY_EUROPE,154
370,WHY_LATAM,608
371,COMPLETE,1608
371,EUROPE,1000
371,LATAM,608
371,DIEGO,242
371,RENOVISOR,610
371,WHY_EUROPE,148
371,WHY_LATAM,608
372,COMPLETE,1608
372,EUROPE,1000
372,LATAM,608
372,DIEGO,256
372,RENOVISOR,622
372,WHY_EUROPE,122
372,WHY_LATAM,608
373,COMPLETE,1608
373,EUROPE,1000
373,LATAM,608
373,DIEGO,253
373,RENOVISOR,616
373,WHY_EUROPE,131
373,WHY_LATAM,608
374,COMPLETE,1608
374,EUROPE,1000
374,LATAM,608
374,DIEGO,253
374,RENOVISOR,618
374,WHY_EUROPE,129
374,WHY_LATAM,608
375,COMPLETE,1608
375,EUROPE,1000
375,LATAM,608
375,DIEGO,259
375,RENOVISOR,620
375,WHY_EUROPE,121
375,WHY_LATAM,608
376,COMPLETE,1608
376,EUROPE,1000
376,LATAM,608
376,DIEGO,250
376,RENOVISOR,611
376,WHY_EUROPE,139
376,WHY_LATAM,608
377,COMPLETE,1608
377,EUROPE,1000
377,LATAM,608
377,DIEGO,258
377,RENOVISOR,602
377,WHY_EUROPE,140
377,WHY_LATAM,608
378,COMPLETE,1608
378,EUROPE,1000
378,LATAM,608
378,DIEGO,257
378,RENOVISOR,618
378,WHY_EUROPE,125
378,WHY_LATAM,608
379,COMPLETE,1608
379,EUROPE,1000
379,LATAM,608
379,DIEGO,245
379,RENOVISOR,608
379,WHY_EUROPE,147
379,WHY_LATAM,608
380,COMPLETE,1608
380,EUROPE,1000
380,LATAM,608
380,DIEGO,269
380,RENOVISOR,603
380,WHY_EUROPE,128
380,WHY_LATAM,608
381,COMPLETE,1608
381,EUROPE,1000
381,LATAM,608
381,DIEGO,238
381,RENOVISOR,596
381,WHY_EUROPE,166
381,WHY_LATAM,608
382,COMPLETE,1608
382,EUROPE,1000
382,LATAM,608
382,DIEGO,255
382,RENOVISOR,617
382,WHY_EUROPE,128
382,WHY_LATAM,608
383,COMPLETE,1608
383,EUROPE,1000
383,LATAM,608
383,DIEGO,254
383,RENOVISOR,614
383,WHY_EUROPE,132
383,WHY_LATAM,608
384,COMPLETE,1608
384,EUROPE,1000
384,LATAM,608
384,DIEGO,262
384,RENOVISOR,610
384,WHY_EUROPE,128
384,WHY_LATAM,608
385,COMPLETE,1608
385,EUROPE,1000
385,LATAM,608
385,DIEGO,276
385,RENOVISOR,606
385,WHY_EUROPE,118
385,WHY_LATAM,608
386,COMPLETE,1608
386,EUROPE,1000
386,LATAM,608
386,DIEGO,242
386,RENOVISOR,605
386,WHY_EUROPE,153
386,WHY_LATAM,608
387,COMPLETE,1608
387,EUROPE,1000
387,LATAM,608
387,DIEGO,245
387,RENOVISOR,610
387,WHY_EUROPE,145
387,WHY_LATAM,608
388,COMPLETE,1608
388,EUROPE,1000
388,LATAM,608
388,DIEGO,223
388,RENOVISOR,621
388,WHY_EUROPE,156
388,WHY_LATAM,608
389,COMPLETE,1608
389,EUROPE,1000
389,LATAM,608
389,DIEGO,259
389,RENOVISOR,604
389,WHY_EUROPE,137
389,WHY_LATAM,608
390,COMPLETE,1608
390,EUROPE,1000
390,LATAM,608
390,DIEGO,246
390,RENOVISOR,608
390,WHY_EUROPE,146
390,WHY_LATAM,608
391,COMPLETE,1608
391,EUROPE,1000
391,LATAM,608
391,DIEGO,246
391,RENOVISOR,621
391,WHY_EUROPE,133
391,WHY_LATAM,608
392,COMPLETE,1608
392,EUROPE,1000
392,LATAM,608
392,DIEGO,248
392,RENOVISOR,604
392,WHY_EUROPE,148
392,WHY_LATAM,608
393,COMPLETE,1608
393,EUROPE,1000
393,LATAM,608
393,DIEGO,245
393,RENOVISOR,614
393,WHY_EUROPE,141
393,WHY_LATAM,608
394,COMPLETE,1608
394,EUROPE,1000
394,LATAM,608
394,DIEGO,230
394,RENOVISOR,618
394,WHY_EUROPE,152
394,WHY_LATAM,608
395,COMPLETE,1608
395,EUROPE,1000
395,LATAM,608
395,DIEGO,274
395,RENOVISOR,594
395,WHY_EUROPE,132
395,WHY_LATAM,608
396,COMPLETE,1608
396,EUROPE,1000
396,LATAM,608
396,DIEGO,241
396,RENOVISOR,617
396,WHY_EUROPE,142
396,WHY_LATAM,608
397,COMPLETE,1608
397,EUROPE,1000
397,LATAM,608
397,DIEGO,255
397,RENOVISOR,616
397,WHY_EUROPE,129
397,WHY_LATAM,608
398,COMPLETE,1608
398,EUROPE,1000
398,LATAM,608
398,DIEGO,237
398,RENOVISOR,611
398,WHY_EUROPE,152
398,WHY_LATAM,608
399,COMPLETE,1608
399,EUROPE,1000
399,LATAM,608
399,DIEGO,248
399,RENOVISOR,625
399,WHY_EUROPE,127
399,WHY_LATAM,608
400,COMPLETE,1608
400,EUROPE,1000
400,LATAM,608
400,DIEGO,249
400,RENOVISOR,615
400,WHY_EUROPE,136
400,WHY_LATAM,608
401,COMPLETE,1608
401,EUROPE,1000
401,LATAM,608
401,DIEGO,258
401,RENOVISOR,603
401,WHY_EUROPE,139
401,WHY_LATAM,608
402,COMPLETE,1608
402,EUROPE,1000
402,LATAM,608
402,DIEGO,247
402,RENOVISOR,606
402,WHY_EUROPE,147
402,WHY_LATAM,608
403,COMPLETE,1608
403,EUROPE,1000
403,LATAM,608
403,DIEGO,258
403,RENOVISOR,602
403,WHY_EUROPE,140
403,WHY_LATAM,608
404,COMPLETE,1608
404,EUROPE,1000
404,LATAM,608
404,DIEGO,261
404,RENOVISOR,606
404,WHY_EUROPE,133
404,WHY_LATAM,608
405,COMPLETE,1608
405,EUROPE,1000
405,LATAM,608
405,DIEGO,246
405,RENOVISOR,628
405,WHY_EUROPE,126
405,WHY_LATAM,608
406,COMPLETE,1608
406,EUROPE,1000
406,LATAM,608
406,DIEGO,235
406,RENOVISOR,608
406,WHY_EUROPE,157
406,WHY_LATAM,608
407,COMPLETE,1608
407,EUROPE,1000
407,LATAM,608
407,DIEGO,246
407,RENOVISOR,616
407,WHY_EUROPE,138
407,WHY_LATAM,608
408,COMPLETE,1608
408,EUROPE,1000
408,LATAM,608
408,DIEGO,239
408,RENOVISOR,600
408,WHY_EUROPE,161
408,WHY_LATAM,608
409,COMPLETE,1608
409,EUROPE,1000
409,LATAM,608
409,DIEGO,263
409,RENOVISOR,635
409,WHY_EUROPE,102
409,WHY_LATAM,608
410,COMPLETE,1608
410,EUROPE,1000
410,LATAM,608
410,DIEGO,250
410,RENOVISOR,620
410,WHY_EUROPE,130
410,WHY_LATAM,608
411,COMPLETE,1608
411,EUROPE,1000
411,LATAM,608
411,DIEGO,255
411,RENOVISOR,600
411,WHY_EUROPE,145
411,WHY_LATAM,608
412,COMPLETE,1608
412,EUROPE,1000
412,LATAM,608
412,DIEGO,251
412,RENOVISOR,596
412,WHY_EUROPE,153
412,WHY_LATAM,608
413,COMPLETE,1608
413,EUROPE,1000
413,LATAM,608
413,DIEGO,241
413,RENOVISOR,604
413,WHY_EUROPE,155
413,WHY_LATAM,608
414,COMPLETE,1608
414,EUROPE,1000
414,LATAM,608
414,DIEGO,264
414,RENOVISOR,604
414,WHY_EUROPE,132
414,WHY_LATAM,608
415,COMPLETE,1608
415,EUROPE,1000
415,LATAM,608
415,DIEGO,245
415,RENOVISOR,622
415,WHY_EUROPE,133
415,WHY_LATAM,608
416,COMPLETE,1608
416,EUROPE,1000
416,LATAM,608
416,DIEGO,243
416,RENOVISOR,615
416,WHY_EUROPE,142
416,WHY_LATAM,608
417,COMPLETE,1608
417,EUROPE,1000
417,LATAM,608
417,DIEGO,257
417,RENOVISOR,609
417,WHY_EUROPE,134
417,WHY_LATAM,608
418,COMPLETE,1608
418,EUROPE,1000
418,LATAM,608
418,DIEGO,242
418,RENOVISOR,623
418,WHY_EUROPE,135
418,WHY_LATAM,608
419,COMPLETE,1608
419,EUROPE,1000
419,LATAM,608
419,DIEGO,244
419,RENOVISOR,609
419,WHY_EUROPE,147
419,WHY_LATAM,608
420,COMPLETE,1608
420,EUROPE,1000
420,LATAM,608
420,DIEGO,250
420,RENOVISOR,615
420,WHY_EUROPE,135
420,WHY_LATAM,608
421,COMPLETE,1608
421,EUROPE,1000
421,LATAM,608
421,DIEGO,247
421,RENOVISOR,619
421,WHY_EUROPE,134
421,WHY_LATAM,608
422,COMPLETE,1608
422,EUROPE,1000
422,LATAM,608
422,DIEGO,252
422,RENOVISOR,609
422,WHY_EUROPE,139
422,WHY_LATAM,608
423,COMPLETE,1608
423,EUROPE,1000
423,LATAM,608
423,DIEGO,255
423,RENOVISOR,615
423,WHY_EUROPE,130
423,WHY_LATAM,608
424,COMPLETE,1608
424,EUROPE,1000
424,LATAM,608
424,DIEGO,252
424,RENOVISOR,610
424,WHY_EUROPE,138
424,WHY_LATAM,608
425,COMPLETE,1608
425,EUROPE,1000
425,LATAM,608
425,DIEGO,279
425,RENOVISOR,600
425,WHY_EUROPE,121
425,WHY_LATAM,608
426,COMPLETE,1608
426,EUROPE,1000
426,LATAM,608
426,DIEGO,263
426,RENOVISOR,602
426,WHY_EUROPE,135
426,WHY_LATAM,608
427,COMPLETE,1608
427,EUROPE,1000
427,LATAM,608
427,DIEGO,254
427,RENOVISOR,607
427,WHY_EUROPE,139
427,WHY_LATAM,608
428,COMPLETE,1608
428,EUROPE,1000
428,LATAM,608
428,DIEGO,246
428,RENOVISOR,595
428,WHY_EUROPE,159
428,WHY_LATAM,608
429,COMPLETE,1608
429,EUROPE,1000
429,LATAM,608
429,DIEGO,251
429,RENOVISOR,610
429,WHY_EUROPE,139
429,WHY_LATAM,608
430,COMPLETE,1608
430,EUROPE,1000
430,LATAM,608
430,DIEGO,246
430,RENOVISOR,617
430,WHY_EUROPE,137
430,WHY_LATAM,608
431,COMPLETE,1608
431,EUROPE,1000
431,LATAM,608
431,DIEGO,255
431,RENOVISOR,610
431,WHY_EUROPE,135
431,WHY_LATAM,608
432,COMPLETE,1608
432,EUROPE,1000
432,LATAM,608
432,DIEGO,238
432,RENOVISOR,623
432,WHY_EUROPE,139
432,WHY_LATAM,608
433,COMPLETE,1608
433,EUROPE,1000
433,LATAM,608
433,DIEGO,263
433,RENOVISOR,606
433,WHY_EUROPE,131
433,WHY_LATAM,608
434,COMPLETE,1608
434,EUROPE,1000
434,LATAM,608
434,DIEGO,251
434,RENOVISOR,618
434,WHY_EUROPE,131
434,WHY_LATAM,608
435,COMPLETE,1608
435,EUROPE,1000
435,LATAM,608
435,DIEGO,250
435,RENOVISOR,622
435,WHY_EUROPE,128
435,WHY_LATAM,608
436,COMPLETE,1608
436,EUROPE,1000
436,LATAM,608
436,DIEGO,246
436,RENOVISOR,625
436,WHY_EUROPE,129
436,WHY_LATAM,608
437,COMPLETE,1608
437,EUROPE,1000
437,LATAM,608
437,DIEGO,246
437,RENOVISOR,613
437,WHY_EUROPE,141
437,WHY_LATAM,608
438,COMPLETE,1608
438,EUROPE,1000
438,LATAM,608
438,DIEGO,255
438,RENOVISOR,619
438,WHY_EUROPE,126
438,WHY_LATAM,608
439,COMPLETE,1608
439,EUROPE,1000
439,LATAM,608
439,DIEGO,255
439,RENOVISOR,612
439,WHY_EUROPE,133
439,WHY_LATAM,608
440,COMPLETE,1608
440,EUROPE,1000
440,LATAM,608
440,DIEGO,248
440,RENOVISOR,606
440,WHY_EUROPE,146
440,WHY_LATAM,608
441,COMPLETE,1608
441,EUROPE,1000
441,LATAM,608
441,DIEGO,258
441,RENOVISOR,596
441,WHY_EUROPE,146
441,WHY_LATAM,608
442,COMPLETE,1608
442,EUROPE,1000
442,LATAM,608
442,DIEGO,259
442,RENOVISOR,610
442,WHY_EUROPE,131
442,WHY_LATAM,608
443,COMPLETE,1608
443,EUROPE,1000
443,LATAM,608
443,DIEGO,259
443,RENOVISOR,598
443,WHY_EUROPE,143
443,WHY_LATAM,608
444,COMPLETE,1608
444,EUROPE,1000
444,LATAM,608
444,DIEGO,253
444,RENOVISOR,601
444,WHY_EUROPE,146
444,WHY_LATAM,608
445,COMPLETE,1608
445,EUROPE,1000
445,LATAM,608
445,DIEGO,256
445,RENOVISOR,599
445,WHY_EUROPE,145
445,WHY_LATAM,608
446,COMPLETE,1608
446,EUROPE,1000
446,LATAM,608
446,DIEGO,229
446,RENOVISOR,619
446,WHY_EUROPE,152
446,WHY_LATAM,608
447,COMPLETE,1608
447,EUROPE,1000
447,LATAM,608
447,DIEGO,247
447,RENOVISOR,613
447,WHY_EUROPE,140
447,WHY_LATAM,608
448,COMPLETE,1608
448,EUROPE,1000
448,LATAM,608
448,DIEGO,267
448,RENOVISOR,592
448,WHY_EUROPE,141
448,WHY_LATAM,608
449,COMPLETE,1608
449,EUROPE,1000
449,LATAM,608
449,DIEGO,237
449,RENOVISOR,612
449,WHY_EUROPE,151
449,WHY_LATAM,608
450,COMPLETE,1608
450,EUROPE,1000
450,LATAM,608
450,DIEGO,254
450,RENOVISOR,602
450,WHY_EUROPE,144
450,WHY_LATAM,608
451,COMPLETE,1608
451,EUROPE,1000
451,LATAM,608
451,DIEGO,247
451,RENOVISOR,627
451,WHY_EUROPE,126
451,WHY_LATAM,608
452,COMPLETE,1608
452,EUROPE,1000
452,LATAM,608
452,DIEGO,258
452,RENOVISOR,596
452,WHY_EUROPE,146
452,WHY_LATAM,608
453,COMPLETE,1608
453,EUROPE,1000
453,LATAM,608
453,DIEGO,245
453,RENOVISOR,618
453,WHY_EUROPE,137
453,WHY_LATAM,608
454,COMPLETE,1608
454,EUROPE,1000
454,LATAM,608
454,DIEGO,244
454,RENOVISOR,627
454,WHY_EUROPE,129
454,WHY_LATAM,608
455,COMPLETE,1608
455,EUROPE,1000
455,LATAM,608
455,DIEGO,256
455,RENOVISOR,605
455,WHY_EUROPE,139
455,WHY_LATAM,608
456,COMPLETE,1608
456,EUROPE,1000
456,LATAM,608
456,DIEGO,253
456,RENOVISOR,610
456,WHY_EUROPE,137
456,WHY_LATAM,608
457,COMPLETE,1608
457,EUROPE,1000
457,LATAM,608
457,DIEGO,249
457,RENOVISOR,612
457,WHY_EUROPE,139
457,WHY_LATAM,608
458,COMPLETE,1608
458,EUROPE,1000
458,LATAM,608
458,DIEGO,240
458,RENOVISOR,608
458,WHY_EUROPE,152
458,WHY_LATAM,608
459,COMPLETE,1608
459,EUROPE,1000
459,LATAM,608
459,DIEGO,255
459,RENOVISOR,620
459,WHY_EUROPE,125
459,WHY_LATAM,608
460,COMPLETE,1608
460,EUROPE,1000
460,LATAM,608
460,DIEGO,250
460,RENOVISOR,633
460,WHY_EUROPE,117
460,WHY_LATAM,608
461,COMPLETE,1608
461,EUROPE,1000
461,LATAM,608
461,DIEGO,266
461,RENOVISOR,612
461,WHY_EUROPE,122
461,WHY_LATAM,608
462,COMPLETE,1608
462,EUROPE,1000
462,LATAM,608
462,DIEGO,259
462,RENOVISOR,600
462,WHY_EUROPE,141
462,WHY_LATAM,608
463,COMPLETE,1608
463,EUROPE,1000
463,LATAM,608
463,DIEGO,247
463,RENOVISOR,625
463,WHY_EUROPE,128
463,WHY_LATAM,608
464,COMPLETE,1608
464,EUROPE,1000
464,LATAM,608
464,DIEGO,254
464,RENOVISOR,620
464,WHY_EUROPE,126
464,WHY_LATAM,608
465,COMPLETE,1608
465,EUROPE,1000
465,LATAM,608
465,DIEGO,260
465,RENOVISOR,607
465,WHY_EUROPE,133
465,WHY_LATAM,608
466,COMPLETE,1608
466,EUROPE,1000
466,LATAM,608
466,DIEGO,266
466,RENOVISOR,596
466,WHY_EUROPE,138
466,WHY_LATAM,608
467,COMPLETE,1608
467,EUROPE,1000
467,LATAM,608
467,DIEGO,248
467,RENOVISOR,598
467,WHY_EUROPE,154
467,WHY_LATAM,608
468,COMPLETE,1608
468,EUROPE,1000
468,LATAM,608
468,DIEGO,258
468,RENOVISOR,604
468,WHY_EUROPE,138
468,WHY_LATAM,608
469,COMPLETE,1608
469,EUROPE,1000
469,LATAM,608
469,DIEGO,251
469,RENOVISOR,612
469,WHY_EUROPE,137
469,WHY_LATAM,608
470,COMPLETE,1608
470,EUROPE,1000
470,LATAM,608
470,DIEGO,259
470,RENOVISOR,598
470,WHY_EUROPE,143
470,WHY_LATAM,608
471,COMPLETE,1608
471,EUROPE,1000
471,LATAM,608
471,DIEGO,240
471,RENOVISOR,610
471,WHY_EUROPE,150
471,WHY_LATAM,608
472,COMPLETE,1608
472,EUROPE,1000
472,LATAM,608
472,DIEGO,222
472,RENOVISOR,629
472,WHY_EUROPE,149
472,WHY_LATAM,608
473,COMPLETE,1608
473,EUROPE,1000
473,LATAM,608
473,DIEGO,246
473,RENOVISOR,621
473,WHY_EUROPE,133
473,WHY_LATAM,608
474,COMPLETE,1608
474,EUROPE,1000
474,LATAM,608
474,DIEGO,259
474,RENOVISOR,610
474,WHY_EUROPE,131
474,WHY_LATAM,608
475,COMPLETE,1608
475,EUROPE,1000
475,LATAM,608
475,DIEGO,265
475,RENOVISOR,599
475,WHY_EUROPE,136
475,WHY_LATAM,608
476,COMPLETE,1608
476,EUROPE,1000
476,LATAM,608
476,DIEGO,269
476,RENOVISOR,614
476,WHY_EUROPE,117
476,WHY_LATAM,608
477,COMPLETE,1608
477,EUROPE,1000
477,LATAM,608
477,DIEGO,248
477,RENOVISOR,601
477,WHY_EUROPE,151
477,WHY_LATAM,608
478,COMPLETE,1608
478,EUROPE,1000
478,LATAM,608
478,DIEGO,231
478,RENOVISOR,619
478,WHY_EUROPE,150
478,WHY_LATAM,608
479,COMPLETE,1608
479,EUROPE,1000
479,LATAM,608
479,DIEGO,243
479,RENOVISOR,632
479,WHY_EUROPE,125
479,WHY_LATAM,608
480,COMPLETE,1608
480,EUROPE,1000
480,LATAM,608
480,DIEGO,257
480,RENOVISOR,623
480,WHY_EUROPE,120
480,WHY_LATAM,608
481,COMPLETE,1608
481,EUROPE,1000
481,LATAM,608
481,DIEGO,253
481,RENOVISOR,605
481,WHY_EUROPE,142
481,WHY_LATAM,608
482,COMPLETE,1608
482,EUROPE,1000
482,LATAM,608
482,DIEGO,230
482,RENOVISOR,611
482,WHY_EUROPE,159
482,WHY_LATAM,608
483,COMPLETE,1608
483,EUROPE,1000
483,LATAM,608
483,DIEGO,251
483,RENOVISOR,618
483,WHY_EUROPE,131
483,WHY_LATAM,608
484,COMPLETE,1608
484,EUROPE,1000
484,LATAM,608
484,DIEGO,227
484,RENOVISOR,607
484,WHY_EUROPE,166
484,WHY_LATAM,608
485,COMPLETE,1608
485,EUROPE,1000
485,LATAM,608
485,DIEGO,248
485,RENOVISOR,613
485,WHY_EUROPE,139
485,WHY_LATAM,608
486,COMPLETE,1608
486,EUROPE,1000
486,LATAM,608
486,DIEGO,238
486,RENOVISOR,625
486,WHY_EUROPE,137
486,WHY_LATAM,608
487,COMPLETE,1608
487,EUROPE,1000
487,LATAM,608
487,DIEGO,238
487,RENOVISOR,630
487,WHY_EUROPE,132
487,WHY_LATAM,608
488,COMPLETE,1608
488,EUROPE,1000
488,LATAM,608
488,DIEGO,265
488,RENOVISOR,607
488,WHY_EUROPE,128
488,WHY_LATAM,608
489,COMPLETE,1608
489,EUROPE,1000
489,LATAM,608
489,DIEGO,233
489,RENOVISOR,626
489,WHY_EUROPE,141
489,WHY_LATAM,608
490,COMPLETE,1608
490,EUROPE,1000
490,LATAM,608
490,DIEGO,249
490,RENOVISOR,606
490,WHY_EUROPE,145
490,WHY_LATAM,608
491,COMPLETE,1608
491,EUROPE,1000
491,LATAM,608
491,DIEGO,255
491,RENOVISOR,607
491,WHY_EUROPE,138
491,WHY_LATAM,608
492,COMPLETE,1608
492,EUROPE,1000
492,LATAM,608
492,DIEGO,244
492,RENOVISOR,616
492,WHY_EUROPE,140
492,WHY_LATAM,608
493,COMPLETE,1608
493,EUROPE,1000
493,LATAM,608
493,DIEGO,240
493,RENOVISOR,615
493,WHY_EUROPE,145
493,WHY_LATAM,608
494,COMPLETE,1608
494,EUROPE,1000
494,LATAM,608
494,DIEGO,258
494,RENOVISOR,597
494,WHY_EUROPE,145
494,WHY_LATAM,608
495,COMPLETE,1608
495,EUROPE,1000
495,LATAM,608
495,DIEGO,233
495,RENOVISOR,615
495,WHY_EUROPE,152
495,WHY_LATAM,608
496,COMPLETE,1608
496,EUROPE,1000
496,LATAM,608
496,DIEGO,248
496,RENOVISOR,604
496,WHY_EUROPE,148
496,WHY_LATAM,608
497,COMPLETE,1608
497,EUROPE,1000
497,LATAM,608
497,DIEGO,255
497,RENOVISOR,607
497,WHY_EUROPE,138
497,WHY_LATAM,608
498,COMPLETE,1608
498,EUROPE,1000
498,LATAM,608
498,DIEGO,256
498,RENOVISOR,609
498,WHY_EUROPE,135
498,WHY_LATAM,608
499,COMPLETE,1608
499,EUROPE,1000
499,LATAM,608
499,DIEGO,238
499,RENOVISOR,612
499,WHY_EUROPE,150
499,WHY_LATAM,608
500,COMPLETE,1608
500,EUROPE,1000
500,LATAM,608
500,DIEGO,244
500,RENOVISOR,615
500,WHY_EUROPE,141
500,WHY_LATAM,608
501,COMPLETE,1608
501,EUROPE,1000
501,LATAM,608
501,DIEGO,231
501,RENOVISOR,618
501,WHY_EUROPE,151
501,WHY_LATAM,608
502,COMPLETE,1608
502,EUROPE,1000
502,LATAM,608
502,DIEGO,273
502,RENOVISOR,605
502,WHY_EUROPE,122
502,WHY_LATAM,608
503,COMPLETE,1608
503,EUROPE,1000
503,LATAM,608
503,DIEGO,239
503,RENOVISOR,600
503,WHY_EUROPE,161
503,WHY_LATAM,608
504,COMPLETE,1608
504,EUROPE,1000
504,LATAM,608
504,DIEGO,240
504,RENOVISOR,610
504,WHY_EUROPE,150
504,WHY_LATAM,608
505,COMPLETE,1608
505,EUROPE,1000
505,LATAM,608
505,DIEGO,237
505,RENOVISOR,627
505,WHY_EUROPE,136
505,WHY_LATAM,608
506,COMPLETE,1608
506,EUROPE,1000
506,LATAM,608
506,DIEGO,248
506,RENOVISOR,621
506,WHY_EUROPE,131
506,WHY_LATAM,608
507,COMPLETE,1608
507,EUROPE,1000
507,LATAM,608
507,DIEGO,251
507,RENOVISOR,618
507,WHY_EUROPE,131
507,WHY_LATAM,608
508,COMPLETE,1608
508,EUROPE,1000
508,LATAM,608
508,DIEGO,244
508,RENOVISOR,633
508,WHY_EUROPE,123
508,WHY_LATAM,608
509,COMPLETE,1608
509,EUROPE,1000
509,LATAM,608
509,DIEGO,252
509,RENOVISOR,595
509,WHY_EUROPE,153
509,WHY_LATAM,608
510,COMPLETE,1608
510,EUROPE,1000
510,LATAM,608
510,DIEGO,235
510,RENOVISOR,617
510,WHY_EUROPE,148
510,WHY_LATAM,608
511,COMPLETE,1608
511,EUROPE,1000
511,LATAM,608
511,DIEGO,248
511,RENOVISOR,624
511,WHY_EUROPE,128
511,WHY_LATAM,608
512,COMPLETE,1608
512,EUROPE,1000
512,LATAM,608
512,DIEGO,256
512,RENOVISOR,599
512,WHY_EUROPE,145
512,WHY_LATAM,608
513,COMPLETE,1608
513,EUROPE,1000
513,LATAM,608
513,DIEGO,251
513,RENOVISOR,619
513,WHY_EUROPE,130
513,WHY_LATAM,608
514,COMPLETE,1608
514,EUROPE,1000
514,LATAM,608
514,DIEGO,224
514,RENOVISOR,631
514,WHY_EUROPE,145
514,WHY_LATAM,608
515,COMPLETE,1608
515,EUROPE,1000
515,LATAM,608
515,DIEGO,273
515,RENOVISOR,598
515,WHY_EUROPE,129
515,WHY_LATAM,608
516,COMPLETE,1608
516,EUROPE,1000
516,LATAM,608
516,DIEGO,259
516,RENOVISOR,612
