context,variable,group,category,n,total_n,prop
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,GR,32,990,0.03232323232323232
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,IE,32,990,0.03232323232323232
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,PT,19,990,0.01919191919191919
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,AT,17,990,0.01717171717171717
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,CZ,16,990,0.01616161616161616
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,LV,14,990,0.014141414141414142
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,FI,12,990,0.012121212121212121
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,SI,12,990,0.012121212121212121
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,SE,9,990,0.00909090909090909
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,OTHER_COUNTRIES,3,990,0.0030303030303030303
01_all_integrated_rows,country_model_grouped,WHY_EUROPE,DK,2,990,0.00202020202020202
01_all_integrated_rows,country_model_grouped,WHY_LATAM,MX,544,638,0.8526645768025078
01_all_integrated_rows,country_model_grouped,WHY_LATAM,CL,78,638,0.12225705329153605
01_all_integrated_rows,country_model_grouped,WHY_LATAM,CO,16,638,0.025078369905956112
01_all_integrated_rows,country_region_model,DIEGO,southern_europe,1061,1899,0.5587151132174829
01_all_integrated_rows,country_region_model,DIEGO,western_europe,836,1899,0.440231700895208
01_all_integrated_rows,country_region_model,DIEGO,other_region,2,1899,0.00105318588730911
01_all_integrated_rows,country_region_model,RENOVISOR,southern_europe,397,1229,0.323026851098454
01_all_integrated_rows,country_region_model,RENOVISOR,western_europe,313,1229,0.2546786004882018
01_all_integrated_rows,country_region_model,RENOVISOR,northern_europe,250,1229,0.20341741253051263
01_all_integrated_rows,country_region_model,RENOVISOR,eastern_europe,153,1229,0.12449145646867373
01_all_integrated_rows,country_region_model,RENOVISOR,unknown,116,1229,0.09438567941415785
01_all_integrated_rows,country_region_model,WHY_EUROPE,western_europe,440,990,0.4444444444444444
01_all_integrated_rows,country_region_model,WHY_EUROPE,southern_europe,311,990,0.31414141414141417
01_all_integrated_rows,country_region_model,WHY_EUROPE,eastern_europe,167,990,0.1686868686868687
01_all_integrated_rows,country_region_model,WHY_EUROPE,northern_europe,72,990,0.07272727272727272
01_all_integrated_rows,country_region_model,WHY_LATAM,latin_america,638,638,1
01_all_integrated_rows,age_group_model,DIEGO,25_34,650,1899,0.34228541337546076
01_all_integrated_rows,age_group_model,DIEGO,18_24,626,1899,0.32964718272775145
01_all_integrated_rows,age_group_model,DIEGO,45_54,556,1899,0.2927856766719326
01_all_integrated_rows,age_group_model,DIEGO,65_plus,67,1899,0.03528172722485519
01_all_integrated_rows,age_group_model,RENOVISOR,25_34,392,1229,0.31895850284784377
01_all_integrated_rows,age_group_model,RENOVISOR,35_44,216,1229,0.1757526444263629
01_all_integrated_rows,age_group_model,RENOVISOR,unknown,215,1229,0.17493897477624085
01_all_integrated_rows,age_group_model,RENOVISOR,18_24,149,1229,0.12123677786818551
01_all_integrated_rows,age_group_model,RENOVISOR,45_54,123,1229,0.1000813669650122
01_all_integrated_rows,age_group_model,RENOVISOR,55_64,91,1229,0.07404393816110659
01_all_integrated_rows,age_group_model,RENOVISOR,65_plus,43,1229,0.03498779495524817
01_all_integrated_rows,age_group_model,WHY_EUROPE,25_34,451,990,0.45555555555555555
01_all_integrated_rows,age_group_model,WHY_EUROPE,18_24,278,990,0.2808080808080808
01_all_integrated_rows,age_group_model,WHY_EUROPE,35_44,154,990,0.15555555555555556
01_all_integrated_rows,age_group_model,WHY_EUROPE,45_54,73,990,0.07373737373737374
01_all_integrated_rows,age_group_model,WHY_EUROPE,55_64,24,990,0.024242424242424242
01_all_integrated_rows,age_group_model,WHY_EUROPE,65_plus,8,990,0.00808080808080808
01_all_integrated_rows,age_group_model,WHY_EUROPE,unknown,2,990,0.00202020202020202
01_all_integrated_rows,age_group_model,WHY_LATAM,25_34,240,638,0.3761755485893417
01_all_integrated_rows,age_group_model,WHY_LATAM,unknown,165,638,0.25862068965517243
01_all_integrated_rows,age_group_model,WHY_LATAM,18_24,154,638,0.2413793103448276
01_all_integrated_rows,age_group_model,WHY_LATAM,35_44,45,638,0.07053291536050156
01_all_integrated_rows,age_group_model,WHY_LATAM,45_54,25,638,0.03918495297805643
01_all_integrated_rows,age_group_model,WHY_LATAM,55_64,8,638,0.012539184952978056
01_all_integrated_rows,age_group_model,WHY_LATAM,65_plus,1,638,0.001567398119122257
01_all_integrated_rows,gender_model,DIEGO,male,1002,1899,0.5276461295418642
01_all_integrated_rows,gender_model,DIEGO,female,855,1899,0.45023696682464454
01_all_integrated_rows,gender_model,DIEGO,other,39,1899,0.020537124802527645
01_all_integrated_rows,gender_model,DIEGO,unknown,3,1899,0.001579778830963665
01_all_integrated_rows,gender_model,RENOVISOR,male,567,1229,0.4613506916192026
01_all_integrated_rows,gender_model,RENOVISOR,female,531,1229,0.4320585842148088
01_all_integrated_rows,gender_model,RENOVISOR,unknown,123,1229,0.1000813669650122
01_all_integrated_rows,gender_model,RENOVISOR,other,8,1229,0.006509357200976403
01_all_integrated_rows,gender_model,WHY_EUROPE,male,498,990,0.503030303030303
01_all_integrated_rows,gender_model,WHY_EUROPE,female,490,990,0.494949494949495
01_all_integrated_rows,gender_model,WHY_EUROPE,unknown,2,990,0.00202020202020202
01_all_integrated_rows,gender_model,WHY_LATAM,male,239,638,0.37460815047021945
01_all_integrated_rows,gender_model,WHY_LATAM,female,234,638,0.3667711598746082
01_all_integrated_rows,gender_model,WHY_LATAM,unknown,165,638,0.25862068965517243
01_all_integrated_rows,education_model,DIEGO,high,1307,1899,0.6882569773565034
01_all_integrated_rows,education_model,DIEGO,medium,576,1899,0.3033175355450237
01_all_integrated_rows,education_model,DIEGO,other,16,1899,0.00842548709847288
01_all_integrated_rows,education_model,RENOVISOR,high,607,1229,0.49389747762408465
01_all_integrated_rows,education_model,RENOVISOR,unknown,290,1229,0.23596419853539463
01_all_integrated_rows,education_model,RENOVISOR,medium,256,1229,0.2082994304312449
01_all_integrated_rows,education_model,RENOVISOR,other,39,1229,0.03173311635475997
01_all_integrated_rows,education_model,RENOVISOR,conflict,29,1229,0.023596419853539462
01_all_integrated_rows,education_model,RENOVISOR,low,8,1229,0.006509357200976403
01_all_integrated_rows,education_model,WHY_EUROPE,unknown,988,990,0.997979797979798
01_all_integrated_rows,education_model,WHY_EUROPE,high,1,990,0.00101010101010101
01_all_integrated_rows,education_model,WHY_EUROPE,medium,1,990,0.00101010101010101
01_all_integrated_rows,education_model,WHY_LATAM,unknown,482,638,0.7554858934169278
01_all_integrated_rows,education_model,WHY_LATAM,medium,79,638,0.1238244514106583
01_all_integrated_rows,education_model,WHY_LATAM,high,76,638,0.11912225705329153
01_all_integrated_rows,education_model,WHY_LATAM,low,1,638,0.001567398119122257
01_all_integrated_rows,education_tfm_model,DIEGO,university,1307,1899,0.6882569773565034
01_all_integrated_rows,education_tfm_model,DIEGO,non_university,576,1899,0.3033175355450237
01_all_integrated_rows,education_tfm_model,DIEGO,other,16,1899,0.00842548709847288
01_all_integrated_rows,education_tfm_model,RENOVISOR,university,607,1229,0.49389747762408465
01_all_integrated_rows,education_tfm_model,RENOVISOR,unknown,290,1229,0.23596419853539463
01_all_integrated_rows,education_tfm_model,RENOVISOR,non_university,264,1229,0.21480878763222133
01_all_integrated_rows,education_tfm_model,RENOVISOR,other,39,1229,0.03173311635475997
01_all_integrated_rows,education_tfm_model,RENOVISOR,conflict,29,1229,0.023596419853539462
01_all_integrated_rows,education_tfm_model,WHY_EUROPE,unknown,988,990,0.997979797979798
01_all_integrated_rows,education_tfm_model,WHY_EUROPE,non_university,1,990,0.00101010101010101
01_all_integrated_rows,education_tfm_model,WHY_EUROPE,university,1,990,0.00101010101010101
01_all_integrated_rows,education_tfm_model,WHY_LATAM,unknown,482,638,0.7554858934169278
01_all_integrated_rows,education_tfm_model,WHY_LATAM,non_university,80,638,0.12539184952978055
01_all_integrated_rows,education_tfm_model,WHY_LATAM,university,76,638,0.11912225705329153
01_all_integrated_rows,employment_model,DIEGO,employed,1079,1899,0.5681937862032649
01_all_integrated_rows,employment_model,DIEGO,student,426,1899,0.22432859399684044
01_all_integrated_rows,employment_model,DIEGO,self_employed,205,1899,0.10795155344918378
01_all_integrated_rows,employment_model,DIEGO,unemployed,132,1899,0.06951026856240126
01_all_integrated_rows,employment_model,DIEGO,retired,32,1899,0.01685097419694576
01_all_integrated_rows,employment_model,DIEGO,other,25,1899,0.013164823591363875
01_all_integrated_rows,employment_model,RENOVISOR,employed,499,1229,0.40602115541090317
01_all_integrated_rows,employment_model,RENOVISOR,unknown,328,1229,0.26688364524003255
01_all_integrated_rows,employment_model,RENOVISOR,student,133,1229,0.10821806346623271
01_all_integrated_rows,employment_model,RENOVISOR,self_employed,129,1229,0.10496338486574451
01_all_integrated_rows,employment_model,RENOVISOR,unemployed,67,1229,0.05451586655817738
01_all_integrated_rows,employment_model,RENOVISOR,retired,57,1229,0.046379170056956874
01_all_integrated_rows,employment_model,RENOVISOR,other,16,1229,0.013018714401952807
01_all_integrated_rows,employment_model,WHY_EUROPE,employed,634,990,0.6404040404040404
01_all_integrated_rows,employment_model,WHY_EUROPE,unknown,120,990,0.12121212121212122
01_all_integrated_rows,employment_model,WHY_EUROPE,unemployed,105,990,0.10606060606060606
01_all_integrated_rows,employment_model,WHY_EUROPE,other,96,990,0.09696969696969697
01_all_integrated_rows,employment_model,WHY_EUROPE,inactive_other,35,990,0.03535353535353535
01_all_integrated_rows,employment_model,WHY_LATAM,employed,293,638,0.4592476489028213
01_all_integrated_rows,employment_model,WHY_LATAM,unknown,221,638,0.3463949843260188
01_all_integrated_rows,employment_model,WHY_LATAM,unemployed,81,638,0.12695924764890282
01_all_integrated_rows,employment_model,WHY_LATAM,other,28,638,0.0438871473354232
01_all_integrated_rows,employment_model,WHY_LATAM,inactive_other,15,638,0.023510971786833857
01_all_integrated_rows,city_size_model,DIEGO,unknown,1899,1899,1
01_all_integrated_rows,city_size_model,RENOVISOR,rural_small,1120,1229,0.9113100081366965
01_all_integrated_rows,city_size_model,RENOVISOR,unknown,108,1229,0.08787632221318145
01_all_integrated_rows,city_size_model,RENOVISOR,conflict,1,1229,8.136696501220504e-4
01_all_integrated_rows,city_size_model,WHY_EUROPE,unknown,990,990,1
01_all_integrated_rows,city_size_model,WHY_LATAM,unknown,638,638,1
01_all_integrated_rows,tenure_model,DIEGO,unknown,1899,1899,1
01_all_integrated_rows,tenure_model,RENOVISOR,owner_without_mortgage,396,1229,0.322213181448332
01_all_integrated_rows,tenure_model,RENOVISOR,rent,371,1229,0.3018714401952807
01_all_integrated_rows,tenure_model,RENOVISOR,owner_with_mortgage,285,1229,0.23189585028478438
01_all_integrated_rows,tenure_model,RENOVISOR,unknown,116,1229,0.09438567941415785
01_all_integrated_rows,tenure_model,RENOVISOR,other,34,1229,0.027664768104149716
01_all_integrated_rows,tenure_model,RENOVISOR,family_home,23,1229,0.01871440195280716
01_all_integrated_rows,tenure_model,RENOVISOR,conflict,4,1229,0.0032546786004882017
01_all_integrated_rows,tenure_model,WHY_EUROPE,unknown,990,990,1
01_all_integrated_rows,tenure_model,WHY_LATAM,unknown,638,638,1
01_all_integrated_rows,tenure_tfm_model,DIEGO,unknown,1899,1899,1
01_all_integrated_rows,tenure_tfm_model,RENOVISOR,Non-homeowner,428,1229,0.3482506102522376
01_all_integrated_rows,tenure_tfm_model,RENOVISOR,Homeowner without mortgage,396,1229,0.322213181448332
01_all_integrated_rows,tenure_tfm_model,RENOVISOR,Homeowner with mortgage,285,1229,0.23189585028478438
01_all_integrated_rows,tenure_tfm_model,RENOVISOR,unknown,116,1229,0.09438567941415785
01_all_integrated_rows,tenure_tfm_model,RENOVISOR,conflict,4,1229,0.0032546786004882017
01_all_integrated_rows,tenure_tfm_model,WHY_EUROPE,unknown,990,990,1
01_all_integrated_rows,tenure_tfm_model,WHY_LATAM,unknown,638,638,1
01_all_integrated_rows,income_model,DIEGO,medium,814,1899,0.4286466561348078
01_all_integrated_rows,income_model,DIEGO,low,543,1899,0.2859399684044234
01_all_integrated_rows,income_model,DIEGO,high,407,1899,0.2143233280674039
01_all_integrated_rows,income_model,DIEGO,unknown,135,1899,0.07109004739336493
01_all_integrated_rows,income_model,RENOVISOR,unknown,1229,1229,1
01_all_integrated_rows,income_model,WHY_EUROPE,unknown,990,990,1
01_all_integrated_rows,income_model,WHY_LATAM,unknown,638,638,1
01_all_integrated_rows,vote_status_declared,DIEGO,unknown,1899,1899,1
01_all_integrated_rows,vote_status_declared,RENOVISOR,voter,484,1229,0.3938161106590724
01_all_integrated_rows,vote_status_declared,RENOVISOR,uncertain,475,1229,0.386493083807974
01_all_integrated_rows,vote_status_declared,RENOVISOR,abstainer,142,1229,0.11554109031733116
01_all_integrated_rows,vote_status_declared,RENOVISOR,unknown,122,1229,0.09926769731489016
01_all_integrated_rows,vote_status_declared,RENOVISOR,conflict,6,1229,0.004882017900732303
01_all_integrated_rows,vote_status_declared,WHY_EUROPE,unknown,990,990,1
01_all_integrated_rows,vote_status_declared,WHY_LATAM,unknown,638,638,1
01_all_integrated_rows,voted_observed,DIEGO,Missing,1899,1899,1
01_all_integrated_rows,voted_observed,RENOVISOR,Missing,603,1229,0.4906427990235964
01_all_integrated_rows,voted_observed,RENOVISOR,1,484,1229,0.3938161106590724
01_all_integrated_rows,voted_observed,RENOVISOR,0,142,1229,0.11554109031733116
01_all_integrated_rows,voted_observed,WHY_EUROPE,Missing,990,990,1
01_all_integrated_rows,voted_observed,WHY_LATAM,Missing,638,638,1
01_all_integrated_rows,political_left_right_model,DIEGO,Missing,1899,1899,1
01_all_integrated_rows,political_left_right_model,RENOVISOR,Missing,276,1229,0.22457282343368593
01_all_integrated_rows,political_left_right_model,RENOVISOR,50,64,1229,0.05207485760781123
01_all_integrated_rows,political_left_right_model,RENOVISOR,0,61,1229,0.04963384865744508
01_all_integrated_rows,political_left_right_model,RENOVISOR,20,59,1229,0.04800650935720097
01_all_integrated_rows,political_left_right_model,RENOVISOR,25,56,1229,0.045565500406834825
01_all_integrated_rows,political_left_right_model,RENOVISOR,10,46,1229,0.03742880390561432
01_all_integrated_rows,political_left_right_model,RENOVISOR,30,46,1229,0.03742880390561432
01_all_integrated_rows,political_left_right_model,RENOVISOR,60,41,1229,0.03336045565500407
01_all_integrated_rows,political_left_right_model,RENOVISOR,15,40,1229,0.03254678600488202
01_all_integrated_rows,political_left_right_model,RENOVISOR,40,39,1229,0.03173311635475997
01_all_integrated_rows,political_left_right_model,RENOVISOR,45,23,1229,0.01871440195280716
01_all_integrated_rows,political_left_right_model,RENOVISOR,35,22,1229,0.01790073230268511
01_all_integrated_rows,political_left_right_model,RENOVISOR,55,22,1229,0.01790073230268511
01_all_integrated_rows,political_left_right_model,RENOVISOR,65,20,1229,0.01627339300244101
01_all_integrated_rows,political_left_right_model,RENOVISOR,75,17,1229,0.013832384052074858
01_all_integrated_rows,political_left_right_model,RENOVISOR,19,16,1229,0.013018714401952807
01_all_integrated_rows,political_left_right_model,RENOVISOR,70,16,1229,0.013018714401952807
01_all_integrated_rows,political_left_right_model,RENOVISOR,33,15,1229,0.012205044751830757
01_all_integrated_rows,political_left_right_model,RENOVISOR,23,14,1229,0.011391375101708706
01_all_integrated_rows,political_left_right_model,RENOVISOR,11,10,1229,0.008136696501220505
01_all_integrated_rows,political_left_right_model,RENOVISOR,12,10,1229,0.008136696501220505
01_all_integrated_rows,political_left_right_model,RENOVISOR,7,10,1229,0.008136696501220505
01_all_integrated_rows,political_left_right_model,RENOVISOR,80,10,1229,0.008136696501220505
01_all_integrated_rows,political_left_right_model,RENOVISOR,100,9,1229,0.007323026851098454
01_all_integrated_rows,political_left_right_model,RENOVISOR,16,9,1229,0.007323026851098454
01_all_integrated_rows,political_left_right_model,RENOVISOR,17,9,1229,0.007323026851098454
01_all_integrated_rows,political_left_right_model,RENOVISOR,26,9,1229,0.007323026851098454
01_all_integrated_rows,political_left_right_model,RENOVISOR,37,9,1229,0.007323026851098454
01_all_integrated_rows,political_left_right_model,RENOVISOR,85,9,1229,0.007323026851098454
01_all_integrated_rows,political_left_right_model,RENOVISOR,13,8,1229,0.006509357200976403
01_all_integrated_rows,political_left_right_model,RENOVISOR,14,8,1229,0.006509357200976403
01_all_integrated_rows,political_left_right_model,RENOVISOR,18,8,1229,0.006509357200976403
01_all_integrated_rows,political_left_right_model,RENOVISOR,36,8,1229,0.006509357200976403
01_all_integrated_rows,political_left_right_model,RENOVISOR,5,8,1229,0.006509357200976403
01_all_integrated_rows,political_left_right_model,RENOVISOR,51,8,1229,0.006509357200976403
01_all_integrated_rows,political_left_right_model,RENOVISOR,21,7,1229,0.005695687550854353
01_all_integrated_rows,political_left_right_model,RENOVISOR,22,7,1229,0.005695687550854353
01_all_integrated_rows,political_left_right_model,RENOVISOR,24,7,1229,0.005695687550854353
