analysis_sample,variable,category,mean_n,sd_n,mean_total_n,sd_total_n,mean_prop,sd_prop,n_bootstraps
COMPLETE,city_size_model,rural_small,604.944,9.291134978525982,1608,0,0.3762089552238806,0.005778069016496263,1000
COMPLETE,city_size_model,conflict,0.089,0.30194398515315746,1608,0,5.534825870646761e-5,1.8777611016987546e-4,1000
EUROPE,city_size_model,rural_small,604.944,9.291134978525982,1000,0,0.604944,0.009291134978526011,1000
EUROPE,city_size_model,unknown,394.967,9.304756283186004,1000,0,0.394967,0.00930475628318602,1000
EUROPE,city_size_model,conflict,0.089,0.30194398515315746,1000,0,8.90000000000001e-5,3.019439851531561e-4,1000
LATAM,city_size_model,unknown,608,0,608,0,1,0,1000
DIEGO,city_size_model,unknown,249.936,11.36992432600935,249.936,11.36992432600935,1,0,1000
RENOVISOR,city_size_model,rural_small,604.944,9.291134978525982,611.641,9.484939803872402,0.989062337580826,0.0042891496551720225,1000
RENOVISOR,city_size_model,unknown,6.608,2.637288624950119,611.641,9.484939803872402,0.010792531561217365,0.004273326102965543,1000
RENOVISOR,city_size_model,conflict,0.089,0.30194398515315746,611.641,9.484939803872402,1.451308579567117e-4,4.929042551471474e-4,1000
WHY_EUROPE,city_size_model,unknown,138.423,10.385756348717935,138.423,10.385756348717935,1,0,1000
WHY_LATAM,city_size_model,unknown,608,0,608,0,1,0,1000
COMPLETE,comparison_region,EUROPE,1000,0,1608,0,0.6218905472636815,0,1000
COMPLETE,comparison_region,LATAM,608,0,1608,0,0.3781094527363184,0,1000
EUROPE,comparison_region,EUROPE,1000,0,1000,0,1,0,1000
LATAM,comparison_region,LATAM,608,0,608,0,1,0,1000
DIEGO,comparison_region,EUROPE,249.936,11.36992432600935,249.936,11.36992432600935,1,0,1000
RENOVISOR,comparison_region,EUROPE,611.641,9.484939803872402,611.641,9.484939803872402,1,0,1000
WHY_EUROPE,comparison_region,EUROPE,138.423,10.385756348717935,138.423,10.385756348717935,1,0,1000
WHY_LATAM,comparison_region,LATAM,608,0,608,0,1,0,1000
COMPLETE,country,Missing,1000,0,1608,0,0.6218905472636815,0,1000
COMPLETE,country,Mexico,517,0,1608,0,0.3215174129353234,0,1000
COMPLETE,country,Chile,78,0,1608,0,0.048507462686567165,0,1000
COMPLETE,country,Colombia,13,0,1608,0,0.00808457711442786,0,1000
EUROPE,country,Missing,1000,0,1000,0,1,0,1000
LATAM,country,Mexico,517,0,608,0,0.850328947368421,0,1000
LATAM,country,Chile,78,0,608,0,0.12828947368421054,0,1000
LATAM,country,Colombia,13,0,608,0,0.02138157894736842,0,1000
DIEGO,country,Missing,249.936,11.36992432600935,249.936,11.36992432600935,1,0,1000
RENOVISOR,country,Missing,611.641,9.484939803872402,611.641,9.484939803872402,1,0,1000
WHY_EUROPE,country,Missing,138.423,10.385756348717935,138.423,10.385756348717935,1,0,1000
WHY_LATAM,country,Mexico,517,0,608,0,0.850328947368421,0,1000
WHY_LATAM,country,Chile,78,0,608,0,0.12828947368421054,0,1000
WHY_LATAM,country,Colombia,13,0,608,0,0.02138157894736842,0,1000
COMPLETE,country_code,Missing,1000,0,1608,0,0.6218905472636815,0,1000
COMPLETE,country_code,MX,517,0,1608,0,0.3215174129353234,0,1000
COMPLETE,country_code,CL,78,0,1608,0,0.048507462686567165,0,1000
COMPLETE,country_code,CO,13,0,1608,0,0.00808457711442786,0,1000
EUROPE,country_code,Missing,1000,0,1000,0,1,0,1000
LATAM,country_code,MX,517,0,608,0,0.850328947368421,0,1000
LATAM,country_code,CL,78,0,608,0,0.12828947368421054,0,1000
LATAM,country_code,CO,13,0,608,0,0.02138157894736842,0,1000
DIEGO,country_code,Missing,249.936,11.36992432600935,249.936,11.36992432600935,1,0,1000
RENOVISOR,country_code,Missing,611.641,9.484939803872402,611.641,9.484939803872402,1,0,1000
WHY_EUROPE,country_code,Missing,138.423,10.385756348717935,138.423,10.385756348717935,1,0,1000
WHY_LATAM,country_code,MX,517,0,608,0,0.850328947368421,0,1000
WHY_LATAM,country_code,CL,78,0,608,0,0.12828947368421054,0,1000
WHY_LATAM,country_code,CO,13,0,608,0,0.02138157894736842,0,1000
COMPLETE,country_model,MX,517,0,1608,0,0.3215174129353234,0,1000
COMPLETE,country_model,DE,181.133,11.77199604531411,1608,0,0.11264490049751244,0.007320893063006279,1000
COMPLETE,country_model,ES,151.468,10.045092328091359,1608,0,0.09419651741293532,0.006246947965230938,1000
COMPLETE,country_model,IT,147.078,11.127881458109883,1608,0,0.09146641791044777,0.006920324289869332,1000
COMPLETE,country_model,FR,102.176,9.23332433516111,1608,0,0.06354228855721393,0.005742117123856408,1000
COMPLETE,country_model,GB,80.985,8.086542349308951,1608,0,0.05036380597014925,0.005028944247082684,1000
COMPLETE,country_model,CL,78,0,1608,0,0.048507462686567165,0,1000
COMPLETE,country_model,NL,52.524,6.855393527757567,1608,0,0.03266417910447761,0.004263304432685058,1000
COMPLETE,country_model,PL,45.834,6.567463404966604,1608,0,0.028503731343283583,0.0040842434110488855,1000
COMPLETE,country_model,BE,37.505,5.990815041783955,1608,0,0.02332400497512438,0.00372563124489052,1000
COMPLETE,country_model,GR,32.232,5.680003383664304,1608,0,0.020044776119402984,0.0035323404127265826,1000
COMPLETE,country_model,HU,19.934,4.246136323020455,1608,0,0.012396766169154229,0.002640632041679391,1000
COMPLETE,country_model,RO,19.003,4.273787109374569,1608,0,0.011817786069651741,0.0026578278043374163,1000
COMPLETE,country_model,CZ,15.534,3.988075820336015,1608,0,0.00966044776119403,0.0024801466544378237,1000
COMPLETE,country_model,PT,14.263,3.7115504316399397,1608,0,0.00887002487562189,0.002308178129129317,1000
COMPLETE,country_model,IE,13.361,3.585740723551626,1608,0,0.00830907960199005,0.0022299382609151904,1000
COMPLETE,country_model,CO,13,0,1608,0,0.00808457711442786,0,1000
COMPLETE,country_model,CH,10.666,3.251617600059547,1608,0,0.0066330845771144275,0.0020221502487932502,1000
COMPLETE,country_model,Missing,10.274,3.1961131299031207,1608,0,0.006389303482587065,0.0019876325434721,1000
COMPLETE,country_model,FI,9.616,2.98352902540689,1608,0,0.005980099502487562,0.001855428498387377,1000
COMPLETE,country_model,SE,8.862,2.9996589729424206,1608,0,0.0055111940298507465,0.0018654595602875753,1000
COMPLETE,country_model,NO,8.046,2.783816379295453,1608,0,0.005003731343283582,0.0017312290916016552,1000
COMPLETE,country_model,AT,7.627,2.7672239751289616,1608,0,0.0047431592039801,0.0017209104322941315,1000
COMPLETE,country_model,DK,5.416,2.240527608391374,1608,0,0.0033681592039800996,0.0013933629405419052,1000
COMPLETE,country_model,SI,5.391,2.30248136157938,1608,0,0.0033526119402985076,0.001431891394017019,1000
COMPLETE,country_model,LV,5.293,2.3521657432425234,1608,0,0.0032916666666666667,0.0014627896413199847,1000
COMPLETE,country_model,SK,5.281,2.327543008508428,1608,0,0.0032842039800995027,0.0014474769953410575,1000
COMPLETE,country_model,BG,4.388,2.047840240265252,1608,0,0.002728855721393035,0.0012735324877271457,1000
COMPLETE,country_model,EE,2.802,1.6969607171869563,1608,0,0.0017425373134328356,0.0010553238290963698,1000
COMPLETE,country_model,LT,1.849,1.3864058284359333,1608,0,0.0011498756218905472,8.621926793755792e-4,1000
COMPLETE,country_model,IS,1.136,1.0623712310829156,1608,0,7.064676616915423e-4,6.60678626295348e-4,1000
COMPLETE,country_model,MT,0.183,0.44689004319934533,1608,0,1.138059701492538e-4,2.7791669353192976e-4,1000
COMPLETE,country_model,OTHER_EU,0.14,0.37220765513156284,1608,0,8.706467661691539e-5,2.3147242234549938e-4,1000
EUROPE,country_model,DE,181.133,11.77199604531411,1000,0,0.181133,0.011771996045314117,1000
EUROPE,country_model,ES,151.468,10.045092328091359,1000,0,0.151468,0.01004509232809134,1000
EUROPE,country_model,IT,147.078,11.127881458109883,1000,0,0.147078,0.011127881458109888,1000
EUROPE,country_model,FR,102.176,9.23332433516111,1000,0,0.102176,0.009233324335161068,1000
EUROPE,country_model,GB,80.985,8.086542349308951,1000,0,0.080985,0.008086542349308936,1000
EUROPE,country_model,NL,52.524,6.855393527757567,1000,0,0.052524,0.006855393527757578,1000
EUROPE,country_model,PL,45.834,6.567463404966604,1000,0,0.045834,0.006567463404966618,1000
EUROPE,country_model,BE,37.505,5.990815041783955,1000,0,0.037505,0.0059908150417839505,1000
EUROPE,country_model,GR,32.232,5.680003383664304,1000,0,0.032232,0.005680003383664352,1000
EUROPE,country_model,HU,19.934,4.246136323020455,1000,0,0.019934,0.004246136323020459,1000
EUROPE,country_model,RO,19.003,4.273787109374569,1000,0,0.019003,0.004273787109374565,1000
EUROPE,country_model,CZ,15.534,3.988075820336015,1000,0,0.015534,0.0039880758203360055,1000
EUROPE,country_model,PT,14.263,3.7115504316399397,1000,0,0.014263,0.0037115504316399405,1000
EUROPE,country_model,IE,13.361,3.585740723551626,1000,0,0.013361,0.0035857407235516227,1000
EUROPE,country_model,CH,10.666,3.251617600059547,1000,0,0.010666,0.0032516176000595494,1000
EUROPE,country_model,Missing,10.274,3.1961131299031207,1000,0,0.010274,0.0031961131299031273,1000
EUROPE,country_model,FI,9.616,2.98352902540689,1000,0,0.009616,0.002983529025406895,1000
EUROPE,country_model,SE,8.862,2.9996589729424206,1000,0,0.008862,0.0029996589729424142,1000
EUROPE,country_model,NO,8.046,2.783816379295453,1000,0,0.008046000000000001,0.0027838163792954533,1000
EUROPE,country_model,AT,7.627,2.7672239751289616,1000,0,0.007627,0.0027672239751289534,1000
EUROPE,country_model,DK,5.416,2.240527608391374,1000,0,0.005416,0.002240527608391365,1000
EUROPE,country_model,SI,5.391,2.30248136157938,1000,0,0.005391,0.0023024813615793722,1000
EUROPE,country_model,LV,5.293,2.3521657432425234,1000,0,0.005293,0.002352165743242522,1000
EUROPE,country_model,SK,5.281,2.327543008508428,1000,0,0.005281,0.0023275430085084236,1000
EUROPE,country_model,BG,4.388,2.047840240265252,1000,0,0.004388,0.0020478402402652543,1000
EUROPE,country_model,EE,2.802,1.6969607171869563,1000,0,0.002802,0.001696960717186956,1000
EUROPE,country_model,LT,1.849,1.3864058284359333,1000,0,0.001849,0.0013864058284359289,1000
EUROPE,country_model,IS,1.136,1.0623712310829156,1000,0,0.001136,0.0010623712310829211,1000
EUROPE,country_model,MT,0.183,0.44689004319934533,1000,0,1.8299999999999992e-4,4.4689004319934555e-4,1000
EUROPE,country_model,OTHER_EU,0.14,0.37220765513156284,1000,0,1.4e-4,3.722076551315653e-4,1000
LATAM,country_model,MX,517,0,608,0,0.850328947368421,0,1000
LATAM,country_model,CL,78,0,608,0,0.12828947368421054,0,1000
LATAM,country_model,CO,13,0,608,0,0.02138157894736842,0,1000
DIEGO,country_model,DE,79.937,8.030910690981845,249.936,11.36992432600935,0.3198629177504541,0.02902154170154821,1000
DIEGO,country_model,IT,65.296,7.510578725557235,249.936,11.36992432600935,0.2612373097077735,0.027608833768839703,1000
DIEGO,country_model,ES,36.713,5.825510069304453,249.936,11.36992432600935,0.1469244443281009,0.022543328559036728,1000
DIEGO,country_model,NL,31.115,5.391181673792842,249.936,11.36992432600935,0.12444743218184691,0.020599634196770376,1000
DIEGO,country_model,GR,18.872,4.255787556695901,249.936,11.36992432600935,0.07550666284597049,0.016673722217025594,1000
DIEGO,country_model,BE,17.863,4.108906681115315,249.936,11.36992432600935,0.07146458889658232,0.016115900316439846,1000
DIEGO,country_model,OTHER_EU,0.14,0.37220765513156284,249.936,11.36992432600935,5.566442892717912e-4,0.0014844965259637897,1000
RENOVISOR,country_model,ES,107.257,7.868472778364544,611.641,9.484939803872402,0.17539052167412786,0.0130002416603533,1000
RENOVISOR,country_model,FR,85.923,8.364630179394554,611.641,9.484939803872402,0.14047959997480716,0.013504405318672337,1000
RENOVISOR,country_model,GB,80.985,8.086542349308951,611.641,9.484939803872402,0.13240068561817409,0.01300803459902195,1000
RENOVISOR,country_model,DE,69.316,7.913328298811117,611.641,9.484939803872402,0.11331408040923663,0.012705999009461212,1000
RENOVISOR,country_model,IT,63.327,7.500021421390818,611.641,9.484939803872402,0.10353407601282336,0.012139786465583354,1000
RENOVISOR,country_model,PL,37.865,5.928061817906167,611.641,9.484939803872402,0.061917899941032584,0.009716249273133025,1000
RENOVISOR,country_model,RO,19.003,4.273787109374569,611.641,9.484939803872402,0.031066844636376708,0.006968717621470271,1000
RENOVISOR,country_model,CZ,14.093,3.764641221089131,611.641,9.484939803872402,0.02304501965677981,0.006158127256969394,1000
RENOVISOR,country_model,BE,13.179,3.5821489068422006,611.641,9.484939803872402,0.02154482598181706,0.005836849357218807,1000
RENOVISOR,country_model,NL,11.879,3.3899632521387058,611.641,9.484939803872402,0.019418887844718794,0.005520719472668911,1000
RENOVISOR,country_model,CH,10.666,3.251617600059547,611.641,9.484939803872402,0.01744356492781313,0.005329353907443557,1000
RENOVISOR,country_model,PT,10.521,3.211210187899707,611.641,9.484939803872402,0.017198816871281143,0.005235337794010047,1000
RENOVISOR,country_model,GR,10.459,3.249750741192294,611.641,9.484939803872402,0.01710408612450659,0.005320805655391145,1000
RENOVISOR,country_model,Missing,10.274,3.1961131299031207,611.641,9.484939803872402,0.01678524208585732,0.005176636425161575,1000
RENOVISOR,country_model,HU,8.552,2.922299751195253,611.641,9.484939803872402,0.013979032369176437,0.004759499034268018,1000
RENOVISOR,country_model,NO,8.046,2.783816379295453,611.641,9.484939803872402,0.013157249744293538,0.004557500525505749,1000
RENOVISOR,country_model,FI,8.007,2.7310088629313154,611.641,9.484939803872402,0.01308969373947865,0.00445195729355825,1000
RENOVISOR,country_model,SE,7.667,2.747300249091578,611.641,9.484939803872402,0.01253480922505794,0.004491695914633031,1000
RENOVISOR,country_model,SK,5.281,2.327543008508428,611.641,9.484939803872402,0.008631200991382763,0.003796478653370997,1000
RENOVISOR,country_model,DK,5.037,2.1767795867678883,611.641,9.484939803872402,0.008235662237393157,0.0035589621586955104,1000
RENOVISOR,country_model,AT,4.976,2.2473260721298263,611.641,9.484939803872402,0.008135220499699853,0.003672833492900141,1000
RENOVISOR,country_model,BG,4.388,2.047840240265252,611.641,9.484939803872402,0.007172888960211832,0.0033428243701464316,1000
RENOVISOR,country_model,IE,3.394,1.7577980128142963,611.641,9.484939803872402,0.00554578982656669,0.0028641026478402804,1000
RENOVISOR,country_model,SI,3.35,1.8135018028082583,611.641,9.484939803872402,0.005476813369549784,0.002964980610082158,1000
RENOVISOR,country_model,LV,2.727,1.609055642313231,611.641,9.484939803872402,0.004457276187348108,0.0026293118728729194,1000
RENOVISOR,country_model,EE,2.301,1.5201018747800175,611.641,9.484939803872402,0.0037609903688906854,0.0024828126698747868,1000
RENOVISOR,country_model,LT,1.849,1.3864058284359333,611.641,9.484939803872402,0.003023342908159676,0.0022663913504807572,1000
RENOVISOR,country_model,IS,1.136,1.0623712310829156,611.641,9.484939803872402,0.0018568437017635537,0.0017362330404258298,1000
RENOVISOR,country_model,MT,0.183,0.44689004319934533,611.641,9.484939803872402,2.990341116751304e-4,7.301676314114011e-4,1000
WHY_EUROPE,country_model,DE,31.88,5.6843567720465895,138.423,10.385756348717935,0.22998930339463294,0.03537296537490538,1000
WHY_EUROPE,country_model,IT,18.455,4.462273735091428,138.423,10.385756348717935,0.13332296618477202,0.030801855261330353,1000
WHY_EUROPE,country_model,FR,16.253,4.044421880608939,138.423,10.385756348717935,0.11746418517622889,0.02806839435353853,1000
WHY_EUROPE,country_model,HU,11.382,3.2919466752839286,138.423,10.385756348717935,0.08230465529214008,0.023350440145621758,1000
WHY_EUROPE,country_model,IE,9.967,3.112490738716924,138.423,10.385756348717935,0.07202028717690745,0.02215440379410108,1000
WHY_EUROPE,country_model,NL,9.53,3.1687759689099404,138.423,10.385756348717935,0.06889238307459337,0.022546527586073617,1000
WHY_EUROPE,country_model,PL,7.969,2.7924607135708888,138.423,10.385756348717935,0.057693536188242446,0.02010363256179018,1000
WHY_EUROPE,country_model,ES,7.498,2.71502621854143,138.423,10.385756348717935,0.054097382712911375,0.019076957239268333,1000
WHY_EUROPE,country_model,BE,6.463,2.4537016223762107,138.423,10.385756348717935,0.046699483513717395,0.017452380998549,1000
WHY_EUROPE,country_model,PT,3.742,1.901328759328871,138.423,10.385756348717935,0.027026266477920658,0.013616293855470333,1000
WHY_EUROPE,country_model,GR,2.901,1.6613124206358545,138.423,10.385756348717935,0.02094209685131784,0.011887126666098426,1000
WHY_EUROPE,country_model,AT,2.651,1.635198114257984,138.423,10.385756348717935,0.019203030670220427,0.011857085816518747,1000
WHY_EUROPE,country_model,LV,2.566,1.659034778537329,138.423,10.385756348717935,0.018567015538262423,0.012046787094568587,1000
WHY_EUROPE,country_model,SI,2.041,1.4364478348977334,138.423,10.385756348717935,0.014785905571563757,0.01042676299351477,1000
WHY_EUROPE,country_model,FI,1.609,1.2472668818960422,138.423,10.385756348717935,0.011581720946691233,0.008869624989513426,1000
WHY_EUROPE,country_model,CZ,1.441,1.1966415298454893,138.423,10.385756348717935,0.010409118677256916,0.008654189918898698,1000
WHY_EUROPE,country_model,SE,1.195,1.1270515716883773,138.423,10.385756348717935,0.008625618559503303,0.00811568085477208,1000
WHY_EUROPE,country_model,EE,0.501,0.7311180024684997,138.423,10.385756348717935,0.0036266433055432454,0.00527403793702966,1000
WHY_EUROPE,country_model,DK,0.379,0.6080532285324459,138.423,10.385756348717935,0.002748400687574192,0.004413305020214865,1000
WHY_LATAM,country_model,MX,517,0,608,0,0.850328947368421,0,1000
WHY_LATAM,country_model,CL,78,0,608,0,0.12828947368421054,0,1000
WHY_LATAM,country_model,CO,13,0,608,0,0.02138157894736842,0,1000
COMPLETE,country_model_grouped,MX,517,0,1608,0,0.3215174129353234,0,1000
COMPLETE,country_model_grouped,DE,181.133,11.77199604531411,1608,0,0.11264490049751244,0.007320893063006279,1000
COMPLETE,country_model_grouped,ES,151.468,10.045092328091359,1608,0,0.09419651741293532,0.006246947965230938,1000
COMPLETE,country_model_grouped,IT,147.078,11.127881458109883,1608,0,0.09146641791044777,0.006920324289869332,1000
COMPLETE,country_model_grouped,FR,102.176,9.23332433516111,1608,0,0.06354228855721393,0.005742117123856408,1000
COMPLETE,country_model_grouped,GB,80.985,8.086542349308951,1608,0,0.05036380597014925,0.005028944247082684,1000
COMPLETE,country_model_grouped,CL,78,0,1608,0,0.048507462686567165,0,1000
COMPLETE,country_model_grouped,NL,52.524,6.855393527757567,1608,0,0.03266417910447761,0.004263304432685058,1000
COMPLETE,country_model_grouped,PL,45.834,6.567463404966604,1608,0,0.028503731343283583,0.0040842434110488855,1000
COMPLETE,country_model_grouped,BE,37.505,5.990815041783955,1608,0,0.02332400497512438,0.00372563124489052,1000
COMPLETE,country_model_grouped,GR,32.232,5.680003383664304,1608,0,0.020044776119402984,0.0035323404127265826,1000
COMPLETE,country_model_grouped,HU,19.934,4.246136323020455,1608,0,0.012396766169154229,0.002640632041679391,1000
COMPLETE,country_model_grouped,RO,19.003,4.273787109374569,1608,0,0.011817786069651741,0.0026578278043374163,1000
COMPLETE,country_model_grouped,OTHER_COUNTRIES,18.544,4.13511344018071,1608,0,0.011532338308457712,0.00257158796031138,1000
COMPLETE,country_model_grouped,CZ,15.534,3.988075820336015,1608,0,0.00966044776119403,0.0024801466544378237,1000
COMPLETE,country_model_grouped,PT,14.263,3.7115504316399397,1608,0,0.00887002487562189,0.002308178129129317,1000
COMPLETE,country_model_grouped,IE,13.361,3.585740723551626,1608,0,0.00830907960199005,0.0022299382609151904,1000
COMPLETE,country_model_grouped,CO,13,0,1608,0,0.00808457711442786,0,1000
COMPLETE,country_model_grouped,CH,10.666,3.251617600059547,1608,0,0.0066330845771144275,0.0020221502487932502,1000
COMPLETE,country_model_grouped,UNKNOWN,10.274,3.1961131299031207,1608,0,0.006389303482587065,0.0019876325434721,1000
COMPLETE,country_model_grouped,FI,9.616,2.98352902540689,1608,0,0.005980099502487562,0.001855428498387377,1000
COMPLETE,country_model_grouped,SE,8.862,2.9996589729424206,1608,0,0.0055111940298507465,0.0018654595602875753,1000
COMPLETE,country_model_grouped,AT,7.627,2.7672239751289616,1608,0,0.0047431592039801,0.0017209104322941315,1000
COMPLETE,country_model_grouped,DK,5.416,2.240527608391374,1608,0,0.0033681592039800996,0.0013933629405419052,1000
COMPLETE,country_model_grouped,SI,5.391,2.30248136157938,1608,0,0.0033526119402985076,0.001431891394017019,1000
COMPLETE,country_model_grouped,LV,5.293,2.3521657432425234,1608,0,0.0032916666666666667,0.0014627896413199847,1000
COMPLETE,country_model_grouped,SK,5.281,2.327543008508428,1608,0,0.0032842039800995027,0.0014474769953410575,1000
EUROPE,country_model_grouped,DE,181.133,11.77199604531411,1000,0,0.181133,0.011771996045314117,1000
EUROPE,country_model_grouped,ES,151.468,10.045092328091359,1000,0,0.151468,0.01004509232809134,1000
EUROPE,country_model_grouped,IT,147.078,11.127881458109883,1000,0,0.147078,0.011127881458109888,1000
EUROPE,country_model_grouped,FR,102.176,9.23332433516111,1000,0,0.102176,0.009233324335161068,1000
EUROPE,country_model_grouped,GB,80.985,8.086542349308951,1000,0,0.080985,0.008086542349308936,1000
EUROPE,country_model_grouped,NL,52.524,6.855393527757567,1000,0,0.052524,0.006855393527757578,1000
EUROPE,country_model_grouped,PL,45.834,6.567463404966604,1000,0,0.045834,0.006567463404966618,1000
EUROPE,country_model_grouped,BE,37.505,5.990815041783955,1000,0,0.037505,0.0059908150417839505,1000
EUROPE,country_model_grouped,GR,32.232,5.680003383664304,1000,0,0.032232,0.005680003383664352,1000
EUROPE,country_model_grouped,HU,19.934,4.246136323020455,1000,0,0.019934,0.004246136323020459,1000
EUROPE,country_model_grouped,RO,19.003,4.273787109374569,1000,0,0.019003,0.004273787109374565,1000
EUROPE,country_model_grouped,OTHER_COUNTRIES,18.544,4.13511344018071,1000,0,0.018544,0.004135113440180719,1000
EUROPE,country_model_grouped,CZ,15.534,3.988075820336015,1000,0,0.015534,0.0039880758203360055,1000
EUROPE,country_model_grouped,PT,14.263,3.7115504316399397,1000,0,0.014263,0.0037115504316399405,1000
EUROPE,country_model_grouped,IE,13.361,3.585740723551626,1000,0,0.013361,0.0035857407235516227,1000
EUROPE,country_model_grouped,CH,10.666,3.251617600059547,1000,0,0.010666,0.0032516176000595494,1000
EUROPE,country_model_grouped,UNKNOWN,10.274,3.1961131299031207,1000,0,0.010274,0.0031961131299031273,1000
EUROPE,country_model_grouped,FI,9.616,2.98352902540689,1000,0,0.009616,0.002983529025406895,1000
EUROPE,country_model_grouped,SE,8.862,2.9996589729424206,1000,0,0.008862,0.0029996589729424142,1000
EUROPE,country_model_grouped,AT,7.627,2.7672239751289616,1000,0,0.007627,0.0027672239751289534,1000
EUROPE,country_model_grouped,DK,5.416,2.240527608391374,1000,0,0.005416,0.002240527608391365,1000
EUROPE,country_model_grouped,SI,5.391,2.30248136157938,1000,0,0.005391,0.0023024813615793722,1000
EUROPE,country_model_grouped,LV,5.293,2.3521657432425234,1000,0,0.005293,0.002352165743242522,1000
EUROPE,country_model_grouped,SK,5.281,2.327543008508428,1000,0,0.005281,0.0023275430085084236,1000
LATAM,country_model_grouped,MX,517,0,608,0,0.850328947368421,0,1000
LATAM,country_model_grouped,CL,78,0,608,0,0.12828947368421054,0,1000
LATAM,country_model_grouped,CO,13,0,608,0,0.02138157894736842,0,1000
DIEGO,country_model_grouped,DE,79.937,8.030910690981845,249.936,11.36992432600935,0.3198629177504541,0.02902154170154821,1000
DIEGO,country_model_grouped,IT,65.296,7.510578725557235,249.936,11.36992432600935,0.2612373097077735,0.027608833768839703,1000
DIEGO,country_model_grouped,ES,36.713,5.825510069304453,249.936,11.36992432600935,0.1469244443281009,0.022543328559036728,1000
DIEGO,country_model_grouped,NL,31.115,5.391181673792842,249.936,11.36992432600935,0.12444743218184691,0.020599634196770376,1000
DIEGO,country_model_grouped,GR,18.872,4.255787556695901,249.936,11.36992432600935,0.07550666284597049,0.016673722217025594,1000
DIEGO,country_model_grouped,BE,17.863,4.108906681115315,249.936,11.36992432600935,0.07146458889658232,0.016115900316439846,1000
DIEGO,country_model_grouped,OTHER_COUNTRIES,0.14,0.37220765513156284,249.936,11.36992432600935,5.566442892717912e-4,0.0014844965259637897,1000
RENOVISOR,country_model_grouped,ES,107.257,7.868472778364544,611.641,9.484939803872402,0.17539052167412786,0.0130002416603533,1000
RENOVISOR,country_model_grouped,FR,85.923,8.364630179394554,611.641,9.484939803872402,0.14047959997480716,0.013504405318672337,1000
RENOVISOR,country_model_grouped,GB,80.985,8.086542349308951,611.641,9.484939803872402,0.13240068561817409,0.01300803459902195,1000
RENOVISOR,country_model_grouped,DE,69.316,7.913328298811117,611.641,9.484939803872402,0.11331408040923663,0.012705999009461212,1000
RENOVISOR,country_model_grouped,IT,63.327,7.500021421390818,611.641,9.484939803872402,0.10353407601282336,0.012139786465583354,1000
RENOVISOR,country_model_grouped,PL,37.865,5.928061817906167,611.641,9.484939803872402,0.061917899941032584,0.009716249273133025,1000
RENOVISOR,country_model_grouped,RO,19.003,4.273787109374569,611.641,9.484939803872402,0.031066844636376708,0.006968717621470271,1000
RENOVISOR,country_model_grouped,OTHER_COUNTRIES,17.903,4.075807061577278,611.641,9.484939803872402,0.029270349794994415,0.00664689786926163,1000
RENOVISOR,country_model_grouped,CZ,14.093,3.764641221089131,611.641,9.484939803872402,0.02304501965677981,0.006158127256969394,1000
RENOVISOR,country_model_grouped,BE,13.179,3.5821489068422006,611.641,9.484939803872402,0.02154482598181706,0.005836849357218807,1000
RENOVISOR,country_model_grouped,NL,11.879,3.3899632521387058,611.641,9.484939803872402,0.019418887844718794,0.005520719472668911,1000
RENOVISOR,country_model_grouped,CH,10.666,3.251617600059547,611.641,9.484939803872402,0.01744356492781313,0.005329353907443557,1000
RENOVISOR,country_model_grouped,PT,10.521,3.211210187899707,611.641,9.484939803872402,0.017198816871281143,0.005235337794010047,1000
RENOVISOR,country_model_grouped,GR,10.459,3.249750741192294,611.641,9.484939803872402,0.01710408612450659,0.005320805655391145,1000
RENOVISOR,country_model_grouped,UNKNOWN,10.274,3.1961131299031207,611.641,9.484939803872402,0.01678524208585732,0.005176636425161575,1000
RENOVISOR,country_model_grouped,HU,8.552,2.922299751195253,611.641,9.484939803872402,0.013979032369176437,0.004759499034268018,1000
RENOVISOR,country_model_grouped,FI,8.007,2.7310088629313154,611.641,9.484939803872402,0.01308969373947865,0.00445195729355825,1000
RENOVISOR,country_model_grouped,SE,7.667,2.747300249091578,611.641,9.484939803872402,0.01253480922505794,0.004491695914633031,1000
RENOVISOR,country_model_grouped,SK,5.281,2.327543008508428,611.641,9.484939803872402,0.008631200991382763,0.003796478653370997,1000
RENOVISOR,country_model_grouped,DK,5.037,2.1767795867678883,611.641,9.484939803872402,0.008235662237393157,0.0035589621586955104,1000
RENOVISOR,country_model_grouped,AT,4.976,2.2473260721298263,611.641,9.484939803872402,0.008135220499699853,0.003672833492900141,1000
RENOVISOR,country_model_grouped,IE,3.394,1.7577980128142963,611.641,9.484939803872402,0.00554578982656669,0.0028641026478402804,1000
RENOVISOR,country_model_grouped,SI,3.35,1.8135018028082583,611.641,9.484939803872402,0.005476813369549784,0.002964980610082158,1000
RENOVISOR,country_model_grouped,LV,2.727,1.609055642313231,611.641,9.484939803872402,0.004457276187348108,0.0026293118728729194,1000
WHY_EUROPE,country_model_grouped,DE,31.88,5.6843567720465895,138.423,10.385756348717935,0.22998930339463294,0.03537296537490538,1000
WHY_EUROPE,country_model_grouped,IT,18.455,4.462273735091428,138.423,10.385756348717935,0.13332296618477202,0.030801855261330353,1000
WHY_EUROPE,country_model_grouped,FR,16.253,4.044421880608939,138.423,10.385756348717935,0.11746418517622889,0.02806839435353853,1000
