analysis_sample,integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,dataset_source,source_survey,source_file,participant_key,prolific_id,identification_code,country_model,country_model_grouped,country_region_model,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,dim_autonomy,dim_competence,dim_financial,dim_meaning,dim_physiological,dim_popularity,dim_relatedness,dim_security,dim_stimulation
DIEGO,2858,DIEGO,EUROPE,1,diego__diego_1,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_1,NA,NA,IT,IT,southern_europe,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.46859852737314106,0.8647877435303314,0.37934581365985226,0.5684105584195646,0.7188605265225299,0.4324631065706967,0.37481860701242287,0.5985096042399103,0.5863061791989924
DIEGO,2859,DIEGO,EUROPE,2,diego__diego_2,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_2,NA,NA,IT,IT,southern_europe,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.8281472979813531,0.6387474888108138,0.4698528435910279,0.866165305845955,0.6827068805533241,0.36242949054107615,0.7975963543538718,0.9069604088792632,0.7322915636319927
DIEGO,2860,DIEGO,EUROPE,3,diego__diego_3,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_3,NA,NA,ES,ES,southern_europe,18_24,female,student,usable_complete,TRUE,TRUE,32,0.6984164914732343,0.7663544710682224,0.6738665145190249,0.4300680998190661,0.6071538391189649,0.5120683052764219,0.45483682176165807,0.5018025601294104,0.5597964133846183
DIEGO,2861,DIEGO,EUROPE,4,diego__diego_4,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_4,NA,NA,ES,ES,southern_europe,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.6438709179606542,0.5746382836347455,0.5995055292059975,0.45488404535355115,0.3823408148055255,0.27726810292835835,0.717057293893526,0.5671715920453627,0.7126411555642016
DIEGO,2862,DIEGO,EUROPE,5,diego__diego_5,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_5,NA,NA,IT,IT,southern_europe,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.4064337083516977,0.23437456092691777,0.4329203443920234,0.5196276497156564,0.48454425564501474,0.4792066257654306,0.3179981039328793,0.42163051816699926,0.517415013907993
DIEGO,2863,DIEGO,EUROPE,6,diego__diego_6,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_6,NA,NA,IT,IT,southern_europe,18_24,male,student,usable_complete,TRUE,TRUE,32,0.3594984564809012,0.8314906178183483,0.577557198930781,0.5286648655507891,0.19055191410044026,0.41058117474891986,0.2556241393332275,0.7108242204310496,0.7082810909969255
DIEGO,2864,DIEGO,EUROPE,7,diego__diego_7,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_7,NA,NA,GR,GR,southern_europe,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.669732059140493,0.6273540312268546,0.4392220392299905,0.6596464660495188,0.6204653036584485,0.8066093897721298,0.6009324336469066,0.5402921994880788,0.8225372619552289
DIEGO,2865,DIEGO,EUROPE,8,diego__diego_8,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_8,NA,NA,GR,GR,southern_europe,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.5323290687333393,0.615423610542421,0.42521426491816633,0.5604648966777762,0.5249262608971315,0.5692267260176189,0.6955607008886705,0.6910158833212158,0.884670698329433
DIEGO,2866,DIEGO,EUROPE,9,diego__diego_9,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_9,NA,NA,GR,GR,southern_europe,45_54,male,self_employed,usable_complete,TRUE,TRUE,32,0.5269693460477176,0.7067494278640155,0.5670602620860761,0.46705732428755126,0.6695327969831195,0.5220165979706294,0.4211396796732668,0.30845014811038124,0.8654864385567593
DIEGO,2867,DIEGO,EUROPE,10,diego__diego_10,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_10,NA,NA,IT,IT,southern_europe,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.5755991443489558,0.4314869471466976,0.3057184240325011,0.6441575571563117,0.4935929222873933,0.35989569293468127,0.3857266517923771,0.5130280558474437,0.8954080654469261
DIEGO,2868,DIEGO,EUROPE,11,diego__diego_11,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_11,NA,NA,ES,ES,southern_europe,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.6661036914438212,0.5371139574313146,0.5555871933101864,0.34156922240075777,0.41009150050518883,0.45481488571219486,0.42075848838224095,0.5881002320248413,0.5156100686792967
DIEGO,2869,DIEGO,EUROPE,12,diego__diego_12,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_12,NA,NA,ES,ES,southern_europe,45_54,male,self_employed,usable_complete,TRUE,TRUE,32,0.8013971006399133,0.690076891265791,0.4742340349299775,0.5456407934823878,0.4774337147517858,0.20137983795816985,0.4587457805668689,0.39758041317262305,0.49442819794027687
DIEGO,2870,DIEGO,EUROPE,13,diego__diego_13,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_13,NA,NA,GR,GR,southern_europe,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.8134241955282859,0.7590476220708411,0.27565117849386994,0.6710963896694594,0.3446325499915094,0.29504915894153766,0.34875636589177067,0.6375858016509577,0.7043962514303432
DIEGO,2871,DIEGO,EUROPE,14,diego__diego_14,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_14,NA,NA,IT,IT,southern_europe,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.7416866487847882,0.4977029442102979,0.3288919568023044,0.7877545714425188,0.37202913597047205,0.23562770983840575,0.2996200420637696,0.6858895917950129,0.634667812817094
DIEGO,2872,DIEGO,EUROPE,15,diego__diego_15,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_15,NA,NA,GR,GR,southern_europe,65_plus,male,employed,usable_complete,TRUE,TRUE,32,0.7150280744621307,0.5949178879445556,0.4356663218184102,0.783878197620298,0.8611694644899315,0.35254723309581193,0.41584334129290584,0.7436379685304689,0.6486020732046662
DIEGO,2873,DIEGO,EUROPE,16,diego__diego_16,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_16,NA,NA,ES,ES,southern_europe,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.6932315960255375,0.738254863179923,0.606856033631522,0.5993963565257264,0.5852099481380508,0.5112120053159157,0.5730802774920043,0.6154365677309744,0.6664839587726957
DIEGO,2874,DIEGO,EUROPE,17,diego__diego_17,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_17,NA,NA,ES,ES,southern_europe,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.443813463709052,0.7183604550017935,0.7010490706946422,0.427365729182647,0.8951217471194537,0.702610607025055,0.6694694760566867,0.3719080519937763,0.5951653858645456
DIEGO,2875,DIEGO,EUROPE,18,diego__diego_18,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_18,NA,NA,OTHER_EU,OTHER_COUNTRIES,other_region,65_plus,male,retired,usable_complete,TRUE,TRUE,32,0.736166531766604,0.6587554236820663,0.4862083791450262,0.48378594313098516,0.5234384425813079,0.4729716201201798,0.6680481602314765,0.766906972673981,0.37390077971011765
DIEGO,2876,DIEGO,EUROPE,19,diego__diego_19,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_19,NA,NA,IT,IT,southern_europe,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,0.852005192415326,0.659928149073223,0.5446192035767454,0.735573808427055,0.5984720565255427,0.3785526699477152,0.24179979129151336,0.5471671568579868,0.6099955497680942
DIEGO,2877,DIEGO,EUROPE,20,diego__diego_20,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_20,NA,NA,IT,IT,southern_europe,18_24,female,student,usable_complete,TRUE,TRUE,32,0.7551881864968356,0.5070378405140652,0.39719466646293555,0.27614126913088,0.7589310688468947,0.5487735588136731,0.6430748621768384,0.6030714696139892,0.08288292645600356
DIEGO,2878,DIEGO,EUROPE,21,diego__diego_21,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_21,NA,NA,ES,ES,southern_europe,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.7173239208554,0.694716542863323,0.39246426850514754,0.6527191050358657,0.6152581825772545,0.34160852444415774,0.3613026231509472,0.7630720907726974,0.8667457373316247
DIEGO,2879,DIEGO,EUROPE,22,diego__diego_22,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,diego_22,NA,NA,GR,GR,southern_europe,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.32506067187328774,0.48257411768310454,0.3497179582402201,0.5618626517326982,0.4835084575281783,0.4542417424861754,0.5824597899180841,0.5964223542795354,0.7011436368934836
