analysis_sample,determinant,sample_mean,sample_sd_original,sample_sd_used,sd_replaced
DIEGO,det_01_profits,43.41045003640295,27.46311664701179,27.46311664701179,FALSE
DIEGO,det_02_credit_score,42.30224236345108,26.1897590758616,26.1897590758616,FALSE
DIEGO,det_03_risk_profile,49.896218493383756,25.911223574069243,25.911223574069243,FALSE
DIEGO,det_04_added_value,57.68852707373542,25.490862960779648,25.490862960779648,FALSE
DIEGO,det_05_frugality,43.22254509221676,26.522925332177916,26.522925332177916,FALSE
DIEGO,det_06_climate_protection,56.39962865271151,25.9140990179083,25.9140990179083,FALSE
DIEGO,det_07_legal,53.175362629111625,25.8185054835189,25.8185054835189,FALSE
DIEGO,det_08_trust,64.94346888079416,23.99296910791766,23.99296910791766,FALSE
DIEGO,det_09_safety,58.42589138600208,25.55720324602105,25.55720324602105,FALSE
DIEGO,det_10_cost_efficiency,61.27203252604251,24.750728384514534,24.750728384514534,FALSE
DIEGO,det_11_knowledge,65.02310101100834,22.972119682410668,22.972119682410668,FALSE
DIEGO,det_12_own_competence,55.68580346045974,25.725703114461336,25.725703114461336,FALSE
DIEGO,det_13_technical_fit,59.76802892103378,25.345948787272555,25.345948787272555,FALSE
DIEGO,det_14_environmental_concerns,62.130030108122234,24.23841589830109,24.23841589830109,FALSE
DIEGO,det_15_self_satisfaction,64.95169213624837,23.982588307858173,23.982588307858173,FALSE
DIEGO,det_16_commitment,66.71424212589407,22.826162089846825,22.826162089846825,FALSE
DIEGO,det_17_adherence,68.26215939770827,22.497381388781903,22.497381388781903,FALSE
DIEGO,det_18_autonomy,54.39847076343984,25.24388331246538,25.24388331246538,FALSE
DIEGO,det_19_wellbeing,55.87660347592913,26.570597099977743,26.570597099977743,FALSE
DIEGO,det_20_coziness,53.55450724802869,25.587204119582783,25.587204119582783,FALSE
DIEGO,det_21_rights_and_duties,55.564957168907554,25.9167168787169,25.9167168787169,FALSE
DIEGO,det_22_peer_pressure,40.98944526579481,26.687322694335503,26.687322694335503,FALSE
DIEGO,det_23_support,43.92300742525834,26.46676754600276,26.46676754600276,FALSE
DIEGO,det_24_socialising,42.91523602480007,26.367694526106103,26.367694526106103,FALSE
DIEGO,det_25_agreement,45.489179898968736,26.626136926252705,26.626136926252705,FALSE
DIEGO,det_26_novelty,58.488628157973686,26.100620637498118,26.100620637498118,FALSE
DIEGO,det_27_fun,55.46657695882176,26.813151312556588,26.813151312556588,FALSE
DIEGO,det_28_recognition,37.45878970113973,25.853563378776464,25.853563378776464,FALSE
DIEGO,det_29_trends,35.52172484118287,24.607440210188496,24.607440210188496,FALSE
DIEGO,det_30_authority,43.107976736364016,25.78416390011841,25.78416390011841,FALSE
DIEGO,det_31_approval,35.86141312168565,24.898583081188143,24.898583081188143,FALSE
DIEGO,det_32_own_significance,62.80159706708069,24.28401839758651,24.28401839758651,FALSE
