"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",0,0,0,0,0,0,0
"cluster_2",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_3",50,0,0,11.1111111111111,14.2857142857143,33.3333333333333,11.1111111111111
"cluster_4",28.5714285714286,33.3333333333333,50,25,33.3333333333333,33.3333333333333,25
"cluster_5",28.5714285714286,14.2857142857143,20,25,33.3333333333333,14.2857142857143,25
