"scenario","type","reference","K","D","D_order","archetypes_used","n_patterns_covered","freq_covered","pct_covered"
"100-32","pos","experts",7,4,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus",398,64732,0.80915
"100-32","pos","experts",7,6,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus",4012,2995766,37.447075
"100-32","pos","experts",7,8,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus",17837,6799225,84.9903125
"100-32","pos","experts",7,10,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus",43308,7850727,98.1340875
"100-32","pos","experts",8,0,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus | Uninterested",0,0,0
"100-32","pos","experts",8,2,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus | Uninterested",16,89,0.0011125
"100-32","pos","experts",8,4,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus | Uninterested",398,64732,0.80915
"100-32","pos","experts",8,6,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus | Uninterested",4012,2995766,37.447075
"100-32","pos","experts",8,8,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus | Uninterested",17839,6799257,84.9907125
"100-32","pos","experts",8,10,4,"Careful | Activist | Stubborn | Early Adopter | Fearful | Influencer | Homo Economicus | Uninterested",43313,7850818,98.135225
"100-32","pos","kmeans",1,0,4,"Careful",1,1739,0.0217375
"100-32","pos","kmeans",1,2,4,"Careful",124,241288,3.0161
"100-32","pos","kmeans",1,4,4,"Careful",2046,3304940,41.31175
"100-32","pos","kmeans",1,6,4,"Careful",11707,6710872,83.8859
"100-32","pos","kmeans",1,8,4,"Careful",32418,7761838,97.022975
"100-32","pos","kmeans",1,10,4,"Careful",52981,7954365,99.4295625
"100-32","pos","kmeans",2,0,4,"Careful | Stubborn",1,1739,0.0217375
"100-32","pos","kmeans",2,2,4,"Careful | Stubborn",124,241288,3.0161
"100-32","pos","kmeans",2,4,4,"Careful | Stubborn",2049,3304943,41.3117875
"100-32","pos","kmeans",2,6,4,"Careful | Stubborn",11793,6711053,83.8881625
"100-32","pos","kmeans",2,8,4,"Careful | Stubborn",32833,7762705,97.0338125
"100-32","pos","kmeans",2,10,4,"Careful | Stubborn",53762,7955689,99.4461125
"100-32","pos","kmeans",3,0,4,"Careful | Stubborn | Fearful",1,1739,0.0217375
"100-32","pos","kmeans",3,2,4,"Careful | Stubborn | Fearful",124,241288,3.0161
"100-32","pos","kmeans",3,4,4,"Careful | Stubborn | Fearful",2049,3304943,41.3117875
"100-32","pos","kmeans",3,6,4,"Careful | Stubborn | Fearful",11813,6711077,83.8884625
"100-32","pos","kmeans",3,8,4,"Careful | Stubborn | Fearful",32941,7762859,97.0357375
"100-32","pos","kmeans",3,10,4,"Careful | Stubborn | Fearful",54047,7956139,99.4517375
"100-32","pos","kmeans",4,0,4,"Careful | Stubborn | Fearful | Cluster8",1,1739,0.0217375
"100-32","pos","kmeans",4,2,4,"Careful | Stubborn | Fearful | Cluster8",124,241288,3.0161
"100-32","pos","kmeans",4,4,4,"Careful | Stubborn | Fearful | Cluster8",2049,3304943,41.3117875
"100-32","pos","kmeans",4,6,4,"Careful | Stubborn | Fearful | Cluster8",11814,6711079,83.8884875
"100-32","pos","kmeans",4,8,4,"Careful | Stubborn | Fearful | Cluster8",32975,7762909,97.0363625
"100-32","pos","kmeans",4,10,4,"Careful | Stubborn | Fearful | Cluster8",54268,7956566,99.457075
"100-32","pos","kmeans",5,0,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter",1,1739,0.0217375
"100-32","pos","kmeans",5,2,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter",124,241288,3.0161
"100-32","pos","kmeans",5,4,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter",2049,3304943,41.3117875
"100-32","pos","kmeans",5,6,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter",11814,6711079,83.8884875
"100-32","pos","kmeans",5,8,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter",33016,7762967,97.0370875
"100-32","pos","kmeans",5,10,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter",54514,7957035,99.4629375
"100-32","pos","kmeans",6,0,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus",1,1739,0.0217375
"100-32","pos","kmeans",6,2,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus",124,241288,3.0161
"100-32","pos","kmeans",6,4,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus",2049,3304943,41.3117875
"100-32","pos","kmeans",6,6,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus",11821,6711109,83.8888625
"100-32","pos","kmeans",6,8,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus",33163,7763370,97.042125
"100-32","pos","kmeans",6,10,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus",54945,7958287,99.4785875
"100-32","pos","kmeans",7,0,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer",1,1739,0.0217375
"100-32","pos","kmeans",7,2,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer",124,241288,3.0161
"100-32","pos","kmeans",7,4,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer",2049,3304943,41.3117875
"100-32","pos","kmeans",7,6,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer",11822,6711110,83.888875
"100-32","pos","kmeans",7,8,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer",33190,7763488,97.0436
"100-32","pos","kmeans",7,10,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer",55145,7959243,99.4905375
"100-32","pos","kmeans",8,0,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer | Uninterested",1,1739,0.0217375
"100-32","pos","kmeans",8,2,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer | Uninterested",124,241288,3.0161
"100-32","pos","kmeans",8,4,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer | Uninterested",2049,3304943,41.3117875
"100-32","pos","kmeans",8,6,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer | Uninterested",11822,6711110,83.888875
"100-32","pos","kmeans",8,8,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer | Uninterested",33193,7763493,97.0436625
"100-32","pos","kmeans",8,10,4,"Careful | Stubborn | Fearful | Cluster8 | Early.Adopter | Homo.Economicus | Influencer | Uninterested",55169,7959338,99.491725
"100-32","pos","sins",1,0,4,"Careful",0,0,0
"100-32","pos","sins",1,2,4,"Careful",0,0,0
"100-32","pos","sins",1,4,4,"Careful",71,769736,9.6217
"100-32","pos","sins",1,6,4,"Careful",1530,3169514,39.618925
"100-32","pos","sins",1,8,4,"Careful",10625,5298950,66.236875
"100-32","pos","sins",1,10,4,"Careful",32242,6838602,85.482525
"100-32","pos","sins",2,0,4,"Careful | Fearful",0,0,0
"100-32","pos","sins",2,2,4,"Careful | Fearful",0,0,0
"100-32","pos","sins",2,4,4,"Careful | Fearful",81,775761,9.6970125
"100-32","pos","sins",2,6,4,"Careful | Fearful",1905,3544533,44.3066625
"100-32","pos","sins",2,8,4,"Careful | Fearful",13170,5755781,71.9472625
"100-32","pos","sins",2,10,4,"Careful | Fearful",37502,6974282,87.178525
"100-32","pos","sins",3,0,4,"Careful | Fearful | Stubborn",0,0,0
"100-32","pos","sins",3,2,4,"Careful | Fearful | Stubborn",0,0,0
"100-32","pos","sins",3,4,4,"Careful | Fearful | Stubborn",92,776415,9.7051875
"100-32","pos","sins",3,6,4,"Careful | Fearful | Stubborn",2205,3580995,44.7624375
"100-32","pos","sins",3,8,4,"Careful | Fearful | Stubborn",15977,7291543,91.1442875
"100-32","pos","sins",3,10,4,"Careful | Fearful | Stubborn",44110,7905073,98.8134125
"100-32","pos","sins",4,0,4,"Careful | Fearful | Stubborn | Homo Economicus",0,0,0
"100-32","pos","sins",4,2,4,"Careful | Fearful | Stubborn | Homo Economicus",0,0,0
"100-32","pos","sins",4,4,4,"Careful | Fearful | Stubborn | Homo Economicus",104,776484,9.70605
"100-32","pos","sins",4,6,4,"Careful | Fearful | Stubborn | Homo Economicus",2529,3728233,46.6029125
"100-32","pos","sins",4,8,4,"Careful | Fearful | Stubborn | Homo Economicus",17889,7411105,92.6388125
"100-32","pos","sins",4,10,4,"Careful | Fearful | Stubborn | Homo Economicus",46699,7912318,98.903975
"100-32","pos","sins",5,0,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter",0,0,0
"100-32","pos","sins",5,2,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter",0,0,0
"100-32","pos","sins",5,4,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter",104,776484,9.70605
"100-32","pos","sins",5,6,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter",2537,3728256,46.6032
"100-32","pos","sins",5,8,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter",17965,7411695,92.6461875
"100-32","pos","sins",5,10,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter",46869,7913749,98.9218625
"100-32","pos","sins",6,0,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer",0,0,0
"100-32","pos","sins",6,2,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer",0,0,0
"100-32","pos","sins",6,4,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer",104,776484,9.70605
"100-32","pos","sins",6,6,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer",2538,3728257,46.6032125
"100-32","pos","sins",6,8,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer",17970,7412206,92.652575
"100-32","pos","sins",6,10,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer",46899,7913827,98.9228375
"100-32","pos","sins",7,0,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer | Uninterested",0,0,0
"100-32","pos","sins",7,2,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer | Uninterested",0,0,0
"100-32","pos","sins",7,4,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer | Uninterested",104,776484,9.70605
"100-32","pos","sins",7,6,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer | Uninterested",2539,3728258,46.603225
"100-32","pos","sins",7,8,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer | Uninterested",18064,7412497,92.6562125
"100-32","pos","sins",7,10,4,"Careful | Fearful | Stubborn | Homo Economicus | Early Adopter | Influencer | Uninterested",47814,7916324,98.95405
"100-32","ext","experts",1,0,4,"Stubborn",1,143,0.0017875
"100-32","ext","experts",1,2,4,"Stubborn",54,226145,2.8268125
"100-32","ext","experts",1,4,4,"Stubborn",888,1986765,24.8345625
"100-32","ext","experts",1,6,4,"Stubborn",4935,2445455,30.5681875
"100-32","ext","experts",1,8,4,"Stubborn",13725,3563200,44.54
"100-32","ext","experts",1,10,4,"Stubborn",27720,4739901,59.2487625
"100-32","ext","experts",2,0,4,"Stubborn | Influencer",1,143,0.0017875
"100-32","ext","experts",2,2,4,"Stubborn | Influencer",55,226148,2.82685
"100-32","ext","experts",2,4,4,"Stubborn | Influencer",980,2105754,26.321925
"100-32","ext","experts",2,6,4,"Stubborn | Influencer",5733,3385454,42.318175
"100-32","ext","experts",2,8,4,"Stubborn | Influencer",16281,4214722,52.684025
"100-32","ext","experts",2,10,4,"Stubborn | Influencer",31622,4858204,60.72755
"100-32","ext","experts",3,0,4,"Stubborn | Influencer | Early Adopter",1,143,0.0017875
"100-32","ext","experts",3,2,4,"Stubborn | Influencer | Early Adopter",55,226148,2.82685
"100-32","ext","experts",3,4,4,"Stubborn | Influencer | Early Adopter",994,2107240,26.3405
"100-32","ext","experts",3,6,4,"Stubborn | Influencer | Early Adopter",5906,3403194,42.539925
"100-32","ext","experts",3,8,4,"Stubborn | Influencer | Early Adopter",16875,4251138,53.139225
"100-32","ext","experts",3,10,4,"Stubborn | Influencer | Early Adopter",32856,4887548,61.09435
"100-32","ext","experts",4,0,4,"Stubborn | Influencer | Early Adopter | Fearful",1,143,0.0017875
"100-32","ext","experts",4,2,4,"Stubborn | Influencer | Early Adopter | Fearful",58,226183,2.8272875
"100-32","ext","experts",4,4,4,"Stubborn | Influencer | Early Adopter | Fearful",1194,2120609,26.5076125
"100-32","ext","experts",4,6,4,"Stubborn | Influencer | Early Adopter | Fearful",7859,3903434,48.792925
"100-32","ext","experts",4,8,4,"Stubborn | Influencer | Early Adopter | Fearful",24998,5617910,70.223875
"100-32","ext","experts",4,10,4,"Stubborn | Influencer | Early Adopter | Fearful",53927,7041735,88.0216875
"100-32","ext","experts",5,0,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful",1,143,0.0017875
"100-32","ext","experts",5,2,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful",59,226195,2.8274375
"100-32","ext","experts",5,4,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful",1306,2131142,26.639275
"100-32","ext","experts",5,6,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful",9201,4022043,50.2755375
"100-32","ext","experts",5,8,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful",29732,5842280,73.0285
"100-32","ext","experts",5,10,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful",62735,7201752,90.0219
"100-32","ext","experts",6,0,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist",1,143,0.0017875
"100-32","ext","experts",6,2,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist",64,226272,2.8284
"100-32","ext","experts",6,4,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist",1482,2134392,26.6799
"100-32","ext","experts",6,6,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist",9955,4030058,50.375725
"100-32","ext","experts",6,8,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist",30872,5851577,73.1447125
"100-32","ext","experts",6,10,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist",65752,7239637,90.4954625
"100-32","ext","experts",7,0,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus",1,143,0.0017875
"100-32","ext","experts",7,2,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus",65,226273,2.8284125
"100-32","ext","experts",7,4,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus",1530,2135014,26.687675
"100-32","ext","experts",7,6,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus",10200,4031348,50.39185
"100-32","ext","experts",7,8,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus",31845,5860852,73.26065
"100-32","ext","experts",7,10,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus",67712,7253161,90.6645125
"100-32","ext","experts",8,0,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus | Uninterested",1,143,0.0017875
"100-32","ext","experts",8,2,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus | Uninterested",65,226273,2.8284125
"100-32","ext","experts",8,4,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus | Uninterested",1537,2135021,26.6877625
"100-32","ext","experts",8,6,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus | Uninterested",10240,4031390,50.392375
"100-32","ext","experts",8,8,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus | Uninterested",32070,5861273,73.2659125
"100-32","ext","experts",8,10,4,"Stubborn | Influencer | Early Adopter | Fearful | Careful | Activist | Homo Economicus | Uninterested",68242,7254755,90.6844375
"100-32","ext","kmeans",1,0,4,"Fearful",0,0,0
"100-32","ext","kmeans",1,2,4,"Fearful",39,135616,1.6952
"100-32","ext","kmeans",1,4,4,"Fearful",800,592820,7.41025
"100-32","ext","kmeans",1,6,4,"Fearful",5158,1163618,14.545225
"100-32","ext","kmeans",1,8,4,"Fearful",16990,1986327,24.8290875
"100-32","ext","kmeans",1,10,4,"Fearful",39266,3182136,39.7767
"100-32","ext","kmeans",2,0,4,"Fearful | Stubborn",1,18,0.000225
"100-32","ext","kmeans",2,2,4,"Fearful | Stubborn",84,143257,1.7907125
"100-32","ext","kmeans",2,4,4,"Fearful | Stubborn",1305,682630,8.532875
"100-32","ext","kmeans",2,6,4,"Fearful | Stubborn",7748,1379357,17.2419625
"100-32","ext","kmeans",2,8,4,"Fearful | Stubborn",25371,2334453,29.1806625
"100-32","ext","kmeans",2,10,4,"Fearful | Stubborn",55486,3575283,44.6910375
"100-32","ext","kmeans",3,0,4,"Fearful | Stubborn | Careful",2,26,0.000325
"100-32","ext","kmeans",3,2,4,"Fearful | Stubborn | Careful",165,158141,1.9767625
"100-32","ext","kmeans",3,4,4,"Fearful | Stubborn | Careful",2634,908632,11.3579
"100-32","ext","kmeans",3,6,4,"Fearful | Stubborn | Careful",14837,1863662,23.295775
"100-32","ext","kmeans",3,8,4,"Fearful | Stubborn | Careful",41319,2891632,36.1454
"100-32","ext","kmeans",3,10,4,"Fearful | Stubborn | Careful",70956,3786473,47.3309125
"100-32","ext","kmeans",4,0,4,"Fearful | Stubborn | Careful | Homo.Economicus",3,27,0.0003375
"100-32","ext","kmeans",4,2,4,"Fearful | Stubborn | Careful | Homo.Economicus",204,163335,2.0416875
"100-32","ext","kmeans",4,4,4,"Fearful | Stubborn | Careful | Homo.Economicus",3351,1080613,13.5076625
"100-32","ext","kmeans",4,6,4,"Fearful | Stubborn | Careful | Homo.Economicus",18653,2425332,30.31665
"100-32","ext","kmeans",4,8,4,"Fearful | Stubborn | Careful | Homo.Economicus",49594,3543823,44.2977875
"100-32","ext","kmeans",4,10,4,"Fearful | Stubborn | Careful | Homo.Economicus",79817,4638690,57.983625
"100-32","ext","kmeans",5,0,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8",3,27,0.0003375
"100-32","ext","kmeans",5,2,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8",239,165377,2.0672125
"100-32","ext","kmeans",5,4,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8",4074,1123507,14.0438375
"100-32","ext","kmeans",5,6,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8",21691,2567322,32.091525
"100-32","ext","kmeans",5,8,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8",53663,3679227,45.9903375
"100-32","ext","kmeans",5,10,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8",82711,4792860,59.91075
"100-32","ext","kmeans",6,0,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter",3,27,0.0003375
"100-32","ext","kmeans",6,2,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter",241,165415,2.0676875
"100-32","ext","kmeans",6,4,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter",4189,1162832,14.5354
"100-32","ext","kmeans",6,6,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter",22501,2738391,34.2298875
"100-32","ext","kmeans",6,8,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter",55563,4196637,52.4579625
"100-32","ext","kmeans",6,10,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter",85327,5671500,70.89375
"100-32","ext","kmeans",7,0,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested",3,27,0.0003375
"100-32","ext","kmeans",7,2,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested",266,165577,2.0697125
"100-32","ext","kmeans",7,4,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested",4723,1170747,14.6343375
"100-32","ext","kmeans",7,6,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested",25648,2825741,35.3217625
"100-32","ext","kmeans",7,8,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested",60962,4486023,56.0752875
"100-32","ext","kmeans",7,10,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested",89045,5862313,73.2789125
"100-32","ext","kmeans",8,0,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",3,27,0.0003375
"100-32","ext","kmeans",8,2,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",267,165587,2.0698375
"100-32","ext","kmeans",8,4,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",4798,1171145,14.6393125
"100-32","ext","kmeans",8,6,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",26216,2843032,35.5379
"100-32","ext","kmeans",8,8,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",62460,4528633,56.6079125
"100-32","ext","kmeans",8,10,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",90626,5874689,73.4336125
"100-32","ext","sins",1,0,4,"Careful",0,0,0
"100-32","ext","sins",1,2,4,"Careful",1,12784,0.1598
"100-32","ext","sins",1,4,4,"Careful",161,179719,2.2464875
"100-32","ext","sins",1,6,4,"Careful",2289,702630,8.782875
"100-32","ext","sins",1,8,4,"Careful",12481,1656929,20.7116125
"100-32","ext","sins",1,10,4,"Careful",34899,2433394,30.417425
"100-32","ext","sins",2,0,4,"Careful | Fearful",0,0,0
"100-32","ext","sins",2,2,4,"Careful | Fearful",1,12784,0.1598
"100-32","ext","sins",2,4,4,"Careful | Fearful",196,181652,2.27065
"100-32","ext","sins",2,6,4,"Careful | Fearful",2977,806102,10.076275
"100-32","ext","sins",2,8,4,"Careful | Fearful",15937,1860744,23.2593
"100-32","ext","sins",2,10,4,"Careful | Fearful",41821,2572224,32.1528
"100-32","ext","sins",3,0,4,"Careful | Fearful | Stubborn",0,0,0
"100-32","ext","sins",3,2,4,"Careful | Fearful | Stubborn",3,12790,0.159875
"100-32","ext","sins",3,4,4,"Careful | Fearful | Stubborn",307,182374,2.279675
"100-32","ext","sins",3,6,4,"Careful | Fearful | Stubborn",4619,848242,10.603025
"100-32","ext","sins",3,8,4,"Careful | Fearful | Stubborn",23788,2196627,27.4578375
"100-32","ext","sins",3,10,4,"Careful | Fearful | Stubborn",57149,4889062,61.113275
"100-32","ext","sins",4,0,4,"Careful | Fearful | Stubborn | Early Adopter",0,0,0
"100-32","ext","sins",4,2,4,"Careful | Fearful | Stubborn | Early Adopter",3,12790,0.159875
"100-32","ext","sins",4,4,4,"Careful | Fearful | Stubborn | Early Adopter",315,182623,2.2827875
"100-32","ext","sins",4,6,4,"Careful | Fearful | Stubborn | Early Adopter",4857,1165994,14.574925
"100-32","ext","sins",4,8,4,"Careful | Fearful | Stubborn | Early Adopter",25621,3388018,42.350225
"100-32","ext","sins",4,10,4,"Careful | Fearful | Stubborn | Early Adopter",63645,6640851,83.0106375
