"scenario","type","reference","D","K","freq_covered","pct_covered"
"10-9","ext","kmeans",4,7,680325,85.040625
"10-9","ext","kmeans",4,8,680325,85.040625
"10-9","ext","kmeans",4,9,680325,85.040625
"10-9","ext","kmeans",5,1,711978,88.99725
"10-9","ext","kmeans",5,2,711978,88.99725
"10-9","ext","kmeans",5,3,711978,88.99725
"10-9","ext","kmeans",5,4,711978,88.99725
"10-9","ext","kmeans",5,5,711978,88.99725
"10-9","ext","kmeans",5,6,711978,88.99725
"10-9","ext","kmeans",5,7,711978,88.99725
"10-9","ext","kmeans",5,8,711978,88.99725
"10-9","ext","kmeans",5,9,711978,88.99725
"10-9","ext","kmeans",6,1,720746,90.09325
"10-9","ext","kmeans",6,2,720746,90.09325
"10-9","ext","kmeans",6,3,720746,90.09325
"10-9","ext","kmeans",6,4,720746,90.09325
"10-9","ext","kmeans",6,5,720746,90.09325
"10-9","ext","kmeans",6,6,720746,90.09325
"10-9","ext","kmeans",6,7,720746,90.09325
"10-9","ext","kmeans",6,8,720746,90.09325
"10-9","ext","kmeans",6,9,720746,90.09325
"10-9","ext","kmeans",7,1,733795,91.724375
"10-9","ext","kmeans",7,2,733795,91.724375
"10-9","ext","kmeans",7,3,733795,91.724375
"10-9","ext","kmeans",7,4,733795,91.724375
"10-9","ext","kmeans",7,5,733795,91.724375
"10-9","ext","kmeans",7,6,733795,91.724375
"10-9","ext","kmeans",7,7,733795,91.724375
"10-9","ext","kmeans",7,8,733795,91.724375
"10-9","ext","kmeans",7,9,733795,91.724375
"10-9","ext","kmeans",8,1,760623,95.077875
"10-9","ext","kmeans",8,2,760623,95.077875
"10-9","ext","kmeans",8,3,760623,95.077875
"10-9","ext","kmeans",8,4,760623,95.077875
"10-9","ext","kmeans",8,5,760623,95.077875
"10-9","ext","kmeans",8,6,760623,95.077875
"10-9","ext","kmeans",8,7,760623,95.077875
"10-9","ext","kmeans",8,8,760623,95.077875
"10-9","ext","kmeans",8,9,760623,95.077875
"10-9","ext","kmeans",9,1,800000,100
"10-9","ext","kmeans",9,2,800000,100
"10-9","ext","kmeans",9,3,800000,100
"10-9","ext","kmeans",9,4,800000,100
"10-9","ext","kmeans",9,5,800000,100
"10-9","ext","kmeans",9,6,800000,100
"10-9","ext","kmeans",9,7,800000,100
"10-9","ext","kmeans",9,8,800000,100
"10-9","ext","kmeans",9,9,800000,100
"10-9","ext","kmeans",10,1,800000,100
"10-9","ext","kmeans",10,2,800000,100
"10-9","ext","kmeans",10,3,800000,100
"10-9","ext","kmeans",10,4,800000,100
"10-9","ext","kmeans",10,5,800000,100
"10-9","ext","kmeans",10,6,800000,100
"10-9","ext","kmeans",10,7,800000,100
"10-9","ext","kmeans",10,8,800000,100
"10-9","ext","kmeans",10,9,800000,100
"10-9","ext","kmeans",11,1,800000,100
"10-9","ext","kmeans",11,2,800000,100
"10-9","ext","kmeans",11,3,800000,100
"10-9","ext","kmeans",11,4,800000,100
"10-9","ext","kmeans",11,5,800000,100
"10-9","ext","kmeans",11,6,800000,100
"10-9","ext","kmeans",11,7,800000,100
"10-9","ext","kmeans",11,8,800000,100
"10-9","ext","kmeans",11,9,800000,100
"10-9","ext","kmeans",12,1,800000,100
"10-9","ext","kmeans",12,2,800000,100
"10-9","ext","kmeans",12,3,800000,100
"10-9","ext","kmeans",12,4,800000,100
"10-9","ext","kmeans",12,5,800000,100
"10-9","ext","kmeans",12,6,800000,100
"10-9","ext","kmeans",12,7,800000,100
"10-9","ext","kmeans",12,8,800000,100
"10-9","ext","kmeans",12,9,800000,100
"10-9","ext","kmeans",13,1,800000,100
"10-9","ext","kmeans",13,2,800000,100
"10-9","ext","kmeans",13,3,800000,100
"10-9","ext","kmeans",13,4,800000,100
"10-9","ext","kmeans",13,5,800000,100
"10-9","ext","kmeans",13,6,800000,100
"10-9","ext","kmeans",13,7,800000,100
"10-9","ext","kmeans",13,8,800000,100
"10-9","ext","kmeans",13,9,800000,100
"10-9","ext","kmeans",14,1,800000,100
"10-9","ext","kmeans",14,2,800000,100
"10-9","ext","kmeans",14,3,800000,100
"10-9","ext","kmeans",14,4,800000,100
"10-9","ext","kmeans",14,5,800000,100
"10-9","ext","kmeans",14,6,800000,100
"10-9","ext","kmeans",14,7,800000,100
"10-9","ext","kmeans",14,8,800000,100
"10-9","ext","kmeans",14,9,800000,100
"10-9","ext","kmeans",15,1,800000,100
"10-9","ext","kmeans",15,2,800000,100
"10-9","ext","kmeans",15,3,800000,100
"10-9","ext","kmeans",15,4,800000,100
"10-9","ext","kmeans",15,5,800000,100
"10-9","ext","kmeans",15,6,800000,100
"10-9","ext","kmeans",15,7,800000,100
"10-9","ext","kmeans",15,8,800000,100
"10-9","ext","kmeans",15,9,800000,100
"10-9","ext","kmeans",16,1,800000,100
"10-9","ext","kmeans",16,2,800000,100
"10-9","ext","kmeans",16,3,800000,100
"10-9","ext","kmeans",16,4,800000,100
"10-9","ext","kmeans",16,5,800000,100
"10-9","ext","kmeans",16,6,800000,100
"10-9","ext","kmeans",16,7,800000,100
"10-9","ext","kmeans",16,8,800000,100
"10-9","ext","kmeans",16,9,800000,100
"10-9","ext","kmeans",17,1,800000,100
"10-9","ext","kmeans",17,2,800000,100
"10-9","ext","kmeans",17,3,800000,100
"10-9","ext","kmeans",17,4,800000,100
"10-9","ext","kmeans",17,5,800000,100
"10-9","ext","kmeans",17,6,800000,100
"10-9","ext","kmeans",17,7,800000,100
"10-9","ext","kmeans",17,8,800000,100
"10-9","ext","kmeans",17,9,800000,100
"10-9","ext","kmeans",18,1,800000,100
"10-9","ext","kmeans",18,2,800000,100
"10-9","ext","kmeans",18,3,800000,100
"10-9","ext","kmeans",18,4,800000,100
"10-9","ext","kmeans",18,5,800000,100
"10-9","ext","kmeans",18,6,800000,100
"10-9","ext","kmeans",18,7,800000,100
"10-9","ext","kmeans",18,8,800000,100
"10-9","ext","kmeans",18,9,800000,100
"10-9","ext","kmeans",19,1,800000,100
"10-9","ext","kmeans",19,2,800000,100
"10-9","ext","kmeans",19,3,800000,100
"10-9","ext","kmeans",19,4,800000,100
"10-9","ext","kmeans",19,5,800000,100
"10-9","ext","kmeans",19,6,800000,100
"10-9","ext","kmeans",19,7,800000,100
"10-9","ext","kmeans",19,8,800000,100
"10-9","ext","kmeans",19,9,800000,100
"10-9","ext","kmeans",20,1,800000,100
"10-9","ext","kmeans",20,2,800000,100
"10-9","ext","kmeans",20,3,800000,100
"10-9","ext","kmeans",20,4,800000,100
"10-9","ext","kmeans",20,5,800000,100
"10-9","ext","kmeans",20,6,800000,100
"10-9","ext","kmeans",20,7,800000,100
"10-9","ext","kmeans",20,8,800000,100
"10-9","ext","kmeans",20,9,800000,100
"10-9","ext","sins",0,1,240235,30.029375
"10-9","ext","sins",0,2,240235,30.029375
"10-9","ext","sins",0,3,240235,30.029375
"10-9","ext","sins",0,4,240235,30.029375
"10-9","ext","sins",0,5,240235,30.029375
"10-9","ext","sins",0,6,240235,30.029375
"10-9","ext","sins",0,7,240235,30.029375
"10-9","ext","sins",1,1,338824,42.353
"10-9","ext","sins",1,2,338824,42.353
"10-9","ext","sins",1,3,338824,42.353
"10-9","ext","sins",1,4,338824,42.353
"10-9","ext","sins",1,5,338824,42.353
"10-9","ext","sins",1,6,338824,42.353
"10-9","ext","sins",1,7,338824,42.353
"10-9","ext","sins",2,1,457032,57.129
"10-9","ext","sins",2,2,457032,57.129
"10-9","ext","sins",2,3,457032,57.129
"10-9","ext","sins",2,4,457032,57.129
"10-9","ext","sins",2,5,457032,57.129
"10-9","ext","sins",2,6,457032,57.129
"10-9","ext","sins",2,7,457032,57.129
"10-9","ext","sins",3,1,581971,72.746375
"10-9","ext","sins",3,2,581971,72.746375
"10-9","ext","sins",3,3,581971,72.746375
"10-9","ext","sins",3,4,581971,72.746375
"10-9","ext","sins",3,5,581971,72.746375
"10-9","ext","sins",3,6,581971,72.746375
"10-9","ext","sins",3,7,581971,72.746375
"10-9","ext","sins",4,1,680325,85.040625
"10-9","ext","sins",4,2,680325,85.040625
"10-9","ext","sins",4,3,680325,85.040625
"10-9","ext","sins",4,4,680325,85.040625
"10-9","ext","sins",4,5,680325,85.040625
"10-9","ext","sins",4,6,680325,85.040625
"10-9","ext","sins",4,7,680325,85.040625
"10-9","ext","sins",5,1,711978,88.99725
"10-9","ext","sins",5,2,711978,88.99725
"10-9","ext","sins",5,3,711978,88.99725
"10-9","ext","sins",5,4,711978,88.99725
"10-9","ext","sins",5,5,711978,88.99725
"10-9","ext","sins",5,6,711978,88.99725
"10-9","ext","sins",5,7,711978,88.99725
"10-9","ext","sins",6,1,720746,90.09325
"10-9","ext","sins",6,2,720746,90.09325
"10-9","ext","sins",6,3,720746,90.09325
"10-9","ext","sins",6,4,720746,90.09325
"10-9","ext","sins",6,5,720746,90.09325
"10-9","ext","sins",6,6,720746,90.09325
"10-9","ext","sins",6,7,720746,90.09325
"10-9","ext","sins",7,1,733795,91.724375
"10-9","ext","sins",7,2,733795,91.724375
"10-9","ext","sins",7,3,733795,91.724375
"10-9","ext","sins",7,4,733795,91.724375
"10-9","ext","sins",7,5,733795,91.724375
"10-9","ext","sins",7,6,733795,91.724375
"10-9","ext","sins",7,7,733795,91.724375
"10-9","ext","sins",8,1,760623,95.077875
"10-9","ext","sins",8,2,760623,95.077875
"10-9","ext","sins",8,3,760623,95.077875
"10-9","ext","sins",8,4,760623,95.077875
"10-9","ext","sins",8,5,760623,95.077875
"10-9","ext","sins",8,6,760623,95.077875
"10-9","ext","sins",8,7,760623,95.077875
"10-9","ext","sins",9,1,800000,100
"10-9","ext","sins",9,2,800000,100
"10-9","ext","sins",9,3,800000,100
"10-9","ext","sins",9,4,800000,100
"10-9","ext","sins",9,5,800000,100
"10-9","ext","sins",9,6,800000,100
"10-9","ext","sins",9,7,800000,100
"10-9","ext","sins",10,1,800000,100
"10-9","ext","sins",10,2,800000,100
"10-9","ext","sins",10,3,800000,100
"10-9","ext","sins",10,4,800000,100
"10-9","ext","sins",10,5,800000,100
"10-9","ext","sins",10,6,800000,100
"10-9","ext","sins",10,7,800000,100
"10-9","ext","sins",11,1,800000,100
"10-9","ext","sins",11,2,800000,100
"10-9","ext","sins",11,3,800000,100
"10-9","ext","sins",11,4,800000,100
"10-9","ext","sins",11,5,800000,100
"10-9","ext","sins",11,6,800000,100
"10-9","ext","sins",11,7,800000,100
"10-9","ext","sins",12,1,800000,100
"10-9","ext","sins",12,2,800000,100
"10-9","ext","sins",12,3,800000,100
"10-9","ext","sins",12,4,800000,100
"10-9","ext","sins",12,5,800000,100
"10-9","ext","sins",12,6,800000,100
"10-9","ext","sins",12,7,800000,100
"10-9","ext","sins",13,1,800000,100
"10-9","ext","sins",13,2,800000,100
"10-9","ext","sins",13,3,800000,100
"10-9","ext","sins",13,4,800000,100
"10-9","ext","sins",13,5,800000,100
"10-9","ext","sins",13,6,800000,100
"10-9","ext","sins",13,7,800000,100
"10-9","ext","sins",14,1,800000,100
"10-9","ext","sins",14,2,800000,100
"10-9","ext","sins",14,3,800000,100
"10-9","ext","sins",14,4,800000,100
"10-9","ext","sins",14,5,800000,100
"10-9","ext","sins",14,6,800000,100
"10-9","ext","sins",14,7,800000,100
"10-9","ext","sins",15,1,800000,100
"10-9","ext","sins",15,2,800000,100
"10-9","ext","sins",15,3,800000,100
"10-9","ext","sins",15,4,800000,100
"10-9","ext","sins",15,5,800000,100
"10-9","ext","sins",15,6,800000,100
"10-9","ext","sins",15,7,800000,100
"10-9","ext","sins",16,1,800000,100
"10-9","ext","sins",16,2,800000,100
"10-9","ext","sins",16,3,800000,100
"10-9","ext","sins",16,4,800000,100
"10-9","ext","sins",16,5,800000,100
"10-9","ext","sins",16,6,800000,100
"10-9","ext","sins",16,7,800000,100
"10-9","ext","sins",17,1,800000,100
"10-9","ext","sins",17,2,800000,100
"10-9","ext","sins",17,3,800000,100
"10-9","ext","sins",17,4,800000,100
"10-9","ext","sins",17,5,800000,100
"10-9","ext","sins",17,6,800000,100
"10-9","ext","sins",17,7,800000,100
"10-9","ext","sins",18,1,800000,100
"10-9","ext","sins",18,2,800000,100
"10-9","ext","sins",18,3,800000,100
"10-9","ext","sins",18,4,800000,100
"10-9","ext","sins",18,5,800000,100
"10-9","ext","sins",18,6,800000,100
"10-9","ext","sins",18,7,800000,100
"10-9","ext","sins",19,1,800000,100
"10-9","ext","sins",19,2,800000,100
"10-9","ext","sins",19,3,800000,100
"10-9","ext","sins",19,4,800000,100
"10-9","ext","sins",19,5,800000,100
"10-9","ext","sins",19,6,800000,100
"10-9","ext","sins",19,7,800000,100
"10-9","ext","sins",20,1,800000,100
"10-9","ext","sins",20,2,800000,100
"10-9","ext","sins",20,3,800000,100
"10-9","ext","sins",20,4,800000,100
"10-9","ext","sins",20,5,800000,100
"10-9","ext","sins",20,6,800000,100
"10-9","ext","sins",20,7,800000,100
