self_profile,determinant_id,determinant_label,n,mean,median,sd
Influencer,technical_fit,Technical fit,29,81.58620689655173,81,16.948487588191863
Influencer,knowledge,Knowledge,34,79.6470588235294,79.5,15.977033427640755
Influencer,environmental_concerns,Environmental concerns,35,78.45714285714286,80,18.94472277465161
Influencer,climate_protection,Climate protection,35,78.08571428571429,81,22.33221285704659
Influencer,commitment,Commitment,31,77.7741935483871,76,13.930086569291557
Influencer,adherence,Adherence,32,74.21875,75,16.68828906555384
Influencer,self_satisfaction,Self-satisfaction,31,73.51612903225806,75,18.3482441807419
Influencer,trust,Trust,33,71.75757575757575,75,18.839835294911527
Influencer,added_value,Added value,32,71.1875,75.5,23.79948156117366
Influencer,legal,Legal compliance,31,70.96774193548387,75,25.46433305752413
Influencer,own_significance,Personal significance,32,69.28125,73,17.919595284528338
Influencer,safety,Safety,32,69.1875,75,23.507634312447138
Influencer,wellbeing,Wellbeing,31,68.2258064516129,70,22.282593621358885
Influencer,support,Social support,28,64.42857142857143,66.5,20.80140410401213
Influencer,agreement,Agreement,30,63.6,74,28.250846798416255
Influencer,rights_and_duties,Rights and duties,32,63.125,71,24.556386725906115
Influencer,credit_score_access_to_funding,Access to funding,28,63.035714285714285,64.5,23.817954856472745
Influencer,own_competence,Own competence,29,62.93103448275862,68,23.42302138995913
Influencer,autarky,Self-sufficiency,30,62.4,69.5,22.75143042111631
Influencer,cost_efficiency,Cost efficiency,31,62.29032258064516,67,24.450212743978454
Influencer,risk_profile,Risk profile,29,59.13793103448276,65,22.957607108275266
Influencer,coziness,Comfort,28,58.714285714285715,62.5,22.927998641249125
Influencer,frugality,Frugality,31,58.03225806451613,67,27.1986321604203
Influencer,profits,Economic profit,30,50.66666666666667,50,29.7499154833147
Influencer,peer_pressure,Peer pressure,30,41.96666666666667,43,29.100874893037666
Influencer,novelty,Novelty,32,41.6875,42,22.724773322976077
Influencer,trends,Trends,31,30.967741935483872,19,29.577563423387605
Influencer,socialising,Socialising,28,29.178571428571427,17,27.54263169790717
Influencer,authority,Authority,29,27.862068965517242,20,26.836441293151896
Influencer,fun,Fun,26,27.769230769230766,19,27.336872816483886
Influencer,recognition,Recognition,32,23.9375,13.5,26.048264755530138
Influencer,approval,Approval,33,22.09090909090909,20,21.56003773820276
