"D","assigned_pct","unassigned_pct"
0,0.0219897590550686,99.9780102409449
1,0.314139415072409,99.6858605849276
2,2.18641032890397,97.813589671096
3,6.4147268557786,93.5852731442214
4,21.9049414129991,78.0950585870009
5,32.3720667232118,67.6279332767882
6,61.3451449753401,38.6548550246599
7,70.0593723494487,29.9406276505513
8,90.2334055853988,9.7665944146012
9,91.8637891496246,8.1362108503754
10,96.7737882072064,3.22621179279364
11,97.4523293437628,2.54767065623724
12,97.6502371752584,2.34976282474162
13,98.0272044733453,1.97279552665473
14,99.9685860584928,0.0314139415072409
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
