"mode","scenario","type","K","D","cluster","n_active_dims","active_dims","n_patterns","pct_total_patterns","pct_rest_patterns","assigned_pct","unassigned_pct"
"9_top3data","100-9-top3","ext",1,0,1,0,"",1,1.04166666666667,100,30.682175,69.317825
"9_top3data","100-9-top3","ext",1,2,1,0,"",34,35.4166666666667,100,30.682175,69.317825
"9_top3data","100-9-top3","ext",1,4,1,0,"",96,100,100,30.682175,69.317825
"9_top3data","100-9-top3","ext",1,6,1,0,"",96,100,100,30.682175,69.317825
"9_top3data","100-9-top3","ext",1,8,1,0,"",96,100,100,30.682175,69.317825
"9_top3data","100-9-top3","ext",1,10,1,0,"",96,100,100,30.682175,69.317825
"9_top3data","100-9-top3","ext",2,0,1,0,"",1,1.04166666666667,100,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,0,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.04166666666667,98.9583333333333,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,2,1,0,"",34,35.4166666666667,100,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",18,18.75,64.5833333333333,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,4,1,0,"",96,100,100,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,6,1,0,"",96,100,100,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,8,1,0,"",96,100,100,54.74485,45.25515
"9_top3data","100-9-top3","ext",2,10,1,0,"",96,100,100,54.74485,45.25515
"9_top3data","100-9-top3","ext",3,0,1,0,"",1,1.04166666666667,100,64.3776625,35.6223375
"9_top3data","100-9-top3","ext",3,0,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.04166666666667,98.9583333333333,64.3776625,35.6223375
"9_top3data","100-9-top3","ext",3,0,3,2,"STIMULATION | POPULARITY",1,1.04166666666667,97.9166666666667,64.3776625,35.6223375
"9_top3data","100-9-top3","ext",3,2,1,0,"",34,35.4166666666667,100,64.3776625,35.6223375
